Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-1.55226469039917,101.502784729004,-4.6051197052002,124.435752868652,112.268684387207,124.599716186523,96.1739807128906,200.65690612793,65.5163040161133,148.473297119141,48.803150177002,170.06901550293,95.4011917114258,261.770568847656,107.709426879883,182.049362182617,232.505157470703,51.9142074584961,340.203308105469,54.147533416748,-80.1449127197266,150.208221435547,43.8239784240723,59.36376953125,258.846801757812,31.769115447998,236.245346069336,156.266128540039,9.50558471679688,113.101348876953,-15.7759094238281,179.805282592773,151.180084228516,103.61994934082
26.8190441131592,177.14762878418,-110.07820892334,158.216522216797,91.626106262207,137.122772216797,56.920581817627,195.370361328125,-12.0051898956299,143.109283447266,102.84041595459,124.646766662598,89.3470687866211,199.541275024414,195.270065307617,163.662521362305,225.256408691406,42.315299987793,439.132019042969,36.4873428344727,34.2753143310547,223.228042602539,-39.3452949523926,95.1872329711914,218.549392700195,54.2216796875,215.983520507812,123.775436401367,22.2538814544678,127.359245300293,40.030345916748,107.73127746582,179.489517211914,59.7062301635742
62.7355690002441,208.598876953125,-45.3979606628418,218.606643676758,104.234603881836,140.172988891602,65.6680526733398,190.097671508789,-48.5396347045898,141.746139526367,130.731643676758,119.556648254395,143.584014892578,170.588836669922,260.760406494141,123.703567504883,216.760314941406,99.9342193603516,431.8095703125,68.6891326904297,149.005035400391,191.587295532227,-17.2470378875732,139.216659545898,106.233703613281,114.47827911377,177.507217407227,89.7150497436523,63.5749931335449,138.921112060547,164.1337890625,71.9535751342773,198.763061523438,72.2296829223633
67.6697387695312,190.839462280273,56.9264945983887,237.615951538086,145.041122436523,127.092269897461,138.499572753906,181.946487426758,29.2439746856689,154.608016967773,204.846939086914,123.917907714844,173.755569458008,165.990737915039,258.654602050781,115.200370788574,206.225967407227,100.163665771484,331.651397705078,69.1751861572266,126.054458618164,164.431823730469,58.01904296875,154.598175048828,71.0617980957031,146.218536376953,137.126495361328,50.695930480957,96.0994186401367,186.583068847656,244.078582763672,106.254165649414,201.4453125,78.9599838256836
76.6671524047852,223.768646240234,88.0025939941406,225.946823120117,149.113861083984,142.438201904297,188.894729614258,187.470153808594,83.5088882446289,158.398422241211,253.909133911133,104.415374755859,144.070327758789,100.915649414062,237.517761230469,92.7950439453125,157.795013427734,-10.3032836914062,195.437698364258,14.8316841125488,101.285820007324,223.808151245117,107.535247802734,142.28742980957,103.285003662109,125.82487487793,140.568939208984,-0.992289841175079,117.169151306152,255.624206542969,278.613189697266,154.067733764648,177.953384399414,50.0854759216309
95.5647277832031,294.779907226562,103.255981445312,249.147323608398,112.080451965332,191.823974609375,211.774749755859,204.814483642578,65.3044662475586,172.154937744141,264.013092041016,76.8573684692383,140.256530761719,11.8025398254395,217.739501953125,47.3412780761719,145.910614013672,-68.3244323730469,56.0829048156738,-15.5373058319092,98.8079147338867,265.211151123047,99.0805892944336,144.261367797852,108.369400024414,126.379745483398,161.924026489258,-55.3064231872559,103.468841552734,274.692077636719,307.98095703125,138.808151245117,172.565856933594,20.0513095855713
70.1472091674805,314.581237792969,119.440101623535,237.01921081543,83.6100997924805,208.449630737305,236.76741027832,174.864212036133,85.4274520874023,193.320785522461,288.839996337891,64.7823333740234,184.322082519531,-0.418244749307632,198.062408447266,49.3611145019531,164.794372558594,-14.2854824066162,-27.1724586486816,22.2764930725098,65.906982421875,242.045684814453,72.9373092651367,140.069351196289,97.3602676391602,169.117111206055,130.063293457031,-71.674690246582,62.7152671813965,228.385131835938,305.012268066406,103.999786376953,182.569274902344,50.0222282409668
45.3882865905762,268.342010498047,116.072761535645,139.343521118164,81.8845748901367,182.024658203125,228.685440063477,99.1126480102539,123.518058776855,163.025192260742,283.037139892578,79.2507476806641,208.777160644531,49.7127914428711,194.745056152344,91.3060607910156,91.9085922241211,38.3900299072266,4.38872718811035,60.4171981811523,85.6359329223633,178.717132568359,72.5356674194336,103.433120727539,97.2744827270508,194.727264404297,102.952781677246,-40.477611541748,48.5275382995605,182.430892944336,275.298950195312,95.2248306274414,195.961517333984,112.653839111328
62.4496269226074,210.498489379883,114.867004394531,85.3149642944336,98.1674041748047,172.949645996094,200.840774536133,67.859260559082,121.835403442383,115.419952392578,242.614059448242,102.809761047363,227.206207275391,81.1226043701172,182.900436401367,123.918876647949,16.9022655487061,-2.99778032302856,91.5269622802734,49.1902885437012,116.958419799805,110.569190979004,70.2136459350586,90.4966201782227,81.7448959350586,188.004928588867,140.028778076172,-22.2446231842041,65.0346603393555,180.872528076172,261.254699707031,82.8816909790039,216.556762695312,109.441467285156
72.1734390258789,203.162063598633,120.189613342285,114.532180786133,114.970481872559,191.98583984375,197.439498901367,102.78116607666,129.550918579102,147.77180480957,212.980575561523,116.184448242188,267.869293212891,63.6675415039062,171.126571655273,120.939750671387,43.7494049072266,-100.97745513916,107.560966491699,27.6576690673828,100.670761108398,118.236740112305,54.2294692993164,114.339958190918,50.3771667480469,179.829650878906,172.009902954102,-82.1235580444336,88.1309432983398,203.869812011719,239.365173339844,72.8651733398438,186.836517333984,42.7762680053711
