Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2
71.3786392211914,-51.2372245788574,220.632690429688,-288.200744628906,103.323669433594,-198.993927001953,194.311325073242,-50.6831016540527,188.436904907227,86.6399078369141,53.002986907959,15.7687520980835,174.86750793457,49.4736213684082,68.6421432495117,49.5785827636719,251.779602050781,-152.80387878418,88.2421646118164,-43.2274169921875,63.1760749816895,50.6361923217773,-50.635368347168,44.8077583312988,20.5137767791748,20.1578598022461,142.590682983398,3.80113697052002
76.3395462036133,-23.6753196716309,218.1953125,-265.743713378906,123.419136047363,-198.753341674805,249.469512939453,8.10995960235596,193.066619873047,109.051940917969,124.839645385742,27.6183547973633,187.872344970703,89.9847564697266,157.683090209961,47.9778366088867,274.726043701172,-180.821792602539,99.1252212524414,-89.7016906738281,84.4074630737305,27.7574596405029,-42.5384941101074,51.5463638305664,47.8122024536133,13.1803207397461,159.430755615234,63.4288024902344
160.646057128906,-90.8482360839844,179.089828491211,-236.884307861328,155.594711303711,-190.454605102539,225.069198608398,47.6241455078125,223.795822143555,103.651580810547,117.140525817871,17.0086326599121,197.879455566406,101.459259033203,134.519577026367,97.6168746948242,245.122161865234,-184.794998168945,102.040718078613,-147.282211303711,51.0422973632812,44.0554008483887,-20.9410572052002,52.3664703369141,13.3469409942627,41.5654525756836,117.353759765625,116.296463012695
191.762741088867,-143.552108764648,129.496353149414,-176.747177124023,113.790916442871,-136.336730957031,171.699752807617,117.731407165527,200.969650268555,153.363479614258,109.205017089844,91.1094284057617,176.871795654297,126.574073791504,128.265579223633,136.881576538086,177.395462036133,-141.906005859375,98.0004730224609,-123.959251403809,-0.609895169734955,71.9146270751953,-12.8369245529175,81.4563674926758,-11.3907680511475,60.2967872619629,37.8013114929199,150.890975952148
149.859451293945,-139.848342895508,83.7736587524414,-108.933929443359,11.5178995132446,-18.8054485321045,121.749183654785,202.56803894043,151.63200378418,174.794006347656,121.745681762695,191.367034912109,140.885818481445,142.604598999023,122.736419677734,99.6201477050781,134.619293212891,-110.578437805176,111.519409179688,-55.3746566772461,6.8046178817749,65.9648056030273,2.19775366783142,97.3868865966797,-3.7723913192749,29.2587013244629,-12.6160726547241,159.0478515625
88.72314453125,-68.787467956543,30.8737964630127,-78.564453125,-79.8623886108398,78.5651016235352,41.2597885131836,209.759780883789,77.3662261962891,134.972549438477,107.704727172852,145.036529541016,147.909286499023,86.7675628662109,76.3159866333008,12.1463537216187,107.392204284668,-84.4649505615234,51.2029914855957,-21.8977451324463,42.4679145812988,56.5055732727051,37.6960754394531,65.7499465942383,15.3325109481812,-2.6430766582489,-103.604354858398,164.15283203125
17.4682693481445,48.969425201416,-46.5645408630371,-33.8482627868652,-143.231338500977,104.461700439453,-75.5884628295898,151.942764282227,-7.06161832809448,106.47509765625,37.4328002929688,14.7661256790161,140.576583862305,4.83535718917847,69.3415908813477,-76.9180145263672,78.9150772094727,-50.4009819030762,-0.375428915023804,-51.3923797607422,47.9055671691895,45.2709846496582,73.0508804321289,29.7791004180908,38.77880859375,-8.52826118469238,-187.285873413086,148.080993652344
-17.0824604034424,83.2102203369141,-118.74333190918,31.2184619903564,-160.97590637207,103.196014404297,-156.600357055664,110.49658203125,-37.8765487670898,100.920791625977,-57.4623222351074,-25.4142417907715,95.318717956543,-38.8711090087891,89.3776397705078,-103.564323425293,36.8521499633789,-30.5193958282471,13.6546497344971,-53.4791679382324,23.079927444458,22.2491455078125,85.3474884033203,4.96193838119507,36.636360168457,-15.8877906799316,-187.329360961914,127.170745849609
-51.9686622619629,81.1719284057617,-184.411758422852,92.8789672851562,-152.479415893555,113.421165466309,-161.529556274414,78.9767990112305,-34.8267555236816,114.676979064941,-94.0607528686523,0.739354133605957,49.2797927856445,-28.716817855835,78.7446899414062,-55.8003425598145,-48.0889053344727,35.1655960083008,-14.2269563674927,21.985481262207,16.4493217468262,10.8050327301025,61.0852241516113,-21.8851947784424,19.2331409454346,-31.5790119171143,-146.974456787109,131.539184570312
-92.2351608276367,144.014953613281,-259.443328857422,165.614334106445,-173.73176574707,133.024475097656,-117.813262939453,18.5562858581543,6.31209897994995,105.879600524902,-48.2590751647949,-5.81850147247314,23.8776588439941,1.32797849178314,64.2602081298828,-32.1278991699219,-123.998085021973,141.652145385742,-47.3122329711914,58.6486625671387,46.0162544250488,2.66919183731079,36.0563812255859,-29.2943820953369,22.9742527008057,-35.5015487670898,-78.1143264770508,99.5330429077148
