Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
92.5656356811523,61.5885009765625,3.79622650146484,-22.5963230133057,44.1417427062988,22.8277397155762,16.4093990325928,-26.27001953125,15.2799463272095,-29.4519157409668,31.4111785888672,9.02120399475098,10.4869518280029,-112.046829223633,42.9091300964355,11.0355587005615,16.7652263641357,-106.232818603516,83.9100799560547,102.122138977051,113.133476257324,-144.106948852539,36.8754501342773,35.7444305419922,81.8897552490234,-75.3691864013672,46.0954895019531,32.3825035095215,23.8406314849854,-31.1329193115234,48.1525573730469,-28.3635444641113,-14.9327840805054,-45.3454895019531,26.1581611633301,-0.967737793922424
110.438415527344,61.9188957214355,50.400032043457,-22.4565334320068,68.4697189331055,61.2811126708984,17.3958988189697,-39.0942535400391,14.5552825927734,-47.4327239990234,13.0147018432617,36.448112487793,10.6044836044312,-87.1118392944336,21.888843536377,30.9933605194092,-4.94638013839722,-98.0645980834961,36.2709655761719,66.0048522949219,143.815322875977,-106.439872741699,-1.9404639005661,57.9948844909668,84.58203125,-34.7353248596191,-24.7641487121582,71.4521789550781,-33.2134475708008,-45.4352722167969,100.996185302734,-7.82629346847534,-7.49167966842651,-32.5343894958496,26.1380310058594,55.2438545227051
102.488754272461,25.8736591339111,58.9567718505859,-37.3049926757812,82.6932220458984,60.9483604431152,17.7989387512207,-32.716911315918,-16.1857891082764,-23.8993892669678,4.23670291900635,79.8736190795898,-11.8786640167236,-33.756217956543,21.8338890075684,91.3312759399414,-11.2838935852051,-65.4898071289062,-10.8547277450562,31.3930683135986,123.73021697998,-65.5825119018555,4.44380474090576,85.9365921020508,16.6378707885742,20.2017669677734,-48.6859321594238,86.2224655151367,-43.1535797119141,5.82586288452148,131.028076171875,25.132740020752,-18.6647548675537,-2.86301493644714,21.5433750152588,79.1664428710938
75.9937744140625,30.3930721282959,-2.38196659088135,5.70604276657104,20.5239372253418,66.434440612793,-18.0304222106934,26.1047954559326,-60.2655639648438,48.7209205627441,-13.1404104232788,118.846115112305,-59.3625335693359,22.1405010223389,10.9890155792236,130.186874389648,-44.7318382263184,6.22820949554443,-6.47822523117065,50.249568939209,91.9432601928711,-21.0373706817627,13.8121395111084,113.761329650879,-53.9381446838379,84.601188659668,-37.5563812255859,111.048294067383,5.41541719436646,60.4055519104004,82.9402618408203,45.7665557861328,-81.4909515380859,83.0846633911133,-14.2189884185791,77.6940841674805
35.6463851928711,57.1527900695801,-77.0332489013672,74.5542144775391,-67.9052658081055,126.28345489502,-109.843849182129,104.924896240234,-113.692642211914,118.707992553711,-54.1166076660156,163.055053710938,-127.785438537598,87.8746795654297,-32.3417358398438,158.347061157227,-73.8790283203125,104.585693359375,-23.3907928466797,48.2837562561035,45.3040504455566,20.9447479248047,-6.41919231414795,135.722854614258,-97.5960159301758,148.152496337891,-46.6796035766602,155.323272705078,0.177358150482178,67.4102630615234,6.18131256103516,65.5682830810547,-135.457122802734,168.109710693359,-72.5979080200195,104.502128601074
-33.2090339660645,80.4904556274414,-113.37336730957,141.608795166016,-110.514991760254,201.949722290039,-160.617248535156,176.072006225586,-169.541198730469,182.140213012695,-83.4752426147461,190.301498413086,-176.387619018555,156.649276733398,-59.2569046020508,190.020843505859,-37.1840057373047,179.677536010742,-70.1542816162109,56.6919250488281,-32.7955017089844,57.2483825683594,-38.4316329956055,168.232604980469,-146.738052368164,178.158233642578,-79.1042861938477,189.892013549805,-57.8480796813965,44.5667533874512,-24.9269218444824,109.615524291992,-179.692428588867,203.915405273438,-107.131820678711,111.848983764648
-51.2510566711426,77.7223968505859,-107.243293762207,201.261627197266,-102.912796020508,209.682769775391,-152.152404785156,217.847229003906,-198.726501464844,216.377197265625,-88.8553924560547,178.719711303711,-186.1875,169.480606079102,-53.8216743469238,190.554733276367,12.8815898895264,211.244003295898,-62.8953399658203,79.775032043457,-73.9396133422852,94.7794647216797,-63.539176940918,189.082015991211,-190.674819946289,155.649139404297,-112.286659240723,209.481674194336,-98.0039825439453,67.3051681518555,-22.9811477661133,139.505661010742,-223.224456787109,221.209823608398,-104.983299255371,95.8446655273438
-7.6022253036499,47.6713714599609,-97.4672317504883,199.383499145508,-73.9206237792969,142.871597290039,-164.361480712891,208.124389648438,-205.949523925781,196.428848266602,-67.0742492675781,170.595825195312,-189.2001953125,154.732574462891,-48.416389465332,193.397720336914,10.328709602356,212.212051391602,-60.4402770996094,54.2528038024902,-64.9537582397461,107.731056213379,-49.1499824523926,143.196166992188,-186.900970458984,124.659088134766,-104.746131896973,211.677581787109,-87.4082565307617,152.398422241211,-29.7161769866943,126.938636779785,-193.757278442383,196.361480712891,-68.0075073242188,108.083778381348
0.420180827379227,37.0019493103027,-100.35319519043,149.797546386719,-49.5949211120605,87.7743759155273,-152.859436035156,162.100814819336,-166.375564575195,154.23957824707,-22.0252475738525,176.845474243164,-177.245956420898,153.447631835938,-24.6625080108643,212.560775756836,-32.4317245483398,205.559799194336,-72.2829666137695,18.0572032928467,-87.9589004516602,89.8691482543945,-5.14286470413208,83.4208755493164,-145.308502197266,121.469505310059,-59.3204307556152,198.846176147461,-28.5930728912354,199.482192993164,-38.5822639465332,113.175216674805,-113.096466064453,127.860015869141,-24.3930530548096,112.643531799316
10.6366443634033,20.3735065460205,-72.0932235717773,110.076515197754,-23.9898834228516,73.044303894043,-75.0073623657227,117.360900878906,-74.1708374023438,125.614524841309,4.02868604660034,139.705444335938,-138.242279052734,121.470733642578,9.20678043365479,195.388656616211,-81.6901931762695,170.431686401367,15.0229597091675,16.9947738647461,-139.498672485352,66.3066253662109,21.3326835632324,69.2951431274414,-106.274871826172,116.206748962402,-14.3559522628784,188.904891967773,3.53928017616272,158.653656005859,-36.1316833496094,111.431091308594,-66.1078033447266,94.3051528930664,-17.1857585906982,83.0666961669922
