Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-71.8805465698242,-70.1850814819336,90.7408752441406,54.9745864868164,-43.4939956665039,-77.2980804443359,45.6982498168945,116.44263458252,-65.1045532226562,-78.4016342163086,-22.6517791748047,28.8328456878662,-67.1158981323242,-188.863098144531,-79.5644836425781,-175.664566040039,-40.0170707702637,-147.6884765625,-87.9163284301758,-128.413879394531,-31.6150684356689,-61.2702865600586,-30.2624340057373,15.8946914672852,-40.6782684326172,-87.6843490600586,-122.299346923828,-62.2300491333008,-53.9747467041016,-142.079010009766,-107.800338745117,-40.4498100280762,-57.1394729614258,164.474761962891,-160.484390258789,-361.926574707031
-87.9356002807617,-11.4065504074097,65.8693618774414,72.1121444702148,-96.8293380737305,-76.9795608520508,22.8601531982422,101.721694946289,-105.880111694336,-73.7882995605469,-24.8760833740234,1.89321088790894,-86.5094451904297,-189.540664672852,-57.1265563964844,-189.829391479492,-34.7044868469238,-171.797607421875,-44.1093063354492,-136.571060180664,-43.3357849121094,-28.7354393005371,12.960431098938,73.1661529541016,-53.238109588623,-163.299621582031,-156.958267211914,-141.805740356445,-25.9962387084961,-130.732025146484,-83.1092147827148,-29.0326328277588,-112.539527893066,178.886581420898,-188.393264770508,-334.880310058594
-56.2031135559082,-13.8579559326172,73.5872650146484,134.568893432617,-122.130516052246,-63.198543548584,46.5636215209961,99.1289596557617,-130.183731079102,-45.183765411377,-22.8562049865723,-19.6737995147705,-122.741020202637,-158.767868041992,-43.4857978820801,-155.867111206055,-53.4913215637207,-122.277099609375,-36.7168121337891,-75.7469787597656,-21.3849468231201,-42.8400917053223,2.31308245658875,24.5066242218018,-62.9735107421875,-149.483810424805,-92.9938049316406,-61.8593978881836,-52.1143684387207,-125.222267150879,-33.9193687438965,-5.03141117095947,-132.555633544922,196.060882568359,-208.723251342773,-231.313461303711
-68.3927536010742,4.05628776550293,142.154174804688,129.19091796875,-139.281280517578,-9.32433128356934,75.1168594360352,109.312362670898,-134.350021362305,13.6827068328857,-10.6473007202148,5.65018129348755,-106.09203338623,-107.403793334961,-50.5477828979492,-99.4120178222656,-58.0261611938477,-63.0174179077148,-52.6255645751953,-51.0223350524902,-17.3626728057861,-48.0770797729492,-9.03433799743652,-27.7196559906006,-71.4484329223633,-53.1590805053711,-63.4463577270508,23.9834747314453,-73.5467300415039,-126.228248596191,-49.4871864318848,41.8499908447266,-112.361137390137,209.033615112305,-208.764831542969,-122.510353088379
-108.01488494873,21.3131446838379,193.622970581055,47.6992607116699,-154.024932861328,14.3844652175903,77.9930953979492,97.1362152099609,-140.492797851562,3.2526433467865,17.8889904022217,52.1618728637695,-100.049476623535,-14.233283996582,-83.2743759155273,-50.9241409301758,-86.0904922485352,-12.4268779754639,-92.5062942504883,-73.2756576538086,-43.8376083374023,-22.5544853210449,25.8000221252441,-10.1635227203369,-60.86181640625,-10.1571083068848,-87.9559326171875,-9.13046550750732,-88.7916030883789,-91.2172317504883,-95.1792297363281,57.514835357666,-84.7409591674805,179.244430541992,-241.628341674805,-35.3123092651367
-126.537986755371,-4.85089111328125,158.565795898438,15.1903715133667,-168.669387817383,-20.727388381958,87.0811233520508,90.4690780639648,-175.578399658203,-64.5317153930664,31.37331199646,63.0668678283691,-128.122482299805,22.5890922546387,-119.916069030762,-31.6096458435059,-124.834190368652,15.9825086593628,-119.339744567871,-66.3139495849609,-98.4671173095703,1.30992877483368,60.6594886779785,18.0178718566895,-52.2825736999512,-54.422492980957,-87.7908248901367,-90.8070831298828,-109.885513305664,-68.0166091918945,-145.41943359375,34.8447151184082,-56.4880638122559,156.75080871582,-287.633728027344,7.11508083343506
-173.628601074219,3.92484045028687,107.487747192383,47.0843086242676,-217.411209106445,-42.2232284545898,88.3314895629883,101.75121307373,-241.55549621582,-73.7905349731445,34.2975883483887,49.3769035339355,-155.994400024414,-19.7891788482666,-113.794067382812,1.89359319210052,-127.10523223877,-0.73672091960907,-114.414588928223,23.56276512146,-168.858764648438,15.7932462692261,29.4784030914307,3.91359305381775,-100.20435333252,-87.7465133666992,-81.2654495239258,-145.55224609375,-101.57869720459,-83.6518173217773,-229.809509277344,31.3899917602539,-32.6542930603027,158.165725708008,-271.58349609375,5.87611722946167
-240.571517944336,41.7821273803711,82.5963439941406,102.208038330078,-253.103729248047,-27.1245040893555,65.8183822631836,108.850387573242,-285.289855957031,-6.04286479949951,43.5113754272461,53.442024230957,-156.040603637695,-37.7327346801758,-54.2298126220703,67.0143051147461,-98.2217330932617,-32.5261306762695,-70.1868438720703,138.173690795898,-207.343521118164,30.6319007873535,-61.9110832214355,-8.29714107513428,-116.378692626953,-58.3457336425781,-54.5039863586426,-162.225280761719,-49.1000595092773,-97.3408126831055,-281.802398681641,51.7300872802734,-26.8127822875977,157.821029663086,-206.569473266602,-0.431006908416748
-248.819137573242,40.4999198913574,67.6945266723633,132.920913696289,-205.950805664062,11.9873380661011,63.6423759460449,146.286254882812,-244.901123046875,66.1665725708008,45.5927696228027,90.8998107910156,-129.439544677734,-62.0850639343262,-28.2039165496826,119.082290649414,-66.1644973754883,-67.3376235961914,-16.9006881713867,173.669342041016,-189.127593994141,42.4028015136719,-131.959533691406,17.9022541046143,-52.0145874023438,38.2595748901367,34.3460464477539,-123.239868164062,-28.4215927124023,-79.6665344238281,-217.505859375,70.6578598022461,3.15591788291931,183.312347412109,-197.28923034668,-19.9228572845459
-177.727264404297,52.9529228210449,64.6205368041992,89.8244552612305,-121.693161010742,68.8996276855469,97.4585418701172,209.822082519531,-143.55322265625,101.583160400391,39.3882865905762,155.440246582031,-141.522598266602,-132.413208007812,-95.9356536865234,145.614044189453,-80.7583465576172,-116.393951416016,-44.8480453491211,152.648223876953,-130.538314819336,59.967098236084,-96.7925186157227,61.5859909057617,-24.593147277832,128.58528137207,58.0735359191895,-78.7909927368164,-89.8198699951172,-14.4176187515259,-102.13045501709,93.056884765625,91.8019332885742,215.407852172852,-282.809326171875,-64.3097991943359
-70.1850814819336,84.1561584472656,54.9745864868164,53.2273864746094,-77.2980804443359,82.8388214111328,116.44263458252,238.414489746094,-78.4016342163086,108.299674987793,28.8328456878662,195.860778808594,-188.863098144531,-178.929534912109,-175.664566040039,146.832046508789,-147.6884765625,-160.761779785156,-128.413879394531,149.937149047852,-61.2702865600586,85.1339111328125,15.8946914672852,104.337089538574,-87.6843490600586,115.679954528809,-62.2300491333008,-119.486595153809,-142.079010009766,71.172607421875,-40.4498100280762,94.3566665649414,164.474761962891,200.046340942383,-361.926574707031,-83.6599884033203
-11.4065504074097,66.635627746582,72.1121444702148,87.4657135009766,-76.9795608520508,53.26416015625,101.721694946289,241.242980957031,-73.7882995605469,99.4397888183594,1.89321088790894,178.03923034668,-189.540664672852,-207.897659301758,-189.829391479492,119.584098815918,-171.797607421875,-185.392242431641,-136.571060180664,138.691375732422,-28.7354393005371,80.0824813842773,73.1661529541016,109.204948425293,-163.299621582031,68.7331161499023,-141.805740356445,-184.247314453125,-130.732025146484,120.509346008301,-29.0326328277588,75.1888122558594,178.886581420898,192.494445800781,-334.880310058594,-75.3242645263672
-13.8579559326172,46.4811248779297,134.568893432617,109.015113830566,-63.198543548584,60.5456123352051,99.1289596557617,228.856628417969,-45.183765411377,80.9260330200195,-19.6737995147705,157.856857299805,-158.767868041992,-217.08447265625,-155.867111206055,108.13289642334,-122.277099609375,-173.115936279297,-75.7469787597656,103.915412902832,-42.8400917053223,38.5345153808594,24.5066242218018,44.1629066467285,-149.483810424805,60.9550399780273,-61.8593978881836,-156.459060668945,-125.222267150879,142.521484375,-5.03141117095947,87.6077651977539,196.060882568359,240.362228393555,-231.313461303711,-82.2893981933594
4.05628776550293,59.0569076538086,129.19091796875,62.9485702514648,-9.32433128356934,89.6936645507812,109.312362670898,178.130783081055,13.6827068328857,71.9058609008789,5.65018129348755,142.891479492188,-107.403793334961,-160.054779052734,-99.4120178222656,115.798789978027,-63.0174179077148,-136.92822265625,-51.0223350524902,94.2724533081055,-48.0770797729492,21.5294857025146,-27.7196559906006,-27.9632797241211,-53.1590805053711,32.5208854675293,23.9834747314453,-80.177360534668,-126.228248596191,157.038833618164,41.8499908447266,85.8538360595703,209.033615112305,248.658538818359,-122.510353088379,-97.9443130493164
21.3131446838379,29.9077606201172,47.6992607116699,-41.2505989074707,14.3844652175903,67.7686538696289,97.1362152099609,111.366790771484,3.2526433467865,63.3978843688965,52.1618728637695,71.933464050293,-14.233283996582,-137.383224487305,-50.9241409301758,82.5770416259766,-12.4268779754639,-154.519073486328,-73.2756576538086,91.5887222290039,-22.5544853210449,30.60032081604,-10.1635227203369,-65.60595703125,-10.1571083068848,-7.67682933807373,-9.13046550750732,-50.4408569335938,-91.2172317504883,129.219757080078,57.514835357666,-0.375510096549988,179.244430541992,156.280380249023,-35.3123092651367,-128.143203735352
-4.85089111328125,-56.2248954772949,15.1903715133667,-156.342575073242,-20.727388381958,-20.0467624664307,90.4690780639648,37.4201049804688,-64.5317153930664,6.56044006347656,63.0668678283691,1.95434558391571,22.5890922546387,-209.209579467773,-31.6096458435059,36.6375160217285,15.9825086593628,-227.157135009766,-66.3139495849609,68.0337219238281,1.30992877483368,-14.4303226470947,18.0178718566895,-128.188980102539,-54.422492980957,7.83486747741699,-90.8070831298828,-64.4336395263672,-68.0166091918945,70.1407775878906,34.8447151184082,-107.706314086914,156.75080871582,58.7491912841797,7.11508083343506,-176.86164855957
