Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,P7_Col1,P7_Col2,Cz_Col1,Cz_Col2
-42.7308197021484,30.8511199951172,59.2610092163086,14.5432958602905,8.04708385467529,31.0098056793213,61.5775756835938,9.86232662200928,9.78299999237061,34.7821655273438,60.3733711242676,-27.959342956543,-0.0752766355872154,-49.0744819641113,42.4377670288086,-112.477325439453,73.8688888549805,-30.990364074707,-42.1450080871582,98.0483627319336,102.482070922852,-66.9057464599609,38.0198554992676,-46.1186485290527
-28.1578044891357,-0.567024350166321,41.3725280761719,8.72794818878174,21.26904296875,-4.21004962921143,45.0638465881348,19.8354644775391,38.6743965148926,16.7705879211426,78.5607833862305,-18.4651927947998,17.3020935058594,-42.4745864868164,20.5812244415283,-160.523193359375,97.5461654663086,-51.9076232910156,-2.87011694908142,111.253692626953,107.741477966309,-57.8689155578613,63.8190689086914,-24.2809238433838
30.9559745788574,3.12209868431091,42.0072746276855,-32.1903533935547,69.0870895385742,-42.9876747131348,53.5572891235352,-25.028772354126,61.350284576416,13.6592845916748,68.5436248779297,52.4731369018555,53.5179214477539,-42.0212516784668,-37.8220443725586,-148.108749389648,99.6003036499023,-154.025268554688,11.156608581543,18.953254699707,84.6845397949219,44.0534744262695,56.0420303344727,-6.64474534988403
67.6934051513672,66.7070922851562,46.0655364990234,-69.5575180053711,68.7414245605469,-2.61904001235962,42.4711112976074,-71.1855926513672,56.9923553466797,20.8971214294434,59.0815315246582,47.1666603088379,76.0418472290039,-66.875617980957,-98.2090606689453,-98.3903884887695,37.456184387207,-186.686996459961,46.6681175231934,-36.2745132446289,55.7603950500488,44.219783782959,47.1870918273926,-25.789737701416
43.1098709106445,103.094505310059,14.1931648254395,-51.2662734985352,22.6557579040527,63.166259765625,-7.69656372070312,-37.1201057434082,20.0686511993408,26.7614440917969,55.4925804138184,21.9640464782715,39.0417251586914,-71.3526000976562,-92.4058837890625,-27.5586166381836,-18.6938591003418,-122.109069824219,51.4046478271484,-48.2892456054688,34.9710121154785,19.2899017333984,42.7737236022949,-30.1550445556641
-9.68581581115723,76.7446670532227,-9.42834377288818,-20.9767627716064,5.03613042831421,65.1102066040039,-48.5550956726074,17.9449996948242,7.09386873245239,33.917350769043,41.5561904907227,45.4098014831543,-1.27890241146088,-56.5109062194824,-11.0684185028076,45.1338233947754,-37.4879913330078,-81.654182434082,-5.64114761352539,-82.232421875,56.3159370422363,37.3743133544922,13.3567724227905,12.5696516036987
-29.2744293212891,57.407356262207,-3.26149845123291,8.60866546630859,22.7940101623535,64.94970703125,-68.4068908691406,45.8791313171387,8.11659049987793,50.1301460266113,25.380443572998,18.883092880249,-16.0243988037109,-42.7609443664551,72.4054565429688,5.25436210632324,-7.70568990707397,-76.9888916015625,-2.22552609443665,-75.3443832397461,81.5558395385742,-21.6173610687256,-13.6575527191162,21.271785736084
-0.743388116359711,82.1999206542969,15.1490430831909,41.723217010498,34.6049156188965,99.5404739379883,-50.8716125488281,62.2291107177734,-18.1542987823486,56.0943794250488,45.5785446166992,-59.2940940856934,-29.7879371643066,-39.3596153259277,59.4790229797363,-129.860229492188,56.7496871948242,-91.1945037841797,54.1994590759277,-16.4180088043213,78.6854782104492,-96.8268737792969,-13.6221723556519,-12.8197956085205
30.4291667938232,128.446624755859,33.8945922851562,40.5079956054688,29.6401691436768,97.4655380249023,-5.42813396453857,63.0582504272461,-16.1677837371826,14.8082094192505,87.9112396240234,-60.8744010925293,-31.6218605041504,-80.7392272949219,-15.5826330184937,-185.05354309082,44.9901466369629,-143.992431640625,38.3124771118164,4.78989410400391,89.1858062744141,-74.5199813842773,-18.0919589996338,4.91729927062988
41.169548034668,145.592926025391,27.149995803833,23.0521564483643,29.2842273712158,68.2667846679688,6.81760549545288,47.065860748291,25.2337989807129,-46.765625,56.3868560791016,-20.173469543457,-34.9547004699707,-133.392913818359,-64.0784225463867,-129.639709472656,-25.5154571533203,-198.101959228516,25.4521903991699,-18.1221733093262,45.081184387207,-50.5167007446289,-38.7161865234375,54.3202514648438
30.8511199951172,100.37133026123,14.5432958602905,17.6572761535645,31.0098056793213,58.2849235534668,9.86232662200928,12.8661956787109,34.7821655273438,-72.7605819702148,-27.959342956543,-57.5455932617188,-49.0744819641113,-141.84455871582,-112.477325439453,-68.4075622558594,-30.990364074707,-226.907379150391,98.0483627319336,-35.2056465148926,-66.9057464599609,-72.1514053344727,-46.1186485290527,60.1897583007812
-0.567024350166321,36.1110382080078,8.72794818878174,2.15487599372864,-4.21004962921143,34.4554176330566,19.8354644775391,-29.4605045318604,16.7705879211426,-71.9753189086914,-18.4651927947998,-101.904067993164,-42.4745864868164,-151.669937133789,-160.523193359375,-68.8677062988281,-51.9076232910156,-260.079833984375,111.253692626953,-9.59126377105713,-57.8689155578613,-62.3647499084473,-24.2809238433838,41.4859733581543
3.12209868431091,-4.47387027740479,-32.1903533935547,-21.6963214874268,-42.9876747131348,-9.59423446655273,-25.028772354126,-44.3982887268066,13.6592845916748,-80.2755355834961,52.4731369018555,-48.7660636901855,-42.0212516784668,-184.455871582031,-148.108749389648,-130.363433837891,-154.025268554688,-274.344604492188,18.953254699707,64.8373184204102,44.0534744262695,-21.0255146026611,-6.64474534988403,7.23096132278442
66.7070922851562,-33.8938293457031,-69.5575180053711,-46.6389999389648,-2.61904001235962,-43.2431030273438,-71.1855926513672,-53.0251998901367,20.8971214294434,-107.692276000977,47.1666603088379,3.79037284851074,-66.875617980957,-198.518493652344,-98.3903884887695,-147.855499267578,-186.686996459961,-219.52717590332,-36.2745132446289,74.5810089111328,44.219783782959,3.2021758556366,-25.789737701416,-62.0238265991211
103.094505310059,-40.480396270752,-51.2662734985352,-77.365234375,63.166259765625,-72.6153793334961,-37.1201057434082,-98.3310165405273,26.7614440917969,-147.705856323242,21.9640464782715,-13.3611259460449,-71.3526000976562,-205.711059570312,-27.5586166381836,-20.9337615966797,-122.109069824219,-158.130676269531,-48.2892456054688,-50.7964706420898,19.2899017333984,15.2348308563232,-30.1550445556641,-120.258605957031
76.7446670532227,-2.18628621101379,-20.9767627716064,-98.3974609375,65.1102066040039,-85.8043060302734,17.9449996948242,-133.133972167969,33.917350769043,-189.345016479492,45.4098014831543,12.7728614807129,-56.5109062194824,-216.661651611328,45.1338233947754,150.864532470703,-81.654182434082,-159.332885742188,-82.232421875,-147.565353393555,37.3743133544922,47.8886833190918,12.5696516036987,-121.643592834473
57.407356262207,36.8396987915039,8.60866546630859,-110.969512939453,64.94970703125,-70.2250213623047,45.8791313171387,-105.622573852539,50.1301460266113,-214.420135498047,18.883092880249,83.3097763061523,-42.7609443664551,-196.939086914062,5.25436210632324,193.611099243164,-76.9888916015625,-141.236190795898,-75.3443832397461,-115.431564331055,-21.6173610687256,79.8235015869141,21.271785736084,-96.6567993164062
82.1999206542969,-8.80303287506104,41.723217010498,-123.206085205078,99.5404739379883,-83.016845703125,62.2291107177734,-81.1671447753906,56.0943794250488,-193.010269165039,-59.2940940856934,61.9724922180176,-39.3596153259277,-145.767288208008,-129.860229492188,118.864761352539,-91.1945037841797,-64.6185760498047,-16.4180088043213,-85.1932525634766,-96.8268737792969,51.6180686950684,-12.8197956085205,-101.269538879395
128.446624755859,-136.140563964844,40.5079956054688,-130.776473999023,97.4655380249023,-148.084320068359,63.0582504272461,-122.314041137695,14.8082094192505,-145.561828613281,-60.8744010925293,4.86412525177002,-80.7392272949219,-96.0734329223633,-185.05354309082,79.7724990844727,-143.992431640625,-27.5271511077881,4.78989410400391,-109.12060546875,-74.5199813842773,9.68550205230713,4.91729927062988,-131.092132568359
