Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
190.138000488281,138.650375366211,126.671363830566,-44.0897979736328,187.247146606445,-9.78367710113525,-2.408034324646,-2.91702055931091,-22.5924606323242,78.673713684082,-92.4727630615234,-93.8955764770508,-11.8409414291382,132.395401000977,-63.9320983886719,-56.9433288574219,-40.1308479309082,34.9081649780273,12.1177186965942,-39.702262878418,-13.0938730239868,-40.8109931945801,-31.0058631896973,-25.4348850250244,-32.0936164855957,-96.2745513916016,-35.3179168701172,44.1038398742676,14.4324474334717,-126.434265136719,-57.6398506164551,9.93655204772949
204.308670043945,146.676483154297,52.2403945922852,66.1906051635742,135.438949584961,-3.83651494979858,-26.2250900268555,65.5318069458008,-78.6008758544922,16.7872276306152,-139.128662109375,-57.2504730224609,-6.79118919372559,113.571670532227,-70.1840591430664,-112.41121673584,-34.8662796020508,45.355281829834,29.4103240966797,6.13885641098022,-14.1459369659424,-1.51592516899109,-7.49680995941162,-66.7764129638672,-54.1781730651855,-110.709251403809,47.3716125488281,20.9275856018066,-6.72522926330566,-65.3798751831055,-77.8762512207031,18.8307361602783
164.134094238281,121.985580444336,3.63942646980286,140.35334777832,96.9323883056641,38.8069267272949,-31.5498142242432,99.8130569458008,-73.3594665527344,-28.3421096801758,-169.214431762695,-47.423038482666,12.2385416030884,45.3712310791016,-64.2619552612305,-129.816390991211,6.97157526016235,0.239027693867683,7.10515642166138,22.2322406768799,1.37893855571747,30.1610317230225,16.3675804138184,-87.4429550170898,-67.8044204711914,-100.886291503906,36.035530090332,-55.3044776916504,-52.6150398254395,-60.1439590454102,-76.8933639526367,56.0435943603516
82.9670944213867,95.3338394165039,-50.8139724731445,117.836776733398,74.2841339111328,67.9806594848633,-47.1134147644043,64.4795303344727,-31.0336036682129,-46.800106048584,-163.42301940918,-65.3992767333984,45.7349052429199,-1.5413464307785,-96.0868148803711,-77.6865844726562,9.37227153778076,-18.565279006958,-50.9327697753906,28.3468971252441,-1.08720195293427,25.0493793487549,24.8136940002441,-91.2498550415039,-92.3157272338867,-46.5822792053223,5.40087556838989,-85.6083526611328,-72.6110763549805,-100.52384185791,-68.3710784912109,59.5808410644531
71.0274276733398,138.221557617188,-118.14323425293,66.4460983276367,43.9687156677246,90.9999465942383,-57.040355682373,20.3987712860107,14.30384349823,-33.2377433776855,-125.015640258789,-93.9238967895508,83.5681686401367,-49.9633445739746,-129.809967041016,-46.8151817321777,-37.1944580078125,-68.8194580078125,-60.0248413085938,55.1875877380371,11.2908754348755,35.2594223022461,-6.22871017456055,-29.0460472106934,-111.908081054688,-21.9511318206787,28.072359085083,-56.0411720275879,-83.8241195678711,-102.810897827148,-33.6116523742676,18.1667537689209
133.526123046875,145.624084472656,-177.310943603516,35.1123466491699,26.8021278381348,61.7856941223145,-70.8919143676758,7.93784475326538,51.2651748657227,-29.2256546020508,-103.391693115234,-93.9176559448242,69.426139831543,-57.8838386535645,-93.5924987792969,-84.8545608520508,-35.4974403381348,-126.294921875,-29.3042984008789,80.8904647827148,14.970290184021,35.437686920166,-27.438756942749,52.3776359558105,-107.40550994873,-35.9894371032715,44.8019027709961,5.61663150787354,-130.414306640625,-76.9091949462891,-37.448486328125,-28.159200668335
172.762786865234,42.7344779968262,-235.684661865234,4.2579927444458,20.9316272735596,-25.389669418335,-148.122192382812,0.0700815543532372,37.8913459777832,-19.8252391815186,-140.747100830078,-41.6250991821289,61.3290252685547,49.9849891662598,-93.5224609375,-106.969436645508,34.9307708740234,-38.4433135986328,-39.3980598449707,60.2363433837891,-53.4274253845215,25.4325523376465,-37.5800476074219,45.4362030029297,-92.4754257202148,-32.4753303527832,48.637020111084,65.0933380126953,-155.371444702148,-91.5314636230469,-85.3983917236328,-41.2746200561523
178.869689941406,-27.7508563995361,-244.596206665039,-52.7477188110352,24.1667861938477,-58.4114723205566,-224.690994262695,-23.4467067718506,26.5499668121338,42.4677047729492,-180.08512878418,-26.3026943206787,111.391014099121,137.764801025391,-171.846176147461,-67.449333190918,84.08203125,48.4946327209473,-78.6844253540039,17.7287940979004,-105.123649597168,17.9745826721191,-73.4982681274414,53.0993041992188,-98.9652862548828,-14.0998554229736,30.1235160827637,119.042304992676,-149.012313842773,-96.1200180053711,-45.8756980895996,-61.5544357299805
179.281097412109,0.0374052301049232,-177.629577636719,-120.930877685547,46.9501266479492,-9.613205909729,-186.198120117188,-87.9667205810547,85.7961730957031,100.749755859375,-167.340774536133,-112.977355957031,126.082664489746,77.7177276611328,-171.584762573242,-49.7975425720215,45.8990821838379,-39.0911178588867,-97.911979675293,26.3070240020752,-64.2954788208008,-44.1667938232422,-68.4572219848633,139.147521972656,-120.594802856445,-30.6348609924316,-22.9244136810303,142.757934570312,-166.562210083008,-56.873363494873,51.6737670898438,-139.556671142578
156.203140258789,26.9562816619873,-110.376022338867,-137.188491821289,35.6578750610352,33.7745094299316,-83.0324020385742,-165.866882324219,123.890510559082,79.7907257080078,-132.303298950195,-200.061752319336,111.681762695312,-16.0142860412598,-81.150276184082,-87.9223175048828,2.41843485832214,-104.08325958252,-84.3396911621094,75.6201171875,-35.9345436096191,-94.2489929199219,-18.5705623626709,146.06819152832,-112.608497619629,-88.002685546875,-13.7909021377563,90.1955642700195,-174.408386230469,-35.7023658752441,56.5924263000488,-231.945953369141
138.650375366211,35.7957191467285,-44.0897979736328,-84.9789581298828,-9.78367710113525,31.8537616729736,-2.91702055931091,-169.766998291016,78.673713684082,-1.77766644954681,-93.8955764770508,-202.595626831055,132.395401000977,-32.1650581359863,-56.9433288574219,-108.690338134766,34.9081649780273,-30.1672439575195,-39.702262878418,92.5406951904297,-40.8109931945801,-56.4051246643066,-25.4348850250244,57.14111328125,-96.2745513916016,-116.314575195312,44.1038398742676,37.2686653137207,-126.434265136719,-32.369213104248,9.93655204772949,-238.599884033203
146.676483154297,56.7522277832031,66.1906051635742,-12.5548601150513,-3.83651494979858,19.9329128265381,65.5318069458008,-103.147987365723,16.7872276306152,-80.4118270874023,-57.2504730224609,-143.121398925781,113.571670532227,-15.5592374801636,-112.41121673584,-73.9274597167969,45.355281829834,19.2759475708008,6.13885641098022,74.5994491577148,-1.51592516899109,-42.5098342895508,-66.7764129638672,10.0091400146484,-110.709251403809,-71.9023284912109,20.9275856018066,38.9632720947266,-65.3798751831055,-36.7273254394531,18.8307361602783,-142.040237426758
121.985580444336,57.6040458679199,140.35334777832,48.984058380127,38.8069267272949,24.6006107330322,99.8130569458008,-28.564001083374,-28.3421096801758,-120.337844848633,-47.423038482666,-63.8296852111816,45.3712310791016,-16.839168548584,-129.816390991211,-25.5917167663574,0.239027693867683,-0.222228541970253,22.2322406768799,59.5416603088379,30.1610317230225,-71.3489074707031,-87.4429550170898,10.7211036682129,-100.886291503906,-25.0133495330811,-55.3044776916504,-0.0514142848551273,-60.1439590454102,-73.7029037475586,56.0435943603516,-65.0390472412109
95.3338394165039,51.4977989196777,117.836776733398,74.9093246459961,67.9806594848633,14.0578546524048,64.4795303344727,34.3860015869141,-46.800106048584,-144.883483886719,-65.3992767333984,-29.6346263885498,-1.5413464307785,-37.4994812011719,-77.6865844726562,-5.1156702041626,-18.565279006958,-0.0507230833172798,28.3468971252441,40.3289031982422,25.0493793487549,-45.833854675293,-91.2498550415039,-1.5113228559494,-46.5822792053223,-29.5195064544678,-85.6083526611328,-72.8874893188477,-100.52384185791,-109.495895385742,59.5808410644531,-69.0506973266602
138.221557617188,57.4395065307617,66.4460983276367,67.6664428710938,90.9999465942383,-17.2731704711914,20.3987712860107,75.969856262207,-33.2377433776855,-180.142181396484,-93.9238967895508,-33.6222534179688,-49.9633445739746,-81.8151016235352,-46.8151817321777,-1.04715204238892,-68.8194580078125,-18.9582824707031,55.1875877380371,18.5612239837646,35.2594223022461,9.09698677062988,-29.0460472106934,-40.5747108459473,-21.9511318206787,-26.4220752716064,-56.0411720275879,-92.345085144043,-102.810897827148,-109.44221496582,18.1667537689209,-51.9341621398926
145.624084472656,25.7531089782715,35.1123466491699,89.2901763916016,61.7856941223145,-4.19945955276489,7.93784475326538,109.840599060059,-29.2256546020508,-191.010696411133,-93.9176559448242,11.5250368118286,-57.8838386535645,-120.185600280762,-84.8545608520508,-1.89305853843689,-126.294921875,-117.120903015137,80.8904647827148,32.7356224060059,35.437686920166,63.1588249206543,52.3776359558105,-94.6990432739258,-35.9894371032715,8.67198371887207,5.61663150787354,-116.273544311523,-76.9091949462891,-61.9031677246094,-28.159200668335,1.92275381088257
42.7344779968262,9.4259786605835,4.2579927444458,144.500381469727,-25.389669418335,68.2951965332031,0.0700815543532372,137.452621459961,-19.8252391815186,-141.876770019531,-41.6250991821289,45.1212882995605,49.9849891662598,-82.4209289550781,-106.969436645508,-29.9253902435303,-38.4433135986328,-154.727081298828,60.2363433837891,87.6983108520508,25.4325523376465,110.285873413086,45.4362030029297,-126.300651550293,-32.4753303527832,9.099534034729,65.0933380126953,-171.344131469727,-91.5314636230469,22.8410224914551,-41.2746200561523,5.82866191864014
-27.7508563995361,102.701690673828,-52.7477188110352,167.246459960938,-58.4114723205566,144.488479614258,-23.4467067718506,113.889678955078,42.4677047729492,-58.6636810302734,-26.3026943206787,-14.0541219711304,137.764801025391,13.6975965499878,-67.449333190918,-65.7089996337891,48.4946327209473,-33.5892715454102,17.7287940979004,147.435302734375,17.9745826721191,104.356903076172,53.0993041992188,-114.377883911133,-14.0998554229736,-38.3744468688965,119.042304992676,-155.487243652344,-96.1200180053711,58.3864059448242,-61.5544357299805,2.56780695915222
0.0374052301049232,173.525955200195,-120.930877685547,144.682327270508,-9.613205909729,169.685272216797,-87.9667205810547,74.9793701171875,100.749755859375,7.57525539398193,-112.977355957031,-40.4794044494629,77.7177276611328,66.7041168212891,-49.7975425720215,-61.3551177978516,-39.0911178588867,61.8748245239258,26.3070240020752,187.628524780273,-44.1667938232422,86.8311157226562,139.147521972656,-66.8737869262695,-30.6348609924316,-72.8974609375,142.757934570312,-67.8603286743164,-56.873363494873,30.2691822052002,-139.556671142578,38.0015907287598
26.9562816619873,93.2520751953125,-137.188491821289,101.351295471191,33.7745094299316,120.439819335938,-165.866882324219,68.1903457641602,79.7907257080078,40.8433876037598,-200.061752319336,6.61115598678589,-16.0142860412598,74.1735916137695,-87.9223175048828,-35.422908782959,-104.08325958252,35.9839515686035,75.6201171875,199.610961914062,-94.2489929199219,84.741340637207,146.06819152832,-1.36268436908722,-88.002685546875,-64.0847930908203,90.1955642700195,-18.4366893768311,-35.7023658752441,19.9278240203857,-231.945953369141,21.8525238037109
35.7957191467285,6.92570209503174,-84.9789581298828,40.0728759765625,31.8537616729736,53.3841361999512,-169.766998291016,20.9051856994629,-1.77766644954681,58.0099945068359,-202.595626831055,-8.30196952819824,-32.1650581359863,82.142204284668,-108.690338134766,-24.3262958526611,-30.1672439575195,-20.1141586303711,92.5406951904297,179.625579833984,-56.4051246643066,31.8349990844727,57.14111328125,37.8214912414551,-116.314575195312,-24.3544788360596,37.2686653137207,-46.8313446044922,-32.369213104248,15.8046035766602,-238.599884033203,-74.3127365112305
56.7522277832031,3.230623960495,-12.5548601150513,-34.498291015625,19.9329128265381,20.535888671875,-103.147987365723,-73.5867767333984,-80.4118270874023,51.0528717041016,-143.121398925781,-55.4414978027344,-15.5592374801636,46.4950103759766,-73.9274597167969,-8.80890655517578,19.2759475708008,-145.491973876953,74.5994491577148,140.675186157227,-42.5098342895508,-32.1971969604492,10.0091400146484,42.3061828613281,-71.9023284912109,18.965274810791,38.9632720947266,-94.0979843139648,-36.7273254394531,5.52464437484741,-142.040237426758,-161.58642578125
57.6040458679199,-27.7932968139648,48.984058380127,-105.166343688965,24.6006107330322,-18.6218795776367,-28.564001083374,-125.128883361816,-120.337844848633,10.0759801864624,-63.8296852111816,-30.3668918609619,-16.839168548584,-8.65120410919189,-25.5917167663574,32.3717384338379,-0.222228541970253,-254.899368286133,59.5416603088379,97.9308853149414,-71.3489074707031,-43.7834053039551,10.7211036682129,51.4958801269531,-25.0133495330811,30.4574394226074,-0.0514142848551273,-86.385383605957,-73.7029037475586,28.535135269165,-65.0390472412109,-177.836380004883
51.4977989196777,-97.2025985717773,74.9093246459961,-133.397567749023,14.0578546524048,-66.715690612793,34.3860015869141,-129.387771606445,-144.883483886719,-32.0915718078613,-29.6346263885498,8.0151252746582,-37.4994812011719,8.39023685455322,-5.1156702041626,71.1977920532227,-0.0507230833172798,-158.98030090332,40.3289031982422,57.8110389709473,-45.833854675293,-46.7678604125977,-1.5113228559494,50.596923828125,-29.5195064544678,11.1378450393677,-72.8874893188477,-30.1859550476074,-109.495895385742,42.0351333618164,-69.0506973266602,-133.461074829102
57.4395065307617,-142.512939453125,67.6664428710938,-71.1205596923828,-17.2731704711914,-85.0217666625977,75.969856262207,-102.323600769043,-180.142181396484,-60.01318359375,-33.6222534179688,22.9742851257324,-81.8151016235352,28.6844120025635,-1.04715204238892,68.9047012329102,-18.9582824707031,-71.6865005493164,18.5612239837646,33.1673622131348,9.09698677062988,-47.8275718688965,-40.5747108459473,6.11854839324951,-26.4220752716064,-2.65268325805664,-92.345085144043,-14.7633371353149,-109.44221496582,37.6264114379883,-51.9341621398926,-81.3907089233398
25.7531089782715,-158.130981445312,89.2901763916016,56.1992721557617,-4.19945955276489,-71.0912246704102,109.840599060059,-41.5567893981934,-191.010696411133,-64.8436431884766,11.5250368118286,38.4292907714844,-120.185600280762,4.8507866859436,-1.89305853843689,44.7497863769531,-117.120903015137,-132.281143188477,32.7356224060059,19.7641620635986,63.1588249206543,-43.5923233032227,-94.6990432739258,-54.5173530578613,8.67198371887207,-5.38854694366455,-116.273544311523,-53.6019172668457,-61.9031677246094,67.5130310058594,1.92275381088257,-46.5679206848145
