Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-34.219799041748,25.7549362182617,-38.0625801086426,-56.5626907348633,-94.0556945800781,71.1571426391602,-77.3776550292969,-17.5439720153809,-85.8524932861328,-43.1827278137207,-59.5763893127441,-5.61588573455811,-263.799743652344,-228.957962036133,-38.5781173706055,3.4248902797699,-67.0901260375977,-8.92487812042236,-57.5457572937012,25.2340812683105,-108.71997833252,-175.269821166992,-143.598068237305,-229.112228393555,8.9074125289917,-180.833786010742,-84.6726760864258,103.927719116211,-42.4505348205566,73.0777435302734
-18.6710624694824,-22.2637977600098,-54.2832641601562,-81.2312393188477,-53.3806114196777,44.049015045166,-8.54301357269287,34.389217376709,-44.2456474304199,-37.5796127319336,24.4929676055908,11.5978679656982,-274.499053955078,-179.646209716797,47.9802169799805,-35.1310005187988,-44.124885559082,69.7600021362305,-31.0993843078613,-75.2934112548828,-80.1550445556641,-174.759078979492,-93.0331192016602,-177.912185668945,-118.281280517578,-85.3229217529297,-42.8633880615234,92.7869491577148,-2.72439861297607,72.1831817626953
15.2608966827393,45.6830139160156,-45.6612091064453,-77.9908447265625,-11.9470596313477,27.7386093139648,-6.93336772918701,60.5147819519043,-24.7693920135498,-8.23596286773682,-16.3021621704102,22.755542755127,-287.844299316406,-143.99577331543,-45.7037963867188,-83.1580810546875,-12.8405256271362,103.416961669922,-36.5434188842773,-86.2406005859375,-72.1337280273438,-180.73323059082,-169.710372924805,-164.492614746094,-154.624008178711,-65.9189453125,-20.9622936248779,77.0292587280273,-97.2951507568359,101.498275756836
0.396874994039536,109.315200805664,-20.2368259429932,11.7267084121704,-37.3064422607422,39.8747520446777,-86.228889465332,113.740417480469,-49.748477935791,28.6418170928955,-107.036521911621,82.0587539672852,-285.661987304688,-64.2672576904297,-189.800338745117,-63.1528358459473,-40.1655311584473,121.103073120117,-3.19751453399658,-0.756219327449799,-94.6450271606445,-161.35627746582,-210.463333129883,-158.713348388672,-99.1287460327148,-78.9201278686523,-61.192325592041,93.6984558105469,-173.054290771484,204.708679199219
-104.22435760498,86.9306335449219,-70.9636917114258,89.6573333740234,-117.431838989258,78.8521957397461,-184.493057250977,149.933441162109,-81.316162109375,76.6088104248047,-152.747528076172,134.241348266602,-278.972778320312,24.0106220245361,-173.277465820312,-44.7774810791016,-27.1769199371338,163.380813598633,55.9859886169434,-11.452465057373,-152.640823364258,-115.226898193359,-159.104446411133,-138.383148193359,-102.750175476074,-12.4310750961304,-96.2783584594727,153.937240600586,-183.474670410156,252.294891357422
-211.274887084961,32.8559379577637,-198.633880615234,124.549781799316,-175.793365478516,103.815795898438,-224.866363525391,113.204475402832,-104.07999420166,144.136611938477,-163.910995483398,140.923873901367,-292.292236328125,84.5765228271484,-81.4644927978516,-99.1908493041992,41.8659591674805,187.185012817383,-11.7423324584961,-120.593734741211,-208.481399536133,-51.5682754516602,-170.634613037109,-99.4219360351562,-158.675140380859,63.4733695983887,-95.9504165649414,178.816665649414,-200.924072265625,232.084838867188
-242.584426879883,18.9408760070801,-240.482803344727,88.8127746582031,-163.270645141602,80.4905776977539,-210.112808227539,61.3396453857422,-123.671699523926,174.510803222656,-162.194244384766,154.297897338867,-298.699920654297,103.946304321289,-57.5223083496094,-97.0218505859375,25.5855083465576,117.354537963867,-61.9706230163574,-157.192916870117,-212.088409423828,14.0117111206055,-276.383392333984,-50.588436126709,-179.545455932617,64.1849060058594,-66.9224624633789,161.913909912109,-199.212219238281,202.785629272461
-132.987442016602,15.5910043716431,-180.891235351562,-2.95658993721008,-85.4820861816406,41.127311706543,-177.698364257812,41.883903503418,-120.926261901855,168.045272827148,-151.782241821289,169.041320800781,-299.875823974609,88.8481292724609,-49.4463806152344,-7.48109340667725,-99.4562301635742,54.8122749328613,38.2949256896973,-60.6001129150391,-185.658996582031,58.5901565551758,-343.083709716797,-7.28088426589966,-171.515014648438,83.0421829223633,28.5073165893555,158.393356323242,-156.617828369141,159.941040039062
58.7609329223633,-10.4107294082642,-141.396926879883,9.20961570739746,13.8956184387207,41.9611282348633,-143.067504882812,53.5966033935547,-87.8479232788086,193.912322998047,-125.925552368164,155.350631713867,-323.658996582031,76.4742279052734,-15.7379388809204,46.8127250671387,-177.166595458984,112.873252868652,107.688522338867,53.2214775085449,-179.833206176758,106.340576171875,-335.825408935547,30.2173709869385,-193.860229492188,173.790603637695,129.705749511719,166.151672363281,-101.459411621094,139.632888793945
119.937843322754,-12.8639726638794,-99.9033508300781,78.8884963989258,73.1336364746094,74.8519592285156,-92.2000122070312,80.3449554443359,-53.0120315551758,223.321075439453,-67.680534362793,146.656188964844,-305.955718994141,62.2398796081543,4.53072834014893,89.7143096923828,-120.424385070801,168.153762817383,87.2910766601562,78.8354797363281,-183.921295166016,172.340286254883,-294.1572265625,43.9850273132324,-227.608871459961,201.94499206543,135.886108398438,152.806686401367,-7.89831447601318,143.152038574219
25.7549362182617,11.4216890335083,-56.5626907348633,29.7486934661865,71.1571426391602,83.4669952392578,-17.5439720153809,71.3813095092773,-43.1827278137207,219.141738891602,-5.61588573455811,114.74730682373,-228.957962036133,47.5056991577148,3.4248902797699,135.77375793457,-8.92487812042236,116.07389831543,25.2340812683105,86.3901672363281,-175.269821166992,211.687133789062,-229.112228393555,6.43044471740723,-180.833786010742,114.196594238281,103.927719116211,121.776657104492,73.0777435302734,102.635368347168
-22.2637977600098,24.4456214904785,-81.2312393188477,-7.81980133056641,44.049015045166,76.3414688110352,34.389217376709,33.8371887207031,-37.5796127319336,226.347640991211,11.5978679656982,12.5516204833984,-179.646209716797,53.9549331665039,-35.1310005187988,72.2686996459961,69.7600021362305,54.9356994628906,-75.2934112548828,100.255058288574,-174.759078979492,216.381546020508,-177.912185668945,-60.405632019043,-85.3229217529297,69.4830169677734,92.7869491577148,112.893646240234,72.1831817626953,44.2900848388672
45.6830139160156,50.5083847045898,-77.9908447265625,68.7354278564453,27.7386093139648,110.371170043945,60.5147819519043,23.1363372802734,-8.23596286773682,218.767364501953,22.755542755127,-79.4785461425781,-143.99577331543,52.5146751403809,-83.1580810546875,-31.6297740936279,103.416961669922,55.9023628234863,-86.2406005859375,53.7978591918945,-180.73323059082,210.443695068359,-164.492614746094,-102.36856842041,-65.9189453125,145.159713745117,77.0292587280273,129.924087524414,101.498275756836,30.2655963897705
109.315200805664,69.3466720581055,11.7267084121704,80.9745254516602,39.8747520446777,161.735885620117,113.740417480469,16.13356590271,28.6418170928955,151.839599609375,82.0587539672852,-86.2394332885742,-64.2672576904297,68.5088882446289,-63.1528358459473,-14.1725130081177,121.103073120117,82.5174942016602,-0.756219327449799,25.404203414917,-161.35627746582,181.491882324219,-158.713348388672,-95.0175094604492,-78.9201278686523,230.994903564453,93.6984558105469,119.724464416504,204.708679199219,47.4939727783203
86.9306335449219,-0.248525843024254,89.6573333740234,14.5363235473633,78.8521957397461,167.248519897461,149.933441162109,-13.4957485198975,76.6088104248047,92.8029022216797,134.241348266602,-39.5051307678223,24.0106220245361,133.720565795898,-44.7774810791016,65.5896377563477,163.380813598633,87.9319763183594,-11.452465057373,54.8031234741211,-115.226898193359,134.405517578125,-138.383148193359,-78.779411315918,-12.4310750961304,231.172790527344,153.937240600586,82.7113800048828,252.294891357422,59.5315437316895
32.8559379577637,-97.7030563354492,124.549781799316,6.36063385009766,103.815795898438,132.755966186523,113.204475402832,-42.8795204162598,144.136611938477,62.5571899414062,140.923873901367,6.27262878417969,84.5765228271484,141.77897644043,-99.1908493041992,97.1372299194336,187.185012817383,62.7391624450684,-120.593734741211,71.7906723022461,-51.5682754516602,78.81201171875,-99.4219360351562,-94.6408920288086,63.4733695983887,124.513313293457,178.816665649414,66.9714736938477,232.084838867188,28.4680233001709
18.9408760070801,-89.4406661987305,88.8127746582031,15.6647481918335,80.4905776977539,89.2262115478516,61.3396453857422,-77.1447677612305,174.510803222656,-10.0645599365234,154.297897338867,5.41234588623047,103.946304321289,69.8853454589844,-97.0218505859375,96.0105743408203,117.354537963867,73.6909866333008,-157.192916870117,88.1376571655273,14.0117111206055,-11.5275402069092,-50.588436126709,-98.5112380981445,64.1849060058594,-8.28620624542236,161.913909912109,44.414737701416,202.785629272461,-41.8370704650879
