Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-16.9772300720215,918.512451171875,18.2567291259766,835.127990722656,91.9173736572266,512.817260742188,16.4735298156738,538.592712402344,-68.3794479370117,173.497131347656,-53.0456733703613,387.803253173828,-37.3869361877441,-16.4627628326416,-73.0316619873047,260.314178466797,132.90495300293,-150.128036499023,-219.529037475586,155.817474365234,-9.31376647949219,450.570343017578,-7.18549156188965,99.9788818359375,27.6950054168701,272.796356201172,138.07080078125,509.122894287109,-4.61709642410278,407.423828125
-74.0095520019531,657.120300292969,65.6101608276367,550.684326171875,3.25527834892273,428.520111083984,52.6904449462891,392.379089355469,-38.8377265930176,135.410369873047,-66.0658569335938,304.749450683594,9.23502349853516,26.576847076416,-70.7578964233398,272.479736328125,209.371017456055,16.6026763916016,-86.4371185302734,150.335968017578,-3.35162329673767,303.549591064453,-13.9620656967163,116.220840454102,63.0704383850098,227.425659179688,51.9657325744629,432.512786865234,7.90154314041138,314.953125
-11.759934425354,473.220489501953,17.5995674133301,501.790283203125,20.9104480743408,393.686981201172,51.8375396728516,248.266983032227,46.6415977478027,91.1081314086914,-63.4537582397461,185.857467651367,152.804244995117,51.1916847229004,-13.9877681732178,250.304595947266,270.055999755859,-17.3084239959717,74.2132263183594,183.71858215332,23.5715847015381,193.74397277832,55.475830078125,90.283203125,34.8327178955078,125.287910461426,13.0388069152832,397.814117431641,31.9881572723389,239.981597900391
145.878570556641,338.310150146484,136.286056518555,443.909606933594,104.93815612793,322.590789794922,54.9436073303223,140.290283203125,146.274612426758,15.9183931350708,7.97136116027832,75.131721496582,281.452911376953,20.6380710601807,22.6070919036865,240.536895751953,176.403015136719,-183.746566772461,76.6306838989258,256.811218261719,109.859588623047,136.168807983398,116.356796264648,46.6453437805176,0.908795654773712,84.4046020507812,89.0325012207031,305.694946289062,80.4947509765625,177.647094726562
417.836029052734,168.820770263672,560.386169433594,248.868911743164,239.744445800781,181.037246704102,255.176376342773,96.9093475341797,196.068710327148,-47.7475929260254,161.092315673828,27.203441619873,279.241668701172,36.2821731567383,57.6369819641113,209.441909790039,13.0757713317871,-211.982284545898,13.5236740112305,232.351013183594,277.834228515625,30.5510120391846,122.960845947266,51.9865036010742,61.7576789855957,96.7940902709961,255.272857666016,155.632217407227,157.499435424805,124.667869567871
739.518432617188,39.0959930419922,1001.55865478516,132.442733764648,407.146697998047,23.4695892333984,582.171325683594,101.610214233398,228.222686767578,-11.5219917297363,340.741760253906,70.5452728271484,237.394088745117,150.38166809082,121.903297424316,160.26676940918,38.9612884521484,-50.6581535339355,-26.1901626586914,84.4929351806641,415.213043212891,-82.2084350585938,146.638610839844,83.9030075073242,208.844985961914,86.4056243896484,442.694030761719,46.4762878417969,267.438079833984,117.580581665039
935.842956542969,94.912483215332,1229.6435546875,153.613662719727,534.489990234375,-43.6459159851074,778.544067382812,119.084121704102,296.040313720703,72.6965560913086,476.974273681641,169.463989257812,213.040954589844,223.816757202148,163.394149780273,142.844039916992,178.419219970703,71.6998519897461,-123.38037109375,-18.3833160400391,487.955596923828,-76.2852630615234,204.828979492188,107.881614685059,325.788848876953,84.6710586547852,589.628723144531,50.0858573913574,385.598876953125,163.087921142578
1026.23840332031,180.63264465332,1322.05969238281,183.907180786133,639.347290039062,12.8929414749146,807.307983398438,141.744995117188,332.701538085938,126.350921630859,513.745788574219,229.270523071289,142.057693481445,176.152526855469,125.487457275391,140.434555053711,152.352493286133,-30.3526039123535,-192.62580871582,-21.6085643768311,558.999450683594,-49.3281745910645,234.409774780273,124.52986907959,322.562591552734,79.4882965087891,680.208557128906,134.585906982422,450.133422851562,224.476531982422
1121.82727050781,57.6972160339355,1346.9189453125,197.551559448242,707.646789550781,57.7822761535645,762.081665039062,148.02522277832,282.537261962891,159.957931518555,473.360626220703,180.566513061523,42.7146644592285,101.845565795898,92.9130630493164,96.8098449707031,-67.8618927001953,-203.247314453125,-80.6706466674805,24.3298778533936,596.396118164062,-122.003761291504,194.496109008789,123.188911437988,259.845520019531,16.3540267944336,706.493469238281,171.494247436523,465.326263427734,231.837829589844
1118.00463867188,-77.1308822631836,1191.81201171875,163.400482177734,648.775939941406,-32.1527252197266,668.882507324219,99.5652465820312,215.586349487305,136.909194946289,430.272796630859,85.1704254150391,-15.5482892990112,64.0651550292969,166.033340454102,39.1211700439453,-234.107528686523,-216.1201171875,91.1173324584961,114.045455932617,556.349487304688,-168.977127075195,122.31388092041,90.9406127929688,248.780700683594,-17.1597919464111,635.740051269531,100.877944946289,461.284423828125,167.038192749023
