Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
52.7148895263672,-26.6443958282471,64.3639297485352,65.5486755371094,-12.3166179656982,15.2484931945801,-57.4490509033203,-9.69737529754639,-58.3344383239746,50.8598823547363,7.52039670944214,0.286855787038803,4.25967121124268,-54.896427154541,45.2998085021973,-64.8974838256836,98.2665100097656,-90.3126068115234,-10.287428855896,-84.6611557006836,65.0164794921875,-3.75711631774902,57.1113014221191,14.8785066604614,30.7820606231689,-70.1664123535156,98.0189819335938,-14.6914329528809,26.2614059448242,-80.5520629882812,78.1726226806641,-30.3552227020264,-73.4373626708984,-41.8952560424805
165.291946411133,-62.9708709716797,110.219680786133,13.4702405929565,32.5858001708984,-62.1694564819336,0.0420292168855667,-38.7760047912598,-53.3985252380371,-11.5550479888916,-13.0818691253662,-14.5293436050415,-49.4172019958496,-75.2558059692383,17.649320602417,24.5139827728271,-24.739315032959,-25.9371795654297,-49.2771072387695,5.85523366928101,214.610397338867,-12.9599466323853,120.128005981445,4.09524822235107,64.4128494262695,-101.329551696777,62.2730178833008,59.886058807373,92.1445922851562,-146.004364013672,194.414169311523,-65.2633056640625,-36.0820960998535,-117.952758789062
224.606201171875,-71.6636047363281,130.678634643555,-24.3958625793457,119.802070617676,-139.422668457031,66.1193237304688,-67.7812652587891,46.4734649658203,-94.720458984375,1.10630512237549,-62.3904800415039,-67.4497146606445,-26.7643203735352,4.97409582138062,119.896995544434,-101.344825744629,68.527214050293,-45.5901679992676,125.216262817383,293.507995605469,-10.4632015228271,142.316390991211,-29.3338851928711,81.9540023803711,-103.552116394043,43.3646011352539,147.142700195312,84.8530044555664,-152.216125488281,200.309524536133,-74.2455825805664,29.7794952392578,-164.166748046875
159.612411499023,-68.1316452026367,105.520301818848,8.65859031677246,116.631614685059,-179.803955078125,45.4276123046875,-85.2104034423828,83.1502532958984,-138.993316650391,26.580753326416,-105.122001647949,-0.128164499998093,51.8259506225586,-19.053050994873,154.901092529297,-29.3844375610352,134.095397949219,-66.2282943725586,198.120590209961,192.807922363281,-23.0184631347656,98.1449356079102,-51.2212715148926,46.4502792358398,-101.61466217041,59.1882171630859,217.492599487305,30.3355369567871,-104.936561584473,84.5409164428711,-90.7175598144531,15.6107845306396,-200.253173828125
71.3106155395508,-90.9309539794922,99.5829772949219,0.0641917064785957,58.3920936584473,-234.425216674805,27.0848846435547,-138.299118041992,42.2127113342285,-183.258102416992,16.6606788635254,-140.661209106445,71.6357116699219,66.7420043945312,-48.6344375610352,162.148635864258,26.1613521575928,147.476455688477,-60.8990097045898,216.490692138672,125.166564941406,-65.4989166259766,84.9430389404297,-53.0427665710449,32.8089485168457,-130.356002807617,61.4042930603027,189.868255615234,39.9445343017578,-51.3325004577637,40.892650604248,-175.415420532227,-16.1382827758789,-219.658325195312
96.8135070800781,-123.965690612793,109.384826660156,-57.1781539916992,52.2721176147461,-266.741912841797,46.4912223815918,-193.725021362305,9.63896083831787,-229.014678955078,-14.8253116607666,-189.973968505859,75.7383880615234,40.1927528381348,-34.3677825927734,143.899810791016,42.2359466552734,93.9333343505859,-9.39695262908936,199.62532043457,165.231140136719,-91.5940933227539,80.9210739135742,-64.8826370239258,33.8049201965332,-167.844085693359,18.5352325439453,69.5742645263672,71.5090560913086,-25.3745422363281,72.6835784912109,-223.09587097168,18.1999225616455,-188.512603759766
162.237152099609,-145.752914428711,105.953552246094,-69.999626159668,50.6594924926758,-227.391952514648,42.8724784851074,-167.937240600586,-6.95642423629761,-214.903854370117,-30.3740482330322,-190.612197875977,59.5843811035156,11.1100225448608,-26.9526786804199,95.6670379638672,32.5347862243652,74.9537658691406,-21.7603664398193,156.414428710938,167.476699829102,-89.3253631591797,36.0828437805176,-86.2076568603516,0.726610720157623,-172.546035766602,-40.6877098083496,1.57587277889252,40.2969779968262,-54.2604560852051,52.2921676635742,-198.881607055664,56.422233581543,-133.079559326172
122.396118164062,-153.046524047852,94.4199981689453,-80.9666976928711,-4.93180370330811,-181.052536010742,22.9596748352051,-111.604187011719,3.23305249214172,-208.169494628906,-15.9703273773193,-142.031051635742,51.0636024475098,-32.270336151123,-55.7046356201172,55.5429153442383,-3.77822589874268,132.116516113281,-71.4048614501953,87.4739608764648,107.322746276855,-80.9825134277344,24.4312400817871,-92.3757171630859,-14.7858896255493,-147.849273681641,-65.8252487182617,37.6576118469238,-10.1738405227661,-99.4323883056641,0.179758816957474,-198.000564575195,61.6564064025879,-121.937965393066
35.8899803161621,-115.199241638184,72.2144470214844,-87.6668167114258,-33.9424934387207,-158.314468383789,11.2374820709229,-83.930046081543,39.9897041320801,-230.402099609375,3.43334007263184,-139.035583496094,20.4678268432617,-26.8798007965088,-71.8538818359375,29.621524810791,-30.7199077606201,162.708938598633,-80.0283584594727,45.4189033508301,52.5770683288574,-42.2067832946777,42.6191482543945,-68.1229400634766,-2.26868987083435,-103.28539276123,-65.1792907714844,92.7689208984375,-20.8030261993408,-92.4196929931641,-22.2379627227783,-153.991119384766,64.0034027099609,-146.488891601562
-0.845628201961517,-67.6894683837891,65.3934097290039,-30.0554008483887,6.4891505241394,-136.444869995117,2.10111975669861,-60.2557258605957,62.0479202270508,-188.922119140625,3.17011499404907,-175.079132080078,-18.5842971801758,42.5438957214355,-80.6426162719727,26.73681640625,-69.3664016723633,167.182739257812,-91.3068771362305,74.1791763305664,17.8419628143311,-18.5445575714111,29.1471672058105,-60.100513458252,-22.6222114562988,-71.4577255249023,-56.5815658569336,99.8720321655273,-26.9782447814941,-59.5362815856934,-19.6574287414551,-51.9682579040527,35.8582611083984,-153.582107543945
