Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Pz_Col1,Pz_Col2
-38.6102142333984,-176.02522277832,-108.204460144043,23.8303775787354,-5.97630023956299,-122.827758789062,-182.819122314453,-12.2514705657959,179.011123657227,-229.314697265625,-76.3878631591797,82.9461669921875,90.8817367553711,-167.549499511719,155.393096923828,-21.2811660766602,91.6932907104492,4.90479850769043,172.006713867188,-16.3658294677734,42.4564399719238,-68.7508010864258,-75.4856491088867,-77.4501800537109,37.427131652832,64.187370300293,110.26823425293,21.8519592285156,19.6488170623779,110.508636474609,-220.445556640625,-60.9567909240723,78.5519027709961,-173.569000244141
-76.7878036499023,-77.1478271484375,-122.534286499023,59.8349494934082,-59.0656890869141,-40.9174537658691,-221.280227661133,-94.5398864746094,161.156661987305,-61.9570426940918,-84.8422317504883,1.92334508895874,126.544448852539,-119.285224914551,196.374984741211,-119.934471130371,66.2837905883789,-58.8232078552246,238.258728027344,-54.9201850891113,-2.42811870574951,26.0959434509277,-95.3930740356445,-45.3224792480469,85.8646011352539,37.4856224060059,151.946029663086,34.4855041503906,37.1485710144043,45.3194885253906,-209.721145629883,0.842089772224426,97.7527084350586,-114.193115234375
-53.5507049560547,2.11377286911011,-79.5849685668945,57.9669189453125,-22.5443000793457,-12.8059968948364,-171.346710205078,-125.831100463867,165.887161254883,65.2791442871094,-25.2787322998047,-74.9461975097656,136.345626831055,-17.9873523712158,218.951934814453,-162.502029418945,30.221887588501,-69.5043106079102,195.377487182617,-45.7436637878418,-0.615471243858337,29.8958759307861,-85.16845703125,-3.15399765968323,118.806838989258,20.1419906616211,165.275772094727,42.7621955871582,24.3829479217529,-21.4068222045898,-158.021301269531,11.1597471237183,125.438499450684,-19.5727767944336
-26.1845531463623,33.6873817443848,-51.2721939086914,28.1912364959717,-37.7469940185547,-35.6872901916504,-108.362350463867,-82.1141662597656,123.094932556152,133.5712890625,-33.6193466186523,-44.6552429199219,106.335220336914,103.263900756836,209.294799804688,-93.5608749389648,15.8867197036743,-1.3859715461731,49.2494506835938,-35.1374053955078,-20.7311000823975,26.2583618164062,-119.053573608398,39.3519020080566,99.7826538085938,30.3734111785889,134.619262695312,-18.0510444641113,20.2213344573975,-22.4611663818359,-170.874084472656,-42.2031059265137,118.863014221191,38.3295822143555
-69.3709564208984,20.2069282531738,-80.2285919189453,30.5712738037109,-177.270324707031,-80.130012512207,-147.709594726562,-70.1985168457031,-9.98404026031494,135.917922973633,-122.255401611328,-37.2940101623535,127.140975952148,94.6344299316406,186.541870117188,-62.5239601135254,103.331321716309,2.81085991859436,-7.42063856124878,-48.8235092163086,-128.176284790039,13.168306350708,-175.760665893555,45.1309432983398,86.9614334106445,32.4772872924805,128.337875366211,-73.7317962646484,62.0380859375,21.9026298522949,-252.046966552734,-101.337371826172,54.2977104187012,4.75371408462524
-142.156143188477,-21.9509048461914,-103.248336791992,45.8832931518555,-262.547760009766,-143.901885986328,-205.821441650391,-105.657493591309,-117.529602050781,111.590255737305,-156.298583984375,-123.483528137207,143.468551635742,20.18239402771,140.611312866211,-84.2224197387695,179.662094116211,-35.9020347595215,46.255443572998,-69.8263473510742,-183.891265869141,-30.6290740966797,-178.349716186523,10.82741355896,80.1150054931641,37.6920585632324,149.375305175781,-17.2534656524658,75.7475280761719,17.7426815032959,-290.525085449219,-136.368743896484,-33.4040336608887,-20.7943515777588
-176.817825317383,-33.077579498291,-92.973014831543,32.1774864196777,-232.275039672852,-174.298278808594,-186.163696289062,-109.117630004883,-145.109237670898,109.396667480469,-134.879791259766,-192.347137451172,49.4602165222168,42.1441383361816,41.8293952941895,-84.0259323120117,43.9053115844727,18.7641429901123,35.0052947998047,-83.5563125610352,-108.002487182617,-65.6616592407227,-167.374755859375,17.987678527832,55.1831245422363,63.7642021179199,123.177055358887,64.8421401977539,33.3341064453125,-41.9378089904785,-233.701797485352,-169.103973388672,-144.325958251953,-2.097820520401
-159.274490356445,-18.3213577270508,-71.181282043457,18.717191696167,-206.742004394531,-144.448791503906,-140.944717407227,-67.1343841552734,-210.724746704102,112.02360534668,-127.840972900391,-167.502426147461,-103.21134185791,111.466873168945,-69.9033508300781,-87.8031311035156,-178.141479492188,92.3555755615234,-35.9092330932617,-78.0432434082031,-91.3873977661133,-50.0833702087402,-171.092590332031,75.2441329956055,33.1953163146973,73.1366882324219,30.8946952819824,98.068473815918,-10.1410617828369,-41.1523361206055,-178.486907958984,-156.106048583984,-288.231872558594,4.92443418502808
-157.811569213867,-16.6323909759521,-41.0019302368164,21.1693172454834,-212.640991210938,-127.970016479492,-84.8887710571289,-16.621265411377,-332.793640136719,92.1429061889648,-86.8711776733398,-75.9616165161133,-208.494400024414,112.041580200195,-100.451354980469,-106.274681091309,-197.905380249023,61.4224510192871,-29.5641403198242,-89.5457534790039,-198.54801940918,-1.65141749382019,-146.792770385742,97.8570785522461,32.1551933288574,37.2364768981934,-25.8585929870605,81.9358291625977,10.7477016448975,-12.0518922805786,-170.204223632812,-96.957275390625,-348.632843017578,-8.43701934814453
-197.433853149414,-13.6653680801392,-10.0565404891968,40.6177635192871,-192.793197631836,-141.747406005859,-11.4846544265747,47.6817283630371,-356.223785400391,66.1587295532227,24.8720169067383,8.2018928527832,-215.748352050781,40.1771087646484,-35.9262161254883,-107.930503845215,-52.4336891174316,0.53107613325119,10.7165613174438,-134.514007568359,-207.763366699219,13.6173248291016,-106.740432739258,106.067977905273,53.8691291809082,0.154529422521591,-1.7847957611084,-13.8503675460815,87.0119476318359,-49.157054901123,-134.895767211914,-49.0269889831543,-265.726776123047,-22.2412509918213
-176.02522277832,4.3607234954834,23.8303775787354,101.598724365234,-122.827758789062,-130.634201049805,-12.2514705657959,121.951553344727,-229.314697265625,31.2765102386475,82.9461669921875,40.4598197937012,-167.549499511719,-6.21289253234863,-21.2811660766602,-91.1351165771484,4.90479850769043,-8.96786785125732,-16.3658294677734,-131.693222045898,-68.7508010864258,-28.8375682830811,-77.4501800537109,154.068649291992,64.187370300293,25.9338779449463,21.8519592285156,-107.888824462891,110.508636474609,-66.4535980224609,-60.9567909240723,13.9605512619019,-173.569000244141,-27.5472450256348
-77.1478271484375,26.9536762237549,59.8349494934082,143.958740234375,-40.9174537658691,-96.1838684082031,-94.5398864746094,149.308380126953,-61.9570426940918,-36.5398597717285,1.92334508895874,47.7840957641602,-119.285224914551,42.1300277709961,-119.934471130371,-70.2783737182617,-58.8232078552246,19.3042297363281,-54.9201850891113,-67.5641479492188,26.0959434509277,-94.5029220581055,-45.3224792480469,175.219329833984,37.4856224060059,75.0256042480469,34.4855041503906,-87.0652008056641,45.3194885253906,-29.9605331420898,0.842089772224426,64.7990875244141,-114.193115234375,-19.9111881256104
2.11377286911011,16.4814624786377,57.9669189453125,88.9437484741211,-12.8059968948364,-75.2773818969727,-125.831100463867,104.996124267578,65.2791442871094,-106.53101348877,-74.9461975097656,40.9403610229492,-17.9873523712158,77.9013748168945,-162.502029418945,-61.1202354431152,-69.5043106079102,40.9714317321777,-45.7436637878418,-10.2413129806519,29.8958759307861,-143.103057861328,-3.15399765968323,133.32568359375,20.1419906616211,66.5925445556641,42.7621955871582,-18.296703338623,-21.4068222045898,-9.14295673370361,11.1597471237183,21.2308025360107,-19.5727767944336,-6.23980379104614
33.6873817443848,-44.6131896972656,28.1912364959717,9.47498226165771,-35.6872901916504,-91.4828948974609,-82.1141662597656,45.3406066894531,133.5712890625,-120.177093505859,-44.6552429199219,31.5365886688232,103.263900756836,30.0299987792969,-93.5608749389648,-36.7771224975586,-1.3859715461731,9.0368070602417,-35.1374053955078,51.3834075927734,26.2583618164062,-131.496826171875,39.3519020080566,105.059158325195,30.3734111785889,33.3778076171875,-18.0510444641113,13.6645412445068,-22.4611663818359,18.486026763916,-42.2031059265137,-48.8284912109375,38.3295822143555,7.51830720901489
20.2069282531738,-84.0353469848633,30.5712738037109,-14.3874607086182,-80.130012512207,-117.179237365723,-70.1985168457031,28.5892200469971,135.917922973633,-58.7685966491699,-37.2940101623535,61.6119194030762,94.6344299316406,29.8458042144775,-62.5239601135254,21.0875797271729,2.81085991859436,2.39813017845154,-48.8235092163086,96.873420715332,13.168306350708,-70.2167434692383,45.1309432983398,106.566177368164,32.4772872924805,12.6807374954224,-73.7317962646484,30.3869819641113,21.9026298522949,41.2696418762207,-101.337371826172,-58.2425193786621,4.75371408462524,28.6347198486328
-21.9509048461914,-58.702938079834,45.8832931518555,-20.6130218505859,-143.901885986328,-78.5650024414062,-105.657493591309,32.6384315490723,111.590255737305,51.5709762573242,-123.483528137207,86.3436431884766,20.18239402771,122.29328918457,-84.2224197387695,62.7420921325684,-35.9020347595215,89.703857421875,-69.8263473510742,75.3796234130859,-30.6290740966797,-42.0582542419434,10.82741355896,67.3383712768555,37.6920585632324,-30.2272109985352,-17.2534656524658,45.3772659301758,17.7426815032959,23.7111339569092,-136.368743896484,-20.7698574066162,-20.7943515777588,68.6621398925781
-33.077579498291,-8.93741989135742,32.1774864196777,-24.9948806762695,-174.298278808594,6.501793384552,-109.117630004883,21.7617111206055,109.396667480469,147.377899169922,-192.347137451172,75.7978134155273,42.1441383361816,208.494766235352,-84.0259323120117,105.453498840332,18.7641429901123,130.572402954102,-83.5563125610352,86.7592849731445,-65.6616592407227,-46.7396774291992,17.987678527832,5.64993953704834,63.7642021179199,-55.6806106567383,64.8421401977539,54.3124618530273,-41.9378089904785,20.8838024139404,-169.103973388672,54.1849975585938,-2.097820520401,133.263656616211
