Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
60.6341552734375,110.451950073242,-26.3299694061279,64.3766098022461,291.178039550781,173.185745239258,145.924758911133,274.330078125,326.676574707031,233.013137817383,196.937271118164,206.628936767578,297.971588134766,-30.7621555328369,35.6556053161621,161.085388183594,95.4516754150391,-113.917961120605,110.642555236816,167.375595092773,153.74284362793,101.182640075684,105.459320068359,-23.0749969482422,63.1813812255859,-85.4586791992188,354.904754638672,249.483963012695,130.084991455078,102.722236633301
95.3648834228516,196.080078125,-19.060697555542,107.463737487793,348.659362792969,241.909729003906,285.642700195312,209.762969970703,333.033935546875,220.7734375,252.454315185547,238.542999267578,276.336883544922,53.9596633911133,47.1707420349121,127.755462646484,86.6316299438477,-153.000427246094,106.694435119629,183.187118530273,113.726341247559,181.835693359375,81.195930480957,-32.7382698059082,64.7440185546875,-67.3750305175781,485.814239501953,213.614349365234,182.93473815918,56.3781127929688
167.700378417969,247.768844604492,14.4015512466431,93.526985168457,397.624084472656,239.734985351562,376.326354980469,76.5874328613281,351.729644775391,157.671493530273,263.484985351562,186.590438842773,287.184295654297,124.223205566406,148.716995239258,77.1347274780273,130.283126831055,-122.252632141113,125.754661560059,202.320465087891,118.69312286377,182.802154541016,100.927200317383,-61.9531517028809,111.329963684082,5.41901206970215,513.90380859375,134.702026367188,227.56526184082,-6.87173318862915
255.731002807617,233.653396606445,107.373916625977,-42.805965423584,399.224822998047,187.604858398438,383.80029296875,-56.2470436096191,358.499176025391,81.1761169433594,284.823333740234,58.9179916381836,248.308288574219,155.03271484375,252.901977539062,9.8261890411377,109.144920349121,-79.169303894043,194.714065551758,231.648681640625,197.936370849609,87.0070877075195,103.367454528809,-66.7639999389648,137.095474243164,30.7461452484131,445.699157714844,44.8931846618652,257.839752197266,-85.3569641113281
306.666290283203,144.466217041016,162.905883789062,-164.156524658203,367.601409912109,90.848518371582,314.403839111328,-126.50447845459,292.750183105469,19.1686573028564,290.386901855469,-81.8960800170898,177.595581054688,108.626663208008,290.711669921875,-2.77928709983826,42.1759338378906,-8.73172378540039,253.065536499023,178.8154296875,268.688049316406,5.13262367248535,86.998161315918,37.393669128418,137.983825683594,-15.281174659729,306.460388183594,-33.033203125,216.006332397461,-140.655181884766
267.469482421875,44.5417671203613,158.852157592773,-157.637176513672,323.564208984375,-8.41146659851074,204.741592407227,-130.205947875977,186.666305541992,-23.9478740692139,179.423034667969,-180.797103881836,133.556915283203,68.9433364868164,291.197052001953,28.362756729126,76.2159957885742,66.4908752441406,252.354202270508,61.5263671875,205.675277709961,-43.2878074645996,107.04923248291,157.681243896484,136.31330871582,-52.8677711486816,197.163665771484,-75.947265625,158.866821289062,-200.101837158203
210.758911132812,15.382908821106,184.416137695312,-120.705497741699,313.270904541016,-63.6088333129883,144.207595825195,-134.196533203125,167.865936279297,-85.3634796142578,24.3211116790771,-230.943634033203,110.159423828125,94.2127075195312,244.746017456055,18.9684009552002,114.170486450195,93.6415176391602,245.846313476562,2.4953293800354,63.5950202941895,-52.2039108276367,101.703895568848,157.68180847168,65.978271484375,-44.1749267578125,218.729751586914,-104.116500854492,142.634170532227,-266.134216308594
192.526733398438,19.9248428344727,212.146224975586,-112.781593322754,314.395538330078,-103.657402038574,170.431564331055,-164.314834594727,211.591491699219,-153.681091308594,-11.221118927002,-250.316558837891,35.5015640258789,132.122756958008,173.988784790039,-25.8629093170166,81.5419464111328,45.4292411804199,229.877380371094,3.74442577362061,37.5177345275879,-19.9448871612549,32.8830642700195,70.7921905517578,-60.8551826477051,-13.7793226242065,249.652099609375,-93.528938293457,144.93327331543,-242.468811035156
141.043838500977,-1.27109611034393,158.797821044922,-99.6064224243164,231.286727905273,-74.7470169067383,221.7568359375,-159.709777832031,213.968490600586,-135.27604675293,59.5061378479004,-234.342926025391,-82.7859649658203,128.800643920898,164.264862060547,-32.8223991394043,63.8391265869141,-13.9851875305176,169.733367919922,9.60845947265625,94.0366897583008,-54.3773155212402,-8.1535472869873,2.74897122383118,-107.324546813965,-4.22860765457153,212.784225463867,-13.023458480835,154.249298095703,-102.733245849609
79.4882659912109,-11.7679452896118,78.4121627807617,-83.2729034423828,139.634124755859,47.1745147705078,262.398834228516,-83.4729614257812,210.021621704102,-37.4097900390625,139.196334838867,-184.666442871094,-110.761611938477,54.6192321777344,181.979034423828,3.03436923027039,2.79443144798279,-35.5082321166992,139.972106933594,42.5397033691406,88.1232147216797,-227.801910400391,-12.3651456832886,-24.9854984283447,-82.0666885375977,-24.8414096832275,218.262893676758,75.2452392578125,144.738861083984,24.3923358917236
