Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Pz_Col1,Pz_Col2
261.316070556641,142.63639831543,325.646301269531,123.273284912109,136.907150268555,-57.3359260559082,324.689147949219,127.55411529541,132.77751159668,-67.9540786743164,124.336212158203,178.850799560547,42.0050964355469,18.6981372833252,60.3440780639648,186.078750610352,-68.41162109375,95.5781326293945,233.928649902344,144.493713378906,176.429550170898,33.9879570007324,190.784240722656,197.922241210938,162.424392700195,35.1018257141113,81.6759262084961,218.172958374023,-37.1399345397949,63.0124473571777,293.855377197266,109.108428955078,191.260986328125,87.489501953125
212.890487670898,94.6002349853516,294.217834472656,81.6989059448242,137.813858032227,-41.232982635498,319.231872558594,104.430709838867,111.413711547852,-47.4615707397461,127.742279052734,149.012008666992,-16.7608470916748,-4.9949369430542,90.0081253051758,151.321075439453,-72.0629425048828,8.64256954193115,293.772216796875,85.8633880615234,146.283386230469,62.8905220031738,234.679565429688,144.383987426758,120.591598510742,65.7995223999023,42.9481811523438,182.119918823242,-71.4290084838867,74.7165908813477,285.827758789062,112.38060760498,139.945007324219,32.3782348632812
209.364822387695,29.6957778930664,294.720977783203,54.2044105529785,122.696746826172,-45.6344757080078,285.438873291016,69.1366729736328,90.5804290771484,-36.7612495422363,83.717414855957,111.329345703125,-59.5250473022461,-19.281946182251,134.269912719727,90.9105377197266,-59.9637222290039,4.14986562728882,313.322814941406,13.9292650222778,95.9284744262695,33.306812286377,260.017791748047,97.9666290283203,86.4421539306641,40.2021560668945,33.9227714538574,173.839080810547,-79.0987396240234,62.2703094482422,290.7978515625,81.0536727905273,114.887710571289,-28.7807865142822
304.713287353516,-12.5638732910156,267.877716064453,33.4842910766602,84.2687835693359,-26.5818862915039,235.878723144531,29.3238773345947,45.205493927002,-10.9175510406494,82.4238357543945,27.6560821533203,-49.5826148986816,-54.4710006713867,232.106094360352,-35.602367401123,-20.7164821624756,4.60621404647827,258.074615478516,-30.9858589172363,35.675235748291,2.58753752708435,227.401596069336,55.229419708252,47.8160629272461,20.7791709899902,86.5303955078125,108.185539245605,-68.7775421142578,29.1861190795898,262.694000244141,3.862637758255,102.97583770752,-116.529006958008
345.237396240234,-59.2143592834473,239.415100097656,2.65112495422363,37.9999389648438,1.98859143257141,181.511291503906,9.1817798614502,9.56964778900146,20.6267204284668,146.897003173828,-56.4076080322266,-7.2317590713501,-61.569149017334,321.385070800781,-153.83576965332,-4.66321754455566,-37.2165603637695,231.242263793945,-54.8810272216797,-27.0464324951172,7.70754528045654,198.397262573242,13.9214782714844,12.6536779403687,22.6928329467773,141.306655883789,28.0630550384521,-26.9757556915283,11.7290725708008,205.928161621094,-68.434440612793,104.668869018555,-169.272476196289
281.126800537109,-133.022155761719,253.497833251953,-36.6568069458008,-1.57376527786255,9.57555103302002,168.726348876953,-8.62639808654785,-8.42836856842041,29.8659019470215,184.740524291992,-110.978080749512,13.6051330566406,-19.1535530090332,346.948791503906,-213.860321044922,-9.21311569213867,-24.8598175048828,255.544708251953,-82.3923416137695,-61.4077835083008,9.30126571655273,237.869110107422,-25.0493469238281,-11.5947885513306,1.01820659637451,192.832992553711,-22.5355453491211,-4.43828392028809,17.9089603424072,169.882095336914,-96.8002548217773,107.500328063965,-172.26985168457
272.653778076172,-200.085144042969,289.682250976562,-94.8079071044922,-34.1582984924316,36.3476753234863,196.09196472168,-42.0796089172363,-37.7261543273926,46.2658309936523,164.863830566406,-141.662200927734,5.82943868637085,-3.59585928916931,302.410919189453,-235.278930664062,48.716365814209,8.61349582672119,291.806488037109,-149.391693115234,-59.8699913024902,14.3047695159912,274.353912353516,-61.0563507080078,-33.7333526611328,-12.3303060531616,202.499893188477,-59.3458862304688,3.24431872367859,0.764707088470459,138.105178833008,-112.905113220215,97.2205047607422,-202.805419921875
292.404022216797,-208.224578857422,296.027679443359,-152.968719482422,-72.9985427856445,76.3674011230469,210.45751953125,-85.0314407348633,-69.3172988891602,75.5991058349609,178.223587036133,-148.40852355957,18.6072235107422,-35.4896430969238,260.994842529297,-245.330383300781,149.840118408203,1.14802706241608,297.831909179688,-204.460052490234,-46.4241142272949,27.6768035888672,240.886535644531,-78.2867584228516,-32.2339363098145,-3.73084664344788,193.720672607422,-99.6498947143555,63.5117225646973,-53.9572525024414,91.0113525390625,-151.862564086914,120.081192016602,-257.69873046875
227.056503295898,-187.987609863281,246.579086303711,-163.741271972656,-104.013053894043,60.143123626709,194.52897644043,-131.807510375977,-86.5851364135742,61.3292350769043,234.580841064453,-144.250625610352,56.740291595459,-41.7136421203613,266.075073242188,-251.521133422852,199.023773193359,-3.41800022125244,241.419631958008,-180.535125732422,-34.5582504272461,11.9218826293945,210.715423583984,-109.22184753418,-16.9779968261719,-9.56911182403564,250.485916137695,-150.449432373047,110.805549621582,-49.8534774780273,72.3799819946289,-199.758102416992,167.29328918457,-257.774139404297
161.99494934082,-199.613815307617,177.063751220703,-165.400833129883,-94.5075912475586,20.2591247558594,159.997909545898,-176.628952026367,-87.372428894043,19.7904682159424,232.475204467773,-154.691848754883,58.4470443725586,-4.34227895736694,244.025695800781,-254.904830932617,179.108627319336,-31.533374786377,179.206954956055,-192.445510864258,-12.5086526870728,-12.1818685531616,218.62287902832,-179.341995239258,-4.84131145477295,-30.053092956543,280.69287109375,-185.001281738281,83.2234954833984,13.6293420791626,90.9230575561523,-220.165512084961,154.112045288086,-237.922134399414
142.63639831543,-211.815490722656,123.273284912109,-199.559204101562,-57.3359260559082,14.2926912307739,127.55411529541,-218.684509277344,-67.9540786743164,16.9433746337891,178.850799560547,-191.038131713867,18.6981372833252,19.479564666748,186.078750610352,-295.847229003906,95.5781326293945,-77.8813095092773,144.493713378906,-293.970916748047,33.9879570007324,-19.9049892425537,197.922241210938,-220.485214233398,35.1018257141113,-64.3131484985352,218.172958374023,-225.030609130859,63.0124473571777,5.05936861038208,109.108428955078,-217.213836669922,87.489501953125,-277.123748779297
94.6002349853516,-208.865371704102,81.6989059448242,-227.637466430664,-41.232982635498,-0.659802794456482,104.430709838867,-266.189453125,-47.4615707397461,27.7650451660156,149.012008666992,-242.935287475586,-4.9949369430542,-4.18201017379761,151.321075439453,-387.86474609375,8.64256954193115,-92.0337982177734,85.8633880615234,-331.056457519531,62.8905220031738,-25.2364711761475,144.383987426758,-226.668899536133,65.7995223999023,-93.3823928833008,182.119918823242,-302.4404296875,74.7165908813477,-66.7553329467773,112.38060760498,-242.710266113281,32.3782348632812,-346.545074462891
29.6957778930664,-233.637817382812,54.2044105529785,-271.095947265625,-45.6344757080078,-37.056568145752,69.1366729736328,-336.084747314453,-36.7612495422363,6.23713970184326,111.329345703125,-298.426574707031,-19.281946182251,-45.1258125305176,90.9105377197266,-447.128570556641,4.14986562728882,-121.9677734375,13.9292650222778,-289.490509033203,33.306812286377,-26.414644241333,97.9666290283203,-283.119049072266,40.2021560668945,-84.6718139648438,173.839080810547,-331.537994384766,62.2703094482422,-101.353416442871,81.0536727905273,-306.526275634766,-28.7807865142822,-395.191314697266
-12.5638732910156,-263.051055908203,33.4842910766602,-362.182037353516,-26.5818862915039,-43.2775039672852,29.3238773345947,-420.834045410156,-10.9175510406494,-18.9281558990479,27.6560821533203,-356.052429199219,-54.4710006713867,-43.6841850280762,-35.602367401123,-432.700164794922,4.60621404647827,-115.667724609375,-30.9858589172363,-286.025115966797,2.58753752708435,-44.5433883666992,55.229419708252,-362.869415283203,20.7791709899902,-75.0463638305664,108.185539245605,-301.293121337891,29.1861190795898,-90.4505233764648,3.862637758255,-350.246856689453,-116.529006958008,-395.146148681641
-59.2143592834473,-262.835662841797,2.65112495422363,-415.304962158203,1.98859143257141,-17.3804054260254,9.1817798614502,-457.562652587891,20.6267204284668,-14.3132658004761,-56.4076080322266,-397.798400878906,-61.569149017334,0.507178723812103,-153.83576965332,-422.467071533203,-37.2165603637695,-26.7449283599854,-54.8810272216797,-297.9541015625,7.70754528045654,-71.51708984375,13.9214782714844,-392.234313964844,22.6928329467773,-82.3917388916016,28.0630550384521,-324.975830078125,11.7290725708008,-54.37744140625,-68.434440612793,-346.960510253906,-169.272476196289,-341.189544677734
-133.022155761719,-257.230499267578,-36.6568069458008,-390.182586669922,9.57555103302002,4.92296266555786,-8.62639808654785,-435.664489746094,29.8659019470215,4.09873914718628,-110.978080749512,-412.896545410156,-19.1535530090332,33.8729209899902,-213.860321044922,-464.032684326172,-24.8598175048828,-20.8022880554199,-82.3923416137695,-281.825988769531,9.30126571655273,-50.3530502319336,-25.0493469238281,-396.099456787109,1.01820659637451,-61.4064178466797,-22.5355453491211,-392.501922607422,17.9089603424072,-14.5951242446899,-96.8002548217773,-334.713439941406,-172.26985168457,-314.345825195312
-200.085144042969,-256.412628173828,-94.8079071044922,-363.153076171875,36.3476753234863,10.0692625045776,-42.0796089172363,-424.955657958984,46.2658309936523,1.93673920631409,-141.662200927734,-432.806854248047,-3.59585928916931,53.837589263916,-235.278930664062,-495.089752197266,8.61349582672119,-85.087646484375,-149.391693115234,-263.748291015625,14.3047695159912,-24.9167594909668,-61.0563507080078,-383.206268310547,-12.3303060531616,-17.9604778289795,-59.3458862304688,-436.085174560547,0.764707088470459,19.4913864135742,-112.905113220215,-339.438201904297,-202.805419921875,-352.823760986328
-208.224578857422,-252.075759887695,-152.968719482422,-362.774505615234,76.3674011230469,16.3097133636475,-85.0314407348633,-424.097473144531,75.5991058349609,-8.88611507415771,-148.40852355957,-465.237762451172,-35.4896430969238,75.8830490112305,-245.330383300781,-464.603088378906,1.14802706241608,-52.6205444335938,-204.460052490234,-251.446624755859,27.6768035888672,-42.473991394043,-78.2867584228516,-347.887817382812,-3.73084664344788,8.55479907989502,-99.6498947143555,-456.377593994141,-53.9572525024414,68.7494812011719,-151.862564086914,-348.126708984375,-257.69873046875,-380.568145751953
-187.987609863281,-242.767105102539,-163.741271972656,-359.294860839844,60.143123626709,36.9055786132812,-131.807510375977,-399.930633544922,61.3292350769043,20.4365329742432,-144.250625610352,-481.429351806641,-41.7136421203613,77.5551071166992,-251.521133422852,-438.102691650391,-3.41800022125244,-21.6786041259766,-180.535125732422,-270.080169677734,11.9218826293945,-34.6359519958496,-109.22184753418,-352.832183837891,-9.56911182403564,11.8233413696289,-150.449432373047,-454.110992431641,-49.8534774780273,90.7087783813477,-199.758102416992,-340.687744140625,-257.774139404297,-381.567260742188
-199.613815307617,-254.109817504883,-165.400833129883,-353.106872558594,20.2591247558594,46.0977897644043,-176.628952026367,-391.117614746094,19.7904682159424,62.8716354370117,-154.691848754883,-478.727600097656,-4.34227895736694,66.8473358154297,-254.904830932617,-471.52734375,-31.533374786377,-84.8288192749023,-192.445510864258,-333.719604492188,-12.1818685531616,-6.92041349411011,-179.341995239258,-394.836486816406,-30.053092956543,16.3685894012451,-185.001281738281,-461.942749023438,13.6293420791626,59.2289428710938,-220.165512084961,-311.832489013672,-237.922134399414,-372.904846191406
