Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
93.4762191772461,18.2527885437012,-77.1055297851562,-63.1294021606445,282.691741943359,-115.081016540527,126.173286437988,-69.4976501464844,168.223388671875,-164.783874511719,236.093566894531,-78.6364669799805,220.937835693359,-146.1533203125,292.484771728516,-114.900955200195,163.601531982422,-52.1960792541504,198.756103515625,-9.91482734680176,72.4347229003906,-37.0629005432129,43.9222145080566,11.9459438323975,87.8381118774414,-126.591934204102,189.004760742188,56.4528694152832,203.388671875,-130.013427734375,92.582893371582,-193.912231445312,230.9296875,-220.884567260742
13.2146501541138,-29.0570297241211,-15.4478101730347,-137.317565917969,149.275024414062,-73.6404190063477,58.9527626037598,-170.174850463867,86.7068862915039,-121.492385864258,177.10400390625,-124.700904846191,83.6330718994141,-121.736038208008,195.030532836914,-119.167747497559,51.7822341918945,-29.346248626709,139.233047485352,18.1652870178223,87.1549530029297,-56.6645317077637,19.0651988983154,-24.5051002502441,50.6577835083008,-104.79736328125,170.485473632812,45.099967956543,36.1547775268555,-95.319091796875,23.6033267974854,-162.112335205078,67.9053039550781,-158.085891723633
-94.272346496582,-67.9140243530273,91.0748596191406,-139.051040649414,26.4452896118164,-6.7578296661377,-37.7212867736816,-186.383651733398,31.0972137451172,-33.3227310180664,62.4316101074219,-118.988647460938,-59.3412628173828,-60.755672454834,73.3473968505859,-105.544990539551,-84.7749176025391,-12.0152063369751,63.3792953491211,27.8806858062744,119.274353027344,-88.5746612548828,42.5831336975098,-24.5057163238525,-41.8530578613281,-67.1473770141602,80.1542587280273,65.8616409301758,-98.8195495605469,-24.7525959014893,-38.1279220581055,-113.225532531738,-44.0088157653809,-66.5480728149414
-145.106307983398,-100.95320892334,69.0959777832031,-110.496597290039,-59.4176750183105,10.9314155578613,-92.9933013916016,-121.426177978516,-18.3421649932861,9.62678241729736,-11.3871231079102,-57.8148498535156,-121.013725280762,12.5491924285889,3.29191660881042,-60.4527130126953,-193.272766113281,19.2285785675049,-60.7202339172363,28.0535926818848,133.966003417969,-127.95726776123,72.9563369750977,-15.0979585647583,-106.778366088867,-40.4861335754395,1.54544425010681,69.0308990478516,-153.234497070312,23.3202304840088,-89.9833984375,-42.7032852172852,-122.19506072998,-16.4295883178711
-132.664764404297,-126.265647888184,-3.85252237319946,-97.1072616577148,-78.0409469604492,-10.4619626998901,-65.5871429443359,-34.8130760192871,-57.4283638000488,10.3671474456787,-38.9816932678223,-13.840708732605,-126.09789276123,45.4266586303711,-27.8445167541504,-3.46761798858643,-219.147018432617,62.7225914001465,-161.478393554688,36.5035972595215,87.876106262207,-130.65364074707,66.1506576538086,15.8129501342773,-154.703857421875,-35.188591003418,-48.1786613464355,24.3133430480957,-132.060806274414,59.917366027832,-91.8090591430664,11.77525806427,-178.629348754883,38.6111831665039
-59.5485153198242,-141.285186767578,6.37539291381836,-76.6331024169922,17.9948997497559,-23.1674098968506,12.805534362793,24.009880065918,-24.193977355957,9.56885051727295,-41.7660636901855,2.03043818473816,-98.9595794677734,42.5973320007324,-60.3810958862305,36.4540519714355,-208.40087890625,89.7764053344727,-173.693695068359,17.4965229034424,71.9704055786133,-80.3115081787109,41.7874984741211,40.8536643981934,-189.511978149414,-33.790958404541,-102.566200256348,9.31903076171875,-39.4036102294922,71.6483764648438,-37.8899078369141,33.879337310791,-153.670394897461,60.1823234558105
41.3814010620117,-148.525131225586,81.0068664550781,-68.4754257202148,125.288154602051,-17.6505737304688,98.4306030273438,28.3729763031006,46.2148971557617,-13.6320247650146,0.678115963935852,-2.46241235733032,-28.6480484008789,26.0520896911621,-88.3809051513672,44.1760787963867,-179.215698242188,57.8592224121094,-165.613586425781,-28.813289642334,116.058921813965,-16.9287128448486,23.0732517242432,10.2308511734009,-161.848922729492,-46.4594230651855,-109.946403503418,6.24893093109131,35.4430274963379,34.5153656005859,7.32720422744751,21.9724502563477,-143.451812744141,28.6059703826904
99.5687408447266,-154.17041015625,133.363708496094,-135.611373901367,124.876602172852,-33.2726020812988,158.452072143555,-18.8543548583984,45.0897979736328,-63.9999847412109,31.3175621032715,-44.3504180908203,7.38020896911621,-8.26461029052734,-109.423332214355,31.9210338592529,-115.712303161621,4.39926719665527,-170.885314941406,-21.6921653747559,128.69026184082,-0.0362236090004444,17.9966163635254,4.09994697570801,-124.391441345215,-48.1096038818359,-71.9577178955078,-10.6992702484131,25.4954776763916,-16.0399055480957,-10.9376602172852,-43.6204299926758,-190.475204467773,35.1071472167969
96.1675872802734,-193.55192565918,119.481658935547,-225.58625793457,39.0950622558594,-73.3395538330078,149.667434692383,-62.9121551513672,-33.2422943115234,-102.765968322754,-0.908441245555878,-73.7304458618164,-52.9380760192871,-33.9833984375,-122.356147766113,22.6596431732178,-74.8150787353516,21.9645290374756,-130.521774291992,34.4282455444336,74.6767120361328,-41.9167976379395,38.737491607666,41.4287414550781,-133.86247253418,-12.8092584609985,-26.1007804870605,10.9188766479492,-26.0950298309326,-48.7412567138672,-97.2400588989258,-82.674934387207,-197.432357788086,50.5782890319824
63.3582916259766,-252.712417602539,42.984432220459,-217.595794677734,-64.8062973022461,-93.2036743164062,59.4699440002441,-68.3025817871094,-121.782470703125,-107.571090698242,-41.7258987426758,-36.5018424987793,-127.95817565918,-40.0953254699707,-118.641166687012,14.2091264724731,-69.9362869262695,63.4219398498535,-58.8078460693359,57.4419288635254,4.43594360351562,-89.7233352661133,49.9007568359375,15.7346086502075,-140.701477050781,15.3958139419556,32.533088684082,24.3288116455078,-89.1000671386719,-66.9018707275391,-181.406372070312,-20.5709476470947,-201.828125,-8.02422332763672
