Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-113.265632629395,65.2965393066406,-128.010055541992,-4.76081657409668,-104.125068664551,-55.7701797485352,-91.483528137207,55.3905334472656,52.431583404541,-4.88881826400757,40.5659141540527,14.3650245666504,112.812164306641,-64.3897705078125,21.1995506286621,-123.062622070312,139.28645324707,-3.34244799613953,-78.2656555175781,-4.91846513748169,-213.713973999023,-31.0126285552979,-90.1127090454102,-86.414909362793,-105.795524597168,-17.2890720367432,-27.1386833190918,-114.314994812012,-0.248047962784767,-301.062896728516,-91.0838012695312,-61.6195640563965,5.5680046081543,-25.8521537780762
-107.276565551758,100.581451416016,-105.181396484375,2.19183421134949,-139.548080444336,-106.977485656738,-32.023738861084,48.3605995178223,-2.98504233360291,-34.3825645446777,64.6347351074219,-52.7520294189453,105.430152893066,-77.3998260498047,4.77389240264893,-103.622444152832,210.429931640625,-18.2287006378174,-167.511306762695,57.6748085021973,-163.671859741211,-31.1162509918213,-70.5996627807617,-127.385643005371,-159.801818847656,-39.1159286499023,0.215548649430275,-132.497985839844,-14.4796733856201,-249.529602050781,-103.586280822754,-80.0444488525391,9.81646537780762,9.28994846343994
-34.4488868713379,79.6790237426758,-48.4822463989258,6.91438341140747,-28.0448818206787,-69.4599685668945,-39.7637672424316,7.31561660766602,14.2579650878906,-40.9602661132812,55.6880035400391,-46.1541557312012,104.012489318848,-91.592414855957,-37.8933219909668,-104.096321105957,227.231887817383,-28.4804573059082,-189.664337158203,75.6045532226562,-173.020904541016,1.76299488544464,-88.9499130249023,-127.585411071777,-107.94132232666,-120.753578186035,-29.5561065673828,-99.725944519043,-131.315292358398,-107.925048828125,-77.5961990356445,-101.959320068359,-6.73367595672607,14.4099721908569
-9.96232414245605,54.5366554260254,-1.87936973571777,-6.96331024169922,83.4939193725586,-16.0836944580078,-47.8533172607422,-8.18110942840576,80.2939529418945,-20.6975231170654,10.5184526443481,13.9631662368774,98.6309967041016,-89.2094879150391,-49.715633392334,-122.542098999023,130.230133056641,-50.6320457458496,-104.510726928711,4.53036689758301,-194.319442749023,-22.286657333374,-135.885208129883,-79.3640289306641,-17.3319320678711,-125.378768920898,-11.0303592681885,-84.6068801879883,-365.895538330078,-60.5007629394531,-52.3967323303223,-80.8571929931641,-28.5867786407471,29.0692367553711
-25.3811817169189,45.5929718017578,0.351107805967331,-24.2079296112061,42.5907707214355,-57.5847244262695,-26.1429691314697,19.0525646209717,117.405715942383,-53.6851577758789,-40.6491279602051,29.5616931915283,91.0721817016602,-76.0750732421875,-23.0958881378174,-124.542945861816,43.4809150695801,-93.4743499755859,-61.2165222167969,-13.6796722412109,-145.984802246094,-74.2820053100586,-168.388763427734,-64.2748641967773,22.3734436035156,-24.0565090179443,-7.87179088592529,-109.053466796875,-330.533477783203,-119.88362121582,-35.590763092041,-51.2930068969727,-21.4475708007812,37.4665870666504
-50.8760566711426,-1.56740522384644,-9.58094120025635,-0.848950266838074,-42.8100929260254,-80.5488510131836,-10.8448696136475,33.1064376831055,91.8303298950195,-78.8746719360352,-28.3812847137451,18.2344398498535,75.223258972168,-55.5571823120117,-15.5213422775269,-160.616470336914,15.6902599334717,-203.729690551758,-122.602157592773,-5.95436859130859,-70.253288269043,-95.4380798339844,-162.541900634766,-68.6094284057617,-33.3338890075684,12.0066518783569,-66.7329711914062,-134.080017089844,-0.728740751743317,-188.057556152344,-33.4724006652832,-22.8169765472412,-17.246618270874,14.4128274917603
-96.2266540527344,-11.0025758743286,4.88754510879517,2.44659042358398,-59.2191925048828,-31.8405418395996,-0.137332156300545,-28.9856262207031,40.2776870727539,-18.4929351806641,23.9952297210693,-10.5976686477661,34.8740119934082,-76.7216491699219,-30.4659767150879,-205.940902709961,-21.4241790771484,-342.484252929688,-158.160339355469,-16.1108989715576,-79.498046875,-104.613578796387,-134.026306152344,-66.3675537109375,-145.031753540039,-56.7629051208496,-109.582168579102,-149.923385620117,99.7395248413086,-164.544906616211,-46.5630187988281,-33.5219039916992,-35.6132354736328,-28.1309871673584
-43.0981407165527,19.0863437652588,-4.7553539276123,-60.657642364502,-55.4300079345703,-60.3401374816895,-25.0200614929199,-98.7078704833984,18.6352558135986,-6.7858362197876,25.5727252960205,-53.7235069274902,-32.8367500305176,-117.30842590332,-35.0759544372559,-177.232360839844,-59.052001953125,-326.762298583984,-82.9183654785156,50.7436141967773,-140.461776733398,-61.4985313415527,-126.903991699219,-106.42748260498,-180.160385131836,-82.2478713989258,-131.808563232422,-109.638404846191,-55.1402778625488,-112.327125549316,-79.2804718017578,-100.52367401123,-57.5319900512695,-78.5440902709961
67.7327117919922,16.6057548522949,-39.5470008850098,-114.168975830078,-50.8961601257324,-152.232650756836,-57.9568023681641,-111.327117919922,14.6073780059814,-78.8087158203125,9.3948860168457,-45.3016548156738,-87.5355453491211,-84.9801254272461,-47.7952423095703,-114.575225830078,-40.8316307067871,-174.441665649414,11.8625326156616,69.4352340698242,-110.682991027832,10.0798034667969,-126.901176452637,-163.425491333008,-115.011100769043,-1.54574990272522,-130.901626586914,-29.9273662567139,-131.896835327148,-120.344009399414,-115.937553405762,-135.85124206543,-78.8456420898438,-82.4357528686523
72.9094543457031,11.4742336273193,-31.7059020996094,-98.2097778320312,-29.450325012207,-115.625785827637,-10.699779510498,-96.0694274902344,7.06325769424438,-87.6903457641602,32.5637702941895,-17.7095413208008,-84.2844619750977,-33.0709915161133,-95.295036315918,-93.2604446411133,-2.92498970031738,-101.568656921387,12.2183208465576,-75.3067779541016,-34.3207092285156,-19.510913848877,-94.9680023193359,-154.532775878906,-50.5325698852539,52.8983879089355,-102.941520690918,-15.8812313079834,-199.481964111328,-81.7962417602539,-98.9125518798828,-123.028038024902,-73.5503845214844,-22.9693012237549
