Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-37.6265182495117,127.337326049805,-90.2145767211914,187.957260131836,29.1950626373291,20.9921169281006,70.8080062866211,214.614715576172,50.6474533081055,-28.9866714477539,51.6773071289062,150.136901855469,-2.55026268959045,-126.164894104004,71.0705947875977,44.1345443725586,146.088851928711,6.2112717628479,-49.8544769287109,-64.3060760498047,-40.8843688964844,123.149894714355,-144.244659423828,70.8883438110352,-118.942985534668,98.3035125732422,71.5908737182617,37.2491645812988,-154.670394897461,-131.373077392578,-30.8884887695312,156.205200195312,20.7787857055664,75.2248382568359
-33.6759948730469,100.797012329102,-42.1369094848633,154.630844116211,66.9856567382812,8.13767910003662,81.5036849975586,214.345123291016,77.5239868164062,-27.5403804779053,40.2323188781738,177.037872314453,-22.7107696533203,-152.792495727539,68.8292388916016,32.4440002441406,95.6883163452148,-40.0212593078613,-12.3488521575928,-62.7300186157227,-46.5705108642578,79.6694946289062,-148.994934082031,39.4234085083008,-102.436325073242,106.03963470459,81.2556762695312,2.43725991249084,-189.534805297852,-125.615386962891,-10.9185419082642,110.190979003906,38.3445854187012,94.5588455200195
-31.1391849517822,48.9064102172852,-30.275016784668,136.568969726562,86.3931350708008,15.5458402633667,72.4774322509766,192.159362792969,80.5103988647461,-11.398265838623,28.7278671264648,164.479797363281,-47.330078125,-145.439361572266,93.1049041748047,28.7247276306152,43.837516784668,-20.8507175445557,46.660945892334,-58.0654220581055,-30.4499740600586,29.2155933380127,-162.108856201172,0.844362735748291,-86.5043716430664,93.3423690795898,84.0543594360352,12.2934036254883,-150.352325439453,-114.565696716309,-49.2583999633789,41.7573204040527,75.1200408935547,114.439910888672
-7.74454689025879,14.6873731613159,-49.8680572509766,155.53857421875,111.698600769043,51.5605697631836,56.6193008422852,182.915237426758,98.4527053833008,15.5194931030273,44.9125671386719,148.717529296875,-22.1964569091797,-151.260131835938,132.183013916016,33.6041221618652,30.7009391784668,-54.5712890625,75.252067565918,-100.043472290039,-4.26282262802124,35.8746070861816,-144.951400756836,-15.4268770217896,-34.0392303466797,104.184547424316,66.7609634399414,-23.3980121612549,-70.4413833618164,-131.945129394531,-80.8695755004883,34.1816902160645,81.6229400634766,137.298400878906
27.4913368225098,27.8850898742676,-56.1017532348633,144.416534423828,129.669860839844,86.0452117919922,34.2963447570801,155.710098266602,119.236915588379,48.9054298400879,64.9196166992188,158.615081787109,32.2535057067871,-197.852127075195,166.306579589844,36.3058700561523,20.9437198638916,-195.088790893555,56.5846405029297,-170.90966796875,15.7464942932129,54.5270843505859,-124.965019226074,-33.7061386108398,55.6612777709961,119.836784362793,116.981719970703,-164.156692504883,-31.6618061065674,-138.259994506836,-47.7894706726074,42.4450416564941,70.9182586669922,170.915924072266
70.6014175415039,48.5309753417969,-35.0408668518066,97.1973571777344,137.772583007812,112.518394470215,59.2103309631348,123.690620422363,125.425010681152,80.8926391601562,88.4361877441406,166.409759521484,35.8162994384766,-226.879837036133,168.504959106445,42.3996315002441,21.6851577758789,-307.317047119141,21.5326862335205,-197.796798706055,67.0896530151367,41.4211845397949,-102.627952575684,-66.0165863037109,112.839241027832,76.553108215332,174.89192199707,-281.515991210938,-38.1227874755859,-104.557525634766,8.01171779632568,11.8770799636841,72.7417297363281,206.914581298828
104.215454101562,45.140739440918,-2.45566773414612,78.3254089355469,137.761260986328,143.063537597656,126.342826843262,137.33332824707,97.6810302734375,103.950004577637,125.661590576172,172.151824951172,-21.4340686798096,-219.393692016602,136.680099487305,52.7582817077637,68.9596633911133,-311.755004882812,24.9175472259521,-153.619735717773,150.974868774414,22.0115413665771,-74.598388671875,-92.5795974731445,113.630874633789,41.9588432312012,183.168823242188,-297.763977050781,-52.0627288818359,-82.6606292724609,30.0381374359131,-7.0561203956604,86.7273406982422,201.437713623047
123.108871459961,23.0143146514893,31.8475723266602,103.801864624023,121.00643157959,133.682800292969,144.232269287109,177.355484008789,48.1993103027344,97.4378814697266,143.335067749023,183.836776733398,-80.1616668701172,-237.253860473633,114.082046508789,27.8795375823975,117.843574523926,-266.831848144531,75.5740966796875,-113.724349975586,191.401779174805,-2.82937598228455,-77.0692138671875,-81.3068695068359,105.597648620605,70.5682754516602,187.442169189453,-306.339172363281,-76.1150817871094,-84.392578125,39.1914672851562,-4.55275011062622,81.1668090820312,164.080215454102
137.790267944336,-1.74565720558167,86.5497741699219,120.641342163086,85.3526229858398,69.7435073852539,124.910980224609,167.900451660156,11.4661531448364,50.4808349609375,126.544937133789,140.819534301758,-97.6329803466797,-285.951049804688,101.322128295898,-18.1638698577881,123.627906799316,-225.577575683594,80.2313385009766,-108.982292175293,161.791030883789,-25.9054470062256,-60.2469291687012,-73.6073150634766,102.433036804199,72.9955139160156,172.381774902344,-329.50439453125,-102.652053833008,-68.4358215332031,73.2857894897461,-30.5954990386963,54.8085670471191,112.583549499512
138.628829956055,-23.6752223968506,159.420837402344,87.4833984375,46.1264762878418,0.084078773856163,159.260696411133,86.4089813232422,-12.803882598877,-20.9589805603027,119.550704956055,38.216968536377,-98.8598251342773,-300.59033203125,71.4200592041016,-33.8724060058594,83.833740234375,-226.286758422852,-0.0307811461389065,-87.0351028442383,132.060104370117,-33.832160949707,21.4323291778564,-115.021430969238,92.5188980102539,22.2024765014648,109.301368713379,-319.036010742188,-118.903450012207,-37.4345092773438,127.909141540527,-74.6509399414062,52.7016372680664,21.1298351287842
