Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-189.713317871094,41.9883117675781,31.5716228485107,-111.278289794922,60.6931533813477,-36.0319747924805,115.449569702148,-149.516662597656,107.551292419434,63.825382232666,53.8891105651855,104.115615844727,179.936859130859,102.69075012207,-82.1213150024414,155.875366210938,-159.314041137695,87.586784362793,-178.591735839844,40.9599800109863,-23.9488105773926,-110.421409606934,-71.2692489624023,143.602951049805,-81.5322952270508,205.370681762695,-107.900062561035,65.5153961181641,23.4971714019775,-141.974319458008,-34.2455978393555,9.50415802001953
165.319808959961,101.838813781738,60.3605766296387,-122.074806213379,31.263147354126,-59.1936988830566,56.0157470703125,-109.706321716309,66.8750457763672,58.559741973877,2.13875699043274,96.5577850341797,151.695892333984,89.239875793457,-146.450820922852,215.62451171875,-116.819007873535,156.78483581543,-76.0533905029297,4.50216341018677,-3.50304508209229,-105.333992004395,-108.039772033691,103.867401123047,-93.7230911254883,208.91828918457,-55.0095443725586,129.661483764648,49.7168197631836,-137.306671142578,-64.1633453369141,8.36208057403564
479.950042724609,144.483489990234,72.8947830200195,-158.825149536133,23.515344619751,-79.9826812744141,67.7651062011719,-49.0739364624023,33.6557846069336,20.5361213684082,10.7615032196045,126.71021270752,91.7536544799805,24.264533996582,-159.510681152344,253.371932983398,-97.5134735107422,218.608200073242,6.43811368942261,-53.9200096130371,-4.16228914260864,-166.422149658203,-117.968948364258,42.1869125366211,-144.026168823242,127.404586791992,-31.0769958496094,125.976402282715,76.4595794677734,-162.952072143555,-21.7257308959961,15.0938959121704
378.131164550781,80.7867279052734,106.028503417969,-127.544967651367,59.1526832580566,-93.1434097290039,146.348266601562,-49.5435638427734,-28.3998279571533,-35.8051490783691,47.9057235717773,148.394790649414,2.90558314323425,-9.76412963867188,-138.519378662109,266.31982421875,-179.5751953125,272.031127929688,-24.6555461883545,-84.3206558227539,-0.112972557544708,-154.208038330078,-103.588157653809,17.6587257385254,-126.572250366211,56.0989723205566,-113.413879394531,131.887847900391,61.2867088317871,-163.948516845703,33.7419815063477,44.174991607666
182.969863891602,-10.1979188919067,178.212173461914,-51.5178413391113,79.639762878418,-57.0446968078613,218.418167114258,-73.6584396362305,-62.089183807373,-18.3813343048096,36.4129371643066,116.75325012207,5.70285558700562,68.5446929931641,-80.6091537475586,276.605041503906,-195.111206054688,285.158111572266,-37.3071899414062,-21.9931030273438,2.45765447616577,-65.0216217041016,-20.8430309295654,62.4007453918457,19.6247501373291,129.331665039062,-133.531600952148,179.782318115234,74.1814575195312,-125.437873840332,95.5310440063477,73.3196411132812
188.236724853516,-17.9826946258545,221.633666992188,-17.6955947875977,114.524192810059,-53.6728744506836,227.705856323242,-63.9377250671387,10.8397874832153,30.0667953491211,17.2450542449951,108.430648803711,114.673835754395,132.187057495117,0.0632457062602043,259.264617919922,-138.865585327148,260.000213623047,53.4207611083984,24.9849605560303,-0.323195487260818,-27.2633304595947,100.429862976074,113.543098449707,129.192489624023,218.343643188477,-89.2871932983398,193.882049560547,112.498405456543,-91.177734375,97.7981643676758,94.2646484375
241.064697265625,15.3349494934082,147.98796081543,-54.0260772705078,158.965942382812,-145.933944702148,150.954345703125,-66.3073883056641,100.786743164062,28.109561920166,40.935977935791,114.69165802002,202.912506103516,80.2784118652344,50.9547653198242,207.569427490234,-122.747756958008,201.13916015625,131.756637573242,-8.26336002349854,6.51286506652832,-84.5010375976562,193.275054931641,90.1581192016602,174.196228027344,165.914016723633,-68.1645126342773,143.778869628906,94.2238693237305,-90.5801391601562,58.1481285095215,101.420738220215
240.444152832031,-5.11074018478394,-35.3805046081543,-76.317985534668,150.632385253906,-229.159637451172,21.474781036377,-64.846076965332,135.935958862305,7.13740968704224,55.7807655334473,129.190612792969,247.042266845703,4.3548378944397,66.7086486816406,185.064956665039,-125.921401977539,184.105133056641,156.373825073242,-41.2572898864746,-36.2501983642578,-165.186584472656,245.916961669922,9.83914566040039,276.371551513672,56.3999099731445,-47.6240577697754,156.591354370117,9.60594940185547,-89.9844055175781,32.3851318359375,137.735916137695
192.751281738281,-9.51462650299072,-183.270431518555,-54.2466621398926,97.2739105224609,-216.565887451172,-81.6127319335938,-12.1816663742065,137.602066040039,16.6308689117432,55.3296356201172,235.073623657227,237.872360229492,34.1550254821777,83.5585556030273,208.550598144531,-92.283561706543,260.189666748047,155.873031616211,-47.8849487304688,-140.559799194336,-198.368270874023,239.186965942383,-29.7535381317139,331.029266357422,63.198917388916,-37.0078125,276.216613769531,-91.7469177246094,-41.0709457397461,4.62291479110718,187.054946899414
91.3080673217773,41.2086296081543,-176.785446166992,-70.4788360595703,25.4808235168457,-163.577743530273,-133.51985168457,23.1226177215576,101.348350524902,43.3050804138184,85.650260925293,295.141143798828,155.630966186523,110.95987701416,110.917335510254,178.095962524414,-9.40762996673584,245.020492553711,103.936027526855,-37.5340805053711,-172.241744995117,-178.647399902344,184.85986328125,-26.1463890075684,251.926788330078,137.721954345703,-15.6737194061279,275.111938476562,-148.559921264648,-7.61582517623901,-4.72651195526123,122.247245788574
