Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-97.7093048095703,56.362865447998,59.2507247924805,190.982009887695,-102.450859069824,161.414413452148,29.3532905578613,304.589141845703,36.4820671081543,7.96173000335693,110.124397277832,161.213607788086,-7.02831220626831,-331.509490966797,48.0591735839844,-241.371337890625,-11.8748006820679,-118.607315063477,114.529998779297,194.992706298828,5.0457592010498,-88.8338775634766,-165.512298583984,-83.5939407348633,-47.7506637573242,66.2269439697266,-77.1846313476562,272.880645751953,59.346809387207,76.0011215209961,0.469042927026749,-367.202819824219
-139.922409057617,92.3492431640625,-86.3650817871094,144.081420898438,-160.266876220703,209.018844604492,-73.0627822875977,267.176116943359,29.1882057189941,-4.43204784393311,93.7980804443359,83.4947967529297,37.2791175842285,-340.825012207031,63.0060081481934,-251.716583251953,-81.7524566650391,-33.3898162841797,20.7646026611328,220.338241577148,-16.1738338470459,-38.7483596801758,-110.800003051758,-103.932723999023,-72.5563278198242,11.2355003356934,-70.2910614013672,262.086120605469,57.2837409973145,-22.3577156066895,67.7734909057617,-349.625671386719
-143.05517578125,129.150253295898,-126.96851348877,149.157257080078,-149.20068359375,224.395263671875,-108.767883300781,226.671737670898,62.9440078735352,11.964111328125,89.2561264038086,4.23900556564331,49.5305328369141,-306.741851806641,21.9459228515625,-279.676635742188,-66.5743865966797,106.70435333252,16.212532043457,240.576385498047,-18.1949863433838,46.0793533325195,-29.6397285461426,-17.5242595672607,-43.0292854309082,-29.1046714782715,-67.4560470581055,226.437576293945,83.8319778442383,-58.6767234802246,26.7941074371338,-347.972961425781
-113.953224182129,132.782669067383,-62.6827163696289,169.995040893555,-107.930038452148,195.110153198242,-119.885444641113,232.84782409668,118.088722229004,-15.830265045166,68.4087448120117,-26.4482307434082,20.8046684265137,-280.576538085938,-54.276294708252,-267.564483642578,-38.2717704772949,130.356552124023,38.7890167236328,208.943878173828,18.3065032958984,16.416524887085,7.66430950164795,1.28906619548798,13.7467575073242,25.0250053405762,-66.0584259033203,200.059478759766,60.7145080566406,-34.3566856384277,-39.7354736328125,-327.1259765625
-50.7512130737305,107.341934204102,-32.8629760742188,118.952362060547,-108.400848388672,155.760971069336,-152.424377441406,230.505966186523,123.710235595703,-42.8450622558594,20.0722389221191,17.262149810791,3.18588399887085,-301.645904541016,-108.325469970703,-230.214340209961,-86.6447067260742,36.3215103149414,43.928653717041,150.70719909668,23.4731521606445,-113.973129272461,13.4603815078735,-64.3488006591797,-0.266452729701996,76.9126586914062,-47.0365524291992,182.837463378906,32.5596961975098,22.2652931213379,-83.7600250244141,-286.387237548828
-26.2735710144043,87.7109298706055,-38.0808181762695,94.3493041992188,-120.185043334961,131.39714050293,-114.604469299316,200.911514282227,98.5947647094727,11.561975479126,14.0050392150879,77.2544631958008,19.58962059021,-269.214202880859,-165.560546875,-186.787338256836,-145.216156005859,6.58521699905396,73.0718765258789,118.986587524414,-57.5583992004395,-80.0538711547852,-55.1602554321289,-44.0024871826172,-5.30229377746582,75.1678237915039,12.3061666488647,147.129257202148,70.9601287841797,67.1442108154297,-138.551467895508,-223.043579101562
-69.458137512207,85.4937286376953,-33.0138092041016,114.582527160645,-63.6679420471191,94.7104415893555,-6.81364870071411,178.18293762207,122.531532287598,60.2758865356445,65.8247375488281,79.8834533691406,10.163613319397,-152.239807128906,-282.3994140625,-100.479942321777,-98.0522766113281,30.7278232574463,114.884002685547,101.737510681152,-59.6089553833008,76.5904693603516,-149.971984863281,76.1357727050781,5.64599275588989,66.7267074584961,129.545364379883,67.493522644043,120.433471679688,60.4668731689453,-201.858856201172,-139.464447021484
-65.4002075195312,35.4837532043457,-18.4831142425537,65.6637573242188,54.7879371643066,5.33776044845581,91.2294845581055,127.374954223633,167.680160522461,26.7176303863525,107.471084594727,58.9891891479492,-104.668441772461,-61.7306137084961,-382.275665283203,-7.94328355789185,-17.494909286499,-20.3528728485107,147.741012573242,53.9441833496094,24.0631923675537,88.4458312988281,-116.593048095703,141.164657592773,-75.1562423706055,86.7429733276367,236.800064086914,-12.7068786621094,139.756729125977,43.1632461547852,-292.518890380859,-59.955078125
10.7585649490356,-48.9960784912109,47.182056427002,-11.7302227020264,132.554000854492,-84.494384765625,181.051055908203,62.3561782836914,153.068801879883,25.8712196350098,140.564453125,64.7755584716797,-251.53987121582,-14.4645528793335,-368.538787841797,37.6947975158691,-26.4149188995361,-80.5722732543945,179.577377319336,-1.20969772338867,8.45673561096191,9.7628698348999,5.03059482574463,120.523254394531,-124.406494140625,104.705757141113,262.125946044922,-25.0938415527344,164.707946777344,100.227783203125,-391.379302978516,-2.77007818222046
49.7627449035645,-71.9093246459961,157.83235168457,-48.4569206237793,141.113098144531,-83.3945465087891,269.165802001953,62.183765411377,78.5907287597656,127.255577087402,178.246643066406,107.852684020996,-314.380706787109,67.9240493774414,-289.950805664062,87.2853469848633,-93.876091003418,-63.8928680419922,192.785263061523,-24.2381153106689,-68.5410766601562,25.8331203460693,16.7081069946289,125.545219421387,-17.1879653930664,85.6733703613281,259.283142089844,19.9395561218262,160.121383666992,218.589492797852,-409.521087646484,58.123722076416
56.362865447998,-52.170726776123,190.982009887695,-75.0608215332031,161.414413452148,-7.10621023178101,304.589141845703,91.1977386474609,7.96173000335693,244.215576171875,161.213607788086,183.027969360352,-331.509490966797,138.929748535156,-241.371337890625,139.849334716797,-118.607315063477,-29.3797225952148,194.992706298828,-39.7304000854492,-88.8338775634766,124.694282531738,-83.5939407348633,176.040969848633,66.2269439697266,67.3395004272461,272.880645751953,80.4960784912109,76.0011215209961,287.621002197266,-367.202819824219,128.503982543945
92.3492431640625,-38.013599395752,144.081420898438,-58.4155960083008,209.018844604492,48.4709510803223,267.176116943359,93.4007186889648,-4.43204784393311,299.558959960938,83.4947967529297,221.057113647461,-340.825012207031,99.5536804199219,-251.716583251953,141.839157104492,-33.3898162841797,-10.3065271377563,220.338241577148,-47.6837997436523,-38.7483596801758,171.102783203125,-103.932723999023,178.152862548828,11.2355003356934,91.3742065429688,262.086120605469,118.317695617676,-22.3577156066895,262.138641357422,-349.625671386719,144.973083496094
129.150253295898,-16.2374534606934,149.157257080078,15.7534627914429,224.395263671875,48.5939598083496,226.671737670898,94.8805770874023,11.964111328125,259.869537353516,4.23900556564331,186.461151123047,-306.741851806641,-2.13189387321472,-279.676635742188,136.649078369141,106.70435333252,-7.40162897109985,240.576385498047,-27.612678527832,46.0793533325195,75.3764953613281,-17.5242595672607,118.201866149902,-29.1046714782715,126.901802062988,226.437576293945,113.311569213867,-58.6767234802246,206.328109741211,-347.972961425781,110.34008026123
132.782669067383,-12.6869554519653,169.995040893555,61.5480918884277,195.110153198242,43.2744255065918,232.84782409668,110.093795776367,-15.830265045166,155.185073852539,-26.4482307434082,156.543563842773,-280.576538085938,-63.2581214904785,-267.564483642578,149.97932434082,130.356552124023,-56.5360946655273,208.943878173828,-20.8754024505615,16.416524887085,-41.1799926757812,1.28906619548798,64.3321151733398,25.0250053405762,150.012969970703,200.059478759766,117.684677124023,-34.3566856384277,169.028717041016,-327.1259765625,101.669654846191
107.341934204102,-28.6556377410889,118.952362060547,49.450267791748,155.760971069336,66.3189926147461,230.505966186523,158.296997070312,-42.8450622558594,89.1529541015625,17.262149810791,160.732299804688,-301.645904541016,-62.3584060668945,-230.214340209961,148.198333740234,36.3215103149414,-116.565223693848,150.70719909668,-24.2584571838379,-113.973129272461,-26.0446147918701,-64.3488006591797,37.869384765625,76.9126586914062,164.136459350586,182.837463378906,152.247970581055,22.2652931213379,130.520584106445,-286.387237548828,119.650108337402
