Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-133.12646484375,-108.685325622559,40.9755325317383,26.3227291107178,-75.7041244506836,51.9961929321289,-108.417320251465,-105.240051269531,-34.719913482666,80.4160537719727,-221.402389526367,34.2178993225098,-44.6229934692383,140.439056396484,-155.929290771484,88.0127334594727,-51.7131423950195,150.700897216797,27.6885013580322,-9.98993873596191,189.906616210938,94.3084716796875,-89.8224868774414,63.01708984375,103.124206542969,114.278175354004,-47.0777816772461,109.410522460938,-40.4829025268555,111.6923828125,-93.7440567016602,-169.732849121094,-83.0495223999023,90.8363418579102,-138.190521240234,39.3775520324707
-169.466842651367,-79.3852920532227,16.6868724822998,57.4065475463867,-63.4318695068359,102.454811096191,-84.3238372802734,-90.4445266723633,-40.8904266357422,120.096900939941,-219.802383422852,39.427921295166,-29.1933746337891,160.21907043457,-138.427703857422,123.554275512695,-43.0891914367676,161.583099365234,-1.43320822715759,-37.6435165405273,148.71125793457,124.335861206055,-116.360786437988,17.1533489227295,61.6029968261719,121.972305297852,-72.5453338623047,94.9212799072266,-54.2985687255859,105.08145904541,-131.867782592773,-115.120819091797,-55.777416229248,120.361251831055,-161.504852294922,99.8072357177734
-149.124084472656,-68.3622131347656,28.829252243042,93.0500717163086,-31.2768230438232,130.462600708008,-53.4167823791504,-70.6928863525391,-36.5389175415039,149.716522216797,-188.066345214844,-4.97112083435059,-16.2531566619873,158.327758789062,-157.724594116211,94.2799682617188,-26.7332668304443,138.37646484375,33.1447448730469,-43.94775390625,95.2184448242188,101.151901245117,-102.462326049805,-54.2779426574707,58.0162391662598,180.18815612793,-93.0671997070312,28.3385486602783,-73.4028778076172,60.5381050109863,-149.446960449219,-28.9775829315186,-22.0050678253174,145.580337524414,-172.758483886719,87.3590698242188
-115.00318145752,-51.3424263000488,39.581729888916,83.7588348388672,-33.1848754882812,145.066421508789,-33.5286331176758,-67.482421875,-35.936710357666,160.92546081543,-162.292297363281,-45.3422050476074,-9.2684850692749,138.31706237793,-171.383712768555,14.025279045105,-4.3097767829895,111.780075073242,55.9254722595215,-3.06027126312256,71.8348236083984,58.6575889587402,-82.3766555786133,-43.3761138916016,82.5653228759766,197.911209106445,-101.534515380859,-45.0843925476074,-34.8975257873535,71.4231109619141,-146.739868164062,20.1341114044189,-36.5982322692871,149.946762084961,-195.631820678711,43.2002830505371
-126.183319091797,-48.3993797302246,56.5566101074219,40.5980491638184,-34.8033790588379,128.608947753906,-38.9306449890137,-71.1794815063477,-41.8552742004395,129.266204833984,-147.441802978516,-70.9550933837891,0.0762055665254593,113.772590637207,-160.683013916016,9.31494331359863,5.50646352767944,135.210342407227,20.4826622009277,27.8169612884521,95.2596054077148,22.6187057495117,-98.4370269775391,-12.4123163223267,94.227409362793,144.812103271484,-96.4021530151367,-53.2754135131836,28.459508895874,107.989250183105,-142.031234741211,-13.8865852355957,-46.9408226013184,113.284271240234,-190.619018554688,33.8505210876465
-151.283889770508,-91.4975204467773,78.6891632080078,25.6623802185059,-1.97439920902252,73.0203399658203,-79.9941482543945,-64.343879699707,-11.6509742736816,61.3893623352051,-103.7705078125,-88.9262542724609,4.83358955383301,86.9822082519531,-127.738182067871,91.5874710083008,1.825723528862,153.576553344727,-50.3675537109375,10.7827672958374,137.434356689453,22.7463607788086,-151.114944458008,-55.5611686706543,106.812919616699,92.1245574951172,-63.669548034668,18.1240425109863,31.8282680511475,75.8878402709961,-131.150131225586,-71.4600448608398,-10.4632358551025,51.4558372497559,-147.22802734375,7.55049228668213
-140.550262451172,-111.600639343262,83.1324691772461,11.3113775253296,11.8386268615723,46.7859954833984,-131.816864013672,-74.7003555297852,22.3068065643311,28.3335819244385,-46.9747772216797,-91.2995376586914,11.8494186401367,84.3137664794922,-79.1983795166016,136.70751953125,50.2430839538574,104.59886932373,-88.5813674926758,-2.11782026290894,145.861175537109,51.5565452575684,-151.47509765625,-135.192184448242,111.95288848877,55.6435127258301,-7.2315993309021,94.914192199707,25.8169746398926,12.9865589141846,-130.270645141602,-83.9982757568359,-8.06423950195312,30.2531909942627,-108.356353759766,-34.4866676330566
-96.22021484375,-121.790420532227,48.2430648803711,-19.0730934143066,1.75412464141846,57.01513671875,-165.933898925781,-97.2615127563477,16.3124752044678,34.398380279541,-29.053129196167,-86.950553894043,69.9013366699219,75.7971878051758,-15.6949415206909,140.002990722656,158.830596923828,56.4654846191406,-45.6632919311523,-26.1767711639404,102.315689086914,45.1335334777832,-86.7114715576172,-181.820114135742,98.5926284790039,8.15252113342285,43.8906784057617,119.707077026367,87.2163848876953,-17.5128021240234,-162.980804443359,-72.2990036010742,-40.7209701538086,29.0185699462891,-51.7981109619141,-31.7392559051514
-77.9334487915039,-155.701324462891,4.21103811264038,-30.2767887115479,0.635750472545624,31.6241798400879,-162.417861938477,-109.203994750977,12.5548677444458,8.79033756256104,-37.5899276733398,-66.6353454589844,139.810043334961,42.1606636047363,38.2594566345215,193.292343139648,207.891387939453,75.3925552368164,13.5060682296753,-80.9228439331055,45.4434700012207,17.8164520263672,-32.8296585083008,-189.374313354492,108.163078308105,-24.3458137512207,71.1499252319336,126.866424560547,126.166191101074,-9.11693859100342,-193.979553222656,-81.0272827148438,-14.7168350219727,-24.5480041503906,0.439839392900467,-9.35292625427246
-106.211181640625,-114.192810058594,2.3341851234436,-48.7006492614746,12.5111398696899,-24.8537311553955,-129.239364624023,-125.658905029297,39.7393989562988,-38.8685188293457,-14.3827924728394,-27.7937564849854,146.076995849609,34.5346183776855,60.7837982177734,242.511962890625,169.851425170898,86.8346176147461,16.6655712127686,-77.2744598388672,41.9954109191895,52.5962600708008,20.6173095703125,-161.144866943359,127.804809570312,10.3268117904663,90.3505249023438,149.225082397461,106.517654418945,-1.13119435310364,-192.63850402832,-99.0611038208008,49.5975341796875,-79.6398162841797,5.93845891952515,-14.0495834350586
