Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
75.2508392333984,-121.797996520996,-25.782995223999,21.5200233459473,-85.0487899780273,76.9890975952148,92.6536636352539,-27.1943073272705,54.009349822998,-5.0150351524353,25.6073913574219,12.8244543075562,33.4759292602539,90.7056655883789,-46.4489402770996,68.4673538208008,53.8189849853516,113.289108276367,-18.9845123291016,-42.3666191101074,-72.338020324707,66.7210845947266,-23.5012760162354,50.6920928955078,-48.9806098937988,82.9607391357422,20.2102565765381,101.50414276123,-84.7184219360352,93.1683349609375,94.984130859375,-20.9950389862061,76.5294342041016,30.9778156280518
41.3742485046387,-135.432739257812,-3.44046115875244,-16.9052791595459,-70.2078704833984,-6.54805326461792,100.016975402832,-32.6131896972656,24.9182586669922,-67.6268539428711,115.698211669922,26.9473915100098,68.5380706787109,65.3148956298828,11.0476818084717,40.261157989502,4.4515233039856,12.4464349746704,24.3711585998535,-25.0532989501953,-36.5327682495117,51.624698638916,58.9670448303223,38.5788116455078,2.99965858459473,65.3211975097656,-27.3549976348877,54.0379676818848,-26.0454788208008,10.6922397613525,66.3434677124023,-75.9771499633789,55.1930923461914,43.1642227172852
63.4290046691895,-55.8467636108398,75.1208724975586,-13.732102394104,32.4572448730469,-115.118797302246,67.8260498046875,7.32867240905762,31.3517551422119,-146.533340454102,126.069305419922,63.4689559936523,71.5806350708008,41.1898536682129,41.0427169799805,49.0458106994629,-43.1197624206543,-33.8709335327148,105.433860778809,48.3401145935059,46.9646873474121,17.1273384094238,127.575180053711,73.4038467407227,76.8067855834961,54.6254806518555,-52.6373329162598,8.87129974365234,98.3115463256836,-25.4591503143311,38.4326782226562,-134.946472167969,-25.4735279083252,91.8356170654297
68.0201950073242,96.4745025634766,145.244827270508,-7.79386186599731,134.762603759766,-169.711029052734,21.2417945861816,19.6247596740723,40.8985481262207,-176.222427368164,62.8410148620605,56.7389869689941,59.4361190795898,32.8795967102051,2.9417097568512,68.6480712890625,-12.3861646652222,9.01420593261719,120.99201965332,74.2315826416016,123.774353027344,-12.5249795913696,88.0779342651367,77.4239807128906,119.674812316895,-3.76579904556274,-21.8714256286621,6.9543833732605,182.226974487305,-65.9528961181641,-36.2260437011719,-132.191040039062,-102.043319702148,122.787231445312
21.2597370147705,131.511093139648,108.31298828125,-61.3272247314453,123.305114746094,-147.554641723633,-20.741024017334,-19.8616313934326,1.10451257228851,-128.779434204102,17.1083889007568,1.386439204216,46.7538261413574,39.0121917724609,-44.8585777282715,50.2685585021973,-19.0564365386963,41.5510482788086,61.4246940612793,1.17003011703491,111.248359680176,-21.3448524475098,32.3633499145508,7.45094108581543,118.192222595215,-35.3602561950684,-8.37915992736816,44.0511131286621,161.958694458008,-109.547691345215,-104.783226013184,-43.2995796203613,-135.567077636719,104.735641479492
-31.3424015045166,71.3710556030273,57.9433898925781,-97.4071960449219,66.6376342773438,-100.542892456055,-46.3092422485352,-5.58600664138794,-20.0575428009033,-37.6469116210938,4.96239757537842,-23.7974166870117,35.2505187988281,79.0093841552734,-37.3116683959961,9.6362886428833,-72.7048416137695,43.8430519104004,17.0676536560059,-48.7648620605469,75.5165863037109,-13.1439609527588,32.8217735290527,-38.2401466369629,79.8367309570312,22.358528137207,-27.2604465484619,99.4953460693359,165.328536987305,-95.7629089355469,-84.3231430053711,63.4369735717773,-116.508743286133,102.101379394531
-55.8449592590332,87.6947021484375,112.269111633301,-32.6914176940918,78.1954498291016,-39.8931999206543,-28.9401626586914,68.1396102905273,5.35634088516235,44.9321899414062,14.8545513153076,10.3118305206299,36.4257659912109,112.688652038574,11.9349069595337,-6.84437990188599,-59.5822448730469,45.875732421875,1.05631768703461,-5.40167427062988,112.24437713623,-17.1248626708984,38.2123947143555,1.11376535892487,61.269229888916,78.6309280395508,-13.2973861694336,116.713081359863,236.56867980957,-26.5783748626709,-39.7074851989746,116.049369812012,-50.1874198913574,144.429153442383
-43.0652656555176,123.624122619629,193.328475952148,49.2611999511719,126.144828796387,49.4271430969238,22.6742553710938,112.803482055664,7.48315382003784,121.454368591309,51.2195167541504,39.1741104125977,29.9343433380127,117.085800170898,75.7604446411133,-7.95892477035522,-24.2567501068115,53.6650123596191,-6.59134101867676,43.5119094848633,146.197280883789,-1.07289290428162,53.4640502929688,52.297908782959,97.3071441650391,103.304267883301,13.4194707870483,108.396194458008,280.418518066406,65.7892990112305,-38.2329711914062,161.8046875,30.4986381530762,163.525039672852
-42.5836791992188,145.594680786133,178.374694824219,96.5962982177734,137.294509887695,140.005645751953,44.7498512268066,165.523986816406,-8.12153244018555,210.536804199219,72.7989883422852,42.858283996582,27.2552242279053,120.01441192627,121.33716583252,10.4693632125854,12.756856918335,8.26021957397461,-4.14684772491455,76.3065414428711,106.188209533691,86.5675582885742,91.6702651977539,107.970626831055,136.187744140625,140.89567565918,33.0393714904785,119.799270629883,262.386596679688,160.142929077148,-35.9929428100586,236.190216064453,70.5096282958984,161.279281616211
-81.9129943847656,212.433395385742,93.8961944580078,140.906799316406,116.719711303711,211.597717285156,14.6065120697021,244.743988037109,1.43992745876312,268.583679199219,44.9384803771973,64.2849807739258,65.1322402954102,103.204170227051,111.991050720215,55.1037940979004,99.1006851196289,-74.9670715332031,-15.6393728256226,115.857948303223,68.0493392944336,171.858505249023,91.9712524414062,184.781814575195,125.269515991211,164.043533325195,80.3165054321289,117.246360778809,195.950805664062,187.203155517578,-13.952615737915,254.800674438477,55.4003639221191,175.223419189453
