Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
104.057960510254,50.3717765808105,119.76993560791,28.1553707122803,173.094573974609,25.0208435058594,317.319061279297,221.869979858398,225.160263061523,58.2980079650879,151.060913085938,-18.2908267974854,136.007675170898,65.5793533325195,216.682571411133,40.8545799255371,111.709785461426,132.589767456055,246.362930297852,49.0664291381836,180.998504638672,-93.4800033569336,107.723945617676,48.8356323242188,161.047103881836,28.8939075469971,88.325065612793,15.8644227981567,178.209915161133,38.7002334594727
89.6776275634766,58.3934516906738,115.16455078125,-5.80059719085693,127.143669128418,-26.8821296691895,261.873596191406,152.870330810547,174.861694335938,-1.2879410982132,115.26146697998,-98.0248260498047,130.256988525391,-6.70456504821777,210.292510986328,-27.6216735839844,145.851043701172,135.9365234375,236.603820800781,14.9696645736694,127.970649719238,-63.5318183898926,54.6898918151855,-7.58814287185669,156.053680419922,31.6029949188232,70.7263336181641,13.5484504699707,136.958099365234,-11.0324249267578
55.5557670593262,92.3972015380859,80.9311447143555,-24.6486625671387,64.4922409057617,52.9837646484375,216.25373840332,144.515670776367,141.920623779297,44.9137229919434,96.5840377807617,-96.5163192749023,110.760879516602,6.63280868530273,165.249542236328,-57.3383178710938,78.9002532958984,127.426689147949,44.1129150390625,-2.69409084320068,90.1348876953125,14.895956993103,11.1825332641602,-26.429895401001,41.7852478027344,-17.8615531921387,47.1262016296387,113.596466064453,101.280433654785,17.1293048858643
-11.905125617981,98.4805679321289,12.0520858764648,55.0474967956543,19.0465774536133,147.018936157227,214.855804443359,270.084503173828,124.344352722168,110.909248352051,81.5321197509766,-8.70567798614502,47.8119468688965,53.9676704406738,149.208404541016,-16.5808696746826,-83.9483489990234,91.0303497314453,-42.755744934082,10.7872953414917,-7.36102676391602,1.14719653129578,5.31111335754395,42.5840110778809,17.9378547668457,-28.4544830322266,64.5936660766602,175.315826416016,47.4113998413086,46.6269035339355
-6.98295974731445,50.8836212158203,-32.8440055847168,116.318153381348,46.2196083068848,121.198043823242,202.138137817383,364.196655273438,136.265182495117,101.509208679199,39.2049865722656,55.5164337158203,73.3799591064453,50.5300979614258,143.511352539062,13.9174604415894,-84.3318405151367,33.0041389465332,59.5296058654785,-28.4889869689941,-86.0490798950195,-80.5752105712891,18.8543643951416,106.036247253418,45.172248840332,-7.70469665527344,121.560302734375,185.116882324219,-21.7848873138428,42.4240188598633
50.8225898742676,54.6943817138672,-71.2090301513672,101.665306091309,70.7893676757812,99.1249771118164,188.188201904297,347.844940185547,118.892692565918,107.779235839844,-24.7175979614258,72.7153778076172,111.073448181152,55.8436126708984,84.1607055664062,0.477708548307419,14.7757129669189,19.5966129302979,64.1540451049805,-73.3312225341797,-73.0626983642578,-41.255615234375,37.7588005065918,103.608909606934,-42.3663063049316,-0.145969793200493,117.291450500488,200.6025390625,-30.549690246582,35.8881721496582
50.8725852966309,133.256469726562,-90.9241333007812,111.439247131348,34.4718017578125,154.425994873047,223.528778076172,312.575622558594,46.9696998596191,136.444641113281,-54.4122123718262,43.7588996887207,32.0073394775391,98.0827941894531,1.06549274921417,-14.1272010803223,-25.8411884307861,59.316291809082,-47.6499557495117,-46.8652648925781,-72.3427200317383,81.2517471313477,56.120677947998,71.8039474487305,-118.867088317871,-15.637921333313,43.0469589233398,211.970443725586,18.8897972106934,15.2584285736084
23.3283939361572,172.262588500977,-54.9045944213867,134.873992919922,4.48783540725708,202.269744873047,233.495330810547,326.449462890625,12.5925140380859,126.647438049316,-47.484001159668,10.831582069397,-12.9112949371338,85.3086929321289,-21.0471420288086,-26.0087299346924,-74.7625885009766,46.2898445129395,-54.1877746582031,-67.8592758178711,-100.927459716797,113.019561767578,56.6724052429199,55.4151763916016,-67.4963912963867,-34.1396026611328,24.8665981292725,228.303268432617,49.8961219787598,0.611202478408813
31.4734191894531,161.15266418457,-16.9562072753906,115.750617980957,38.1585578918457,219.611389160156,194.142990112305,363.775573730469,61.6685600280762,147.162796020508,-26.6070365905762,48.0462837219238,71.9569625854492,51.7803916931152,20.9964084625244,-48.5240859985352,15.2299499511719,-4.72552871704102,17.8535308837891,-146.160247802734,-84.8063812255859,83.7948226928711,47.506664276123,89.0017623901367,-24.592134475708,-10.773642539978,90.8688049316406,242.797943115234,75.6126022338867,13.5808925628662
49.1894035339355,139.285552978516,7.953697681427,109.736862182617,74.6941986083984,192.853317260742,207.240585327148,364.272186279297,105.493194580078,173.91455078125,5.70173358917236,83.9040451049805,126.594085693359,57.8308067321777,60.4991264343262,-65.8505477905273,108.648002624512,-0.383080571889877,52.3981895446777,-124.362014770508,-71.1821060180664,41.2252349853516,56.7232627868652,137.504928588867,-14.9936227798462,14.1510696411133,96.9316253662109,207.603256225586,91.6746368408203,14.8816232681274
