Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
14.0563764572144,116.991691589355,-26.0330467224121,63.8340301513672,14.3811016082764,80.8215408325195,9.50692462921143,-9.4773006439209,114.278144836426,-15.2661771774292,193.733657836914,65.7488403320312,182.361099243164,-19.2599067687988,86.3271865844727,-7.5993013381958,41.2022171020508,-42.0694313049316,-61.1993293762207,50.0166473388672,-17.4599533081055,28.2319869995117,-6.0158224105835,246.051406860352,144.428802490234,-63.7300910949707,70.4747467041016,22.6978740692139,43.1358909606934,119.082878112793,56.588924407959,95.7391204833984
37.892578125,139.997787475586,7.44417667388916,97.4178695678711,41.6368637084961,118.313446044922,9.94872093200684,38.5437049865723,112.894432067871,1.42302393913269,177.953704833984,71.4570388793945,186.991622924805,47.2692337036133,63.7899894714355,84.7029190063477,81.5591506958008,88.4106674194336,-73.7130279541016,144.726409912109,-40.3346290588379,53.4040260314941,9.76801681518555,208.274291992188,215.312683105469,22.4287796020508,43.9972610473633,50.9754066467285,27.9370212554932,169.95637512207,35.1515007019043,97.1517028808594
18.2711544036865,126.471527099609,25.9237804412842,77.8161468505859,20.546272277832,128.942535400391,34.0864028930664,65.2604293823242,76.8966827392578,44.0930519104004,175.472061157227,31.4514179229736,133.588455200195,14.5000171661377,63.2514343261719,107.204116821289,62.794807434082,80.9941329956055,-22.2161254882812,139.041885375977,-60.1658401489258,108.462478637695,-1.52748346328735,139.684875488281,148.879135131836,43.9950942993164,44.2326889038086,87.2429504394531,17.4692554473877,104.156585693359,-14.2986116409302,103.286033630371
-52.8114166259766,120.724098205566,-9.49855422973633,58.147647857666,-35.172435760498,96.357177734375,45.5888290405273,85.0283279418945,49.5810546875,108.631813049316,174.400497436523,11.4563493728638,114.983474731445,-52.5506782531738,97.9507064819336,56.9630928039551,13.6510744094849,95.2182006835938,5.77013063430786,88.1413497924805,-65.276725769043,132.241622924805,-9.20523548126221,97.5856094360352,30.8613300323486,69.0310440063477,82.1140060424805,87.3205337524414,12.3896360397339,61.1968650817871,-11.6369771957397,118.057182312012
-130.403442382812,121.992263793945,-86.2687530517578,82.3492050170898,-73.8810806274414,74.2841796875,5.08535480499268,77.2276840209961,26.6883430480957,154.215026855469,124.642578125,40.5349349975586,87.2348327636719,-17.7577362060547,122.441116333008,-19.9757766723633,33.1371650695801,151.646423339844,20.5812931060791,78.5922622680664,-87.6005630493164,70.9122924804688,2.95422983169556,133.345397949219,-0.633258402347565,164.197387695312,83.9338912963867,97.0871353149414,-52.745044708252,54.1282768249512,6.02947950363159,115.323623657227
-156.214767456055,78.8128890991211,-101.876777648926,95.6116561889648,-86.6880798339844,53.8770332336426,-50.2384757995605,58.198356628418,-10.214147567749,131.505294799805,55.4075622558594,61.2476387023926,38.1073913574219,28.1925315856934,87.6044311523438,-49.2128410339355,53.0368804931641,77.8774185180664,45.3869247436523,76.7274780273438,-107.474754333496,-18.4567775726318,4.62374019622803,186.752838134766,14.0631151199341,160.793304443359,41.9003105163574,116.929176330566,-110.620376586914,1.50436639785767,-26.1264934539795,66.9811630249023
-130.725479125977,45.953556060791,-65.9916305541992,108.803810119629,-71.8374176025391,12.6042938232422,-54.8235855102539,53.4157829284668,-23.4826984405518,82.7372589111328,2.23663854598999,50.0445518493652,9.49178028106689,7.39316320419312,1.68928968906403,-44.9699821472168,2.3481011390686,-53.0483131408691,8.78594589233398,48.4498748779297,-91.0671157836914,-35.6777610778809,-26.6030578613281,172.191497802734,-48.6810646057129,74.6356506347656,7.47722721099854,81.9217300415039,-63.231258392334,-17.3603019714355,-47.9948120117188,34.4446754455566
185.124374389648,72.9301834106445,33.4643440246582,135.989410400391,183.002166748047,3.6909613609314,-47.0504150390625,49.0547370910645,84.0759735107422,69.4568481445312,38.0382652282715,48.9655265808105,24.6662559509277,21.1284465789795,-163.054397583008,-50.9406547546387,-119.064025878906,-2.23809218406677,-127.25952911377,27.5390396118164,123.67700958252,33.0588684082031,193.249633789062,130.556945800781,-94.2886505126953,96.5025939941406,-128.327255249023,58.3239860534668,169.321960449219,32.2028541564941,-37.5769157409668,47.8650321960449
136.294677734375,95.7442779541016,1.17829561233521,97.9667816162109,148.395538330078,43.3604469299316,-114.73908996582,23.8642978668213,63.461353302002,82.1613693237305,38.5688896179199,63.9267272949219,7.2525839805603,91.4835433959961,-184.661346435547,-49.8131980895996,-184.490188598633,110.489410400391,-163.885375976562,9.32846546173096,68.8065490722656,105.393310546875,183.226669311523,112.587516784668,-57.9484176635742,136.383575439453,-102.156372070312,80.2566833496094,86.2869262695312,42.1961669921875,35.5020790100098,37.694465637207
100.043556213379,87.7908401489258,21.4992866516113,18.63307762146,93.4948272705078,60.9733085632324,-88.0078887939453,-24.337703704834,12.5223112106323,76.7665786743164,44.2501258850098,39.0285491943359,-45.4534149169922,140.066375732422,-126.29305267334,-40.3237533569336,-199.570266723633,34.077522277832,-81.521110534668,-9.02687168121338,33.216480255127,95.4043273925781,228.432586669922,90.6651306152344,-85.771369934082,71.0617141723633,-21.6614742279053,86.6860504150391,39.1617393493652,2.28071856498718,92.7644500732422,-8.26918411254883
