Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2
-62.5526962280273,-317.951904296875,-68.9792022705078,-7.61684703826904,-87.7950286865234,-63.8173561096191,-63.8311576843262,28.3507633209229,-77.4231414794922,95.6310424804688,-101.153564453125,-58.0520553588867,-63.4224433898926,143.898208618164,-172.442749023438,-107.777687072754,-173.879669189453,-11.9783153533936,146.221496582031,124.319610595703,-40.2881355285645,-81.0381011962891,-27.0325374603271,151.661636352539,-97.3840255737305,121.674987792969,-153.344192504883,56.3862228393555,-140.925247192383,-52.1169471740723
-75.9807662963867,-242.824996948242,-63.1204795837402,21.154483795166,-107.909477233887,-48.8861999511719,-72.0309219360352,71.8733367919922,-98.9827499389648,59.5807304382324,-91.5930557250977,8.58557319641113,-127.694244384766,97.6874313354492,-217.034805297852,-179.166168212891,-201.159332275391,13.4679574966431,156.993545532227,37.0169868469238,11.9691677093506,-34.8127670288086,-19.2387371063232,147.797332763672,-99.2383575439453,132.097671508789,-135.508712768555,42.0464096069336,-157.663360595703,21.8257026672363
-119.309196472168,-163.614379882812,-77.6413650512695,52.1427116394043,-101.034507751465,-41.8360862731934,-70.1994476318359,78.8097915649414,-58.4324836730957,34.8377838134766,-94.4426574707031,75.152946472168,-109.179588317871,57.2401733398438,-210.907073974609,-94.2443237304688,-126.127250671387,45.280143737793,132.427780151367,-25.3984489440918,21.2957496643066,-32.9261283874512,0.994681894779205,146.051788330078,-80.1733016967773,126.707344055176,-106.526542663574,40.5618743896484,-149.851501464844,37.7274322509766
-176.783645629883,-146.329528808594,-67.0093231201172,30.4480495452881,-87.2497711181641,-38.1491432189941,-51.980094909668,15.7052116394043,-4.25956964492798,67.1447677612305,-97.692024230957,59.4591674804688,-43.8911628723145,66.9179229736328,-184.420394897461,39.359317779541,-117.63973236084,37.4654731750488,127.835311889648,-26.7423915863037,-40.0035514831543,-66.613395690918,31.4938945770264,143.41340637207,-83.7234497070312,122.113014221191,-121.445510864258,56.2371711730957,-119.20768737793,-10.5501375198364
-168.074859619141,-144.738464355469,-15.1907930374146,-35.085563659668,-69.4207000732422,-52.2612037658691,-41.7535285949707,-19.7600841522217,19.7974147796631,83.0243835449219,-109.978012084961,64.5357131958008,-24.5098323822021,97.1169815063477,-202.41731262207,148.291213989258,-207.654327392578,101.611465454102,156.164001464844,-11.002760887146,-77.3230819702148,-90.0177612304688,42.4617118835449,103.459098815918,-117.21809387207,178.235412597656,-139.69416809082,90.7991180419922,-62.4232444763184,-55.8894996643066
-73.9307479858398,-143.279159545898,22.2557678222656,-63.3530960083008,-7.56669664382935,-53.8599548339844,-16.6522369384766,-20.9522609710693,58.5844497680664,56.0765571594238,-113.406097412109,137.673461914062,-47.2564277648926,127.182815551758,-282.406280517578,265.133850097656,-262.023315429688,252.724304199219,189.67919921875,-32.2308197021484,-43.8923416137695,-92.3813323974609,61.010311126709,73.1687316894531,-137.836807250977,250.366821289062,-124.294334411621,158.02799987793,-11.971396446228,-48.0602836608887
-3.45802569389343,-179.256103515625,18.4633388519287,-45.8103141784668,57.0968704223633,-62.9334716796875,21.4016971588135,-26.5088043212891,110.990585327148,26.6648178100586,-76.4453048706055,200.279800415039,-43.0918579101562,166.081756591797,-298.319580078125,311.006164550781,-242.362075805664,334.111236572266,145.145050048828,-36.498592376709,-11.7040662765503,-79.2576370239258,79.3693466186523,103.995529174805,-93.4090728759766,284.871856689453,-118.423698425293,210.140670776367,7.83148431777954,-39.1000442504883
-9.26260280609131,-242.164932250977,26.2977313995361,-44.3908157348633,46.3962364196777,-97.3721237182617,48.3979568481445,-9.97887802124023,120.744255065918,19.2302169799805,-19.347620010376,229.575073242188,9.33567237854004,201.359085083008,-192.609191894531,274.436828613281,-159.256561279297,291.306488037109,69.7394866943359,-24.7344284057617,-16.6925029754639,-76.6849899291992,84.2682113647461,117.903244018555,-5.03163957595825,309.796813964844,-101.944389343262,198.449920654297,-21.7371520996094,-51.726879119873
-102.553176879883,-233.642166137695,35.1898384094238,-34.3223991394043,-29.3872241973877,-70.7664184570312,59.2349433898926,19.9040832519531,91.8206100463867,66.3056640625,4.31779384613037,238.876129150391,79.4098587036133,229.475219726562,-59.672046661377,250.788452148438,-39.99462890625,232.649215698242,98.0391159057617,-45.7435836791992,-52.4545059204102,-76.1918487548828,104.036224365234,108.244026184082,73.4292068481445,324.865600585938,-31.3560047149658,182.108703613281,-90.224967956543,-44.8242301940918
-254.845687866211,-151.899154663086,8.04474544525146,-8.42471122741699,-76.24560546875,-35.1981010437012,38.5030822753906,30.1334800720215,87.8661880493164,121.644035339355,-32.7893676757812,234.952331542969,135.682388305664,249.493743896484,-17.7877769470215,238.329895019531,7.3679370880127,221.002548217773,157.862579345703,-28.9516544342041,-93.5546188354492,-24.9743213653564,135.717102050781,139.490692138672,111.936401367188,342.583587646484,40.2429695129395,204.213272094727,-112.930366516113,-39.017879486084
