Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
26.1020832061768,107.985290527344,77.9476928710938,-86.8487319946289,3.78583741188049,103.189460754395,29.2109699249268,60.0328025817871,101.249443054199,60.4348564147949,31.6454277038574,48.4181785583496,-7.79053640365601,109.293807983398,-61.9128379821777,52.0165138244629,-112.339256286621,79.5844497680664,-26.5830135345459,47.3143577575684,60.7922096252441,128.163986206055,-74.401123046875,96.5423736572266,55.3432922363281,-129.911285400391,-67.7841186523438,55.0756683349609,-166.74772644043,-37.1834487915039,-21.8382816314697,90.9540328979492,39.262580871582,-74.9064178466797,-71.5829467773438,59.0109596252441
-25.6427097320557,49.8803291320801,46.749439239502,38.0396461486816,36.4649925231934,34.7551498413086,10.5743465423584,68.243522644043,130.053115844727,17.9263076782227,-11.7207584381104,-8.06179714202881,-47.3469734191895,55.8483543395996,-75.3230133056641,126.744094848633,-37.5249710083008,59.5352249145508,10.9461832046509,-38.3740272521973,-13.4829206466675,-74.7645950317383,-64.7151031494141,77.2102737426758,1.73475360870361,21.2412223815918,-46.2655258178711,24.3127193450928,-74.6772537231445,-23.5069007873535,-58.518913269043,46.575439453125,16.0172672271729,37.9465942382812,-57.218505859375,14.8980159759521
-64.9854049682617,84.7629165649414,-1.52355444431305,52.3612594604492,-2.96516418457031,44.8184394836426,-27.4121417999268,87.4694900512695,123.631523132324,36.4181709289551,-45.1590881347656,-20.8023834228516,-126.812194824219,66.318962097168,-76.9739303588867,128.944961547852,-10.0673799514771,76.44140625,10.8628883361816,-4.25269794464111,-136.618774414062,-183.927810668945,-65.7253341674805,97.1730499267578,-60.4761734008789,9.75720977783203,-48.0647888183594,16.5317459106445,25.1992244720459,46.536937713623,-62.7117881774902,50.5932464599609,-26.2077350616455,25.4944343566895,-37.4132804870605,13.9862203598022
-12.1514024734497,99.6449127197266,-73.0292358398438,46.7963104248047,40.287223815918,83.4967575073242,-62.15869140625,131.060211181641,158.500457763672,61.9570426940918,-43.2488975524902,0.0900061428546906,-82.8426361083984,109.140556335449,-115.512893676758,144.010757446289,-54.625373840332,85.7051086425781,109.400093078613,20.9815788269043,-143.201446533203,-133.192779541016,-1.96646976470947,99.9592361450195,-63.7213096618652,39.7183952331543,-54.9209136962891,25.3662929534912,100.043556213379,38.2020950317383,-74.5912094116211,41.2996368408203,-34.8309135437012,41.4994735717773,-20.3202896118164,21.050163269043
115.596206665039,26.7185516357422,-100.824478149414,54.7204742431641,116.026229858398,22.4909439086914,-92.454948425293,81.9911575317383,155.33805847168,2.03100681304932,-58.3588485717773,-13.9430341720581,-49.6149940490723,70.5953750610352,-200.021331787109,128.743316650391,-82.7556228637695,76.0178604125977,188.299926757812,-17.8807563781738,-60.0842819213867,-108.687980651855,7.33312559127808,78.2221527099609,-13.8954763412476,29.3796195983887,-28.7150115966797,39.1250915527344,39.1394996643066,9.74742794036865,-105.106674194336,33.9444618225098,-20.702184677124,42.910213470459,-32.7524642944336,12.1996231079102
235.960586547852,74.4934234619141,-79.4236068725586,43.2333183288574,53.1163101196289,52.8825035095215,-97.0575942993164,96.8323516845703,82.8987731933594,12.9693822860718,-95.030632019043,-15.0360670089722,-184.337463378906,55.6067123413086,-223.848205566406,122.094520568848,-109.06468963623,69.9400787353516,105.450469970703,14.823842048645,-21.7411155700684,-129.584564208984,-105.32740020752,81.995246887207,-48.0772247314453,-18.7629871368408,-66.481803894043,49.52783203125,-34.8003425598145,22.369478225708,-19.5256996154785,57.3725967407227,-92.3400421142578,22.8320560455322,-55.0783653259277,16.5022945404053
205.873153686523,108.208930969238,-13.0678272247314,36.8287696838379,31.5702228546143,84.1529769897461,-85.2597808837891,122.112747192383,-3.33799195289612,43.9221267700195,-15.802227973938,-12.1831254959106,-217.701171875,43.6823921203613,-167.328964233398,130.164794921875,-189.674682617188,52.7846946716309,19.8124332427979,10.1220550537109,102.224388122559,-101.598434448242,-217.049072265625,82.0120468139648,-36.3162040710449,36.3291854858398,-165.73469543457,43.5070686340332,-11.786904335022,16.9703178405762,142.47428894043,71.5317077636719,-138.485397338867,27.1128082275391,-33.5615882873535,23.4427890777588
-74.3144989013672,57.1683387756348,22.796365737915,37.7436370849609,51.2726707458496,14.9801301956177,-240.598648071289,80.3580627441406,-155.017776489258,14.3512172698975,121.031143188477,-36.6484413146973,-103.996131896973,30.326358795166,-196.676498413086,121.450347900391,-226.439392089844,45.2407608032227,-34.5447654724121,-21.4786605834961,334.954864501953,-78.3891906738281,-252.442825317383,82.8222274780273,40.0277862548828,53.7883110046387,-150.225784301758,36.1398429870605,3.11050415039062,17.7303600311279,208.91877746582,67.6118087768555,-141.579162597656,14.8298835754395,26.3468799591064,9.00277805328369
-245.351318359375,82.1747512817383,-84.4110565185547,27.9526023864746,-10.2894525527954,46.5882301330566,-396.094085693359,95.5509262084961,-231.703674316406,33.3334274291992,134.900329589844,-32.0070838928223,-39.9642791748047,85.6526184082031,-275.292053222656,140.042587280273,-107.137298583984,60.7154922485352,-50.5637626647949,22.8992805480957,405.018463134766,-80.1153182983398,-151.913269042969,91.9524307250977,-114.025665283203,12.5196304321289,-15.8705005645752,49.9351387023926,5.20198822021484,23.8160991668701,196.590744018555,70.87646484375,-245.224517822266,12.5820999145508,82.2998886108398,4.41260480880737
-42.0882759094238,103.630584716797,-181.061462402344,22.1770000457764,34.0866203308105,88.5587615966797,-195.66423034668,104.954177856445,-67.5425415039062,58.2764663696289,86.5023345947266,-30.0806446075439,47.2540588378906,85.7763061523438,-162.019760131836,151.609191894531,47.2187004089355,63.5590286254883,40.5915794372559,11.8506546020508,290.486145019531,-82.5483474731445,29.8700675964355,85.7539443969727,-282.589477539062,31.254358291626,67.1459732055664,50.4133415222168,6.15508031845093,-3.87375903129578,161.335952758789,74.7258071899414,-262.148223876953,31.9265975952148,98.1936721801758,24.354455947876
