F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
175.462219238281,30.0600547790527,114.517379760742,6.12989234924316,170.34440612793,-13.0627374649048,129.307769775391,-53.8118438720703,68.9745330810547,43.8329696655273,-96.4700775146484,-24.7084007263184,-123.19384765625,-22.6146392822266,76.4578170776367,124.319160461426,196.974075317383,-63.5825042724609,133.984588623047,46.1320266723633,145.224822998047,-39.3910789489746,-57.2351837158203,23.8264560699463,205.936981201172,-47.149959564209,129.835708618164,-52.9500999450684
167.503051757812,53.6969032287598,109.032638549805,4.64145421981812,134.918304443359,50.3828125,87.8938446044922,-49.1397857666016,34.7475051879883,69.1570739746094,-67.9990234375,-59.7837753295898,-102.373718261719,-13.8907165527344,88.7389907836914,136.485046386719,149.308349609375,2.77573323249817,121.634330749512,60.4013328552246,87.9836578369141,-18.8070602416992,-49.2505950927734,74.5237884521484,137.955474853516,-40.2990684509277,93.3302459716797,-66.9320831298828
159.757080078125,48.7257232666016,107.031494140625,-13.6267147064209,126.734580993652,79.0054931640625,80.0120315551758,-2.0032651424408,42.4305305480957,71.4697799682617,-33.3337249755859,-74.4103012084961,-45.4189720153809,-13.5842056274414,77.8767395019531,123.34366607666,140.657440185547,3.06711006164551,123.808013916016,84.4258422851562,70.26806640625,2.17062330245972,-74.4270172119141,47.7460784912109,138.616363525391,-52.4219703674316,70.0709609985352,-103.432540893555
146.255432128906,41.553581237793,88.7691879272461,-63.538215637207,126.50910949707,58.6358375549316,66.9435043334961,36.4822959899902,57.0143585205078,76.0974502563477,-18.9238872528076,-51.9451713562012,-3.31947636604309,-2.75892877578735,87.2644958496094,99.2538452148438,151.556488037109,-13.3826360702515,92.6128921508789,84.5672073364258,85.0272445678711,40.2698211669922,-129.429092407227,16.070125579834,168.371887207031,-49.1263847351074,47.7821884155273,-107.689994812012
133.43440246582,49.4245300292969,64.9584045410156,-97.6908798217773,109.198463439941,68.0915756225586,35.6102485656738,41.4075775146484,67.4676132202148,123.779724121094,-3.07729649543762,2.25659346580505,23.9810009002686,35.007007598877,115.864135742188,34.1310729980469,136.822647094727,13.8433818817139,48.7534103393555,66.2868347167969,58.1624946594238,73.2161483764648,-103.325180053711,55.0981369018555,157.637161254883,-33.2031707763672,25.7723369598389,-80.4588623046875
113.262252807617,14.430835723877,80.0693588256836,-102.835189819336,105.529571533203,50.0069770812988,-10.346508026123,52.1349143981934,75.931022644043,160.242828369141,-19.5779609680176,47.93701171875,16.3184013366699,43.5805740356445,102.398918151855,-24.5956630706787,118.275482177734,24.2661113739014,52.0638084411621,68.5783996582031,-2.24341249465942,60.6164436340332,-20.5511016845703,105.142425537109,144.778564453125,-90.0916595458984,1.9091774225235,-66.2969284057617
78.6397018432617,-39.2607803344727,108.696968078613,-135.262664794922,85.5617294311523,-17.7098121643066,-59.3708915710449,70.0437698364258,66.4494781494141,144.86198425293,-67.9065399169922,54.9546661376953,-17.0256824493408,-5.6848931312561,94.115348815918,-18.4271068572998,119.704452514648,-14.7429876327515,56.6738052368164,74.3141250610352,-17.7849674224854,29.0403594970703,33.382942199707,115.886192321777,123.424385070801,-144.30842590332,-21.7965316772461,-80.8149795532227
63.5251007080078,-47.7418327331543,78.383430480957,-168.072387695312,33.479076385498,-30.1722621917725,-68.4632873535156,65.764778137207,43.2707939147949,142.008544921875,-68.9677200317383,36.7432594299316,-16.0313320159912,-53.9096832275391,118.768272399902,-7.7584867477417,98.8386077880859,-45.7400512695312,9.22171497344971,72.3701095581055,-4.60691738128662,34.1520729064941,58.2061195373535,110.533363342285,93.473518371582,-115.023406982422,-33.9928703308105,-101.889801025391
59.284065246582,-41.7415809631348,22.0199546813965,-128.288467407227,-0.783857405185699,-14.7387847900391,-42.1801223754883,40.9926071166992,26.218692779541,149.895751953125,-19.6977767944336,19.8275012969971,1.64679670333862,-37.2918281555176,109.975135803223,-26.907922744751,6.59960174560547,-47.1299896240234,-17.7515487670898,61.3922805786133,-24.9334754943848,42.4050483703613,36.8016166687012,105.362106323242,60.1402015686035,-65.0389862060547,-49.2599792480469,-95.1298904418945
33.6853790283203,-56.438533782959,4.52838754653931,-38.149471282959,-21.6197929382324,-41.1720428466797,-34.9821701049805,3.52738523483276,24.7471122741699,99.4614334106445,1.64760720729828,10.5389719009399,-11.3408546447754,36.5980224609375,96.8731536865234,-28.496545791626,-83.9067611694336,-54.3394012451172,16.6282386779785,16.5643119812012,-49.6012992858887,5.34638404846191,-5.66581916809082,80.4080123901367,-6.06287622451782,-13.3032512664795,-60.0874633789062,-65.9895401000977
30.0600547790527,-61.6183166503906,6.12989234924316,13.8787384033203,-13.0627374649048,-58.5416717529297,-53.8118438720703,-18.9782485961914,43.8329696655273,26.8705062866211,-24.7084007263184,1.58812296390533,-22.6146392822266,79.3499145507812,124.319160461426,-27.1002292633057,-63.5825042724609,-60.7523727416992,46.1320266723633,-26.2678661346436,-39.3910789489746,-20.7843742370605,23.8264560699463,37.8138160705566,-47.149959564209,34.7510414123535,-52.9500999450684,-44.8199844360352
53.6969032287598,-37.9054565429688,4.64145421981812,-14.1993627548218,50.3828125,-51.9977111816406,-49.1397857666016,-7.00277280807495,69.1570739746094,-4.13453578948975,-59.7837753295898,-7.06434679031372,-13.8907165527344,32.9998817443848,136.485046386719,-58.294319152832,2.77573323249817,-39.684253692627,60.4013328552246,-14.2319097518921,-18.8070602416992,3.95193719863892,74.5237884521484,11.1859035491943,-40.2990684509277,39.8466758728027,-66.9320831298828,-23.9407520294189
48.7257232666016,-12.1946306228638,-13.6267147064209,-48.2506675720215,79.0054931640625,-36.2784461975098,-2.0032651424408,0.274917006492615,71.4697799682617,-3.47190618515015,-74.4103012084961,-8.89644432067871,-13.5842056274414,-14.9536762237549,123.34366607666,-77.0809020996094,3.06711006164551,-16.1743659973145,84.4258422851562,14.3780059814453,2.17062330245972,24.3765754699707,47.7460784912109,-10.6658706665039,-52.4219703674316,29.3687362670898,-103.432540893555,4.04190969467163
41.553581237793,-1.408118724823,-63.538215637207,-22.1615447998047,58.6358375549316,2.21347880363464,36.4822959899902,-3.05535936355591,76.0974502563477,-1.31828713417053,-51.9451713562012,-9.40545177459717,-2.75892877578735,-2.17476391792297,99.2538452148438,-63.0080299377441,-13.3826360702515,-9.61222457885742,84.5672073364258,12.6112003326416,40.2698211669922,14.8778133392334,16.070125579834,-61.2337036132812,-49.1263847351074,30.1389122009277,-107.689994812012,19.6374015808105
49.4245300292969,12.7916345596313,-97.6908798217773,-4.19578218460083,68.0915756225586,10.4645681381226,41.4075775146484,11.4325323104858,123.779724121094,-31.2455272674561,2.25659346580505,-29.2570114135742,35.007007598877,-31.771598815918,34.1310729980469,-73.3012619018555,13.8433818817139,-11.8987836837769,66.2868347167969,-9.61778163909912,73.2161483764648,0.935676395893097,55.0981369018555,-117.109489440918,-33.2031707763672,35.4071922302246,-80.4588623046875,28.4053134918213
14.430835723877,19.59348487854,-102.835189819336,-18.6491279602051,50.0069770812988,-29.6912670135498,52.1349143981934,15.2479057312012,160.242828369141,-71.722526550293,47.93701171875,-70.3734359741211,43.5805740356445,-108.726707458496,-24.5956630706787,-121.470695495605,24.2661113739014,-30.101541519165,68.5783996582031,-34.1037063598633,60.6164436340332,-16.2430515289307,105.142425537109,-134.901992797852,-90.0916595458984,27.4679737091064,-66.2969284057617,33.5990524291992
-39.2607803344727,-8.93194007873535,-135.262664794922,1.86530447006226,-17.7098121643066,-39.7676811218262,70.0437698364258,-7.24592638015747,144.86198425293,-43.3366775512695,54.9546661376953,-79.2810745239258,-5.6848931312561,-72.830451965332,-18.4271068572998,-150.776260375977,-14.7429876327515,-38.8898582458496,74.3141250610352,-42.8667335510254,29.0403594970703,-36.6895179748535,115.886192321777,-101.296867370605,-144.30842590332,-33.2928009033203,-80.8149795532227,15.0175752639771
-47.7418327331543,-40.0105743408203,-168.072387695312,11.8503150939941,-30.1722621917725,-15.0267944335938,65.764778137207,-30.1443328857422,142.008544921875,34.2521820068359,36.7432594299316,-10.5331411361694,-53.9096832275391,57.1487159729004,-7.7584867477417,-127.654418945312,-45.7400512695312,-7.5335841178894,72.3701095581055,-29.6034622192383,34.1520729064941,-40.0435104370117,110.533363342285,-47.6631736755371,-115.023406982422,-97.4706115722656,-101.889801025391,-10.7447357177734
-41.7415809631348,-46.4114952087402,-128.288467407227,-38.3487396240234,-14.7387847900391,-8.74195194244385,40.9926071166992,-48.5575790405273,149.895751953125,75.0410690307617,19.8275012969971,69.7160491943359,-37.2918281555176,108.507217407227,-26.907922744751,-81.5101928710938,-47.1299896240234,8.99225997924805,61.3922805786133,-16.0849647521973,42.4050483703613,-35.4415550231934,105.362106323242,-23.1950836181641,-65.0389862060547,-95.0838394165039,-95.1298904418945,-28.1654186248779
-56.438533782959,-53.9071044921875,-38.149471282959,-58.9703178405762,-41.1720428466797,-19.1336498260498,3.52738523483276,-50.4169502258301,99.4614334106445,79.4289855957031,10.5389719009399,75.4239120483398,36.5980224609375,80.2000732421875,-28.496545791626,-59.2855682373047,-54.3394012451172,-26.6931972503662,16.5643119812012,-16.2019214630127,5.34638404846191,-53.4702110290527,80.4080123901367,1.81724143028259,-13.3032512664795,-86.7668838500977,-65.9895401000977,-62.0964965820312
-61.6183166503906,-59.3894309997559,13.8787384033203,-27.7080402374268,-58.5416717529297,-31.5884971618652,-18.9782485961914,-33.3014678955078,26.8705062866211,78.1116714477539,1.58812296390533,49.8367309570312,79.3499145507812,77.6251907348633,-27.1002292633057,-53.9262619018555,-60.7523727416992,-50.229793548584,-26.2678661346436,-27.1823921203613,-20.7843742370605,-72.0949783325195,37.8138160705566,70.1407165527344,34.7510414123535,-86.4755172729492,-44.8199844360352,-93.5156478881836
-37.9054565429688,-41.4762306213379,-14.1993627548218,-18.6231803894043,-51.9977111816406,-35.0003509521484,-7.00277280807495,-31.1369495391846,-4.13453578948975,66.1645584106445,-7.06434679031372,59.5285415649414,32.9998817443848,105.570526123047,-58.294319152832,-40.3143081665039,-39.684253692627,-27.4863147735596,-14.2319097518921,-46.8993492126465,3.95193719863892,-56.5910110473633,11.1859035491943,108.284172058105,39.8466758728027,-35.409984588623,-23.9407520294189,-90.6247940063477
-12.1946306228638,-6.12261390686035,-48.2506675720215,-22.9664001464844,-36.2784461975098,-18.55739402771,0.274917006492615,-41.2708015441895,-3.47190618515015,39.6827239990234,-8.89644432067871,74.4591445922852,-14.9536762237549,108.709945678711,-77.0809020996094,-51.6382713317871,-16.1743659973145,-11.2522068023682,14.3780059814453,-63.0333862304688,24.3765754699707,-48.8818664550781,-10.6658706665039,73.1355361938477,29.3687362670898,21.9248390197754,4.04190969467163,-88.8427276611328
-1.408118724823,31.2188854217529,-22.1615447998047,0.177824661135674,2.21347880363464,-1.12126088142395,-3.05535936355591,-37.459056854248,-1.31828713417053,-4.48517608642578,-9.40545177459717,59.8613433837891,-2.17476391792297,54.2622451782227,-63.0080299377441,-83.2015533447266,-9.61222457885742,-29.2678394317627,12.6112003326416,-53.1042098999023,14.8778133392334,-68.949348449707,-61.2337036132812,38.4450263977051,30.1389122009277,64.8613357543945,19.6374015808105,-87.3779525756836
