Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-64.1439056396484,-115.076644897461,80.4616622924805,-70.0855178833008,-36.2390480041504,-60.5598106384277,-11.5287895202637,-181.805877685547,0.980968952178955,-124.930320739746,-16.4355659484863,-144.129409790039,-62.6884269714355,-52.7018852233887,-69.9893341064453,-126.526702880859,-40.7587471008301,19.9840908050537,-99.0597763061523,-44.1506500244141,-109.409950256348,-171.022171020508,-59.2572975158691,-55.9437446594238,-16.0393180847168,-69.8419036865234,17.6558628082275,-40.7456893920898,-62.2313461303711,-55.6658821105957,-13.495792388916,-41.5952186584473,-111.035385131836,-205.457443237305
-89.7725830078125,-52.0609664916992,22.572925567627,-112.316993713379,-56.1434860229492,-48.7281837463379,2.12472367286682,-209.929794311523,-12.8917121887207,-119.198570251465,-40.1279563903809,-205.814559936523,-69.4660797119141,-62.333610534668,-112.881385803223,-170.683517456055,-55.2180023193359,-16.8529777526855,-107.119560241699,-73.2947616577148,-121.061004638672,-123.661735534668,-101.292320251465,-35.8559341430664,-3.39307355880737,-124.345756530762,-31.7104587554932,17.5934810638428,-57.305290222168,-116.816390991211,-51.5116806030273,-8.82851791381836,-89.0362548828125,-219.329650878906
-124.981330871582,18.3335609436035,34.6997108459473,-50.7765998840332,-91.4013671875,-68.7673492431641,20.340705871582,-133.915878295898,-44.786262512207,-129.06803894043,-60.031551361084,-240.582565307617,-90.0248184204102,-113.27367401123,-137.243316650391,-206.462417602539,-77.665168762207,-66.0102157592773,-172.981353759766,-92.9072265625,-161.110137939453,-85.0191955566406,-88.8727111816406,-60.5119171142578,6.53556251525879,-128.915481567383,-36.9810981750488,32.4969902038574,-56.7902908325195,-178.402481079102,-100.936836242676,19.6677646636963,-118.028350830078,-211.429641723633
-125.959045410156,48.6708106994629,74.2616958618164,30.0099678039551,-94.4546279907227,-29.2474746704102,18.5796794891357,-58.1336135864258,-49.9303855895996,-106.208541870117,-95.3603744506836,-213.616333007812,-99.3632278442383,-132.160461425781,-140.670288085938,-195.55924987793,-153.94352722168,-28.4374027252197,-211.850494384766,-85.5490264892578,-172.824249267578,-37.5380554199219,-60.5722427368164,-76.8006057739258,-24.5807571411133,-120.463485717773,-40.6806526184082,-44.0488128662109,-81.824592590332,-165.243301391602,-108.02970123291,37.8806266784668,-165.141204833984,-183.874816894531
-80.7762603759766,17.608715057373,71.3049087524414,32.2344779968262,-69.8024139404297,25.5004940032959,-20.3466472625732,-23.0789852142334,-56.2030334472656,-84.3468475341797,-151.963333129883,-130.190704345703,-110.131416320801,-111.183776855469,-140.523574829102,-109.116226196289,-181.725936889648,22.0503940582275,-146.492614746094,-25.7842674255371,-124.659820556641,-39.2272682189941,-48.5373153686523,-83.7099838256836,-60.4033813476562,-95.1285858154297,-43.1272315979004,-77.7287292480469,-83.1209716796875,-76.9391632080078,-106.128631591797,29.7355136871338,-186.750091552734,-131.349258422852
-88.2475280761719,-0.426594883203506,21.3601703643799,-9.76615238189697,-73.3650283813477,27.3961315155029,-58.9030113220215,-22.6908416748047,-87.1592712402344,-101.061370849609,-174.652496337891,-40.9091148376465,-117.45825958252,-69.2421798706055,-142.103805541992,-25.6984558105469,-120.727020263672,14.6892547607422,-72.5764694213867,50.3183631896973,-114.114631652832,-79.806396484375,-69.9253387451172,-76.4878540039062,-68.8652038574219,-46.0919189453125,-42.8548202514648,-4.52281141281128,-70.8534927368164,-29.2667064666748,-129.996612548828,-6.83053255081177,-197.761688232422,-63.3650321960449
-139.63671875,25.20139503479,-25.1841011047363,-5.44179344177246,-98.5510101318359,-5.0653600692749,-52.6861915588379,-60.4707221984863,-114.733932495117,-114.089302062988,-136.647933959961,-19.4158744812012,-96.3798141479492,-22.5171356201172,-149.625717163086,-19.8253688812256,-90.4750061035156,18.6978511810303,-87.0522384643555,90.0291976928711,-146.817962646484,-106.254188537598,-91.1341247558594,-59.5570640563965,-56.0908622741699,-38.0651054382324,-51.0640411376953,49.1537857055664,-73.2456283569336,-33.8002853393555,-156.317047119141,-17.5631008148193,-185.96696472168,-18.9565105438232
-128.852096557617,-0.448623031377792,-11.5192174911499,29.8109264373779,-147.489013671875,-16.9789009094238,-22.998119354248,-55.7529640197754,-148.085601806641,-81.066780090332,-99.7596282958984,-49.562126159668,-88.5322952270508,6.76961517333984,-128.92578125,-55.0520210266113,-109.405815124512,50.4061088562012,-83.7199096679688,50.8589096069336,-155.11247253418,-116.342742919922,-91.0892715454102,-57.1914978027344,-14.8021106719971,-62.8928489685059,-48.5799942016602,3.65108942985535,-43.0044937133789,-31.7671146392822,-158.638717651367,35.9810218811035,-148.146545410156,16.1718635559082
-103.201431274414,-52.4953422546387,36.106330871582,46.2956237792969,-193.385940551758,16.4123802185059,-16.6711158752441,29.1222229003906,-182.180358886719,-22.2537212371826,-96.3156814575195,-41.7068977355957,-110.928672790527,30.8348655700684,-82.9571914672852,-64.1080017089844,-91.5645065307617,77.460319519043,-14.5369024276733,-25.3705463409424,-180.880737304688,-88.6808090209961,-104.793678283691,-20.1768836975098,27.7089786529541,-48.7595977783203,-35.6124649047852,-52.5738525390625,4.75229835510254,-31.4682540893555,-129.529098510742,87.8633575439453,-140.084716796875,80.3699645996094
-123.211326599121,-21.8753795623779,18.2568473815918,55.0216178894043,-148.940307617188,57.5380668640137,-77.4140701293945,72.6598129272461,-167.397033691406,20.1265087127686,-107.083717346191,-3.92002320289612,-96.8941192626953,57.6198272705078,-81.8313751220703,-49.4753532409668,-25.1298656463623,93.0214233398438,0.029398251324892,-35.8055152893066,-208.083801269531,-44.4781761169434,-103.285377502441,49.3014221191406,6.89974069595337,-49.2735443115234,-45.7313003540039,-37.0242881774902,-4.91518259048462,-17.7040710449219,-82.8653717041016,82.3763046264648,-172.554275512695,126.486602783203
