Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-79.8948135375977,116.797210693359,46.5474624633789,-19.2115135192871,114.808990478516,47.9462928771973,7.24494791030884,13.5683326721191,-36.0653991699219,161.014114379883,-71.0154647827148,114.638259887695,127.52725982666,48.6895561218262,-60.2890167236328,67.3845138549805,100.512535095215,-39.5607261657715,-48.0726470947266,-21.6664848327637,101.317893981934,107.892105102539,-106.38257598877,76.9099655151367,-85.8044967651367,20.0371952056885,-139.37483215332,89.8407821655273,38.1976547241211,98.2895660400391,54.1673889160156,79.1108551025391,80.7339477539062,98.7541732788086
-111.15168762207,163.856246948242,26.7154159545898,5.97495317459106,155.33967590332,35.6217956542969,-24.1642093658447,-7.42290639877319,-7.27668380737305,194.34602355957,-57.353572845459,179.054718017578,194.868362426758,86.1472396850586,-17.1016540527344,120.824478149414,182.872833251953,-42.7307815551758,-5.67110872268677,-4.72887849807739,45.4577903747559,157.939804077148,-67.424934387207,47.389705657959,-21.0755519866943,96.7822036743164,-120.996711730957,122.87890625,6.15087509155273,62.6311187744141,76.7122955322266,62.3393173217773,104.606422424316,118.399467468262
-146.425476074219,167.462493896484,34.6847839355469,-24.7806739807129,148.774551391602,-8.37560367584229,-7.67053174972534,-23.9660682678223,45.5931091308594,175.519012451172,13.5214319229126,195.927062988281,283.291198730469,96.8269271850586,54.6438865661621,203.930969238281,247.786315917969,56.9751815795898,84.3151702880859,16.2131290435791,-5.30537986755371,152.861022949219,82.1843719482422,40.142936706543,78.1993637084961,118.662895202637,-1.69166874885559,174.305603027344,-6.83455991744995,15.9396495819092,139.416870117188,25.2943058013916,144.373962402344,125.234237670898
-161.665802001953,162.466217041016,76.7142562866211,-18.7083396911621,116.704048156738,-79.4154434204102,56.2040863037109,-27.084098815918,77.2495498657227,157.298095703125,67.7818756103516,200.1044921875,310.243347167969,61.9816703796387,61.0235710144043,267.954925537109,236.039962768555,105.221176147461,156.216888427734,33.5957107543945,-35.5817527770996,118.000480651855,231.264297485352,64.8197402954102,121.618370056152,93.0212860107422,99.0069198608398,189.373825073242,15.9502220153809,9.5708703994751,169.16877746582,-28.5820941925049,144.346252441406,127.164291381836
-162.137817382812,138.730606079102,106.715797424316,-2.2921257019043,74.4577713012695,-137.40544128418,91.4929504394531,-37.97021484375,62.1435852050781,141.887237548828,49.7524795532227,191.414810180664,218.095855712891,-2.85387802124023,-33.8276290893555,254.770751953125,130.015335083008,77.5337448120117,99.4851455688477,10.1088418960571,-34.260871887207,65.4188079833984,247.998580932617,34.001106262207,8.69307899475098,73.9531860351562,58.0221824645996,153.795043945312,62.7509231567383,-19.834644317627,144.267837524414,-47.7523651123047,78.2216415405273,92.5307388305664
-141.795516967773,125.745826721191,93.0293960571289,-60.6218452453613,36.7481460571289,-108.977691650391,94.6125259399414,-62.2653045654297,41.7466506958008,139.975311279297,15.1717624664307,167.011947631836,82.3475036621094,-5.84371137619019,-94.256965637207,223.320571899414,47.7220001220703,73.01806640625,39.1019477844238,-22.8817291259766,-36.6579895019531,17.0001201629639,207.663650512695,-9.78141498565674,-104.99471282959,87.7540893554688,6.63835334777832,116.233352661133,79.8488388061523,-61.4529418945312,124.633758544922,-47.5238990783691,16.6162662506104,55.0999031066895
-75.8570327758789,147.575088500977,70.3652954101562,-91.484245300293,9.58986568450928,-42.4985427856445,100.287811279297,-95.9836807250977,21.3232498168945,161.592102050781,12.7192420959473,117.66584777832,-20.861759185791,5.67120790481567,-104.914054870605,197.938980102539,-2.22540640830994,65.1928176879883,116.958335876465,-31.5566272735596,-37.1217384338379,-15.1916809082031,239.489730834961,-33.0104522705078,-101.843193054199,78.4009094238281,43.3351211547852,37.3644866943359,62.6100044250488,-58.199462890625,71.1042327880859,-81.1732177734375,-15.273154258728,11.4915590286255
-36.0156517028809,167.509429931641,70.9236602783203,-53.2555389404297,-31.1265621185303,-31.212963104248,76.624397277832,-139.01220703125,-8.42665672302246,137.532043457031,1.2830491065979,3.44033408164978,-102.093154907227,-60.2918548583984,-161.837692260742,117.395606994629,-66.7616271972656,9.10332775115967,160.154174804688,-27.160831451416,-20.415319442749,-37.5939407348633,242.701293945312,-97.1603927612305,-112.719390869141,40.7196998596191,41.350700378418,-85.6959228515625,33.0852813720703,-43.8898773193359,6.22152042388916,-152.699356079102,-73.5054244995117,-56.0469284057617
-41.5547904968262,155.498260498047,33.9456748962402,-15.6592416763306,-47.5159187316895,-62.1052513122559,30.1864700317383,-161.588760375977,-4.54537534713745,54.5324440002441,-20.6352024078369,-121.917274475098,-126.168533325195,-139.926391601562,-162.269119262695,6.05667066574097,-55.4644546508789,-47.1643943786621,57.064136505127,0.76956969499588,-8.7800931930542,-59.5384712219238,140.14485168457,-155.130645751953,-149.81770324707,22.0345077514648,2.23412561416626,-172.110366821289,18.6569004058838,-22.8900680541992,29.3422203063965,-206.001007080078,-94.7176666259766,-83.1797256469727
14.0319900512695,135.532302856445,-29.8349285125732,44.8011817932129,2.48407864570618,-88.0420989990234,15.3791408538818,-127.900489807129,68.2638092041016,19.1904678344727,19.6072845458984,-149.463760375977,-46.2092399597168,-167.912750244141,-37.621280670166,-35.040454864502,-5.43533325195312,-74.2796325683594,-26.6366519927979,38.7249336242676,29.014949798584,-91.2645645141602,76.3691253662109,-143.756362915039,-92.8804244995117,28.8856563568115,36.7785530090332,-200.67431640625,58.202808380127,37.8947944641113,79.3292388916016,-196.354721069336,-0.0310545098036528,-56.2356796264648
116.797210693359,142.484146118164,-19.2115135192871,89.9613571166992,47.9462928771973,-104.073707580566,13.5683326721191,-87.5853042602539,161.014114379883,49.8337173461914,114.638259887695,-148.153823852539,48.6895561218262,-178.402328491211,67.3845138549805,-44.4799880981445,-39.5607261657715,-121.132102966309,-21.6664848327637,24.4169864654541,107.892105102539,-108.578590393066,76.9099655151367,-134.992401123047,20.0371952056885,44.318531036377,89.8407821655273,-202.228271484375,98.2895660400391,67.7691040039062,79.1108551025391,-185.639938354492,98.7541732788086,-83.5523147583008
