Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
22.7730350494385,-167.155776977539,-37.1579971313477,-174.222274780273,7.66368770599365,-89.1495819091797,-106.339012145996,-47.0457992553711,-99.5381011962891,-44.3075408935547,-118.746910095215,-39.9880638122559,-112.268600463867,2.68077683448792,-36.946117401123,-42.0524368286133,97.9168243408203,94.0704727172852,215.786102294922,106.660545349121,201.883148193359,-72.9200668334961,-41.1419143676758,130.539581298828,7.80748844146729,34.2536087036133,-36.3679313659668,-163.942031860352,-106.972206115723,-63.9504280090332
-24.8287296295166,-171.281860351562,-38.2645034790039,-186.69660949707,-14.9639167785645,-11.4971675872803,-137.890518188477,39.4618492126465,-110.728996276855,-8.62562656402588,-109.81103515625,66.0970687866211,-112.69026184082,39.1833267211914,-44.8964462280273,25.3604946136475,164.583236694336,-11.5806560516357,260.563079833984,35.3256492614746,142.122268676758,-82.8282699584961,-52.1664123535156,120.157089233398,-19.7279777526855,49.4897346496582,-113.795082092285,-93.1219329833984,-96.2440795898438,-9.42528438568115
-64.0328903198242,-100.074203491211,-37.3864059448242,-136.125854492188,-79.6820602416992,58.2639770507812,-151.495819091797,48.4845085144043,-116.91047668457,-22.3295574188232,-114.565673828125,78.2344131469727,-124.535781860352,5.25701713562012,-44.0216217041016,36.7164726257324,116.677879333496,-126.497779846191,235.130249023438,-26.2595252990723,68.1345901489258,-27.9087734222412,-59.8449478149414,144.627670288086,-1.4430820941925,25.7322425842285,-198.101654052734,-80.0570678710938,-97.410774230957,7.14313840866089
-80.4254531860352,-65.0817413330078,-1.30784702301025,-78.9732894897461,-72.4189224243164,136.244506835938,-138.991470336914,67.2209243774414,-104.752830505371,-10.1822290420532,-119.825172424316,58.988410949707,-141.721984863281,-51.6046600341797,-49.0162239074707,14.0843305587769,58.9664154052734,-104.009796142578,160.275115966797,9.13566589355469,36.4629135131836,12.2771129608154,-37.1532440185547,165.805435180664,18.1167488098145,12.0800104141235,-188.672073364258,-50.4977149963379,-104.145690917969,36.2204856872559
-140.133605957031,-9.56534099578857,-40.5742492675781,-7.63607835769653,-17.3053436279297,186.033798217773,-132.760559082031,157.957626342773,-109.510963439941,46.3251876831055,-103.715141296387,119.384231567383,-123.402275085449,-29.4338264465332,-69.6295471191406,50.2890205383301,52.1592788696289,-10.6499805450439,87.3389892578125,87.4776153564453,-22.2332916259766,48.8675765991211,12.360595703125,196.753311157227,37.4082641601562,29.0516395568848,-113.393371582031,-14.1747827529907,-135.363632202148,126.979598999023
-169.510559082031,48.591667175293,-139.885406494141,148.474395751953,-10.7362766265869,149.367874145508,-111.159156799316,232.691390991211,-141.919982910156,92.3826065063477,-89.0549392700195,242.721343994141,-96.1774826049805,18.3741989135742,-62.3307876586914,149.15934753418,58.7505035400391,36.0479049682617,73.035514831543,175.440872192383,-44.7260665893555,85.6754837036133,27.8374156951904,207.838668823242,45.822437286377,76.5027923583984,-63.2765426635742,-15.7540187835693,-131.202392578125,229.899368286133
-176.55712890625,47.2174797058105,-149.022369384766,227.810317993164,-27.3061981201172,94.1018371582031,-49.3658027648926,258.098327636719,-135.261566162109,113.54638671875,-67.8962249755859,338.620544433594,-87.4859848022461,26.9882507324219,-24.6558418273926,240.360061645508,94.8089447021484,46.5779991149902,144.98388671875,255.278839111328,-47.2816619873047,107.488418579102,-6.05004262924194,199.00146484375,45.0892448425293,179.692810058594,-55.7684783935547,7.71275854110718,-78.8012924194336,257.764282226562
-161.792205810547,63.7771415710449,-103.988777160645,110.271018981934,-32.8177337646484,127.540191650391,0.649045467376709,218.155914306641,-104.509689331055,145.466018676758,-44.6736793518066,319.451110839844,-83.8287124633789,84.4424438476562,-25.4126071929932,260.589141845703,105.38387298584,65.5972137451172,197.479293823242,233.312454223633,-66.8012008666992,150.056076049805,11.2744998931885,218.614318847656,73.3517227172852,223.608474731445,-81.0884628295898,60.9582443237305,-89.5669479370117,186.711761474609
-79.3194732666016,126.319999694824,-113.116363525391,-2.26166129112244,-75.2292938232422,223.009963989258,-35.2024917602539,112.183883666992,-113.056045532227,182.643402099609,-77.0182571411133,189.928161621094,-72.5243072509766,167.88786315918,-69.7039031982422,194.345199584961,66.9221572875977,74.4325561523438,158.971130371094,145.781768798828,-37.2473220825195,214.048385620117,113.228691101074,239.708129882812,81.2012405395508,135.037414550781,-160.253265380859,98.6045150756836,-148.670944213867,65.1031341552734
-70.9900894165039,160.367111206055,-143.904983520508,16.4273586273193,-121.815971374512,286.733215332031,-93.8244857788086,80.991813659668,-106.129684448242,188.419967651367,-112.527221679688,99.3654937744141,-45.8938636779785,150.667022705078,-88.3525085449219,126.983528137207,80.0219955444336,62.0776901245117,122.390022277832,135.809722900391,-19.2326774597168,263.947052001953,165.269714355469,242.365509033203,40.5574913024902,83.4088668823242,-217.878219604492,145.389251708984,-137.013244628906,21.5532627105713
