Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-6.49305963516235,-13.9994773864746,-7.29059743881226,-46.7253189086914,-10.9394760131836,28.77294921875,-23.2698650360107,-71.2203826904297,5.08540344238281,44.0555076599121,-206.69221496582,-143.372711181641,-40.4699058532715,-18.6375274658203,-134.489898681641,-228.809936523438,-51.828556060791,43.6427154541016,-133.780212402344,-255.052688598633,-60.1127395629883,-73.0231018066406,-128.578002929688,-77.2529983520508,-237.146331787109,-184.505340576172,-93.0012359619141,53.8772048950195,-136.852111816406,-139.032150268555,-7.05888986587524,130.298889160156,-150.466812133789,-75.7082901000977
-82.3797302246094,55.2516632080078,28.9070301055908,-43.0603713989258,-39.928825378418,117.308647155762,-83.2354278564453,-97.3544540405273,-21.607177734375,85.4942092895508,-325.680786132812,-136.024658203125,-88.110954284668,32.6021537780762,-206.280288696289,-291.28369140625,-46.7914123535156,57.6883430480957,-208.235565185547,-324.251495361328,-119.444450378418,-17.4144535064697,-160.656860351562,-114.176452636719,-304.730377197266,-120.211822509766,-150.802520751953,87.5887756347656,-127.503540039062,-176.832153320312,-27.6587581634521,140.181503295898,-172.862365722656,-113.51831817627
-129.744812011719,21.1577396392822,-40.3318824768066,-87.6578750610352,-82.2165756225586,84.354133605957,-153.691864013672,-88.9305648803711,-48.3848724365234,26.5981750488281,-360.317901611328,-139.483978271484,-95.0116729736328,-24.4637470245361,-186.120330810547,-311.86669921875,-65.7321624755859,-14.4707593917847,-189.697769165039,-335.662048339844,-142.940307617188,-58.1680641174316,-151.808670043945,-224.808471679688,-296.379821777344,-145.19563293457,-55.195915222168,-122.464256286621,-154.924255371094,-180.501953125,-70.1321563720703,87.0365829467773,-181.263153076172,-156.46337890625
-214.588195800781,-48.7512702941895,-181.663864135742,-159.566802978516,-138.154159545898,30.6105327606201,-235.702484130859,-50.1633415222168,-37.172981262207,-36.25,-306.799133300781,-207.684494018555,-34.0603523254395,-45.4077224731445,-125.670516967773,-269.186431884766,-27.4721126556396,-51.0601463317871,-128.58251953125,-319.460418701172,-143.082092285156,-81.7273635864258,-121.565467834473,-226.055618286133,-224.762008666992,-175.031158447266,28.7002067565918,-224.353042602539,-120.250900268555,-135.522506713867,-159.103912353516,66.4985275268555,-178.280624389648,-185.074691772461
-349.270660400391,-36.1804962158203,-290.172027587891,-156.469146728516,-174.210693359375,30.5131874084473,-305.689971923828,-3.58585858345032,-8.3536376953125,-46.7786712646484,-201.11962890625,-327.167816162109,49.4058265686035,-27.0468635559082,-54.7024536132812,-299.229309082031,73.9696502685547,-77.0348358154297,-76.2608337402344,-338.270568847656,-152.606414794922,-48.4876708984375,-76.5902786254883,-124.86784362793,-139.547988891602,-161.240386962891,28.7144470214844,-202.895416259766,-38.6434936523438,-150.113693237305,-209.699432373047,84.3481216430664,-164.523406982422,-213.328475952148
-229.279357910156,105.879554748535,-245.626037597656,-27.8382301330566,-192.381240844727,35.9137992858887,-326.2265625,20.2186260223389,10.8254365921021,-27.0131664276123,-88.5822982788086,-407.299041748047,121.619972229004,-33.890079498291,-36.7320289611816,-383.860198974609,165.008224487305,-87.4159927368164,-62.0529975891113,-376.165771484375,-145.840805053711,19.3109149932861,-74.1686325073242,-42.4773902893066,-98.4473114013672,-202.154312133789,16.2664661407471,-88.2368011474609,-22.5085983276367,-222.42919921875,-153.180557250977,88.9050598144531,-162.636901855469,-224.756240844727
31.5947818756104,140.489196777344,-152.933792114258,105.081146240234,-181.970199584961,41.0777740478516,-300.287780761719,-14.7817277908325,-28.9864234924316,-23.4741115570068,-44.5633430480957,-386.32421875,150.882858276367,-22.555212020874,-82.8346939086914,-394.728637695312,199.387939453125,-32.7948684692383,-90.2357864379883,-377.611358642578,-120.957870483398,68.2335510253906,-110.013343811035,-42.9797668457031,-100.586303710938,-287.48193359375,59.0258026123047,44.0094757080078,-47.3851928710938,-233.27326965332,-62.3332023620605,72.8408813476562,-165.048110961914,-215.104965209961
-63.2645988464355,37.1569519042969,-164.850769042969,93.3785781860352,-125.858207702637,51.6049919128418,-245.45832824707,-56.7083854675293,-114.834762573242,-52.3054122924805,-90.0145111083984,-287.194610595703,112.340026855469,-9.7639627456665,-123.697257995605,-347.891174316406,137.991363525391,-1.40496563911438,-128.517608642578,-317.090393066406,-171.083221435547,75.0951843261719,-162.234390258789,-73.1367263793945,-135.946334838867,-262.444763183594,5.49865770339966,-3.21674227714539,-91.9480895996094,-157.7021484375,-30.4533367156982,47.253360748291,-147.546890258789,-219.057922363281
-320.993804931641,-17.6654605865479,-178.180435180664,-34.8127822875977,-92.4383163452148,28.4346961975098,-160.384002685547,-59.244270324707,-152.458572387695,-102.47469329834,-139.634307861328,-176.450897216797,-11.038444519043,-43.547004699707,-159.488296508789,-275.548858642578,-0.168625950813293,-47.3270034790039,-154.674758911133,-238.805191040039,-264.467559814453,48.9881324768066,-214.978439331055,-82.3345031738281,-210.144882202148,-138.746063232422,-211.33837890625,-112.178077697754,-148.316299438477,-95.3084716796875,-25.3030834197998,6.1915111541748,-114.403991699219,-236.379638671875
-243.052139282227,-45.2152976989746,-107.125053405762,-101.900840759277,-71.3777008056641,-39.5986175537109,-81.7436599731445,-54.5350952148438,-78.4924087524414,-201.011688232422,-146.593795776367,-95.7325439453125,-90.3974151611328,-109.606163024902,-195.139984130859,-174.751861572266,-41.7692527770996,-91.4948425292969,-187.473541259766,-180.769638061523,-220.737808227539,-7.82636070251465,-171.344268798828,-126.817848205566,-247.85693359375,-80.8424072265625,-212.033477783203,-139.035736083984,-149.779266357422,-61.3209915161133,39.8724708557129,-38.0196647644043,-80.8138122558594,-227.33430480957
