Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
22.6730651855469,-95.7803192138672,-28.4797191619873,-68.5716323852539,46.7137985229492,-102.294013977051,-47.8091773986816,-152.101135253906,-100.047836303711,-86.8442459106445,-120.682487487793,-50.656566619873,-38.4405632019043,-87.7390365600586,-81.1489334106445,-31.3726215362549,-16.5642776489258,-21.3423614501953,-1.8700168132782,79.5091247558594,29.5195083618164,-12.7741765975952,6.86021709442139,-61.8443603515625,-11.7305307388306,-28.3233299255371,-57.6622657775879,-138.971038818359,-34.2945861816406,35.2603797912598,5.3477725982666,-150.124038696289,-270.102874755859,-37.3080253601074,-19.1973152160645,-138.27668762207
28.5621013641357,-100.021102905273,-32.7760772705078,-56.8813743591309,72.1782073974609,-150.289840698242,-30.4989337921143,-165.887802124023,-53.2788162231445,-111.654289245605,-106.932388305664,-94.8859252929688,1.64046347141266,-126.465866088867,-23.1091423034668,-70.6220169067383,38.9721908569336,-80.8442535400391,60.6512756347656,56.9352264404297,47.8844108581543,-97.1932983398438,-26.8246021270752,-72.8537368774414,-27.8709774017334,-86.6300811767578,-16.9963798522949,-150.293823242188,34.5943756103516,-27.294958114624,-21.0246849060059,-141.472076416016,-227.234664916992,-31.8718128204346,52.9899559020996,-154.926879882812
-6.56430244445801,-38.7355842590332,-102.188186645508,-44.7248878479004,59.3126792907715,-76.7360534667969,-72.8447113037109,-113.707077026367,-52.2263641357422,-58.2991485595703,-74.1467819213867,-91.2443313598633,38.3128623962402,-55.6691741943359,26.4170875549316,-85.7163619995117,84.8226928710938,-92.8851699829102,54.2557563781738,10.3350610733032,17.2626914978027,-72.7661437988281,-97.3608551025391,-53.9576759338379,-72.8499603271484,-80.4749221801758,-16.6462154388428,-140.342834472656,44.9503479003906,-83.5567474365234,-62.0449256896973,-83.539924621582,-186.091873168945,29.1695957183838,117.931983947754,-143.482833862305
-28.7211570739746,-1.87643909454346,-119.739166259766,-75.9608459472656,1.9550039768219,-9.61840534210205,-66.3964996337891,-63.4577865600586,-83.23095703125,22.5743885040283,-32.2426719665527,-84.8073043823242,69.3393783569336,20.0200386047363,75.8362426757812,-102.243423461914,72.6265411376953,-83.2074203491211,16.653923034668,-82.3795623779297,-29.3631839752197,-10.3267984390259,-105.652648925781,-36.3467826843262,-119.894355773926,-5.70076847076416,-83.2434997558594,-146.838027954102,-25.8791103363037,-91.0347366333008,-48.599723815918,-39.6661148071289,-127.835342407227,57.3520050048828,122.005477905273,-125.988548278809
-32.3489685058594,-45.4326133728027,-21.6817607879639,-126.332862854004,4.87971305847168,-20.4971408843994,-10.2806329727173,-46.3716697692871,-37.5471534729004,6.73517465591431,27.4843139648438,-106.185173034668,96.4377365112305,-32.1709976196289,82.3194732666016,-112.621292114258,21.1325378417969,-129.036087036133,-29.6941356658936,-190.370483398438,1.74368488788605,-47.5988311767578,-60.332462310791,-62.2812919616699,-76.6123809814453,-1.2996768951416,-104.61841583252,-181.182540893555,-91.8649749755859,-92.4536361694336,43.4686317443848,-27.7348880767822,-30.4235439300537,57.5137596130371,125.355041503906,-111.485710144043
-18.3584213256836,-74.9945068359375,77.5369567871094,-75.052360534668,79.7030181884766,-33.3579711914062,51.1727333068848,-20.745849609375,34.8709106445312,-47.2810821533203,90.7561187744141,-104.790840148926,99.8493194580078,-70.3720321655273,41.0155220031738,-104.410209655762,-11.6037750244141,-192.42041015625,-71.8605499267578,-211.004287719727,54.3305015563965,-93.878173828125,-27.3144130706787,-60.1241264343262,-19.9180335998535,-57.964412689209,-70.3903656005859,-177.665435791016,-75.5612716674805,-122.707069396973,103.365570068359,-14.0611705780029,62.1661758422852,83.1719436645508,91.7184982299805,-117.82901763916
-0.0302400495857,-50.1496772766113,40.4181671142578,25.5866222381592,74.9518051147461,-38.294189453125,85.2899856567383,15.4172382354736,-8.43059825897217,-42.7407989501953,89.9800720214844,-80.3991241455078,44.4013137817383,-51.5212631225586,3.23703479766846,-103.106018066406,-49.1660804748535,-201.61328125,-91.6538391113281,-127.393135070801,23.1782779693604,-54.3446159362793,-31.1427040100098,-0.909293115139008,-58.655517578125,-91.5497283935547,-37.4799118041992,-148.331314086914,-30.0009651184082,-165.92658996582,60.0868988037109,-1.45465469360352,75.3843688964844,95.1175918579102,3.32641077041626,-174.037246704102
-5.92932939529419,-12.1730318069458,-71.1089782714844,13.3258113861084,-12.6442804336548,-40.3770408630371,55.2519073486328,21.9349575042725,-90.8227691650391,-54.3791847229004,22.7834529876709,-67.6277542114258,-56.893482208252,-78.26318359375,-6.77151298522949,-99.1750869750977,-83.6103057861328,-157.777206420898,-56.8344078063965,-67.3086929321289,-20.6865653991699,2.94439387321472,-57.4214172363281,19.9707431793213,-109.943778991699,-74.5944595336914,-33.553295135498,-142.697418212891,-43.6506767272949,-159.703918457031,-3.29706835746765,-10.1282291412354,32.0865783691406,71.2646484375,-46.3021697998047,-207.445922851562
-31.3493499755859,39.1815490722656,-116.658065795898,-29.7459564208984,-36.734935760498,-7.5047664642334,-18.4416446685791,-22.0075073242188,-90.2108154296875,-93.6691284179688,-18.8272705078125,-68.8177261352539,-108.468902587891,-97.8146743774414,2.87924075126648,-86.1505584716797,-55.9531364440918,-91.4307556152344,20.3348121643066,-79.1572799682617,8.40767097473145,33.1173439025879,-71.1484222412109,1.20944952964783,-88.2388458251953,-12.3232154846191,-69.8486480712891,-141.494140625,-50.3956565856934,-92.4960479736328,-42.6595573425293,-16.2027816772461,13.2077207565308,58.9490585327148,-58.2114601135254,-156.257263183594
-59.7845153808594,58.9229927062988,-91.6669845581055,7.88066530227661,-29.7968654632568,12.8309726715088,-90.737190246582,-88.9805145263672,-64.7248306274414,-98.4245452880859,-18.967191696167,-89.1523895263672,-78.9478073120117,-94.2448577880859,3.96182107925415,-96.5873641967773,-4.67411041259766,-48.7955055236816,74.8592834472656,-85.8115692138672,43.3726119995117,20.4084281921387,-61.2624206542969,11.8978176116943,-31.158145904541,-26.4513206481934,-113.13419342041,-153.470321655273,11.1000509262085,-53.7536277770996,-98.0750045776367,-13.6792516708374,1.12437558174133,48.3948364257812,-94.1033782958984,-128.890182495117
-95.7803192138672,0.833040356636047,-68.5716323852539,-1.65878999233246,-102.294013977051,-25.2483596801758,-152.101135253906,-117.675033569336,-86.8442459106445,-128.678283691406,-50.656566619873,-117.57421875,-87.7390365600586,-138.335968017578,-31.3726215362549,-125.353126525879,-21.3423614501953,-57.7181129455566,79.5091247558594,-98.8731460571289,-12.7741765975952,-41.8211631774902,-61.8443603515625,9.51146602630615,-28.3233299255371,-145.033233642578,-138.971038818359,-166.372146606445,35.2603797912598,-89.7227172851562,-150.124038696289,-32.2350234985352,-37.3080253601074,-7.96860885620117,-138.27668762207,-169.141647338867
-100.021102905273,-56.7009963989258,-56.8813743591309,-79.6975860595703,-150.289840698242,-86.796989440918,-165.887802124023,-99.5626678466797,-111.654289245605,-218.487854003906,-94.8859252929688,-141.897506713867,-126.465866088867,-184.565414428711,-70.6220169067383,-151.231430053711,-80.8442535400391,-83.3342437744141,56.9352264404297,-166.980407714844,-97.1932983398438,-100.039184570312,-72.8537368774414,-28.4581890106201,-86.6300811767578,-184.852798461914,-150.293823242188,-123.300727844238,-27.294958114624,-128.662384033203,-141.472076416016,-60.2383232116699,-31.8718128204346,-93.0668106079102,-154.926879882812,-192.259384155273
-38.7355842590332,-70.2059020996094,-44.7248878479004,-93.2781219482422,-76.7360534667969,-133.644897460938,-113.707077026367,-78.00341796875,-58.2991485595703,-317.433349609375,-91.2443313598633,-188.353851318359,-55.6691741943359,-216.056076049805,-85.7163619995117,-168.90998840332,-92.8851699829102,-94.8248977661133,10.3350610733032,-211.671585083008,-72.7661437988281,-134.344543457031,-53.9576759338379,-31.1108226776123,-80.4749221801758,-156.720932006836,-140.342834472656,-96.1665191650391,-83.5567474365234,-128.131057739258,-83.539924621582,-54.3581962585449,29.1695957183838,-167.944290161133,-143.482833862305,-199.065017700195
-1.87643909454346,-79.743896484375,-75.9608459472656,-66.066291809082,-9.61840534210205,-136.973281860352,-63.4577865600586,-60.3312759399414,22.5743885040283,-383.312957763672,-84.8073043823242,-238.192520141602,20.0200386047363,-255.37956237793,-102.243423461914,-159.7353515625,-83.2074203491211,-89.7557525634766,-82.3795623779297,-154.625915527344,-10.3267984390259,-148.559844970703,-36.3467826843262,16.3474578857422,-5.70076847076416,-194.050628662109,-146.838027954102,-150.411514282227,-91.0347366333008,-122.466972351074,-39.6661148071289,-18.4699440002441,57.3520050048828,-220.240615844727,-125.988548278809,-193.817230224609
-45.4326133728027,-68.9255752563477,-126.332862854004,-23.2806930541992,-20.4971408843994,-112.33415222168,-46.3716697692871,-54.8956260681152,6.73517465591431,-355.882446289062,-106.185173034668,-247.875015258789,-32.1709976196289,-255.285430908203,-112.621292114258,-134.293762207031,-129.036087036133,-85.1829376220703,-190.370483398438,-47.3171730041504,-47.5988311767578,-127.908065795898,-62.2812919616699,72.2946014404297,-1.2996768951416,-199.666320800781,-181.182540893555,-178.273056030273,-92.4536361694336,-100.749961853027,-27.7348880767822,-9.22075748443604,57.5137596130371,-239.712173461914,-111.485710144043,-168.408905029297
-74.9945068359375,-39.8363418579102,-75.052360534668,63.8217315673828,-33.3579711914062,-118.638725280762,-20.745849609375,-82.0012817382812,-47.2810821533203,-273.190155029297,-104.790840148926,-255.312637329102,-70.3720321655273,-250.7666015625,-104.410209655762,-129.986480712891,-192.42041015625,-136.246932983398,-211.004287719727,7.0247802734375,-93.878173828125,-106.825317382812,-60.1241264343262,89.6449203491211,-57.964412689209,-122.411666870117,-177.665435791016,-144.460388183594,-122.707069396973,-45.209415435791,-14.0611705780029,-40.4192085266113,83.1719436645508,-245.344833374023,-117.82901763916,-204.048797607422
-50.1496772766113,-56.0978775024414,25.5866222381592,63.6834945678711,-38.294189453125,-143.819000244141,15.4172382354736,-98.0031967163086,-42.7407989501953,-259.742950439453,-80.3991241455078,-290.873443603516,-51.5212631225586,-281.858489990234,-103.106018066406,-144.282775878906,-201.61328125,-227.282653808594,-127.393135070801,-18.0234107971191,-54.3446159362793,-102.625152587891,-0.909293115139008,44.0600662231445,-91.5497283935547,-98.9598922729492,-148.331314086914,-139.879837036133,-165.92658996582,-23.1372394561768,-1.45465469360352,-59.3638114929199,95.1175918579102,-271.683044433594,-174.037246704102,-261.555297851562
-12.1730318069458,-98.4099578857422,13.3258113861084,-56.6525764465332,-40.3770408630371,-140.574234008789,21.9349575042725,-83.5394058227539,-54.3791847229004,-272.755035400391,-67.6277542114258,-303.4580078125,-78.26318359375,-270.684967041016,-99.1750869750977,-145.964767456055,-157.777206420898,-243.012329101562,-67.3086929321289,-35.2248344421387,2.94439387321472,-90.9154052734375,19.9707431793213,3.65818500518799,-74.5944595336914,-160.669128417969,-142.697418212891,-152.618011474609,-159.703918457031,-58.9669799804688,-10.1282291412354,-51.4112129211426,71.2646484375,-276.045440673828,-207.445922851562,-210.271606445312
39.1815490722656,-86.3322296142578,-29.7459564208984,-106.706901550293,-7.5047664642334,-100.229751586914,-22.0075073242188,-88.1308288574219,-93.6691284179688,-208.267990112305,-68.8177261352539,-265.287750244141,-97.8146743774414,-207.502593994141,-86.1505584716797,-113.266403198242,-91.4307556152344,-163.435852050781,-79.1572799682617,-4.76955127716064,33.1173439025879,-77.0234909057617,1.20944952964783,20.0506286621094,-12.3232154846191,-196.289016723633,-141.494140625,-131.212326049805,-92.4960479736328,-79.9731292724609,-16.2027816772461,-31.2212028503418,58.9490585327148,-210.598526000977,-156.257263183594,-111.56640625
58.9229927062988,-28.7484798431396,7.88066530227661,-52.5040893554688,12.8309726715088,-35.4067535400391,-88.9805145263672,-96.4969482421875,-98.4245452880859,-130.304611206055,-89.1523895263672,-220.327590942383,-94.2448577880859,-149.180435180664,-96.5873641967773,-69.5575332641602,-48.7955055236816,-88.2614059448242,-85.8115692138672,-14.2211360931396,20.4084281921387,-46.4253807067871,11.8978176116943,32.8409843444824,-26.4513206481934,-120.129119873047,-153.470321655273,-118.19580078125,-53.7536277770996,-71.7509918212891,-13.6792516708374,3.7442843914032,48.3948364257812,-145.306716918945,-128.890182495117,-80.7507095336914
0.833040356636047,-1.52000284194946,-1.65878999233246,-10.5405158996582,-25.2483596801758,-10.3808403015137,-117.675033569336,-79.1477279663086,-128.678283691406,-124.305770874023,-117.57421875,-213.472259521484,-138.335968017578,-111.580718994141,-125.353126525879,-62.2307472229004,-57.7181129455566,-57.3494567871094,-98.8731460571289,-70.8247375488281,-41.8211631774902,0.516846418380737,9.51146602630615,20.963472366333,-145.033233642578,-11.3662719726562,-166.372146606445,-139.092971801758,-89.7227172851562,-81.3535461425781,-32.2350234985352,15.8535718917847,-7.96860885620117,-132.225799560547,-169.141647338867,-89.0917587280273
