Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
128.235168457031,30.9609527587891,-93.1185684204102,43.0533981323242,10.016001701355,222.221725463867,36.2678985595703,-39.3261337280273,-95.8235473632812,47.800479888916,139.216033935547,-7.11414432525635,-106.848785400391,65.5314407348633,101.972999572754,-146.020935058594,-42.4783744812012,150.302810668945,-21.3592891693115,114.213485717773,110.987510681152,111.493171691895,46.3297538757324,50.0663032531738,-24.722541809082,6.56171274185181,196.089813232422,53.3893013000488,-83.6576309204102,41.3196868896484,-130.700210571289,95.37353515625,-67.0999755859375,152.359848022461,-92.2241821289062,-0.0879909545183182
6.35177326202393,54.6261711120605,-106.271347045898,57.5923233032227,-24.0935592651367,314.247039794922,-63.0695877075195,-48.9612579345703,-173.988479614258,107.384086608887,90.1980819702148,20.1890563964844,-109.006965637207,71.6497039794922,107.65007019043,-112.335372924805,-88.7054901123047,45.9323272705078,-135.512832641602,-65.1552047729492,91.2845230102539,237.50813293457,14.4482660293579,37.1695823669434,-37.1027336120605,77.0439834594727,228.626129150391,105.963287353516,-33.4245719909668,-22.7289962768555,-137.009323120117,190.954711914062,-136.456085205078,123.488800048828,-87.9522705078125,29.2180862426758
-26.0166549682617,-24.7833213806152,-94.6971893310547,121.121742248535,23.9302749633789,255.672470092773,-125.172645568848,-22.2444667816162,-177.791458129883,44.0923080444336,37.8410682678223,59.1733283996582,-65.2249984741211,-0.138207912445068,52.0390472412109,-47.3217582702637,-52.3107376098633,-124.353454589844,-87.6195449829102,-115.817253112793,109.194137573242,187.860321044922,-34.9398574829102,42.5480804443359,43.1968040466309,89.2243728637695,206.088684082031,105.252098083496,10.7378597259521,-51.4360733032227,-97.29150390625,282.512115478516,-159.778228759766,-20.6791763305664,-73.9928359985352,46.0192909240723
-46.7336883544922,-105.024238586426,-64.1688842773438,119.609161376953,73.5159378051758,129.265182495117,-150.016708374023,-34.5734214782715,-158.675201416016,-92.8711013793945,-78.2098617553711,41.6726913452148,-44.951244354248,-73.7886276245117,-1.71515798568726,-45.499683380127,-43.962532043457,-197.782623291016,-20.3606777191162,9.59469127655029,156.025390625,9.90715408325195,-93.7681198120117,8.69092082977295,140.094024658203,-18.7258796691895,74.1094055175781,67.9145202636719,82.6787948608398,-3.85813450813293,3.94892883300781,239.180191040039,-176.021835327148,-118.742523193359,-34.5514297485352,-24.7877426147461
-105.908050537109,-93.7451782226562,10.4068212509155,98.4266967773438,42.6978416442871,44.6176261901855,-106.729301452637,-59.8892440795898,-168.286636352539,-164.810409545898,-107.148658752441,-42.3253059387207,-70.9140777587891,-151.818389892578,63.0285720825195,-120.91104888916,-55.6445426940918,-213.264663696289,-43.0364189147949,134.749374389648,161.739852905273,-58.7583961486816,-86.4926071166992,-17.9769954681396,99.5363464355469,-105.958679199219,-52.0481605529785,14.1123867034912,147.225402832031,30.2088756561279,113.799858093262,127.918670654297,-202.078186035156,-150.099334716797,40.6384582519531,-79.0385971069336
-121.414413452148,-35.0303153991699,80.5756607055664,126.659866333008,-36.9881439208984,-18.7758045196533,-0.154408723115921,-70.9813003540039,-206.44303894043,-148.50749206543,-43.6543388366699,-86.8945083618164,-140.681030273438,-177.72541809082,72.2755126953125,-96.7282867431641,-30.9066486358643,-210.988388061523,-51.1368560791016,68.5260925292969,68.5484237670898,-39.9296340942383,-25.0657749176025,13.0955619812012,-31.1713600158691,-70.7899856567383,-28.8373374938965,24.9084777832031,142.007125854492,33.8216972351074,142.561264038086,50.7145767211914,-215.444610595703,-160.12971496582,70.19287109375,-69.483154296875
-105.261932373047,-20.4386539459229,35.9340515136719,108.549591064453,-88.7435455322266,-50.5782318115234,35.6655464172363,-97.2462387084961,-213.925689697266,-108.228393554688,-55.195255279541,-84.9002304077148,-155.149322509766,-170.938034057617,-80.920524597168,-7.1363525390625,-12.9069194793701,-193.834182739258,-91.7592163085938,-58.1102333068848,-53.1525955200195,-45.8408966064453,-29.1414966583252,68.4419326782227,-102.455978393555,4.83718919754028,81.8749008178711,95.1405639648438,104.159950256348,18.9121761322021,79.1258926391602,-17.0499649047852,-170.605102539062,-96.5429534912109,29.8968086242676,-119.918891906738
-117.493835449219,-13.5568685531616,-45.813850402832,30.9035263061523,-82.6383285522461,26.7238235473633,2.79072093963623,-127.243492126465,-162.867248535156,-27.2065372467041,-82.2485885620117,-171.22004699707,-116.739112854004,-187.331451416016,-173.35466003418,-126.556205749512,-36.1125221252441,-173.557922363281,-149.649307250977,-65.3926773071289,-74.3424377441406,-9.4564847946167,-34.2843475341797,79.2338104248047,-106.21036529541,54.6448707580566,131.494857788086,37.6106224060059,51.0179595947266,-26.6243591308594,38.8816184997559,-71.2829971313477,-83.7894821166992,24.7824745178223,15.9294157028198,-230.063339233398
-127.125518798828,30.765775680542,-8.4342212677002,34.7919082641602,-30.7878818511963,151.310836791992,13.8405294418335,-106.703201293945,-102.770790100098,90.916618347168,-34.2142448425293,-245.570999145508,-106.50106048584,-138.319351196289,-141.230255126953,-295.981140136719,-31.2578907012939,-112.287490844727,-14.097508430481,-4.69024229049683,-26.5359001159668,62.6313896179199,50.4159507751465,78.9300842285156,-82.0766983032227,57.3527336120605,74.0294036865234,-116.487892150879,6.00051116943359,-71.0178070068359,70.344482421875,-42.6186141967773,-15.364649772644,116.306274414062,44.974178314209,-243.540832519531
-67.2865295410156,19.0089588165283,57.5522918701172,128.575576782227,72.5110321044922,192.069869995117,13.7662181854248,-37.6686744689941,-42.7812881469727,161.068130493164,-3.75113964080811,-159.696090698242,-44.3766670227051,-22.6791973114014,-132.05549621582,-198.559310913086,71.7912521362305,-54.0438804626465,170.950256347656,119.514488220215,12.3460960388184,78.330810546875,92.9525527954102,124.689041137695,-43.0918617248535,39.0319175720215,17.5173625946045,-137.093032836914,28.0247802734375,-53.0185508728027,84.9168548583984,17.854513168335,62.8527183532715,172.462799072266,31.5453796386719,-149.386932373047
