Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-52.6786422729492,-85.2241973876953,-96.6859893798828,-67.0301284790039,-24.2488384246826,-96.7971496582031,-75.5517044067383,-145.057479858398,-29.572811126709,-51.6511573791504,46.2812461853027,-23.5692749023438,72.9662628173828,-34.939884185791,39.0970039367676,-132.456039428711,13.5526905059814,-157.636047363281,0.721239566802979,-52.7146682739258,11.9265203475952,-55.7804527282715,15.8480043411255,32.3103179931641,9.41226482391357,-159.630630493164,-28.2989921569824,-6.81775903701782,5.40559816360474,-120.385856628418,-17.0425910949707,15.0623931884766,-19.9801445007324,-201.844253540039
-28.9678554534912,-7.71467733383179,-77.0161361694336,-39.0866203308105,2.16610193252563,-41.5464057922363,-54.517822265625,-128.743194580078,51.8208122253418,-41.0388603210449,109.257225036621,-82.9974975585938,109.591033935547,-32.5443878173828,89.697998046875,-90.9308853149414,99.6594009399414,-76.1585235595703,-25.3294849395752,25.3890571594238,-15.969500541687,-46.5071983337402,18.7388496398926,47.6503982543945,3.25603580474854,-161.536651611328,-66.2335205078125,59.4787826538086,-2.13040471076965,-88.7454681396484,-49.1888885498047,61.3411331176758,19.5239105224609,-169.662490844727
-85.4184112548828,59.4417762756348,-127.456192016602,10.5594730377197,-47.8688926696777,41.001033782959,-108.536476135254,-70.9755249023438,-22.0417137145996,32.5658874511719,72.3478927612305,-40.6956787109375,-49.385009765625,-66.4810562133789,25.979808807373,13.8817529678345,62.6905670166016,48.9253082275391,-77.7848129272461,67.5096740722656,-80.4485855102539,-11.3540630340576,-77.3466873168945,28.4529075622559,-74.0264053344727,-72.8724670410156,-108.746879577637,66.4143676757812,-43.3492164611816,-29.8797626495361,-110.345252990723,72.4022445678711,-34.0555534362793,-155.160751342773
-94.6475448608398,88.7987899780273,-133.648773193359,47.7145652770996,-70.8210830688477,92.9417724609375,-118.318603515625,-46.1586227416992,-64.7281265258789,77.5156936645508,17.5353126525879,-40.6174240112305,-129.283020019531,-69.285041809082,-39.5931282043457,14.8697280883789,17.8728637695312,49.7847099304199,-24.0097694396973,24.4178733825684,-37.7214622497559,13.3522272109985,-117.231033325195,59.0313987731934,-96.8508605957031,-92.6583557128906,-98.2857894897461,-1.07478833198547,-65.0213470458984,-3.78954410552979,-47.3998374938965,89.9553070068359,-58.31494140625,-230.711441040039
-10.0366306304932,76.5694198608398,-93.5830307006836,38.1881523132324,37.7575569152832,67.8851089477539,-50.2983856201172,-72.9279861450195,2.52313852310181,32.3834457397461,40.1913452148438,-110.261383056641,-66.640625,-27.0089836120605,-58.197940826416,-67.8791809082031,-29.828742980957,-0.488137066364288,46.0086822509766,-59.3030891418457,-19.2606620788574,15.081446647644,-64.4644012451172,5.04169702529907,-86.3274383544922,-146.589172363281,-92.9352569580078,5.06767892837524,-66.7904586791992,-0.819724798202515,77.6037292480469,104.586410522461,-48.6407432556152,-241.878356933594
18.9579582214355,89.2054748535156,-103.450706481934,79.3560485839844,103.035034179688,46.0706825256348,-60.6859588623047,-12.8636302947998,16.295259475708,-2.48470115661621,60.8982582092285,-81.9195709228516,-91.7870941162109,41.2415580749512,-98.2152404785156,-54.8244323730469,-127.742065429688,9.75662136077881,-37.6570129394531,-7.62869834899902,-104.285278320312,61.600902557373,-61.4439659118652,-49.4306221008301,-110.087425231934,-20.2684020996094,-104.234939575195,113.868217468262,-76.4752883911133,-9.63046550750732,73.4538955688477,116.468162536621,-93.6341400146484,-154.936294555664
-18.2310009002686,104.217750549316,-133.917633056641,159.864196777344,39.7035636901855,74.9693756103516,-161.252059936523,133.800064086914,-33.109317779541,23.3646602630615,8.71027565002441,44.8157958984375,-145.457763671875,79.737663269043,-153.060256958008,22.2269554138184,-191.656448364258,28.739294052124,-103.887825012207,56.065258026123,-151.900909423828,54.9924850463867,-86.0247650146484,18.9892330169678,-159.468536376953,119.30982208252,-87.4076843261719,130.817825317383,-101.260368347168,-8.60229873657227,-11.7655096054077,121.895622253418,-157.837127685547,-115.191833496094
-60.9252548217773,44.6371383666992,-154.849395751953,133.673721313477,-36.3472442626953,67.2561492919922,-212.707946777344,156.989990234375,-47.2173194885254,37.8310546875,-5.0181622505188,62.3815460205078,-103.455139160156,78.1203308105469,-152.280532836914,14.5150260925293,-137.931243896484,27.9258728027344,-87.0361251831055,-45.0569229125977,-165.915283203125,-35.2055511474609,-90.3795013427734,51.351619720459,-186.905059814453,49.5595397949219,-79.2878265380859,64.1206741333008,-104.012161254883,10.1667804718018,-72.4037551879883,85.1776123046875,-147.565200805664,-130.234436035156
-121.188690185547,-44.4948081970215,-162.891540527344,14.3888072967529,-85.3557739257812,1.11391508579254,-182.592346191406,36.4607276916504,-35.4564170837402,7.10128211975098,70.7720260620117,-45.0577583312988,-75.922607421875,79.1172256469727,-103.333023071289,-22.5683155059814,-61.2859115600586,60.3012504577637,-128.690307617188,-128.225708007812,-176.73127746582,-50.272632598877,-122.859580993652,25.5491733551025,-139.084594726562,-81.7941131591797,-91.2812728881836,74.2338638305664,-77.8680877685547,22.7699546813965,-103.327980041504,15.0012483596802,-104.283538818359,-109.023986816406
-142.467376708984,-77.8949661254883,-120.312118530273,-67.2983093261719,-112.603965759277,-20.2884178161621,-147.618576049805,-48.5711402893066,-35.2677955627441,-8.5846118927002,81.9120635986328,-113.74698638916,-72.0774688720703,78.9987411499023,-96.3392639160156,9.1722936630249,-97.9737701416016,105.483917236328,-139.095764160156,-78.7694625854492,-116.052696228027,-6.70315408706665,-84.2855606079102,60.0973205566406,-101.499160766602,-95.9001922607422,-68.3481521606445,103.919677734375,-89.3649749755859,39.057315826416,-69.0984649658203,-25.9001922607422,-142.670181274414,-63.9673080444336
-85.2241973876953,-52.1948738098145,-67.0301284790039,-73.0218048095703,-96.7971496582031,27.0606708526611,-145.057479858398,-33.6753616333008,-51.6511573791504,43.9556541442871,-23.5692749023438,-86.6306228637695,-34.939884185791,119.189208984375,-132.456039428711,63.9944038391113,-157.636047363281,133.464462280273,-52.7146682739258,-33.7902908325195,-55.7804527282715,1.92918276786804,32.3103179931641,109.349647521973,-159.630630493164,-28.178279876709,-6.81775903701782,90.9281234741211,-120.385856628418,69.8998794555664,15.0623931884766,-18.7678527832031,-201.844253540039,-30.3148040771484
-7.71467733383179,-39.1325302124023,-39.0866203308105,-52.1190528869629,-41.5464057922363,30.4057884216309,-128.743194580078,25.6386241912842,-41.0388603210449,93.2454147338867,-82.9974975585938,-8.15739822387695,-32.5443878173828,223.465805053711,-90.9308853149414,104.483360290527,-76.1585235595703,170.043884277344,25.3890571594238,-51.0248146057129,-46.5071983337402,0.00667645689100027,47.6503982543945,135.467224121094,-161.536651611328,49.6955184936523,59.4787826538086,107.928802490234,-88.7454681396484,98.7564544677734,61.3411331176758,-15.1375713348389,-169.662490844727,2.24031400680542
59.4417762756348,-77.5141906738281,10.5594730377197,-68.1382904052734,41.001033782959,-31.394775390625,-70.9755249023438,18.4705867767334,32.5658874511719,78.4775085449219,-40.6956787109375,35.6879234313965,-66.4810562133789,261.168487548828,13.8817529678345,119.018783569336,48.9253082275391,182.988479614258,67.5096740722656,-74.3504333496094,-11.3540630340576,-40.5915641784668,28.4529075622559,137.247940063477,-72.8724670410156,67.0276947021484,66.4143676757812,118.004272460938,-29.8797626495361,114.617134094238,72.4022445678711,-40.6350784301758,-155.160751342773,18.7342681884766
88.7987899780273,-96.3966369628906,47.7145652770996,-108.052604675293,92.9417724609375,-42.0959358215332,-46.1586227416992,-83.1081619262695,77.5156936645508,83.9255828857422,-40.6174240112305,16.6914920806885,-69.285041809082,198.050521850586,14.8697280883789,88.9429092407227,49.7847099304199,156.167739868164,24.4178733825684,-59.2996864318848,13.3522272109985,-91.00830078125,59.0313987731934,86.2738189697266,-92.6583557128906,8.39847755432129,-1.07478833198547,60.9927711486816,-3.78954410552979,99.9890518188477,89.9553070068359,-66.0856781005859,-230.711441040039,19.1847362518311
76.5694198608398,-97.129997253418,38.1881523132324,-121.64680480957,67.8851089477539,-23.0321407318115,-72.9279861450195,-123.496810913086,32.3834457397461,96.3539810180664,-110.261383056641,9.05911636352539,-27.0089836120605,149.793594360352,-67.8791809082031,61.482967376709,-0.488137066364288,141.94026184082,-59.3030891418457,-38.709846496582,15.081446647644,-74.1167602539062,5.04169702529907,30.8624496459961,-146.589172363281,-19.7145366668701,5.06767892837524,8.95547580718994,-0.819724798202515,57.514820098877,104.586410522461,-99.0535507202148,-241.878356933594,19.5012454986572
89.2054748535156,-169.366607666016,79.3560485839844,-147.003433227539,46.0706825256348,-79.6447982788086,-12.8636302947998,-96.4338760375977,-2.48470115661621,15.2233180999756,-81.9195709228516,-7.42708683013916,41.2415580749512,129.962280273438,-54.8244323730469,50.628002166748,9.75662136077881,114.104072570801,-7.62869834899902,-63.6125755310059,61.600902557373,-77.0375213623047,-49.4306221008301,0.852647662162781,-20.2684020996094,-9.15051651000977,113.868217468262,15.8767414093018,-9.63046550750732,24.7215728759766,116.468162536621,-155.866607666016,-154.936294555664,-13.1893014907837
104.217750549316,-225.898834228516,159.864196777344,-187.74560546875,74.9693756103516,-128.29670715332,133.800064086914,-146.570373535156,23.3646602630615,-53.9921913146973,44.8157958984375,-69.6452865600586,79.737663269043,116.268714904785,22.2269554138184,20.4967861175537,28.739294052124,63.1270065307617,56.065258026123,-83.0172805786133,54.9924850463867,-104.508796691895,18.9892330169678,-5.19119071960449,119.30982208252,-42.8326530456543,130.817825317383,47.7073059082031,-8.60229873657227,22.9351196289062,121.895622253418,-174.100112915039,-115.191833496094,-51.2448654174805
44.6371383666992,-169.287734985352,133.673721313477,-187.680709838867,67.2561492919922,-100.319465637207,156.989990234375,-196.53254699707,37.8310546875,-30.5049076080322,62.3815460205078,-91.3291015625,78.1203308105469,125.739547729492,14.5150260925293,7.40139770507812,27.9258728027344,84.0952072143555,-45.0569229125977,-76.3619766235352,-35.2055511474609,-92.0891418457031,51.351619720459,25.90016746521,49.5595397949219,-67.9453582763672,64.1206741333008,45.978458404541,10.1667804718018,38.4089393615723,85.1776123046875,-131.016403198242,-130.234436035156,-18.5487937927246
-44.4948081970215,-132.676071166992,14.3888072967529,-200.945693969727,1.11391508579254,-112.094055175781,36.4607276916504,-166.27278137207,7.10128211975098,-45.4667510986328,-45.0577583312988,-74.1782455444336,79.1172256469727,127.726737976074,-22.5683155059814,32.456298828125,60.3012504577637,172.091934204102,-128.225708007812,-93.5306625366211,-50.272632598877,-128.301971435547,25.5491733551025,21.4348468780518,-81.7941131591797,-35.2279243469238,74.2338638305664,3.30628299713135,22.7699546813965,44.0668411254883,15.0012483596802,-103.182792663574,-109.023986816406,46.8860321044922
