Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-1.05257344245911,251.750122070312,74.8337173461914,56.9064025878906,0.181171357631683,303.566986083984,48.4141502380371,152.933013916016,-12.1833324432373,226.495071411133,-2.23192977905273,103.324340820312,162.541366577148,103.975135803223,59.7749061584473,26.5822906494141,88.3637084960938,125.876350402832,-34.710578918457,228.385177612305,41.8266677856445,115.144523620605,13.1432418823242,177.692504882812,97.6872024536133,130.034225463867,-55.1360893249512,61.1100006103516,-23.3367137908936,129.091552734375,5.64534282684326,368.988128662109,176.141952514648,244.942092895508
-13.7857437133789,236.441436767578,49.8790435791016,139.483520507812,40.716381072998,300.674041748047,32.196907043457,167.054260253906,0.840742528438568,220.843994140625,34.0119094848633,72.0560531616211,160.656585693359,158.019500732422,111.396980285645,-98.0816192626953,136.408218383789,60.3564605712891,-17.5003509521484,198.084564208984,17.4923629760742,131.987228393555,14.7653732299805,191.760467529297,133.19075012207,124.806655883789,8.34218406677246,-22.6612186431885,54.2928009033203,126.898941040039,51.382022857666,285.935394287109,189.342819213867,131.568466186523
-38.68212890625,124.409477233887,121.750419616699,159.369705200195,47.0691452026367,175.53874206543,119.607963562012,83.4329147338867,-5.48921060562134,94.1727981567383,30.2318496704102,-72.4948196411133,170.670272827148,92.440803527832,100.358039855957,-247.243179321289,166.499465942383,-84.0199356079102,-72.7952499389648,68.0907516479492,45.2748985290527,73.0040588378906,-59.5015869140625,83.0165023803711,200.590118408203,32.8506393432617,-51.6202545166016,-179.463439941406,103.480583190918,59.1532516479492,96.8879241943359,162.669509887695,233.074203491211,-68.7945861816406
8.05454635620117,49.8295555114746,210.827529907227,111.064529418945,75.4299697875977,94.098747253418,244.393676757812,64.1064682006836,-24.7414093017578,-10.8716716766357,22.3588848114014,-140.748352050781,191.519668579102,58.7219657897949,117.829086303711,-235.981109619141,91.581657409668,-58.7275047302246,-46.018669128418,28.1377296447754,87.2206039428711,56.8874130249023,-87.5817947387695,23.6145668029785,206.821670532227,42.192325592041,-63.3141746520996,-225.062759399414,79.0085296630859,59.7593803405762,209.726119995117,115.307556152344,203.855667114258,-91.8615493774414
105.598449707031,106.450485229492,203.875076293945,114.319137573242,190.606094360352,131.863800048828,256.286804199219,146.000045776367,9.68832206726074,37.4834403991699,56.9534111022949,-73.0263824462891,101.470397949219,85.9758605957031,162.559692382812,-62.5925369262695,66.5786056518555,64.5725250244141,99.1218185424805,128.751617431641,85.8219833374023,119.51505279541,-34.4121017456055,77.5071182250977,59.6667900085449,106.306846618652,16.0463771820068,-114.123466491699,69.1996307373047,85.7031936645508,311.277221679688,184.075408935547,152.2783203125,2.98817110061646
137.281005859375,196.711273193359,206.058853149414,191.678573608398,260.688598632812,202.987045288086,248.176528930664,213.674758911133,67.5891342163086,180.480087280273,63.2833366394043,93.2864608764648,5.87692737579346,98.4577255249023,161.425704956055,123.23868560791,121.81413269043,96.2077941894531,144.725799560547,178.505905151367,83.3913345336914,152.243682861328,27.0296020507812,129.057418823242,15.2824506759644,128.315460205078,15.3174629211426,26.2703857421875,88.1574172973633,68.228157043457,361.313598632812,201.225677490234,239.779190063477,59.8814315795898
171.950607299805,145.285827636719,341.322601318359,177.328735351562,303.94482421875,173.463256835938,393.5859375,169.724761962891,153.343704223633,189.48405456543,119.627174377441,179.899841308594,139.914260864258,85.2022399902344,166.061874389648,126.303848266602,212.508361816406,14.8745803833008,99.7582626342773,94.6136703491211,162.229202270508,95.1711883544922,120.23316192627,119.263877868652,247.217620849609,84.8779373168945,-20.0632820129395,46.67724609375,125.936553955078,48.0406875610352,431.950134277344,68.1907806396484,410.1708984375,36.3634071350098
224.891067504883,45.9971923828125,422.305725097656,55.1100845336914,361.823974609375,86.7324142456055,494.357269287109,46.4337158203125,199.761810302734,94.8216323852539,167.344161987305,86.2003860473633,296.549438476562,63.3616333007812,112.115859985352,-18.9909629821777,241.235870361328,-74.5814743041992,97.9267120361328,60.7204742431641,227.764770507812,2.39322590827942,153.773010253906,128.214294433594,348.727569580078,39.0346260070801,-29.6353187561035,11.7261371612549,139.908767700195,23.5533447265625,449.019775390625,-10.6245431900024,361.289001464844,-36.228157043457
203.280395507812,85.6898651123047,266.496185302734,-1.06635665893555,311.701354980469,104.746269226074,324.093841552734,-13.6259460449219,142.309432983398,57.9208183288574,64.8425445556641,-43.5726623535156,180.752868652344,8.08805561065674,-4.08791399002075,-107.237464904785,127.432960510254,-102.379943847656,113.932151794434,136.434432983398,161.567626953125,-59.7942161560059,69.6780395507812,111.685264587402,129.469253540039,37.550464630127,-46.549243927002,16.915168762207,82.6551895141602,-13.7255401611328,389.211700439453,39.9644546508789,148.172088623047,-100.990798950195
195.259490966797,141.428070068359,71.0303344726562,-16.0733795166016,249.635726928711,153.904846191406,137.189758300781,11.0357151031494,138.680755615234,-29.8151950836182,17.4766902923584,-140.382171630859,38.8003044128418,-81.4238662719727,-4.00948238372803,-113.721839904785,66.0943756103516,-149.810775756836,157.176651000977,165.812316894531,85.8080444335938,-94.7414169311523,66.2716293334961,-8.41380977630615,23.4255313873291,-1.99648070335388,0.336713641881943,-23.6986808776855,63.7511901855469,-23.6082782745361,372.204040527344,49.5384521484375,140.309844970703,-118.836967468262
251.750122070312,92.7499542236328,56.9064025878906,-70.0115814208984,303.566986083984,110.701103210449,152.933013916016,26.8743648529053,226.495071411133,-151.65202331543,103.324340820312,-195.968566894531,103.975135803223,-98.2466354370117,26.5822906494141,-147.625305175781,125.876350402832,-200.547943115234,228.385177612305,136.074584960938,115.144523620605,-107.133850097656,177.692504882812,-78.2445983886719,130.034225463867,-57.1838607788086,61.1100006103516,-64.9189529418945,129.091552734375,-9.89381790161133,368.988128662109,13.8440952301025,244.942092895508,-100.406707763672
236.441436767578,66.9784164428711,139.483520507812,-56.8720207214355,300.674041748047,73.8802795410156,167.054260253906,34.4004859924316,220.843994140625,-108.343536376953,72.0560531616211,-123.644218444824,158.019500732422,-20.6806468963623,-98.0816192626953,-199.245880126953,60.3564605712891,-94.0779876708984,198.084564208984,128.047073364258,131.987228393555,-54.2634544372559,191.760467529297,-14.3545923233032,124.806655883789,-21.1176891326904,-22.6612186431885,19.9883689880371,126.898941040039,16.5917663574219,285.935394287109,8.82207584381104,131.568466186523,-92.2819595336914
124.409477233887,92.1470794677734,159.369705200195,9.2368221282959,175.53874206543,80.2436676025391,83.4329147338867,41.3957138061523,94.1727981567383,-4.83689975738525,-72.4948196411133,-13.2612390518188,92.440803527832,-5.2751727104187,-247.243179321289,-159.871597290039,-84.0199356079102,72.7365417480469,68.0907516479492,136.826644897461,73.0040588378906,6.454176902771,83.0165023803711,50.2536735534668,32.8506393432617,-7.45861053466797,-179.463439941406,81.9861755371094,59.1532516479492,57.4830055236816,162.669509887695,-21.1450271606445,-68.7945861816406,-105.71085357666
