Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
81.5559463500977,-271.294525146484,-76.3382949829102,-58.7723426818848,-131.596008300781,-95.7251281738281,-156.53239440918,6.59891033172607,-120.903335571289,43.2570419311523,-339.255126953125,-290.998962402344,-81.8309555053711,11.2188177108765,-135.249237060547,-108.671020507812,-46.429027557373,-149.199584960938,-184.965835571289,-76.4849472045898,-113.514770507812,27.7973670959473,-0.873523890972137,-98.3435745239258,-53.0903205871582,-18.9372940063477,-12.39306640625,-55.6612930297852
121.567611694336,-259.358154296875,-28.2276134490967,-50.7929458618164,-122.186256408691,-9.76921463012695,-61.0500526428223,-4.93074941635132,-49.6667022705078,5.54385375976562,-343.381164550781,-310.972381591797,-16.6606292724609,-28.8538360595703,-70.0687637329102,-88.3057174682617,-51.4177703857422,-126.621673583984,-90.6198272705078,-157.599853515625,-20.2968120574951,-3.32096743583679,15.9259214401245,-95.5708465576172,-12.9543790817261,-59.7431831359863,16.0046253204346,-48.6689186096191
-63.7077713012695,-111.632179260254,-57.0470581054688,-93.9830551147461,-56.6307830810547,-56.5814018249512,36.3348655700684,-7.00580215454102,-2.24720215797424,-7.46734189987183,-352.759246826172,-297.829620361328,30.3571872711182,-24.4560718536377,52.2826385498047,-75.3550643920898,-136.951889038086,-102.835250854492,-10.9499034881592,-190.489227294922,95.4352874755859,-2.71886682510376,-44.2916717529297,-131.542755126953,-11.0983228683472,-8.17254161834717,-22.671049118042,-51.4209632873535
-226.788375854492,-153.879531860352,-62.1483535766602,-102.200630187988,36.4878692626953,-131.356536865234,60.7417869567871,11.7544364929199,8.28812694549561,-12.7257642745972,-343.824066162109,-239.727813720703,14.0503368377686,-32.805477142334,110.202293395996,-125.500335693359,-183.641418457031,-108.943168640137,-26.0837211608887,-84.7369689941406,169.446105957031,23.0190658569336,-61.2988777160645,-97.3740997314453,29.9885711669922,39.4669418334961,-38.6063652038574,-67.8412399291992
-169.534027099609,-269.625244140625,-42.9354286193848,-108.64022064209,122.112464904785,-154.844985961914,34.1691246032715,-32.9014472961426,54.2346611022949,-74.605712890625,-297.43212890625,-212.766906738281,44.0290489196777,-93.8855361938477,54.6330108642578,-144.430541992188,-140.057479858398,-141.733474731445,-21.9573402404785,-1.88006591796875,173.535507202148,-14.3840942382812,11.9204397201538,-59.1620941162109,95.2374954223633,-13.0783185958862,21.6207637786865,-94.8238983154297
-54.7249526977539,-323.376159667969,-10.2107315063477,-154.239929199219,123.051628112793,-196.374725341797,37.7383308410645,-94.2166137695312,107.287551879883,-145.518768310547,-258.369140625,-253.044357299805,109.290077209473,-137.745712280273,-8.83057117462158,-79.0250473022461,-84.7761001586914,-194.824996948242,17.7528781890869,-52.1436958312988,118.284881591797,-92.0009155273438,94.1262741088867,-131.13525390625,107.650344848633,-95.5066757202148,54.5940628051758,-118.122253417969
-161.583755493164,-353.476531982422,50.7921905517578,-251.069625854492,45.8244323730469,-219.932678222656,38.743968963623,-83.1483612060547,92.1905899047852,-136.142150878906,-272.561950683594,-273.875366210938,95.0556259155273,-140.564743041992,-24.1929969787598,-58.4729995727539,-119.797721862793,-230.734756469727,-30.6897964477539,-107.827117919922,87.2644119262695,-143.098297119141,61.933650970459,-234.745727539062,54.1038780212402,-123.715950012207,22.0076484680176,-133.168823242188
-207.113021850586,-399.340606689453,-15.5977935791016,-293.030578613281,-9.73261833190918,-188.231170654297,-18.0439300537109,-76.7690505981445,46.1435127258301,-115.530242919922,-306.220581054688,-217.811965942383,30.4636478424072,-158.940979003906,-33.921745300293,-104.678451538086,-144.248519897461,-287.240051269531,-107.865745544434,-158.161361694336,91.7135009765625,-182.743469238281,-82.3491668701172,-268.0283203125,-17.2281074523926,-109.198249816895,9.67858409881592,-164.003295898438
-12.7490329742432,-477.809600830078,-180.268630981445,-192.176116943359,-76.5701522827148,-181.127716064453,-61.7011184692383,-94.0455627441406,40.5436897277832,-156.313812255859,-310.036651611328,-170.27897644043,19.8523731231689,-189.203521728516,-57.2383689880371,-94.3891906738281,-102.220809936523,-335.555114746094,-100.438751220703,-260.946044921875,72.727897644043,-171.502059936523,-192.4990234375,-238.608367919922,-24.7087459564209,-112.853759765625,8.40967082977295,-167.954498291016
-31.5090770721436,-506.916870117188,-174.644958496094,-59.5224609375,-149.544723510742,-161.985733032227,-31.2681922912598,-71.8328704833984,57.3175888061523,-184.315307617188,-291.441711425781,-165.590698242188,39.2498397827148,-192.789321899414,-88.1335067749023,-40.4750595092773,-113.031021118164,-239.727600097656,-61.2994422912598,-330.049713134766,46.7541580200195,-103.572616577148,-172.307876586914,-121.056785583496,10.9676332473755,-129.944305419922,-30.7214088439941,-130.440292358398
-271.294525146484,-404.715606689453,-58.7723426818848,-15.7944736480713,-95.7251281738281,-9.8867883682251,6.59891033172607,-90.0641555786133,43.2570419311523,-180.873733520508,-290.998962402344,-110.968421936035,11.2188177108765,-179.375930786133,-108.671020507812,6.59335422515869,-149.199584960938,-100.980400085449,-76.4849472045898,-307.184600830078,27.7973670959473,-114.809051513672,-98.3435745239258,74.7137985229492,-18.9372940063477,-121.680389404297,-55.6612930297852,-113.664573669434
-259.358154296875,-213.376815795898,-50.7929458618164,-63.8983345031738,-9.76921463012695,117.162261962891,-4.93074941635132,-150.44189453125,5.54385375976562,-168.836303710938,-310.972381591797,-49.0769653320312,-28.8538360595703,-136.574783325195,-88.3057174682617,70.8198394775391,-126.621673583984,-109.607444763184,-157.599853515625,-174.820343017578,-3.32096743583679,-159.771484375,-95.5708465576172,158.08056640625,-59.7431831359863,-130.317962646484,-48.6689186096191,-67.3702850341797
-111.632179260254,-43.4942512512207,-93.9830551147461,-111.219360351562,-56.5814018249512,-14.741268157959,-7.00580215454102,-116.137657165527,-7.46734189987183,-84.809944152832,-297.829620361328,-103.442100524902,-24.4560718536377,-49.7165985107422,-75.3550643920898,53.8904113769531,-102.835250854492,-181.245895385742,-190.489227294922,-11.7713356018066,-2.71886682510376,-83.5466156005859,-131.542755126953,14.9823093414307,-8.17254161834717,-159.792236328125,-51.4209632873535,20.7445869445801
