F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
163.737503051758,-83.9470138549805,245.887435913086,-114.209434509277,169.379241943359,-28.6356201171875,154.045822143555,4.2163028717041,85.5510559082031,13.2464027404785,-66.0246887207031,95.315559387207,-179.137191772461,192.583389282227,61.5660743713379,-45.8254623413086,222.329254150391,-38.1968460083008,79.0052185058594,-93.6896286010742,-36.1294288635254,21.8881893157959,143.117294311523,-37.1539421081543,200.664306640625,44.9902954101562,101.5283203125,-23.4530868530273
175.312622070312,-87.2511444091797,199.193832397461,-54.674877166748,136.278182983398,-59.8591957092285,168.075347900391,16.828556060791,133.978698730469,20.8887672424316,-44.3264350891113,30.2732810974121,-73.4148406982422,142.728866577148,56.421947479248,-46.6733665466309,110.689002990723,53.0691986083984,34.3803939819336,-21.924861907959,43.1988868713379,41.2209625244141,82.8599243164062,-17.4697570800781,152.207550048828,-4.63724803924561,111.987907409668,-64.9352035522461
121.028213500977,-110.34578704834,138.502456665039,-41.8739967346191,104.041915893555,-115.462600708008,104.374542236328,-11.5352878570557,158.639053344727,-55.1729202270508,79.8648376464844,-100.212051391602,135.356536865234,4.17623233795166,70.1893081665039,-64.7877197265625,26.5022354125977,103.742469787598,2.96342802047729,4.60528039932251,72.8319320678711,25.7322635650635,-10.1793661117554,-5.87977647781372,75.5390548706055,-82.3946228027344,111.618453979492,-112.718231201172
47.2775268554688,-115.791931152344,84.1914291381836,0.836667716503143,75.9697647094727,-140.071929931641,44.5712623596191,-7.00489187240601,128.97412109375,-97.1784362792969,95.7523574829102,-133.908203125,228.099105834961,-40.830192565918,101.776672363281,-108.387924194336,20.2636184692383,92.7767715454102,-17.7879619598389,20.2128601074219,81.8889617919922,7.21907567977905,-62.9861526489258,44.9003944396973,52.2677307128906,-93.9599761962891,93.3482055664062,-129.395126342773
0.849540114402771,-82.2937240600586,57.2755928039551,71.6860733032227,34.7028656005859,-125.86531829834,52.9093208312988,-19.4452533721924,145.166839599609,-110.461410522461,26.2622375488281,-80.3649826049805,242.030715942383,17.7969284057617,129.554077148438,-129.222381591797,-5.33389377593994,100.626068115234,10.3071632385254,43.4292831420898,117.922798156738,21.0345077514648,-76.1797714233398,115.884567260742,77.669677734375,-92.5254058837891,67.8027954101562,-123.222290039062
-23.8714447021484,-41.5512580871582,0.67448890209198,97.4477233886719,15.3353643417358,-135.647689819336,59.8271713256836,-55.9979438781738,165.692199707031,-149.382934570312,-0.132453769445419,-86.715934753418,234.181198120117,45.5291938781738,108.290115356445,-125.006851196289,-55.8868522644043,117.152877807617,38.8516006469727,18.3202686309814,98.5700378417969,30.2983417510986,-96.6442413330078,163.483825683594,70.2140350341797,-130.415069580078,54.200122833252,-156.011352539062
-20.94091796875,-49.1981506347656,-108.24388885498,113.059127807617,13.1587858200073,-176.160720825195,29.7904891967773,-53.6598625183105,107.510589599609,-157.514343261719,-12.1713161468506,-122.938484191895,144.476364135742,16.1336612701416,47.9671287536621,-124.656188964844,-85.4555206298828,95.7677307128906,-1.74657309055328,-5.3718843460083,36.9999465942383,-1.6634247303009,-129.237045288086,188.045486450195,15.7384910583496,-137.028259277344,40.3067474365234,-208.214782714844
-38.4239158630371,-48.3971176147461,-195.331954956055,162.701232910156,-9.30253982543945,-200.670104980469,-13.9171915054321,-44.9727554321289,37.0441513061523,-148.56755065918,-20.3589725494385,-108.044403076172,71.4443511962891,-58.0815544128418,-0.661495089530945,-113.427597045898,-110.474998474121,88.2792358398438,-60.3515357971191,15.060209274292,30.2224311828613,-53.0519714355469,-150.596588134766,225.755981445312,-29.6418418884277,-119.717620849609,12.9621629714966,-216.271255493164
-95.1634674072266,7.46557855606079,-223.716323852539,187.942352294922,-32.3127861022949,-208.629684448242,-65.0437774658203,-72.3217239379883,-13.9770126342773,-174.896469116211,12.8982553482056,-92.637092590332,97.6509857177734,-100.507110595703,-21.4154891967773,-95.3545150756836,-122.413246154785,92.3537368774414,-100.927192687988,5.25876617431641,39.4128227233887,-78.0015487670898,-144.299514770508,271.533111572266,-32.3472137451172,-146.770217895508,-5.35530281066895,-225.448959350586
-109.711761474609,39.8265838623047,-194.051971435547,176.35041809082,-30.8859672546387,-199.630493164062,-60.5785102844238,-90.7138977050781,-33.1268768310547,-188.193557739258,66.3535842895508,-119.913017272949,151.817153930664,-60.6200523376465,-34.7365989685059,-85.7286911010742,-99.3739776611328,53.6449432373047,-128.42236328125,-33.6809501647949,18.5669689178467,-57.97412109375,-95.4676818847656,288.263214111328,10.9697341918945,-147.523468017578,-8.13479137420654,-267.552276611328
-83.9470138549805,10.5678997039795,-114.209434509277,157.345611572266,-28.6356201171875,-186.640914916992,4.2163028717041,-70.9763031005859,13.2464027404785,-171.727676391602,95.315559387207,-173.958251953125,192.583389282227,-41.504566192627,-45.8254623413086,-79.0970458984375,-38.1968460083008,-2.64962482452393,-93.6896286010742,-57.3124809265137,21.8881893157959,-25.527795791626,-37.1539421081543,260.364807128906,44.9902954101562,-99.3637084960938,-23.4530868530273,-299.015838623047
-87.2511444091797,-61.4722595214844,-54.674877166748,102.433303833008,-59.8591957092285,-226.279830932617,16.828556060791,-52.5489959716797,20.8887672424316,-173.695648193359,30.2732810974121,-246.858856201172,142.728866577148,-61.8603134155273,-46.6733665466309,-96.9732818603516,53.0691986083984,-59.9772796630859,-21.924861907959,-91.2763519287109,41.2209625244141,-35.965217590332,-17.4697570800781,185.80500793457,-4.63724803924561,-117.709022521973,-64.9352035522461,-322.137115478516
-110.34578704834,-136.145416259766,-41.8739967346191,41.9114379882812,-115.462600708008,-262.289611816406,-11.5352878570557,-58.3230400085449,-55.1729202270508,-169.840744018555,-100.212051391602,-302.848358154297,4.17623233795166,-70.9631042480469,-64.7877197265625,-124.364585876465,103.742469787598,-123.828811645508,4.60528039932251,-112.376152038574,25.7322635650635,-75.1822052001953,-5.87977647781372,116.146347045898,-82.3946228027344,-147.131210327148,-112.718231201172,-324.793273925781
-115.791931152344,-143.777297973633,0.836667716503143,45.5045318603516,-140.071929931641,-205.713653564453,-7.00489187240601,-30.6075038909912,-97.1784362792969,-95.3139724731445,-133.908203125,-285.514373779297,-40.830192565918,-62.1972579956055,-108.387924194336,-118.812927246094,92.7767715454102,-143.701583862305,20.2128601074219,-92.8797378540039,7.21907567977905,-84.0441665649414,44.9003944396973,110.582748413086,-93.9599761962891,-54.804988861084,-129.395126342773,-286.134063720703
