Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
142.172149658203,132.264099121094,390.0810546875,411.1142578125,251.68293762207,168.193740844727,223.049789428711,220.051528930664,175.864456176758,173.683639526367,119.901374816895,1.29275333881378,-9.28937721252441,142.546524047852,39.3919067382812,94.1631774902344,182.251892089844,295.257751464844,78.7107696533203,109.198425292969,204.740798950195,84.0306243896484,84.4713668823242,145.494232177734,58.6128082275391,69.4388809204102,102.522598266602,131.325576782227,-18.1534996032715,201.298553466797,-26.3087520599365,108.363792419434,152.204528808594,165.782196044922,-22.9561252593994,20.9530353546143
176.821060180664,18.3412590026855,386.549530029297,326.66943359375,246.603820800781,99.7769470214844,238.525909423828,170.685440063477,191.252243041992,100.163932800293,171.547622680664,-12.3607845306396,14.8066139221191,60.6128616333008,83.0579528808594,55.8712539672852,206.753524780273,252.108444213867,63.5219345092773,43.4136047363281,216.432479858398,23.0313358306885,121.882720947266,133.534515380859,51.8197250366211,10.1468963623047,132.02214050293,129.831985473633,18.7501831054688,138.83235168457,-8.49797534942627,28.7729511260986,168.319137573242,150.197555541992,16.5061855316162,-54.3816680908203
195.505157470703,12.1797714233398,394.853515625,253.201293945312,217.429077148438,43.4137725830078,231.985015869141,155.913955688477,184.206939697266,18.0181655883789,191.587982177734,-11.4752769470215,22.8179416656494,-56.9642028808594,99.1740646362305,58.5005912780762,204.970886230469,171.927490234375,53.8581314086914,44.8192596435547,164.559936523438,-33.0882682800293,135.118118286133,82.1515731811523,18.3983993530273,-81.7750778198242,133.376083374023,127.836906433105,30.6219539642334,68.4120025634766,26.6499900817871,55.534049987793,164.468841552734,125.118469238281,50.5687065124512,-101.647026062012
164.086471557617,64.7222213745117,385.303619384766,211.847732543945,187.037292480469,11.0913486480713,213.098724365234,115.017837524414,158.03923034668,-25.1020889282227,178.162292480469,-29.6648559570312,9.28457450866699,-138.913208007812,118.864707946777,51.0681838989258,172.27033996582,107.521827697754,79.6451110839844,77.0628433227539,116.091423034668,-42.7591133117676,108.758720397949,21.783655166626,-10.0780611038208,-120.70630645752,168.022430419922,67.9861373901367,7.9868950843811,-11.325439453125,78.7565536499023,45.0229873657227,161.630477905273,86.3287200927734,64.6005325317383,-94.3261260986328
142.992767333984,12.4957323074341,370.065399169922,147.962539672852,185.698181152344,20.1688251495361,208.039474487305,76.8545227050781,159.522064208984,-15.0726079940796,166.122146606445,-10.2825183868408,2.28646302223206,-106.451515197754,128.826919555664,24.5012397766113,119.073249816895,122.073524475098,89.6895751953125,90.8099060058594,141.868423461914,-7.17001104354858,125.202629089355,26.426586151123,25.0371074676514,-113.544479370117,220.326370239258,44.8297729492188,-11.6571922302246,-59.9667739868164,104.820236206055,13.3862934112549,180.265090942383,70.4749069213867,45.8382225036621,-39.8299980163574
168.365936279297,-43.6465339660645,369.606262207031,125.761207580566,212.847366333008,60.3544387817383,253.550903320312,115.415832519531,180.820053100586,34.7984657287598,192.987503051758,63.6995468139648,15.7633714675903,-3.49388647079468,124.991714477539,28.6147937774658,56.661922454834,178.828125,80.5172348022461,103.652069091797,166.469131469727,37.5192184448242,196.997985839844,79.1308212280273,79.3858261108398,-104.47388458252,243.330123901367,133.350158691406,19.5434188842773,-23.838695526123,114.801582336426,95.1470718383789,215.031799316406,92.8857955932617,22.5736961364746,27.4123420715332
223.985229492188,22.7568912506104,416.906036376953,179.995162963867,242.252700805664,93.1874008178711,327.537261962891,154.530349731445,212.630920410156,86.3243026733398,224.515487670898,122.248031616211,70.4075088500977,36.5928993225098,100.935981750488,47.003002166748,42.7646102905273,192.162719726562,105.502326965332,130.481582641602,171.561187744141,60.7627944946289,209.567565917969,111.669502258301,107.446258544922,-66.4913177490234,226.130310058594,219.342483520508,76.5023193359375,24.264986038208,122.742080688477,204.756881713867,223.98454284668,133.353164672852,43.3410911560059,49.7195167541504
254.722717285156,90.7098922729492,507.777954101562,173.314514160156,278.453399658203,84.2109298706055,351.646270751953,144.426162719727,254.102340698242,92.4161834716797,218.3271484375,126.234512329102,150.577560424805,5.62169408798218,66.8968505859375,51.1456489562988,117.653549194336,167.081787109375,163.336883544922,145.354232788086,193.014633178711,73.4083557128906,173.321701049805,87.4282913208008,147.966003417969,-36.8006820678711,201.468856811523,200.726425170898,106.345977783203,22.4957313537598,167.214324951172,184.300827026367,220.343872070312,150.39453125,87.7969436645508,37.4044799804688
242.048706054688,100.861068725586,533.862609863281,106.476570129395,298.402465820312,77.3016052246094,322.389678955078,144.529541015625,262.134002685547,79.1353988647461,166.720138549805,100.575927734375,193.071029663086,-5.95531892776489,80.0678405761719,55.3485374450684,226.965957641602,158.883987426758,203.817230224609,137.404586791992,185.777526855469,99.2258682250977,164.995712280273,40.1953620910645,161.022598266602,-45.8760261535645,192.436874389648,133.867813110352,144.502868652344,25.7661380767822,248.835906982422,85.0636215209961,223.479385375977,143.264984130859,102.08219909668,49.9250411987305
213.59423828125,126.329559326172,478.110198974609,69.741325378418,251.088348388672,99.2873764038086,280.735992431641,133.093627929688,225.857574462891,94.1786422729492,76.4283447265625,60.9736099243164,183.467147827148,-5.59308958053589,116.13257598877,46.6753425598145,291.560943603516,155.222305297852,185.230224609375,108.610321044922,136.899719238281,105.745704650879,158.692764282227,29.3201313018799,113.327850341797,-37.9726066589355,169.114273071289,102.542198181152,202.272750854492,41.2198219299316,240.313369750977,21.601146697998,200.44465637207,129.770248413086,78.0115432739258,61.1061096191406
