Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
88.9313888549805,-151.866928100586,124.589195251465,-91.957763671875,-54.5057907104492,-178.124435424805,83.0303192138672,-81.01513671875,-35.699390411377,-117.030082702637,39.9842948913574,-63.6041984558105,10.896541595459,-62.3405265808105,76.3042068481445,26.9870777130127,-15.6513576507568,28.4576835632324,123.896682739258,108.638862609863,-131.854751586914,-89.7832565307617,-8.55342292785645,-14.8531904220581,-186.590240478516,-119.277381896973,-86.6434631347656,-97.5828475952148,14.2316923141479,-180.030075073242,65.2729797363281,-56.309642791748,4.4490532875061,-49.7497138977051
58.480884552002,-67.0052108764648,205.397750854492,-14.0302534103394,-18.3689155578613,-125.776733398438,-22.8520946502686,-43.4580535888672,-2.95638513565063,-94.3389358520508,-66.4247131347656,-78.9020233154297,50.5004920959473,-17.7670516967773,-0.515149176120758,9.79872131347656,-17.7924461364746,22.1448383331299,51.2251968383789,65.4380187988281,-52.625659942627,15.0806713104248,-86.5932846069336,73.4251556396484,-90.2514724731445,-53.2346687316895,-32.6284217834473,-127.099449157715,-109.00756072998,-114.124855041504,56.196720123291,-2.99935936927795,-107.808708190918,-44.4400215148926
-66.3054046630859,16.0860443115234,137.186187744141,95.2376098632812,-68.0741424560547,-17.1846656799316,-87.8674087524414,15.4465770721436,-45.2495002746582,-56.5767936706543,-120.831108093262,-63.294548034668,7.07538080215454,52.9642677307129,-40.2154655456543,-6.59781742095947,-41.6292419433594,29.3961925506592,25.4486274719238,60.2986373901367,-18.748327255249,80.4099349975586,-128.227249145508,120.056846618652,-15.7095499038696,-5.67794990539551,-17.9679183959961,-55.0818977355957,-237.174942016602,-30.7340240478516,30.5342292785645,33.0083503723145,-146.9111328125,-36.0911064147949
-124.317070007324,90.9103622436523,-35.0822868347168,196.562210083008,-135.005752563477,62.8667030334473,-127.977806091309,73.752082824707,-108.620071411133,13.977105140686,-76.6365051269531,-59.7880172729492,-35.0974464416504,99.9694061279297,-13.4869403839111,-48.8021583557129,-22.8398704528809,27.2268714904785,64.3639373779297,21.0255718231201,-50.2313003540039,86.3179473876953,-115.216705322266,112.890991210938,12.87903881073,38.488468170166,27.4240703582764,13.4064159393311,-301.608947753906,61.3204078674316,8.60370635986328,31.9563484191895,-91.6940383911133,-57.8449783325195
-144.642303466797,176.011352539062,-166.408020019531,282.334991455078,-153.5537109375,128.006973266602,-160.292022705078,131.458709716797,-111.596939086914,69.9581909179688,20.2640724182129,-36.8003616333008,-40.6182289123535,97.1620712280273,23.2849750518799,-85.6663818359375,-6.96050786972046,24.1117095947266,67.6809005737305,-62.7304954528809,-79.7048263549805,63.6930351257324,-93.0026092529297,90.5418548583984,7.92977619171143,94.0492706298828,27.8992176055908,61.1662979125977,-273.462249755859,138.88835144043,-4.08807945251465,50.5385627746582,-34.4569358825684,-62.5657348632812
-176.563659667969,215.270202636719,-220.206573486328,280.570678710938,-125.371170043945,185.801177978516,-141.955337524414,167.078765869141,-86.5635757446289,105.072341918945,107.022232055664,31.0192337036133,-64.609375,101.541564941406,33.1550064086914,-76.7151260375977,-48.9723472595215,31.7668876647949,42.4127616882324,-80.5829162597656,-36.2483139038086,112.65877532959,-84.6891174316406,99.0213775634766,-15.6394920349121,130.211441040039,-47.3724937438965,102.359382629395,-212.931335449219,178.003021240234,-12.7447834014893,74.8134231567383,-16.0867671966553,-17.3757801055908
-173.441848754883,184.775177001953,-160.200958251953,166.744903564453,-100.626190185547,167.870712280273,-83.7902679443359,159.407135009766,-93.6154937744141,120.120147705078,160.624801635742,77.8156890869141,-124.771667480469,107.828842163086,39.9103775024414,-35.6435775756836,-92.5560150146484,24.3819046020508,95.9291000366211,-42.422721862793,0.908584773540497,210.311416625977,-82.1317443847656,142.429016113281,-79.9465026855469,131.700576782227,-138.920623779297,71.0295104980469,-192.580871582031,163.787139892578,-7.02109575271606,42.6222763061523,-45.2699432373047,25.409481048584
-173.580947875977,165.998336791992,-14.0913734436035,103.096328735352,-124.016990661621,93.9923324584961,-53.8589248657227,135.900634765625,-133.698043823242,68.1767959594727,169.898986816406,84.1730499267578,-180.527481079102,51.3895721435547,71.447998046875,5.7363715171814,-77.4932022094727,-7.09057855606079,169.36848449707,-9.10452175140381,-101.365715026855,194.334182739258,-94.9901657104492,164.018508911133,-166.528823852539,74.3563003540039,-164.861618041992,-19.0179424285889,-194.548263549805,80.5546112060547,-4.66810894012451,-10.8510341644287,-74.4055404663086,10.5244970321655
-201.719879150391,179.318283081055,34.1671905517578,179.335418701172,-155.225921630859,25.996150970459,-64.170295715332,91.5639419555664,-166.62516784668,-36.6573295593262,112.983283996582,83.54931640625,-174.439712524414,-46.1700820922852,92.6322784423828,13.6088218688965,-17.9895992279053,-45.533821105957,173.027801513672,-19.2463054656982,-234.266845703125,35.8664855957031,-112.736717224121,107.158721923828,-203.068206787109,-42.745849609375,-86.0608291625977,-68.5289535522461,-196.677474975586,-14.286304473877,-32.3907737731934,-63.8196907043457,-53.2746467590332,-33.4004592895508
-202.129425048828,193.272171020508,-52.8412094116211,194.130722045898,-169.324768066406,-22.6510372161865,-82.3398666381836,5.50466632843018,-154.301086425781,-135.868927001953,12.9073915481567,42.6063079833984,-113.302047729492,-124.73600769043,66.8503341674805,-37.883674621582,27.4326019287109,-83.3523330688477,149.112518310547,-131.23649597168,-212.564361572266,-65.3915786743164,-90.7281951904297,21.8014984130859,-177.342224121094,-120.562927246094,-34.4196357727051,-73.9697494506836,-203.523956298828,-31.6671676635742,-65.7567138671875,-134.481750488281,-36.0764579772949,-52.6098289489746
