Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
71.1751708984375,-98.7115249633789,90.5832824707031,45.0694694519043,63.9986801147461,-43.1901741027832,117.180084228516,26.8721656799316,-8.46660232543945,85.830810546875,126.021263122559,33.2445335388184,-8.44845104217529,120.712142944336,117.570198059082,126.65763092041,102.977439880371,208.501998901367,46.9323577880859,134.69970703125,-74.5760803222656,1.61270236968994,-67.9525527954102,50.4089164733887,70.4990768432617,138.823913574219,95.2895431518555,33.944995880127,5.86192607879639,78.5136337280273,131.990036010742,96.4015502929688
17.1948280334473,-44.8506736755371,53.4725189208984,101.938484191895,36.9579277038574,-37.2772750854492,79.1791305541992,35.4319953918457,-56.0689353942871,107.370719909668,84.5785675048828,47.6440734863281,48.5346984863281,129.743179321289,102.150291442871,108.96809387207,79.7814025878906,173.040115356445,51.4197196960449,115.328430175781,-65.1870880126953,2.93629264831543,-25.1826839447021,43.0353012084961,69.6618194580078,139.801284790039,107.194686889648,37.1983909606934,34.5873527526855,99.4960327148438,68.5375823974609,79.2472381591797
66.8472518920898,26.6593933105469,16.3119106292725,105.38444519043,56.575382232666,-60.7764625549316,38.6192665100098,7.14023923873901,-63.9453315734863,104.485496520996,76.8755340576172,-5.52790355682373,78.0939865112305,124.655876159668,115.945541381836,63.7458610534668,58.8675003051758,107.574714660645,83.674919128418,78.9240570068359,-51.6546745300293,-29.6672306060791,2.29804921150208,72.8105087280273,50.2337684631348,129.849670410156,91.2569885253906,54.5849990844727,39.0943832397461,73.4629058837891,37.3463935852051,54.945743560791
60.7902488708496,50.644287109375,-3.67617559432983,82.7424240112305,52.8596267700195,-14.5654554367065,-3.25279664993286,-29.1860828399658,-76.5920791625977,76.2264709472656,79.1903839111328,-50.5930595397949,77.6012954711914,91.2091217041016,127.468322753906,-0.9075847864151,95.1156234741211,79.0858612060547,135.0458984375,45.3510093688965,-61.488582611084,-0.56124621629715,-7.37789964675903,73.1169357299805,42.9216270446777,148.109069824219,51.760555267334,55.5949249267578,-33.1429748535156,44.3034400939941,143.028076171875,24.3681964874268
5.33262300491333,37.7280426025391,-34.5283584594727,53.6792106628418,0.326932966709137,31.654468536377,-2.1438045501709,-16.1224670410156,-108.828598022461,43.1517791748047,64.2997970581055,-60.6176643371582,93.3463134765625,50.8603897094727,115.867477416992,-2.44476509094238,118.510925292969,73.6004867553711,159.825469970703,58.7301254272461,-47.0022430419922,22.3559799194336,-39.2766227722168,61.3414344787598,84.9792022705078,176.306137084961,4.75130653381348,40.7721061706543,-85.7041931152344,40.8022003173828,233.973892211914,2.6435968875885
19.6270332336426,9.9118595123291,-62.5384979248047,23.8908615112305,-44.7280502319336,-7.86688089370728,19.286491394043,36.9392585754395,-81.3069381713867,-22.7862205505371,29.16135597229,-69.6404800415039,98.9732437133789,1.78411066532135,122.025390625,7.1301097869873,98.1352767944336,21.1849365234375,157.081268310547,34.299747467041,-14.4704885482788,-20.2089557647705,-18.5251846313477,57.7799186706543,133.068634033203,142.804016113281,-7.66436338424683,59.663516998291,-24.7372055053711,-11.0909223556519,231.681732177734,-34.3603591918945
39.1903648376465,-4.91523885726929,-39.3607978820801,53.4006805419922,-38.0656814575195,-35.9314880371094,4.53127717971802,65.4320678710938,53.4847869873047,-113.423858642578,7.73619174957275,-71.3803787231445,85.5255432128906,-88.2956161499023,142.879318237305,-59.5785255432129,91.9861373901367,-80.755012512207,160.197967529297,-71.1310272216797,23.5942916870117,-53.6204261779785,35.4043426513672,4.20222091674805,97.7550506591797,65.8754425048828,6.40828704833984,84.1324310302734,25.6118545532227,-55.200756072998,219.727111816406,-104.432228088379
-8.77352714538574,47.4509658813477,5.24064064025879,153.946884155273,-20.593334197998,13.4603338241577,-29.3632144927979,76.5188446044922,158.983581542969,-115.879959106445,-0.297956466674805,-33.0531768798828,86.0266265869141,-161.959945678711,142.71711730957,-100.34733581543,116.038673400879,-150.998611450195,154.029281616211,-109.12523651123,49.6181907653809,-39.3579940795898,48.6821975708008,-80.869270324707,19.6857070922852,31.5873222351074,-20.6308689117432,112.458648681641,-23.1968402862549,12.0631465911865,201.297958374023,-149.531234741211
-61.6989822387695,136.752593994141,4.14931583404541,212.32209777832,-53.6955299377441,90.5334320068359,-35.5305862426758,83.1753387451172,137.591369628906,-1.06520092487335,-21.3963890075684,53.0829963684082,100.018615722656,-142.6630859375,141.519561767578,-61.6707534790039,146.443511962891,-142.602874755859,144.846069335938,-59.9459190368652,7.19790744781494,-1.66785204410553,59.2448196411133,-102.129913330078,21.8800830841064,35.8189468383789,-45.0699272155762,175.191650390625,-38.9207191467285,74.343376159668,155.899337768555,-119.580940246582
-93.0041046142578,166.05126953125,-4.38766860961914,172.732070922852,-78.5340423583984,150.297073364258,-7.12695121765137,44.4655456542969,86.0531539916992,118.559150695801,-17.0372409820557,127.95987701416,111.712577819824,-81.5978927612305,142.195587158203,-46.771369934082,184.898361206055,-106.542274475098,145.029327392578,-55.1454467773438,-31.9102153778076,29.2844581604004,74.8372192382812,-61.4427833557129,92.6354522705078,16.7732810974121,-2.56143569946289,204.224716186523,22.3392543792725,39.5911026000977,118.087745666504,-65.9678268432617
