Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
212.831207275391,-23.9998149871826,68.9713897705078,-98.6443252563477,32.7209320068359,-120.43350982666,200.846618652344,-38.1704635620117,90.5762557983398,-216.341705322266,102.018272399902,18.3101177215576,73.2034454345703,-249.377990722656,86.4667587280273,-65.2505874633789,45.5418090820312,-28.7994327545166,-77.084587097168,77.8787078857422,24.3674411773682,-8.96902656555176,30.8750705718994,-35.6662750244141,159.836791992188,-115.190223693848,123.908912658691,-105.400451660156,-24.6325492858887,-138.64680480957
189.432510375977,-41.1233863830566,44.719799041748,-76.8938446044922,-31.529239654541,-189.10173034668,168.50325012207,54.0910873413086,7.02994203567505,-297.521728515625,27.004768371582,77.8735122680664,-46.7673377990723,-293.901763916016,49.6617584228516,-79.9729919433594,55.287036895752,41.2110061645508,-41.143684387207,0.963860511779785,-32.5819091796875,-107.394912719727,25.1810359954834,-48.323371887207,86.7861022949219,-75.4509658813477,58.1524353027344,-129.133880615234,-117.721565246582,-184.418075561523
138.91911315918,-43.1097793579102,56.1841888427734,-56.1626129150391,-79.6421966552734,-268.418701171875,66.2054443359375,53.5379295349121,-26.2561416625977,-344.441436767578,-41.9187965393066,128.321823120117,-117.370506286621,-233.649078369141,-26.5526084899902,-41.6660232543945,49.0051536560059,76.9355850219727,64.5707855224609,-42.2657661437988,-49.9850120544434,-194.543472290039,66.6905746459961,-27.5294990539551,10.2374954223633,-91.3618469238281,-69.7716979980469,-134.852813720703,-176.170028686523,-206.879760742188
93.5048370361328,-46.2041473388672,29.7635593414307,-84.6167221069336,-111.549682617188,-242.828399658203,-32.8868179321289,-71.5586166381836,-57.6494140625,-327.147399902344,-71.0422821044922,109.653999328613,-134.527938842773,-180.184326171875,-79.5223617553711,-10.0648632049561,3.87185215950012,77.3043670654297,86.888671875,20.7106399536133,-60.1774559020996,-172.168151855469,18.9915199279785,-3.47816228866577,-77.634521484375,-149.496078491211,-153.723190307617,-148.616394042969,-227.257354736328,-195.184524536133
49.5580444335938,-83.0095748901367,-36.1897583007812,-152.070373535156,-116.436737060547,-155.959762573242,-46.4219818115234,-169.628921508789,-100.503257751465,-270.637756347656,-52.9946632385254,44.2736778259277,-163.994003295898,-172.904724121094,-79.8468704223633,-33.764949798584,-89.8801574707031,75.7611083984375,-66.9225997924805,-57.948657989502,-36.9549598693848,-84.2038726806641,-95.4729537963867,2.49272060394287,-146.175521850586,-203.757614135742,-110.23762512207,-184.94660949707,-267.774810791016,-180.048812866211
3.97906994819641,-103.431221008301,-82.0624313354492,-176.006927490234,-122.248138427734,-141.788803100586,19.2149333953857,-107.049743652344,-117.692810058594,-231.156814575195,14.3987770080566,65.8767166137695,-161.467361450195,-134.039886474609,-31.6662425994873,-47.375,-141.380905151367,67.3635559082031,-249.450210571289,-198.413421630859,19.3815650939941,-29.6105728149414,-138.137145996094,-40.4715766906738,-148.137924194336,-186.8095703125,-36.7964820861816,-174.673492431641,-205.434234619141,-156.546997070312
-2.2600371837616,-117.558303833008,-91.2516326904297,-105.794525146484,-135.005081176758,-193.888656616211,63.2964668273926,32.5055999755859,-115.937202453613,-206.280609130859,85.6704483032227,158.309005737305,-106.315742492676,-47.2828788757324,22.4107875823975,-3.51682925224304,-105.212776184082,32.177677154541,-191.508636474609,-110.397003173828,27.5771865844727,4.63277959823608,-62.1244812011719,-106.141082763672,-126.966278076172,-122.103141784668,-29.6460628509521,-112.111145019531,-98.9184875488281,-111.795852661133
-16.4492778778076,-167.512145996094,-85.5838851928711,-15.1827392578125,-141.201644897461,-213.160034179688,0.170414939522743,85.8895721435547,-126.832450866699,-190.098907470703,55.0619506835938,187.757904052734,-97.5086135864258,7.60879945755005,20.1200618743896,32.6932525634766,-89.7238616943359,27.2118549346924,47.0447616577148,30.7209300994873,7.28112459182739,8.18700885772705,83.1561660766602,-99.6872634887695,-154.776931762695,-135.003814697266,-40.9252815246582,-134.137680053711,-92.1725082397461,-86.9264831542969
-55.6011047363281,-188.215881347656,-82.9094619750977,6.45589828491211,-139.682052612305,-171.907196044922,-100.066993713379,10.4658718109131,-135.738418579102,-217.001403808594,-32.5964202880859,181.783493041992,-127.211112976074,-29.8286819458008,-14.8644208908081,21.6484718322754,-121.649459838867,54.1552619934082,138.671020507812,35.3286476135254,26.3867874145508,2.65528225898743,144.057067871094,-5.21231603622437,-196.758804321289,-210.464477539062,-40.4733810424805,-213.389343261719,-133.27751159668,-110.313781738281
-45.3522148132324,-118.281631469727,-93.1920394897461,-31.2658557891846,-122.370330810547,-98.5100631713867,-115.211242675781,-71.9268341064453,-153.967529296875,-243.905532836914,-38.7084159851074,245.934341430664,-164.789520263672,-70.7741241455078,-36.669979095459,34.6514625549316,-103.212127685547,38.0713806152344,97.7578201293945,36.4423561096191,37.7870864868164,51.3234367370605,56.9760818481445,42.2702560424805,-178.745620727539,-196.597366333008,-65.3392791748047,-184.228668212891,-130.262268066406,-109.715454101562
