F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
64.1716232299805,127.677513122559,9.01997661590576,-28.2875499725342,-4.2617506980896,191.03385925293,-66.1183013916016,88.6751251220703,-61.621265411377,290.703887939453,-2.19770336151123,106.874397277832,78.0017395019531,80.5586929321289,4.55234527587891,99.949462890625,87.8827285766602,17.4244155883789,-79.3381118774414,-108.097938537598,105.586822509766,144.705383300781,-22.5256519317627,72.1419372558594,127.37557220459,120.411926269531,8.10006618499756,15.7136917114258,80.5437469482422,14.0503721237183,-61.1920738220215,151.945709228516,-63.582218170166,199.679733276367
110.08617401123,106.803802490234,55.9009475708008,-13.5188217163086,76.1453475952148,165.899597167969,-0.710351824760437,28.8010883331299,-36.6663627624512,225.050354003906,-20.687915802002,67.7577438354492,20.1437549591064,59.4571533203125,-41.9893836975098,38.8940010070801,107.176155090332,-8.9081916809082,-32.0966911315918,-92.0165557861328,120.767807006836,113.430213928223,-1.67085134983063,59.8011245727539,77.7833709716797,59.3936424255371,18.7176532745361,-24.7009735107422,50.1427955627441,17.6361770629883,-41.1986846923828,98.4646072387695,-69.5992660522461,118.846817016602
145.927139282227,80.0439376831055,15.950572013855,-32.745189666748,110.112121582031,100.987800598145,58.8155403137207,-73.5340042114258,-28.0314388275146,84.526252746582,48.4745559692383,2.09554290771484,23.0060882568359,24.9920845031738,52.8599624633789,34.2008438110352,133.458282470703,-6.29690408706665,12.7275314331055,-104.727340698242,123.949851989746,69.6894454956055,97.5262145996094,-29.2613735198975,104.945594787598,16.5971393585205,34.660083770752,-68.6798858642578,-18.9547920227051,-29.1568241119385,4.48742580413818,-32.6589698791504,-14.0627584457397,38.2395553588867
108.424560546875,33.282543182373,-62.3592796325684,-85.2332229614258,103.45824432373,0.728956282138824,75.1079635620117,-158.489349365234,12.1032257080078,-17.7356948852539,172.447235107422,-53.4741668701172,105.591995239258,10.3381452560425,221.685134887695,56.4119110107422,63.9866027832031,9.43229007720947,-7.15281248092651,-182.583724975586,111.363067626953,7.69128847122192,139.478286743164,-61.8535118103027,155.788436889648,-29.3925037384033,83.3015213012695,-83.1162414550781,-103.364334106445,-75.4314117431641,46.0899696350098,-148.101455688477,76.7047729492188,-16.1787700653076
33.2988395690918,-17.2096004486084,-107.103637695312,-74.990837097168,103.126274108887,-90.6470108032227,77.7177963256836,-160.165252685547,68.7084808349609,-129.998718261719,224.261093139648,-81.302116394043,154.090545654297,-40.9571685791016,232.689758300781,-51.4534950256348,-1.62370431423187,29.0797805786133,-27.4823436737061,-190.261764526367,97.2199325561523,-46.9208297729492,108.31632232666,-61.6239891052246,137.601501464844,-95.4594039916992,112.748886108398,-44.8949317932129,-126.289993286133,-88.1465301513672,45.0256729125977,-202.392913818359,102.394119262695,-126.589515686035
29.3832206726074,-67.7619781494141,-97.8995819091797,-64.8514251708984,113.569496154785,-181.48828125,76.9004745483398,-177.936416625977,51.2907676696777,-267.696533203125,168.284790039062,-142.871353149414,134.941467285156,-85.8836212158203,89.2568511962891,-152.981018066406,44.5693511962891,-14.0590314865112,-6.26819658279419,-170.239990234375,101.008567810059,-105.246688842773,87.6539688110352,-114.969024658203,114.320457458496,-167.610290527344,83.6876907348633,-27.0432777404785,-77.6980895996094,-162.702560424805,60.108268737793,-350.923767089844,88.2467498779297,-289.270782470703
86.6383209228516,-170.732727050781,-64.3494033813477,-174.178115844727,121.062225341797,-300.950012207031,60.7314949035645,-315.818450927734,46.8607902526855,-382.031829833984,98.0063934326172,-227.109115600586,95.9096221923828,-43.7156257629395,55.1432495117188,-86.3258743286133,57.9796447753906,-111.223808288574,-0.992840230464935,-225.384826660156,107.612266540527,-177.13264465332,65.3936538696289,-148.044128417969,117.40478515625,-226.427474975586,61.1972923278809,-73.2868423461914,-50.6215782165527,-316.480438232422,91.2293014526367,-531.115234375,96.4484786987305,-423.861602783203
116.101119995117,-286.378356933594,-43.1656913757324,-309.269165039062,160.409454345703,-403.335266113281,58.6813087463379,-446.88134765625,132.625946044922,-468.476806640625,96.5174102783203,-261.168029785156,78.8479537963867,-38.6661376953125,151.455947875977,-41.254264831543,17.6862926483154,-170.17610168457,2.7768349647522,-281.366912841797,123.437149047852,-207.303512573242,9.96322059631348,-122.277870178223,121.323623657227,-261.048889160156,79.4156646728516,-101.920768737793,-45.0163764953613,-417.890777587891,128.247695922852,-542.295715332031,112.757637023926,-488.442413330078
119.584800720215,-298.325653076172,-28.5775470733643,-338.833038330078,214.273666381836,-382.550750732422,89.2498474121094,-417.023132324219,202.071533203125,-457.931640625,132.782073974609,-249.22477722168,76.4176864624023,-113.413391113281,180.330932617188,-106.269378662109,43.938720703125,-143.547210693359,19.0830135345459,-274.783752441406,157.922500610352,-168.810348510742,-29.3221244812012,-101.58423614502,147.139923095703,-245.210968017578,88.4305725097656,-73.7916412353516,-17.6562595367432,-392.165252685547,179.028244018555,-437.813446044922,141.48371887207,-457.214508056641
130.732818603516,-218.673522949219,-25.3549289703369,-285.055633544922,216.8828125,-237.314682006836,109.24201965332,-279.640686035156,247.098114013672,-330.294708251953,134.599212646484,-219.028015136719,75.4029769897461,-139.024154663086,141.514144897461,-136.548980712891,62.9977378845215,-33.8281059265137,-37.0572280883789,-237.676483154297,169.600875854492,-95.0543441772461,3.15344524383545,-93.4456176757812,163.161560058594,-175.118911743164,58.6206817626953,-44.2460670471191,1.28977596759796,-305.116607666016,183.618148803711,-317.204132080078,194.532730102539,-342.326293945312
