Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
43.7633361816406,104.900375366211,127.573089599609,66.8973693847656,138.008911132812,-10.8056640625,150.286712646484,-104.699188232422,314.858306884766,39.6310653686523,160.964660644531,-103.928527832031,156.375595092773,-89.4017715454102,-21.7436370849609,-40.5238914489746,-35.0930671691895,6.30142402648926,137.056533813477,-47.6985778808594,38.484260559082,-1.5602251291275,83.3129425048828,-6.4297080039978,155.213760375977,-30.1100177764893,336.057647705078,-38.7723579406738,198.467056274414,-52.5852355957031
10.0586471557617,26.0455722808838,99.6216735839844,28.6501274108887,88.7965393066406,-18.2883834838867,116.131851196289,-63.3321685791016,280.57666015625,21.2492599487305,190.917785644531,-92.8738327026367,187.212631225586,-65.5067749023438,39.5885009765625,7.92728757858276,-74.2711181640625,-105.994331359863,84.6697845458984,6.67571830749512,66.7561874389648,-28.5781631469727,121.111038208008,25.9798641204834,142.563674926758,-35.6337661743164,290.546844482422,2.76570916175842,213.029983520508,-42.8874664306641
4.48759365081787,-59.9108428955078,92.0123138427734,29.393684387207,67.3933029174805,-42.5905075073242,89.1619415283203,-49.9178504943848,217.956527709961,30.041877746582,175.946334838867,-73.0645370483398,165.936065673828,-52.9541244506836,58.1813468933105,50.2047386169434,-36.3822402954102,-153.574951171875,5.15108060836792,36.2641754150391,80.1321334838867,-32.4465255737305,-89.5066452026367,-91.9415054321289,118.924468994141,-55.1549530029297,243.099456787109,-14.0778474807739,172.539688110352,-69.4177169799805
22.1032428741455,-135.974349975586,72.1574096679688,-5.83501958847046,73.4709777832031,-123.229545593262,73.0952606201172,-78.0031280517578,176.310913085938,-7.97711420059204,84.6678848266602,-81.4531402587891,113.406982421875,-83.7888488769531,48.0724678039551,50.6998443603516,14.3885011672974,-109.457481384277,-31.3695125579834,13.1781024932861,58.3157386779785,17.9905376434326,-282.573425292969,-77.7399291992188,99.9433746337891,-121.844078063965,194.761489868164,-86.5061721801758,80.2897338867188,-115.693511962891
29.9194221496582,-208.757110595703,57.0800743103027,-78.9172821044922,70.8783645629883,-198.296600341797,70.6810913085938,-106.157600402832,142.921691894531,-100.747970581055,-22.1425075531006,-97.0417709350586,47.0682144165039,-104.698120117188,60.0896759033203,38.9297065734863,40.1716613769531,-89.9239883422852,-1.98357617855072,13.6879110336304,36.1483421325684,100.274169921875,-202.84504699707,152.312698364258,120.165870666504,-198.026214599609,151.202758789062,-113.771354675293,3.95027709007263,-150.674377441406
50.7693099975586,-236.115341186523,106.835380554199,-84.9748001098633,96.8132247924805,-217.067413330078,79.8242645263672,-80.8406448364258,132.524795532227,-134.217864990234,-46.9121284484863,-100.187126159668,-32.5490837097168,-85.8432540893555,8.1504020690918,2.16459107398987,47.426628112793,-132.495834350586,64.3698654174805,61.9708061218262,54.1344299316406,127.457420349121,-2.26602101325989,267.090667724609,170.068817138672,-210.315979003906,131.510314941406,-67.7463607788086,-10.4959602355957,-183.266510009766
95.7190322875977,-181.220108032227,176.66828918457,-41.981689453125,169.744155883789,-184.052490234375,94.529914855957,-44.581958770752,182.217727661133,-105.965507507324,-0.82790344953537,-104.61164855957,-73.2772216796875,-88.7199172973633,-70.7607574462891,-86.2043914794922,33.7611351013184,-112.751953125,136.640319824219,92.1460494995117,110.883514404297,90.281867980957,82.1973190307617,90.1567077636719,209.790771484375,-167.738037109375,123.274513244629,-46.5610275268555,8.94243812561035,-180.076034545898
122.541809082031,-103.076850891113,174.277389526367,-45.2465438842773,187.849243164062,-105.514991760254,72.6219863891602,-66.4078598022461,215.944732666016,-70.1753692626953,25.6660690307617,-102.1455078125,-70.0374221801758,-104.081214904785,-37.9531402587891,-157.230316162109,15.3038768768311,24.9076271057129,167.838348388672,60.9725189208984,135.758544921875,92.5122833251953,21.4210643768311,-66.2234191894531,189.344284057617,-124.420616149902,68.9035797119141,-56.0450057983398,21.8382663726807,-108.812767028809
127.548011779785,-83.8729248046875,135.214477539062,-79.3548889160156,115.738899230957,-54.5468521118164,-20.6179676055908,-103.962036132812,163.410461425781,-16.6702098846436,-7.06727170944214,-79.861930847168,-74.5851593017578,-72.0414123535156,19.4934978485107,-135.962463378906,31.3137989044189,127.767417907715,101.725257873535,19.5326595306396,91.3180236816406,126.04679107666,-102.641937255859,59.0782890319824,98.5020751953125,-104.403831481934,-22.6751937866211,-23.9281883239746,-0.295791506767273,-44.6584510803223
132.802825927734,-96.0581741333008,110.68083190918,-85.7288665771484,33.025749206543,-78.3499603271484,-106.002281188965,-97.4698257446289,87.9654388427734,-10.4344358444214,-67.9914093017578,-59.678279876709,-89.9760437011719,-22.5480556488037,-14.9553670883179,-94.7614898681641,56.7788963317871,83.9293823242188,-13.3481178283691,20.9588947296143,34.0108947753906,100.004127502441,-125.659980773926,241.619338989258,7.59562158584595,-110.368255615234,-66.9697647094727,-0.370397418737411,-42.8844909667969,-50.4669647216797
104.900375366211,-80.7026290893555,66.8973693847656,-65.920295715332,-10.8056640625,-105.048057556152,-104.699188232422,-67.1694259643555,39.6310653686523,-72.4951019287109,-103.928527832031,-51.3242073059082,-89.4017715454102,-1.32324182987213,-40.5238914489746,-91.8976974487305,6.30142402648926,-6.23018074035645,-47.6985778808594,47.000301361084,-1.5602251291275,64.7268142700195,-6.4297080039978,215.908172607422,-30.1100177764893,-123.625205993652,-38.7723579406738,-48.817253112793,-52.5852355957031,-74.6108245849609
26.0455722808838,-81.5060882568359,28.6501274108887,-46.106861114502,-18.2883834838867,-129.10107421875,-63.3321685791016,-51.2213516235352,21.2492599487305,-105.980628967285,-92.8738327026367,-59.2400283813477,-65.5067749023438,-8.97734260559082,7.92728757858276,-81.6594696044922,-105.994331359863,-59.223445892334,6.67571830749512,75.7386245727539,-28.5781631469727,67.174934387207,25.9798641204834,73.2885208129883,-35.6337661743164,-147.089080810547,2.76570916175842,-113.01008605957,-42.8874664306641,-97.1032791137695
-59.9108428955078,-135.482177734375,29.393684387207,-38.4644012451172,-42.5905075073242,-197.447952270508,-49.9178504943848,-53.4338912963867,30.041877746582,-146.208099365234,-73.0645370483398,-116.038551330566,-52.9541244506836,-37.4851989746094,50.2047386169434,-96.8903961181641,-153.574951171875,-112.329895019531,36.2641754150391,85.3021469116211,-32.4465255737305,30.7915592193604,-91.9415054321289,-32.8748512268066,-55.1549530029297,-204.525238037109,-14.0778474807739,-147.052062988281,-69.4177169799805,-157.059860229492
-135.974349975586,-181.910491943359,-5.83501958847046,-29.1106185913086,-123.229545593262,-256.455291748047,-78.0031280517578,-61.4214019775391,-7.97711420059204,-233.656478881836,-81.4531402587891,-204.794097900391,-83.7888488769531,-69.8518676757812,50.6998443603516,-148.914825439453,-109.457481384277,-165.285217285156,13.1781024932861,59.5659675598145,17.9905376434326,-60.8015556335449,-77.7399291992188,-138.730712890625,-121.844078063965,-258.043640136719,-86.5061721801758,-164.571380615234,-115.693511962891,-213.672760009766
-208.757110595703,-183.952285766602,-78.9172821044922,-9.73041248321533,-198.296600341797,-277.260101318359,-106.157600402832,-84.5864944458008,-100.747970581055,-261.701171875,-97.0417709350586,-264.622619628906,-104.698120117188,-113.125816345215,38.9297065734863,-145.167663574219,-89.9239883422852,-206.492111206055,13.6879110336304,71.7363204956055,100.274169921875,-160.717651367188,152.312698364258,-290.389556884766,-198.026214599609,-271.070922851562,-113.771354675293,-170.844360351562,-150.674377441406,-233.738189697266
-236.115341186523,-179.940628051758,-84.9748001098633,-15.4386739730835,-217.067413330078,-294.0126953125,-80.8406448364258,-126.849029541016,-134.217864990234,-254.098541259766,-100.187126159668,-307.330688476562,-85.8432540893555,-184.561981201172,2.16459107398987,-128.487670898438,-132.495834350586,-256.219055175781,61.9708061218262,135.747711181641,127.457420349121,-244.247528076172,267.090667724609,-387.5703125,-210.315979003906,-280.958618164062,-67.7463607788086,-170.743392944336,-183.266510009766,-283.424468994141
-181.220108032227,-216.461807250977,-41.981689453125,-55.6715240478516,-184.052490234375,-294.137481689453,-44.581958770752,-160.474258422852,-105.965507507324,-303.215301513672,-104.61164855957,-370.090362548828,-88.7199172973633,-247.781005859375,-86.2043914794922,-166.295944213867,-112.751953125,-257.001617431641,92.1460494995117,102.619384765625,90.281867980957,-272.371215820312,90.1567077636719,-346.299560546875,-167.738037109375,-304.855224609375,-46.5610275268555,-178.988571166992,-180.076034545898,-365.431823730469
-103.076850891113,-284.574127197266,-45.2465438842773,-87.9388122558594,-105.514991760254,-282.755920410156,-66.4078598022461,-179.224578857422,-70.1753692626953,-355.982543945312,-102.1455078125,-431.418762207031,-104.081214904785,-274.863891601562,-157.230316162109,-173.018005371094,24.9076271057129,-177.374816894531,60.9725189208984,-42.9519309997559,92.5122833251953,-254.10530090332,-66.2234191894531,-290.695770263672,-124.420616149902,-312.044555664062,-56.0450057983398,-202.372314453125,-108.812767028809,-413.902191162109
-83.8729248046875,-302.277313232422,-79.3548889160156,-100.580276489258,-54.5468521118164,-281.093414306641,-103.962036132812,-158.506042480469,-16.6702098846436,-387.476654052734,-79.861930847168,-472.379821777344,-72.0414123535156,-280.191711425781,-135.962463378906,-140.734039306641,127.767417907715,-128.290283203125,19.5326595306396,-113.242515563965,126.04679107666,-247.464462280273,59.0782890319824,-346.306427001953,-104.403831481934,-281.244964599609,-23.9281883239746,-203.220474243164,-44.6584510803223,-427.094787597656
-96.0581741333008,-250.276229858398,-85.7288665771484,-91.208740234375,-78.3499603271484,-249.901077270508,-97.4698257446289,-41.239013671875,-10.4344358444214,-396.629211425781,-59.678279876709,-476.047180175781,-22.5480556488037,-248.806564331055,-94.7614898681641,-132.495941162109,83.9293823242188,-164.886306762695,20.9588947296143,-33.3237380981445,100.004127502441,-240.063812255859,241.619338989258,-405.55224609375,-110.368255615234,-211.926483154297,-0.370397418737411,-123.044227600098,-50.4669647216797,-403.246154785156
-80.7026290893555,-230.092361450195,-65.920295715332,-47.1633224487305,-105.048057556152,-192.616088867188,-67.1694259643555,107.742179870605,-72.4951019287109,-328.5458984375,-51.3242073059082,-411.773193359375,-1.32324182987213,-172.277587890625,-91.8976974487305,-129.82275390625,-6.23018074035645,-213.603942871094,47.000301361084,88.5486907958984,64.7268142700195,-214.153549194336,215.908172607422,-384.942687988281,-123.625205993652,-130.873779296875,-48.817253112793,-21.9203433990479,-74.6108245849609,-332.246917724609
-81.5060882568359,-258.490844726562,-46.106861114502,-23.9811573028564,-129.10107421875,-163.61540222168,-51.2213516235352,165.675003051758,-105.980628967285,-244.46484375,-59.2400283813477,-324.747741699219,-8.97734260559082,-102.036010742188,-81.6594696044922,-131.623611450195,-59.223445892334,-235.354858398438,75.7386245727539,117.318572998047,67.174934387207,-221.915161132812,73.2885208129883,-385.8857421875,-147.089080810547,-72.562614440918,-113.01008605957,-19.9267520904541,-97.1032791137695,-269.563446044922
-135.482177734375,-249.108184814453,-38.4644012451172,-65.6735534667969,-197.447952270508,-151.498687744141,-53.4338912963867,140.421493530273,-146.208099365234,-230.994125366211,-116.038551330566,-292.862640380859,-37.4851989746094,-83.5744400024414,-96.8903961181641,-145.554214477539,-112.329895019531,-239.161148071289,85.3021469116211,23.3011531829834,30.7915592193604,-269.452545166016,-32.8748512268066,-409.653717041016,-204.525238037109,-68.3812561035156,-147.052062988281,-94.3885498046875,-157.059860229492,-257.743682861328
-181.910491943359,-218.161178588867,-29.1106185913086,-107.740600585938,-256.455291748047,-154.251220703125,-61.4214019775391,77.104248046875,-233.656478881836,-257.569549560547,-204.794097900391,-313.327056884766,-69.8518676757812,-117.819480895996,-148.914825439453,-172.395950317383,-165.285217285156,-240.341903686523,59.5659675598145,-76.8623809814453,-60.8015556335449,-297.172119140625,-138.730712890625,-331.805358886719,-258.043640136719,-132.466369628906,-164.571380615234,-166.728424072266,-213.672760009766,-288.300659179688
