Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-134.246353149414,-172.896850585938,-149.433044433594,40.7420501708984,-185.570846557617,-11.6381320953369,-136.496231079102,140.447189331055,-214.05647277832,-16.9022884368896,-104.470916748047,22.5642585754395,46.7084884643555,-204.723190307617,162.537719726562,-73.8176116943359,80.3675689697266,-44.2135772705078,-196.401412963867,9.58019065856934,-76.494255065918,63.1263618469238,-204.238479614258,35.811595916748,-86.3230895996094,25.9101448059082,-116.104949951172,-13.8903865814209,-161.839370727539,-66.7193603515625,-73.0846328735352,-15.6138591766357,205.762496948242,-257.337097167969
-162.388519287109,-244.666549682617,-122.114166259766,-3.17652058601379,-203.727432250977,-132.801132202148,-116.081169128418,56.4885864257812,-174.18635559082,-130.631210327148,-12.9076843261719,-74.899528503418,159.612869262695,-260.26513671875,273.845489501953,-122.911926269531,154.930374145508,-53.6310920715332,-186.402053833008,-66.5807113647461,-26.4354934692383,55.711742401123,-212.137557983398,-53.6983795166016,-17.1734447479248,-13.0324783325195,-111.64234161377,-81.1810913085938,-146.95166015625,-102.117973327637,-2.89778351783752,-128.052124023438,303.488189697266,-250.776809692383
-143.708236694336,-190.297012329102,-61.6178436279297,-69.2607345581055,-174.196365356445,-162.204315185547,-96.1558685302734,-20.2222213745117,-87.5677108764648,-198.332733154297,67.7056045532227,-162.720413208008,247.928176879883,-255.051879882812,317.201782226562,-144.41081237793,140.729705810547,-17.2703704833984,-130.46272277832,-101.090103149414,-34.2524185180664,-11.2841329574585,-158.61279296875,-95.788688659668,-6.87316465377808,-92.7968292236328,-61.1921615600586,-118.984016418457,-117.576095581055,-95.883430480957,79.1328125,-193.128143310547,284.285552978516,-186.743072509766
-111.058158874512,-128.776473999023,12.8526887893677,-98.3109970092773,-90.8790512084961,-146.983535766602,-1.55417263507843,-85.6468811035156,12.8138980865479,-254.24543762207,130.658905029297,-165.53564453125,279.968292236328,-243.864852905273,317.173400878906,-113.768173217773,86.1061248779297,14.0160846710205,-44.4616470336914,-118.266906738281,-37.8639945983887,-66.6316223144531,-51.3837432861328,-124.71134185791,-29.4888954162598,-97.391227722168,-4.65401268005371,-107.005332946777,-56.0886421203613,-153.343612670898,161.031158447266,-168.681747436523,251.016723632812,-128.920013427734
-21.5188941955566,-136.272338867188,84.0494079589844,-84.0699691772461,26.6180267333984,-135.810211181641,95.1684341430664,-106.02978515625,141.783737182617,-252.507263183594,195.209365844727,-98.4046401977539,343.276000976562,-172.982635498047,295.107360839844,-18.0874919891357,108.784523010254,39.253833770752,80.0427551269531,-96.9590759277344,-8.45689678192139,-52.2733421325684,64.6012268066406,-115.116271972656,-15.2159824371338,-50.0703964233398,71.4891052246094,-85.2452774047852,49.5731773376465,-164.587951660156,206.014770507812,-98.5580520629883,282.001800537109,-37.3557739257812
125.372314453125,-120.960830688477,78.8270492553711,-36.3876495361328,137.781188964844,-100.718849182129,103.852157592773,-46.5509948730469,253.958435058594,-163.698623657227,216.797927856445,-9.82602691650391,418.972686767578,-18.281774520874,246.345550537109,70.0801391601562,182.178268432617,62.2767295837402,197.457717895508,-74.6541595458984,-10.0233860015869,24.2476711273193,185.915954589844,-83.7337112426758,29.7564373016357,12.3415937423706,182.979782104492,-60.836311340332,147.157913208008,-70.6649551391602,193.151733398438,-47.3782997131348,304.703002929688,85.4231185913086
169.766372680664,-60.010856628418,32.4134521484375,33.9278144836426,201.419586181641,-85.2139358520508,97.5979537963867,-5.58620882034302,264.135650634766,-59.504955291748,214.243225097656,61.6956062316895,369.266937255859,140.095001220703,183.127822875977,92.3644866943359,199.990585327148,56.8562965393066,225.094512939453,-90.9784164428711,-20.799524307251,90.5569152832031,239.735656738281,-81.6022033691406,54.6639137268066,75.5608215332031,247.367828369141,-1.34452486038208,176.99430847168,-26.1026668548584,187.137908935547,-23.8023300170898,240.38166809082,144.871704101562
92.195930480957,-18.4765281677246,32.8788642883301,74.0082092285156,196.84245300293,-94.8265762329102,113.210121154785,-27.110559463501,213.794769287109,23.0177745819092,211.216674804688,106.545303344727,221.504257202148,258.019927978516,110.049140930176,119.352951049805,132.97721862793,59.9498023986816,196.220581054688,-75.6894226074219,-5.26303005218506,103.710624694824,200.364456176758,-69.565544128418,26.2319450378418,78.9732666015625,209.020202636719,59.1321830749512,155.783340454102,-30.5138645172119,203.282684326172,13.7194604873657,97.7589492797852,193.398986816406
25.0562419891357,43.3557739257812,50.0306587219238,67.2540664672852,160.545440673828,-36.5069885253906,136.600143432617,-12.2785186767578,183.278610229492,108.934074401855,163.006637573242,147.762741088867,86.4019393920898,346.211303710938,39.0883178710938,163.853103637695,52.280948638916,76.9862976074219,176.997100830078,-1.43806350231171,4.2789044380188,102.683822631836,172.169982910156,-4.9038667678833,-26.1192455291748,51.7733345031738,124.855491638184,84.2605438232422,124.5205078125,24.607608795166,172.638137817383,75.4464721679688,-58.3613433837891,259.222930908203
-46.219367980957,113.177848815918,49.3560523986816,71.5706481933594,105.15941619873,51.5982360839844,165.727813720703,69.3485107421875,117.386619567871,153.902816772461,90.0950393676758,172.367218017578,-59.6677360534668,336.066864013672,-18.0219631195068,144.217575073242,-0.292898297309875,51.3992919921875,118.506629943848,49.8426132202148,23.6561870574951,114.615432739258,138.073318481445,57.8527641296387,-17.9124355316162,65.2695388793945,51.6408882141113,85.6739196777344,46.5202102661133,79.9715576171875,89.1341323852539,117.672508239746,-182.074157714844,212.436538696289
