Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2
142.727508544922,305.482604980469,272.605224609375,-52.5084915161133,-40.5326614379883,242.673324584961,202.142074584961,70.9802474975586,-86.5368804931641,60.8604125976562,79.2811889648438,-87.6869506835938,-94.199836730957,245.858016967773,6.23759698867798,-62.068603515625,-97.4225540161133,235.584732055664,191.231292724609,-61.9088134765625,-118.00341796875,243.4716796875,-72.6116256713867,175.781311035156,78.8653564453125,-5.55998945236206,-74.5995254516602,232.904251098633,3.99595665931702,138.104141235352
154.903961181641,422.689758300781,209.38818359375,-29.0364189147949,-68.1188735961914,268.016326904297,137.87272644043,6.70264053344727,-66.9863052368164,44.3713684082031,-67.455810546875,-185.006103515625,-58.0283241271973,157.807586669922,-66.5846862792969,-138.80224609375,-89.7458953857422,192.403045654297,188.205215454102,-11.1659736633301,-117.392723083496,358.748382568359,-56.4765777587891,198.412551879883,124.559051513672,-15.9620943069458,-30.5771598815918,206.031921386719,2.29755020141602,71.8308639526367
55.5563583374023,380.8779296875,86.8435974121094,-19.2987327575684,-38.0802688598633,231.420822143555,114.641136169434,-125.928329467773,45.4305191040039,63.2547378540039,-103.654678344727,-304.799560546875,-35.9499015808105,131.355361938477,-109.042617797852,-247.471664428711,-84.6439056396484,106.423164367676,191.238403320312,34.1739311218262,-44.9587554931641,325.591339111328,67.5801010131836,227.516265869141,193.122253417969,-27.1399612426758,24.5320167541504,204.734527587891,75.136474609375,86.3814849853516
-43.7312393188477,265.083740234375,5.39486169815063,-16.7245235443115,27.543851852417,160.905609130859,108.360946655273,-167.457244873047,146.15380859375,165.344299316406,-74.2174530029297,-318.182678222656,-1.3604633808136,197.444854736328,-115.630760192871,-268.501220703125,-92.3244400024414,142.184814453125,167.118179321289,53.6648559570312,4.35867166519165,195.462829589844,162.817092895508,261.900360107422,229.139129638672,-64.9630584716797,65.8809127807617,228.449981689453,110.00968170166,177.229125976562
1.9668937921524,224.925308227539,-23.6593379974365,-3.08471465110779,92.1037750244141,140.061614990234,65.8509826660156,-79.8235931396484,169.83088684082,309.529510498047,-126.872116088867,-204.466293334961,20.5362186431885,281.229736328125,-165.330352783203,-170.781585693359,-81.0052108764648,275.488189697266,124.815559387207,26.4585571289062,24.43532371521,172.485427856445,159.009613037109,274.850891113281,158.69709777832,-17.6330795288086,87.8968734741211,234.781112670898,60.6437187194824,272.171234130859
185.965896606445,239.955810546875,-76.2922973632812,6.62084197998047,100.58568572998,201.312088012695,-21.2538585662842,33.2626838684082,107.17115020752,368.793243408203,-212.248291015625,-94.2552185058594,-16.8867835998535,294.969848632812,-245.982452392578,-72.6991882324219,-58.6975059509277,263.845916748047,80.765739440918,-69.2341461181641,70.5217590332031,198.664627075195,105.224143981934,257.765167236328,60.2256050109863,103.741165161133,97.0878219604492,193.510986328125,8.90503406524658,300.123413085938
327.120880126953,249.619476318359,-144.583404541016,-21.739990234375,52.4764633178711,236.295135498047,-113.53434753418,103.265357971191,15.9608888626099,311.300323486328,-225.347106933594,-54.6275405883789,-38.7015190124512,233.043716430664,-274.081390380859,-28.6297149658203,-21.582820892334,188.651138305664,56.5801582336426,-113.494941711426,102.151313781738,196.376403808594,76.8998794555664,229.828918457031,51.8745422363281,173.990341186523,92.8091583251953,155.430908203125,15.2467222213745,259.039276123047
305.058898925781,264.630737304688,-168.474685668945,-66.4746017456055,19.9435729980469,196.814910888672,-130.205108642578,84.0672302246094,10.0357475280762,202.146347045898,-179.082229614258,-51.9020576477051,44.5870399475098,156.124069213867,-223.631866455078,2.33403778076172,117.854278564453,208.397796630859,71.6797027587891,-41.9702072143555,116.495552062988,223.63801574707,122.22265625,164.902145385742,120.197189331055,189.449935913086,107.091667175293,174.407180786133,97.6799697875977,202.46321105957
200.053329467773,274.900085449219,-139.573226928711,-84.9422454833984,59.9872970581055,165.103057861328,-57.541561126709,5.95939445495605,70.8903274536133,112.261322021484,-116.206520080566,-74.4627151489258,192.184356689453,120.139739990234,-131.148223876953,20.5294761657715,268.503936767578,232.548004150391,55.6094818115234,25.147123336792,144.805770874023,230.373458862305,179.794677734375,110.989013671875,151.369384765625,206.609420776367,172.148315429688,196.822204589844,200.655166625977,198.435516357422
181.32682800293,255.66569519043,-91.1642074584961,-69.9913635253906,157.427001953125,170.222640991211,30.7917251586914,-9.80756282806396,86.4249801635742,84.9846878051758,-71.5647201538086,-103.366760253906,280.326019287109,138.957855224609,-62.428539276123,-11.0318937301636,275.2529296875,200.148971557617,-27.6493148803711,21.5844879150391,166.700698852539,183.928833007812,180.779190063477,150.755889892578,79.3794937133789,192.269866943359,233.39143371582,168.413726806641,214.705169677734,243.828506469727
