Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
82.6262741088867,-44.6878318786621,313.027862548828,44.6844100952148,22.458080291748,-85.6328506469727,152.822784423828,-85.3286437988281,113.659324645996,-64.5751113891602,-61.3723602294922,-76.7723617553711,-11.0256223678589,-71.22412109375,-73.6435012817383,-37.1338958740234,-70.0343704223633,-35.8520088195801,49.2325096130371,218.881820678711,104.224769592285,51.9846000671387,35.5525741577148,-139.822616577148,133.513137817383,-34.3557090759277,-18.6785259246826,-206.883972167969,77.0292434692383,-59.3810539245605,58.449764251709,-36.3382682800293
81.6147613525391,-54.9134902954102,244.296295166016,96.8155746459961,-15.2042818069458,-49.5241737365723,139.872589111328,-56.8608016967773,120.862701416016,-45.4967231750488,-73.0850143432617,-61.1455688476562,13.5922269821167,-82.8359909057617,-111.199859619141,-39.2059860229492,2.99854159355164,-79.477180480957,43.9011840820312,221.588439941406,115.614143371582,45.5833702087402,-45.3234443664551,-118.934349060059,173.28776550293,-33.2900772094727,-15.3618640899658,-96.327751159668,14.2569026947021,-4.51922607421875,72.5259399414062,44.0505523681641
-0.172086864709854,-58.6524620056152,182.960494995117,104.629341125488,-68.590461730957,34.6231575012207,160.124954223633,48.9211654663086,155.39599609375,42.7238883972168,-57.7710876464844,10.2550630569458,79.1239242553711,5.03449296951294,-108.613540649414,-18.1415958404541,82.8450088500977,-38.2102890014648,42.1904754638672,200.036102294922,132.439331054688,64.7805786132812,4.59854698181152,26.1873340606689,198.472793579102,5.44415330886841,120.319610595703,3.28672671318054,9.61840534210205,84.3112411499023,118.860160827637,170.002777099609
-51.0109443664551,-29.912878036499,179.48030090332,91.9416046142578,-47.9636726379395,103.259452819824,143.504470825195,64.4863204956055,158.259994506836,71.6677474975586,1.1721408367157,69.4973983764648,120.62181854248,42.6682052612305,-42.9841499328613,-8.54754638671875,112.095184326172,-43.3025054931641,98.935661315918,204.180435180664,130.197708129883,159.816680908203,78.2868576049805,64.0966339111328,157.580383300781,18.4990692138672,135.32275390625,-53.0938682556152,38.2411499023438,104.584915161133,85.5167236328125,147.115280151367
-21.5633144378662,2.53366327285767,225.25456237793,116.191383361816,31.7679958343506,66.2439498901367,68.85791015625,-8.79751205444336,107.140678405762,-7.21645879745483,27.1023979187012,40.2995910644531,99.6681289672852,-26.0430698394775,3.52934670448303,-9.71764755249023,109.990562438965,-112.636993408203,164.96418762207,168.986968994141,96.2202682495117,262.5078125,85.4770736694336,-49.0909729003906,77.864875793457,-26.1481609344482,-7.71308374404907,-89.105224609375,41.4552688598633,21.6094264984131,33.443115234375,30.1022396087646
26.5072784423828,-22.9686584472656,190.987686157227,108.221603393555,58.8229827880859,14.5505313873291,23.2138481140137,-64.8186492919922,57.4453277587891,-68.1859512329102,5.77476358413696,22.7020492553711,104.35530090332,-75.4129638671875,20.6850852966309,19.8735084533691,120.362915039062,-121.856658935547,172.009536743164,67.1361923217773,70.3490676879883,295.490386962891,73.7541046142578,-96.5000839233398,106.81322479248,-62.2315979003906,-80.3136291503906,-30.5140438079834,35.9396934509277,-31.8290863037109,18.4029693603516,2.20540165901184
41.5415077209473,-105.882339477539,69.4442977905273,23.4396381378174,26.3895492553711,1.12717819213867,16.8769226074219,-80.5062103271484,62.1357536315918,-48.1009368896484,-30.2857666015625,25.4609432220459,152.766738891602,-46.4085998535156,15.3605298995972,16.4945411682129,102.235580444336,-74.0957412719727,185.767807006836,-60.3982124328613,69.3693466186523,313.745452880859,-7.91551923751831,-48.3795318603516,195.67724609375,-47.5680809020996,-51.4133415222168,-15.5551061630249,30.632963180542,-28.6370964050293,0.733164548873901,-5.92324256896973
27.1551952362061,-183.489837646484,34.2711524963379,-74.9997100830078,-39.7873764038086,-19.8556308746338,20.6265048980713,-80.71826171875,89.1304244995117,-37.8159523010254,-97.8488235473633,-39.3525886535645,147.148208618164,-4.68172597885132,-42.6247863769531,-69.9202041625977,44.8887710571289,-50.3616676330566,214.39665222168,-186.867446899414,89.6209411621094,301.872192382812,-111.740325927734,-84.6114196777344,159.560684204102,-25.9984378814697,-1.96556782722473,-107.376197814941,-15.3751153945923,-29.6201133728027,-27.2676410675049,-71.8295135498047
-3.58145880699158,-193.289276123047,66.7201843261719,-125.567657470703,-114.211044311523,-28.1245727539062,32.6097831726074,-61.6633987426758,71.1261444091797,-39.5148887634277,-147.476867675781,-106.582420349121,86.6852111816406,11.3739891052246,-83.0325088500977,-149.43244934082,34.000804901123,-40.6637115478516,190.765411376953,-223.566177368164,99.6280975341797,245.610366821289,-96.3252410888672,-159.656234741211,48.5868873596191,7.14072322845459,0.406536638736725,-174.258865356445,-75.8661804199219,4.11484575271606,-29.7606029510498,-109.160942077637
-32.0985450744629,-138.896270751953,45.7225570678711,-132.031646728516,-122.131172180176,-17.3509864807129,-8.19889640808105,7.64812707901001,-0.39502415060997,24.4484672546387,-114.73503112793,-109.101829528809,12.8290719985962,36.318733215332,-55.6819038391113,-151.365173339844,35.0953102111816,-10.2022190093994,179.552398681641,-133.606231689453,74.0185623168945,246.963088989258,-72.994140625,-114.888092041016,-9.85272789001465,89.0647811889648,-120.283813476562,-108.775192260742,-85.8272552490234,57.9550628662109,-29.6675777435303,-116.406135559082
