Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-103.118843078613,-75.1126174926758,-49.613452911377,-220.641387939453,-32.8340759277344,-82.6638259887695,19.1539096832275,-124.400810241699,-5.55231952667236,-9.90760803222656,-15.5768156051636,-79.1277923583984,46.8233833312988,-108.20768737793,77.4780502319336,-137.440093994141,196.076995849609,-122.83154296875,-15.9287118911743,-22.2721862792969,-31.520076751709,-125.483833312988,50.0186882019043,1.43300247192383,54.5805358886719,-151.727386474609,49.2388687133789,-2.87175941467285,39.526424407959,-166.525344848633,80.8899841308594,-57.7179145812988,-33.5442428588867,21.1952819824219,142.307037353516,-110.471351623535
-37.0543365478516,-67.1285247802734,-29.0047168731689,-189.235641479492,2.6864652633667,-23.2068176269531,49.5994987487793,-39.8882675170898,-51.8801155090332,27.4687519073486,-11.5275230407715,77.5987701416016,-76.8645172119141,-53.871395111084,-16.3506164550781,1.10295677185059,24.2711734771729,-90.9208221435547,5.48450136184692,-4.60173940658569,-27.197301864624,-44.491943359375,-3.69061827659607,30.1673946380615,35.8171653747559,-55.1211090087891,23.2266597747803,28.4325160980225,20.9890899658203,-71.2558898925781,102.880508422852,-38.3869247436523,-73.2243957519531,160.326736450195,45.2147445678711,58.1834297180176
-18.4728775024414,-104.131721496582,-63.3111381530762,-154.684829711914,18.5054130554199,-21.9516887664795,-20.5942859649658,27.0007095336914,-103.118675231934,20.2541217803955,-88.9247360229492,213.589752197266,-172.160232543945,71.7253799438477,-73.8185958862305,151.369598388672,-57.225154876709,-120.315567016602,-25.025951385498,-64.4955291748047,-61.4529075622559,38.0067405700684,-79.7260818481445,44.8162612915039,-2.97443532943726,59.2803649902344,-2.59602689743042,108.963768005371,61.6853981018066,58.5811195373535,38.2188301086426,-24.4052448272705,-168.931518554688,239.2802734375,-31.5061092376709,235.337265014648
-37.4995193481445,-92.2591400146484,-119.148765563965,-114.678016662598,-9.85748958587646,-41.1531219482422,-168.397079467773,140.569808959961,-135.007095336914,-0.153620049357414,-228.592727661133,297.695343017578,-137.836364746094,160.880554199219,-77.5022811889648,228.846633911133,-63.8546333312988,-54.9157447814941,-64.9430923461914,-59.3144607543945,-124.526077270508,98.8238067626953,-88.3683929443359,34.3702125549316,-39.5427017211914,106.484535217285,10.4466199874878,106.265296936035,40.9343490600586,103.227127075195,-45.5314750671387,21.9038391113281,-259.328094482422,296.377624511719,-44.8010787963867,240.301467895508
-36.4913101196289,-57.7893104553223,-109.103057861328,-66.2183227539062,-50.6183280944824,-17.5944023132324,-200.882995605469,203.745391845703,-141.246185302734,-23.7078285217285,-274.77001953125,271.734924316406,-100.27326965332,106.657669067383,-88.4658584594727,163.945114135742,15.4988470077515,59.721622467041,-76.2462158203125,4.3901252746582,-158.241195678711,102.64038848877,-80.0980072021484,13.3680419921875,-73.2502136230469,79.8433227539062,-3.43769931793213,6.6960620880127,-62.0804595947266,63.9840888977051,-86.2226791381836,40.1106033325195,-262.397583007812,221.02587890625,-90.6581115722656,122.406631469727
-85.691276550293,-21.2773284912109,-98.0326538085938,-26.1324939727783,-80.8844299316406,54.659122467041,-137.235763549805,132.647384643555,-131.69303894043,-61.9637565612793,-247.736251831055,136.940826416016,-132.078689575195,0.816325008869171,-123.589332580566,37.5914497375488,60.8949127197266,9.35369300842285,-103.943328857422,72.7152328491211,-154.351577758789,57.9567604064941,-98.9836959838867,1.02705883979797,-117.438751220703,24.810037612915,-36.4717597961426,-40.4681777954102,-127.003067016602,13.792405128479,-117.980072021484,22.7567653656006,-249.438919067383,64.3855361938477,-153.238830566406,17.329158782959
-140.95393371582,34.7018699645996,-128.110565185547,27.6471309661865,-110.741165161133,113.850547790527,-117.237152099609,112.205154418945,-125.761329650879,-85.3298187255859,-221.92170715332,34.0356025695801,-164.408386230469,-55.557487487793,-112.559669494629,-3.35411858558655,-19.9535751342773,21.4240608215332,-130.402450561523,106.183517456055,-88.2053298950195,28.9097270965576,-117.245361328125,-15.5652418136597,-86.063232421875,-19.0536193847656,-4.47846412658691,-20.1455459594727,-68.183837890625,-7.63338375091553,-148.830123901367,44.9792404174805,-200.062713623047,8.99006938934326,-178.793212890625,-47.9934883117676
-113.757514953613,45.1589126586914,-91.1706390380859,60.230224609375,-141.038726806641,108.066612243652,-87.9541244506836,169.803573608398,-130.718231201172,-40.9991455078125,-161.529159545898,8.8977575302124,-189.189254760742,-40.6549453735352,-39.8676681518555,-18.2429981231689,25.0039501190186,150.286056518555,-135.661193847656,59.117431640625,6.28553819656372,41.9151611328125,-143.690780639648,-17.0004863739014,14.8579654693604,-42.5219497680664,27.5872535705566,15.5822877883911,47.6497764587402,-33.6360054016113,-167.057250976562,116.755966186523,-111.407096862793,11.9862394332886,-196.852096557617,-68.5991973876953
-100.380912780762,30.0436820983887,-64.9291381835938,83.4119338989258,-162.957580566406,84.7759857177734,-80.2431945800781,198.869186401367,-125.206413269043,53.5888671875,-127.900810241699,23.9232692718506,-198.505950927734,19.7384052276611,-49.484748840332,-46.9335708618164,104.972213745117,105.215789794922,-155.882751464844,24.7415008544922,-14.9594326019287,91.9683074951172,-139.351867675781,21.5242614746094,7.01675653457642,-20.9001140594482,9.21292114257812,51.3082160949707,44.6270713806152,-28.7919483184814,-170.652114868164,146.966400146484,-115.154190063477,20.3117485046387,-199.254608154297,-64.8926315307617
-112.830596923828,57.1276245117188,-157.372421264648,122.28254699707,-148.398147583008,100.33455657959,-140.99983215332,215.592864990234,-79.0214385986328,131.432312011719,-146.717361450195,61.2476119995117,-154.576217651367,54.1465148925781,-145.751846313477,-8.46845626831055,-31.5023899078369,-28.2559280395508,-123.412010192871,65.9051361083984,-117.399490356445,110.828132629395,-66.3698043823242,92.4888305664062,-114.096160888672,28.161283493042,-0.8692746758461,54.9830360412598,-95.8418350219727,45.0774688720703,-124.429641723633,93.4092788696289,-117.426811218262,45.8458480834961,-175.000625610352,-67.159782409668
