Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Pz_Col1,Pz_Col2
-125.909019470215,-81.1738204956055,109.327072143555,56.5277557373047,-113.104530334473,-140.592330932617,93.3637542724609,32.0441970825195,-94.4496765136719,-162.0224609375,19.5601425170898,-176.1015625,-64.258186340332,-117.55509185791,105.155708312988,-58.4063568115234,-189.252899169922,-153.210342407227,-106.736892700195,-118.195938110352,79.0776214599609,-119.278884887695,-134.371490478516,-101.497062683105,-163.157043457031,-93.5634613037109,-150.424285888672,-111.389488220215,-119.011505126953,-198.240982055664
-111.449867248535,-125.916984558105,84.1515884399414,76.440055847168,-111.071655273438,-118.230224609375,92.4467391967773,73.3670883178711,-80.4803466796875,-128.924545288086,144.128570556641,-144.460739135742,-35.1827354431152,-74.0461654663086,129.044052124023,-16.1701240539551,-132.13542175293,-124.810249328613,-109.207389831543,-102.438827514648,104.069244384766,-64.0924453735352,-98.8001327514648,-48.1242942810059,-32.2445030212402,-91.0038833618164,-105.05931854248,-102.842956542969,-27.5936660766602,-117.976806640625
-15.2253980636597,-54.9935569763184,-46.4207077026367,72.2062072753906,-94.9597015380859,-74.0823745727539,-26.1798076629639,57.216552734375,-49.4431648254395,-42.2619476318359,118.203071594238,-16.0078201293945,23.8362903594971,50.2355422973633,53.6401290893555,65.9247436523438,-67.2014007568359,-30.3245010375977,-151.258010864258,-7.87780094146729,36.5642738342285,5.4823055267334,-136.116775512695,57.9461250305176,-14.1230630874634,-12.0038385391235,-57.4676895141602,-31.6798152923584,-17.4978847503662,21.1362171173096
27.7421340942383,42.9590148925781,-120.360076904297,99.8748931884766,-100.350448608398,5.59649848937988,-94.1933517456055,96.0916290283203,-84.3701400756836,104.769264221191,53.8534355163574,148.467727661133,-29.9753093719482,198.320449829102,1.13185214996338,161.412750244141,-73.949836730957,79.4752883911133,-224.103149414062,80.5890197753906,-25.2664203643799,72.3079452514648,-221.298202514648,148.6630859375,-80.0172119140625,72.7462387084961,-37.2804565429688,65.4400177001953,-33.8324699401855,110.103134155273
3.06380891799927,56.4245872497559,-63.303524017334,163.127685546875,-144.186218261719,83.8404693603516,-65.5349349975586,144.542053222656,-174.484741210938,192.919097900391,46.3077239990234,215.885955810547,-116.988464355469,254.929290771484,-15.2561864852905,194.884887695312,-92.027961730957,129.724792480469,-279.467956542969,55.799488067627,-18.2122039794922,85.0587921142578,-256.385955810547,165.31217956543,-69.6685562133789,125.897476196289,-38.5054550170898,84.9571685791016,-35.229808807373,112.545845031738
18.159517288208,-8.90528964996338,67.8151550292969,165.022811889648,-177.386566162109,89.7324371337891,-21.8980178833008,102.329086303711,-237.130706787109,163.820190429688,50.7976226806641,186.598648071289,-128.026214599609,196.451202392578,-7.15614175796509,154.718963623047,-75.7187271118164,113.088409423828,-297.499145507812,-11.7705526351929,4.13668203353882,55.5114097595215,-243.708755493164,124.664558410645,-21.6143589019775,166.458953857422,-54.4878387451172,62.139102935791,-86.666015625,131.188049316406
23.3621597290039,-60.3649063110352,145.622924804688,63.9790725708008,-155.910751342773,61.7679824829102,-8.76558494567871,35.3090324401855,-233.735595703125,97.7115478515625,33.7340278625488,150.825012207031,-110.345413208008,135.130950927734,13.4489393234253,133.803527832031,-62.0665855407715,86.1484298706055,-250.727737426758,-26.8888816833496,-37.9237251281738,52.2717666625977,-242.383407592773,65.3513488769531,-21.686767578125,200.27571105957,-95.681022644043,89.747184753418,-127.536209106445,153.678039550781
-37.4606399536133,-42.7118301391602,70.8380889892578,-17.4501991271973,-114.36971282959,79.7358016967773,-49.9666137695312,72.8932189941406,-210.9755859375,71.3968276977539,-19.4487743377686,175.51399230957,-106.730606079102,109.953636169434,-6.70368242263794,141.517318725586,-61.6212310791016,56.0669784545898,-172.459075927734,6.27646207809448,-144.195892333984,122.631988525391,-236.426605224609,29.7020130157471,-18.3569297790527,187.531005859375,-154.206283569336,170.438262939453,-117.004615783691,101.303047180176
-50.4226531982422,4.15060901641846,-33.777759552002,-23.3945541381836,-109.605491638184,121.134643554688,-110.151626586914,188.758651733398,-208.511932373047,76.7033996582031,-104.01383972168,249.469909667969,-103.717987060547,43.5421371459961,-53.3736305236816,120.287635803223,-77.1536407470703,-2.39618563652039,-125.988655090332,70.2997741699219,-214.765594482422,210.327285766602,-187.888549804688,38.1246185302734,1.68126511573792,136.640228271484,-175.496170043945,229.260803222656,-143.748016357422,40.3430252075195
-26.8775978088379,57.1131401062012,-13.6422433853149,-1.97695958614349,-134.073852539062,151.84260559082,-76.9665908813477,230.747344970703,-194.454788208008,73.9970169067383,-161.141906738281,264.307922363281,-109.860328674316,-25.1671810150146,-71.7463150024414,122.056037902832,-120.358840942383,-47.5663414001465,-111.80192565918,146.523086547852,-185.755264282227,207.711059570312,-131.78271484375,63.0977745056152,-30.6304798126221,136.738922119141,-138.317764282227,215.378982543945,-197.328552246094,41.62109375
