Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
50.8913459777832,104.577133178711,48.8108940124512,-109.690605163574,12.4232244491577,93.8486557006836,13.4710674285889,-85.8112411499023,-143.457138061523,96.6239624023438,-121.447364807129,-52.7477378845215,-484.054626464844,-121.201934814453,-214.266555786133,-36.5903854370117,-202.259262084961,57.2788887023926,-330.569702148438,37.0762557983398,-96.9245376586914,38.5064659118652,-76.6841125488281,26.5833702087402,-147.429885864258,6.86945295333862,-172.710784912109,13.5433502197266,39.5742111206055,89.3901443481445,-49.4428596496582,2.16834449768066
13.3781986236572,134.216995239258,-33.5602760314941,-10.1467723846436,15.6177816390991,84.7117767333984,-21.5925178527832,7.17194080352783,-124.773979187012,80.2312545776367,-127.84676361084,5.12077569961548,-438.252960205078,-177.020202636719,-225.173355102539,-28.0469150543213,-177.327239990234,76.2690505981445,-227.33918762207,9.0535774230957,-62.648323059082,-13.6330585479736,-76.0150299072266,84.7584991455078,-131.556030273438,-56.7785568237305,-165.749084472656,-126.985687255859,28.8630027770996,159.489303588867,-57.8262481689453,69.1265563964844
-46.3085174560547,101.395393371582,-183.964721679688,61.5100021362305,-11.7245855331421,91.0563507080078,-83.3829956054688,46.6292724609375,-106.029197692871,113.33422088623,-167.03889465332,55.9830169677734,-364.978454589844,-119.39119720459,-256.603637695312,-2.22516059875488,-186.907653808594,94.8425979614258,-97.6997451782227,-1.94594049453735,-40.2141265869141,4.86671257019043,-129.621246337891,46.491153717041,-58.7824363708496,-7.25557899475098,-131.221466064453,-97.6185073852539,20.8437881469727,185.346206665039,-78.4948577880859,110.187133789062
-26.70680809021,73.0133972167969,-251.069488525391,56.2262763977051,6.92913627624512,80.6235046386719,-127.975318908691,1.49287533760071,-16.4855537414551,127.96361541748,-153.130889892578,-0.0293435417115688,-223.265563964844,-84.1472396850586,-217.235916137695,-67.8344879150391,-100.727722167969,33.9462623596191,-37.8652687072754,-4.49335336685181,7.74766254425049,70.6075973510742,-177.625289916992,-59.2070922851562,34.3626708984375,51.6639518737793,-67.2354049682617,17.9658489227295,78.5483169555664,77.7888336181641,12.1786880493164,20.0847415924072
59.9455299377441,10.4733448028564,-203.485626220703,-63.631721496582,80.9755935668945,-4.87467765808105,-93.7003860473633,-131.623489379883,97.708610534668,45.6880378723145,-50.0310211181641,-156.219085693359,-38.3881492614746,-147.814086914062,-68.8477172851562,-181.114471435547,36.7932472229004,-21.485746383667,-35.6134033203125,-43.2554969787598,36.3507270812988,61.3596229553223,-144.523391723633,-146.50651550293,61.3801078796387,29.5575866699219,-47.5823249816895,57.6582183837891,139.182342529297,-87.9698791503906,120.013000488281,-156.795776367188
102.993667602539,-45.9335136413574,-126.991607666016,-155.657699584961,98.7255859375,-102.23664855957,-4.46341943740845,-254.453826904297,104.244110107422,-59.0666847229004,48.0287590026855,-284.957580566406,14.007417678833,-172.942245483398,27.8801155090332,-219.890319824219,-16.5182209014893,71.0408706665039,-56.7784690856934,-108.722259521484,-26.9966068267822,31.5761127471924,-50.4938926696777,-156.03010559082,-11.5366220474243,18.3821430206299,-144.167404174805,45.8068656921387,135.498184204102,-133.487686157227,122.611106872559,-287.157623291016
63.5461311340332,-29.268669128418,-29.4639682769775,-142.58642578125,39.8622779846191,-122.854911804199,33.9145698547363,-281.762054443359,70.0637054443359,-92.7162475585938,63.7443962097168,-319.211547851562,-18.7247657775879,-87.6432800292969,16.927921295166,-172.875030517578,-69.4830932617188,245.686325073242,-89.257568359375,-98.2323837280273,-95.5106582641602,31.742805480957,11.6675567626953,-131.135528564453,-44.9629096984863,50.0032157897949,-158.593215942383,66.7452774047852,111.333374023438,-110.765731811523,86.7966384887695,-307.343536376953
-13.586838722229,-40.6630172729492,-4.0548849105835,-138.635131835938,13.2222557067871,-126.441696166992,-25.9381351470947,-284.748413085938,114.087295532227,-105.319557189941,21.547384262085,-310.732055664062,37.8602180480957,-9.5224666595459,16.6815357208252,-101.400566101074,118.497261047363,300.529327392578,-125.496757507324,31.4277400970459,-71.2783584594727,-30.6976222991943,-27.5130138397217,-138.571197509766,48.3983268737793,38.6486282348633,47.1398124694824,79.9250640869141,83.4419021606445,-169.358734130859,91.7320556640625,-283.574371337891
-60.7456550598145,-135.59587097168,-118.119606018066,-172.895248413086,49.7027435302734,-184.456588745117,-125.097213745117,-311.415466308594,165.708251953125,-135.476837158203,-27.5933151245117,-298.606109619141,98.9183502197266,15.6098909378052,44.0337219238281,-61.2686729431152,258.813507080078,245.160903930664,-93.9584197998047,103.568885803223,-0.110147088766098,-116.570732116699,-97.4902038574219,-169.336822509766,141.171188354492,6.36601400375366,238.231826782227,60.765697479248,45.0026397705078,-240.759140014648,80.9588623046875,-266.032073974609
-5.14561223983765,-194.694900512695,-184.989929199219,-174.359100341797,87.8181991577148,-241.34309387207,-156.854751586914,-296.514923095703,145.32698059082,-153.287185668945,-59.523998260498,-258.978454589844,21.2264728546143,27.1031227111816,17.0344390869141,-57.5176086425781,159.143356323242,205.805313110352,1.10114169120789,40.9661521911621,50.4524993896484,-111.04500579834,-72.8132247924805,-170.008392333984,114.577156066895,11.7907934188843,200.781478881836,57.9938812255859,41.5164833068848,-217.070098876953,20.6456127166748,-210.26806640625
104.577133178711,-149.007171630859,-109.690605163574,-139.086090087891,93.8486557006836,-224.975952148438,-85.8112411499023,-232.937805175781,96.6239624023438,-149.86735534668,-52.7477378845215,-182.473510742188,-121.201934814453,21.7934494018555,-36.5903854370117,-22.4440479278564,57.2788887023926,188.701156616211,37.0762557983398,18.1111087799072,38.5064659118652,-49.2303810119629,26.5833702087402,-139.016937255859,6.86945295333862,39.9101333618164,13.5433502197266,83.6398391723633,89.3901443481445,-143.941970825195,2.16834449768066,-137.530227661133
134.216995239258,-66.7470397949219,-10.1467723846436,-96.9034881591797,84.7117767333984,-147.642440795898,7.17194080352783,-201.648696899414,80.2312545776367,-112.823219299316,5.12077569961548,-130.061553955078,-177.020202636719,9.09527015686035,-28.0469150543213,31.0299415588379,76.2690505981445,172.221740722656,9.0535774230957,36.0017967224121,-13.6330585479736,0.832911670207977,84.7584991455078,-141.050155639648,-56.7785568237305,69.3285980224609,-126.985687255859,100.630279541016,159.489303588867,-99.9095306396484,69.1265563964844,-141.759948730469
101.395393371582,-25.7989864349365,61.5100021362305,-61.7024879455566,91.0563507080078,-84.5429382324219,46.6292724609375,-245.390151977539,113.33422088623,-66.4886322021484,55.9830169677734,-167.101028442383,-119.39119720459,-14.4567356109619,-2.22516059875488,0.956922590732574,94.8425979614258,152.736907958984,-1.94594049453735,-61.9164352416992,4.86671257019043,13.1970643997192,46.491153717041,-194.43034362793,-7.25557899475098,69.3039169311523,-97.6185073852539,90.3043746948242,185.346206665039,-102.764495849609,110.187133789062,-197.07243347168
73.0133972167969,-5.28494644165039,56.2262763977051,-38.5269813537598,80.6235046386719,-82.9509811401367,1.49287533760071,-291.345275878906,127.96361541748,-70.6323471069336,-0.0293435417115688,-226.945022583008,-84.1472396850586,-61.1283645629883,-67.8344879150391,-69.971076965332,33.9462623596191,115.492691040039,-4.49335336685181,-180.70166015625,70.6075973510742,-16.8958435058594,-59.2070922851562,-232.08154296875,51.6639518737793,45.7029647827148,17.9658489227295,85.499755859375,77.7888336181641,-100.489814758301,20.0847415924072,-191.38346862793
10.4733448028564,29.4192676544189,-63.631721496582,-27.2807559967041,-4.87467765808105,-115.213218688965,-131.623489379883,-235.718597412109,45.6880378723145,-98.9488830566406,-156.219085693359,-181.361480712891,-147.814086914062,-69.3008804321289,-181.114471435547,-71.8962478637695,-21.485746383667,78.6931686401367,-43.2554969787598,-174.136367797852,61.3596229553223,-54.6282348632812,-146.50651550293,-200.894866943359,29.5575866699219,24.3547649383545,57.6582183837891,71.734504699707,-87.9698791503906,-70.6630706787109,-156.795776367188,-99.8410720825195
-45.9335136413574,-5.2262601852417,-155.657699584961,-23.8227920532227,-102.23664855957,-157.937759399414,-254.453826904297,-115.926536560059,-59.0666847229004,-121.611450195312,-284.957580566406,-75.7974166870117,-172.942245483398,-55.5671844482422,-219.890319824219,-47.3455200195312,71.0408706665039,28.544095993042,-108.722259521484,-148.080184936523,31.5761127471924,-100.150360107422,-156.03010559082,-115.238761901855,18.3821430206299,-43.214038848877,45.8068656921387,-31.3552474975586,-133.487686157227,-79.3610458374023,-287.157623291016,-11.2328767776489
