Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-18.7144336700439,28.1702461242676,-130.446929931641,80.1371917724609,-32.139274597168,97.7508010864258,11.9843912124634,75.7113723754883,31.6131477355957,-20.9778099060059,105.29084777832,139.099258422852,13.2952251434326,-58.3341789245605,30.4934005737305,92.1225433349609,26.7278804779053,17.1507816314697,-36.8986358642578,61.4184150695801,-14.5138959884644,-13.9822511672974,57.0409164428711,-60.4107322692871,56.3938865661621,10.7169370651245,-42.0281448364258,-55.2056655883789,32.4284706115723,-55.0832099914551,-18.1282291412354,51.3893089294434,96.8672637939453,104.906311035156
2.35757207870483,5.29115438461304,-93.0083847045898,99.9522933959961,-12.4715824127197,71.0258026123047,3.66526389122009,87.0742874145508,22.6753559112549,11.5810031890869,116.464393615723,127.81298828125,46.322696685791,-80.9871597290039,61.2433738708496,109.756195068359,55.9422378540039,-11.0638666152954,-37.2442054748535,95.2052764892578,-9.65335941314697,-33.7970809936523,5.99355697631836,-47.3916244506836,102.354591369629,59.4921913146973,-61.2497100830078,-37.3800888061523,88.9498443603516,-30.662166595459,-12.3546094894409,19.9256439208984,90.1935806274414,58.3524932861328
-2.13881421089172,2.58720111846924,-23.3028812408447,62.9561195373535,2.47842025756836,37.1694221496582,-5.29838943481445,53.7091827392578,55.116943359375,30.8069705963135,95.1144790649414,99.6310806274414,66.3064651489258,-21.7665138244629,54.9474563598633,105.129028320312,48.6738204956055,-26.1307239532471,33.4887199401855,66.8787536621094,-5.49131870269775,-14.5489778518677,9.60924816131592,3.04212737083435,106.654052734375,23.3993034362793,-39.8077125549316,-10.1835927963257,91.3090209960938,-23.6196327209473,8.89630317687988,26.9892158508301,40.8522758483887,17.5726089477539
14.3150186538696,38.4521293640137,-18.9444923400879,53.3176574707031,24.4863357543945,79.1249694824219,-35.8419227600098,29.8275279998779,74.453369140625,69.9283981323242,75.3945770263672,91.7537307739258,30.7337799072266,34.7679290771484,77.0512161254883,103.667907714844,17.9202728271484,-39.2369575500488,97.7473220825195,70.0872344970703,16.8226718902588,-7.64117765426636,36.5349464416504,15.9470777511597,61.7168731689453,-6.98035430908203,-43.4057464599609,-2.5392370223999,33.4240036010742,1.23797285556793,40.6748924255371,76.8417739868164,33.2060546875,47.4019927978516
50.6131248474121,86.6518402099609,-28.5720310211182,83.0036392211914,62.6218185424805,143.921524047852,-52.7068672180176,62.9858169555664,82.0169296264648,134.267196655273,92.8426818847656,105.217796325684,4.45001125335693,15.5025663375854,118.572402954102,107.563362121582,27.4019622802734,-105.207466125488,113.531860351562,86.543815612793,18.8604793548584,-12.272141456604,40.6322708129883,-6.04812383651733,30.0078620910645,20.6331996917725,-55.7210388183594,-15.3553104400635,-9.30950260162354,8.01996517181396,41.6799163818359,125.249008178711,58.3104438781738,107.531227111816
25.3139209747314,139.225189208984,-45.3048400878906,124.381118774414,43.8907203674316,168.06755065918,-40.7295761108398,126.734466552734,72.5551223754883,145.540924072266,83.7375411987305,138.089691162109,-7.93552780151367,-28.0836620330811,103.109848022461,76.3009872436523,-0.362401515245438,-148.528549194336,72.7411727905273,20.5805835723877,-24.2654418945312,-1.08391547203064,36.5146293640137,-15.9300212860107,26.130521774292,22.381519317627,-52.3869247436523,-48.4797706604004,-6.55761575698853,-29.2890911102295,-0.860786199569702,173.869888305664,16.2776374816895,137.359115600586
-46.4262084960938,192.840057373047,-62.7376365661621,159.61750793457,-17.4381084442139,207.881546020508,-44.5192947387695,182.470092773438,5.89449787139893,127.877998352051,29.060375213623,165.991241455078,-51.9795532226562,-10.9820108413696,44.1595726013184,29.7469425201416,-26.2748718261719,-107.00267791748,24.1183986663818,-69.1906585693359,-66.0056228637695,25.2730026245117,-4.65908575057983,22.1132125854492,20.6678943634033,-11.5242958068848,-79.4964599609375,-9.83115482330322,46.8293609619141,-80.0918121337891,-47.7680778503418,225.7822265625,-36.2118835449219,136.800338745117
-75.2082366943359,226.637634277344,-38.9401550292969,167.947479248047,-6.40416383743286,256.500274658203,-44.6783409118652,186.635238647461,-55.5481376647949,149.672424316406,5.77846336364746,148.464141845703,-70.5030212402344,39.788631439209,7.83424758911133,22.0502223968506,41.2126350402832,-54.5384292602539,15.7594518661499,-79.7225723266602,-38.0184211730957,58.8110961914062,-47.1829452514648,61.7060317993164,7.83149814605713,-26.6983966827393,-90.8086013793945,92.0245208740234,66.0648422241211,-102.424415588379,-54.8323020935059,257.247039794922,-0.447209864854813,127.933250427246
-39.3166427612305,222.28874206543,-9.96601581573486,183.428924560547,54.6540565490723,258.296905517578,-4.20435047149658,173.666854858398,-54.1369285583496,166.368301391602,43.7240829467773,111.867904663086,-23.8221092224121,43.7579193115234,18.0953350067139,36.420166015625,86.3479537963867,-16.4551448822021,9.61363983154297,-6.29452228546143,29.7264308929443,90.150520324707,-27.1677703857422,46.2649688720703,-20.320182800293,-0.982531785964966,-45.0767440795898,91.8799057006836,-13.898416519165,-67.2893371582031,-10.0356044769287,257.644775390625,69.2786331176758,144.337768554688
13.8319454193115,188.664596557617,19.9933395385742,216.727966308594,87.578483581543,226.55322265625,41.6306915283203,216.407943725586,-39.2745132446289,151.225524902344,103.566520690918,92.6499786376953,-5.78608369827271,10.7395162582397,55.309886932373,53.4140625,51.6869468688965,-3.01425838470459,8.59471797943115,76.4154205322266,36.7528114318848,90.483154296875,-22.5455532073975,24.70436668396,-38.5010681152344,45.52685546875,-32.7259559631348,20.7574234008789,-77.6892776489258,-9.32393074035645,46.2539939880371,216.623382568359,106.380470275879,165.036727905273
