Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
148.690490722656,201.005752563477,-24.0291805267334,187.216720581055,114.294189453125,133.920776367188,95.1205596923828,-19.1457977294922,95.4828262329102,-106.354354858398,56.6310653686523,-141.020874023438,56.9764175415039,-153.398773193359,-31.8600883483887,-51.9813690185547,24.0799102783203,-189.828140258789,-203.555618286133,-55.2624855041504,57.1437873840332,-31.1758136749268,-12.7807693481445,-120.012336730957,88.5921096801758,-71.4301376342773,-122.07014465332,-75.9779739379883,175.16520690918,30.5222473144531,184.316680908203,-147.12939453125,78.3019638061523,-119.931732177734
110.835121154785,130.291580200195,4.37012910842896,184.60969543457,113.30094909668,95.8605728149414,148.30224609375,18.2244415283203,151.750335693359,-158.539123535156,139.132522583008,-142.552505493164,102.022483825684,-165.616180419922,46.0165672302246,-68.4619598388672,62.2364883422852,-168.991882324219,-145.042404174805,-93.482048034668,41.472843170166,-43.3997955322266,4.96483659744263,-122.909912109375,76.7149887084961,-54.8902435302734,-97.1267013549805,-50.0988502502441,164.263656616211,-5.6005802154541,218.561080932617,-159.653778076172,133.650329589844,-123.017585754395
70.1573638916016,63.3164405822754,-35.9599761962891,178.684753417969,101.526229858398,33.2352294921875,134.382949829102,46.6828231811523,193.202713012695,-155.509429931641,145.289855957031,-92.2574844360352,104.47779083252,-141.182922363281,84.1096801757812,-39.7236442565918,31.2054805755615,-103.79500579834,-42.6631546020508,-85.1580810546875,64.3394546508789,-66.8482360839844,-25.7096824645996,-116.666343688965,7.85816955566406,-54.8429069519043,-35.9531364440918,-35.1541023254395,98.93359375,-45.1556091308594,169.199890136719,-159.561157226562,104.289909362793,-81.8066711425781
46.9601516723633,18.9613475799561,-59.8640785217285,169.336074829102,37.1446647644043,-20.5929145812988,100.806350708008,28.166482925415,147.626083374023,-149.208511352539,52.4633712768555,-92.4121246337891,20.4666881561279,-162.321136474609,20.1127967834473,-28.7247619628906,-93.2409973144531,-56.1960411071777,-57.2938957214355,-9.39920616149902,42.8744888305664,-100.697891235352,-43.2577285766602,-73.2681427001953,-48.0405426025391,-73.6841201782227,-21.5279674530029,-7.94431591033936,12.8743877410889,-57.4092254638672,84.0588760375977,-167.741760253906,-12.9037256240845,-48.0919609069824
34.5303421020508,-0.84625655412674,-16.7952575683594,156.088882446289,-8.50579357147217,-39.2392539978027,66.1520767211914,-16.29225730896,52.1176261901855,-172.963668823242,-51.684871673584,-138.441146850586,-90.7531127929688,-175.500289916992,-63.8763008117676,-19.6691951751709,-162.508316040039,-65.8402099609375,-147.231506347656,38.712215423584,4.72289419174194,-106.192077636719,-41.118480682373,-4.93780374526978,-78.8244476318359,-85.2170639038086,-48.7314338684082,33.4162483215332,-39.8942794799805,-32.8807716369629,37.3830337524414,-152.424560546875,-84.5550765991211,-3.0341796875
43.2132797241211,17.4994792938232,63.5122222900391,95.6003036499023,3.46519303321838,-34.8856964111328,39.3674468994141,-44.5279884338379,-2.383131980896,-163.568923950195,-78.8737030029297,-128.370986938477,-120.086219787598,-133.528198242188,-67.7066421508789,32.5009536743164,-161.028533935547,-64.0284652709961,-173.779159545898,-37.915771484375,-20.5912971496582,-95.8096618652344,-32.0143013000488,37.6957168579102,-99.3634567260742,-95.3019104003906,-78.6726531982422,48.9228858947754,-28.0016937255859,-3.81315326690674,9.20320415496826,-101.483261108398,-41.0632362365723,57.1062049865723
72.5796661376953,44.4084930419922,91.1327896118164,38.5485305786133,39.3355941772461,-19.3343772888184,29.9880428314209,-59.1803207397461,-5.54430484771729,-135.918823242188,-61.6944351196289,-74.0000228881836,-90.8151626586914,-112.613243103027,-23.5682563781738,68.2743453979492,-160.786727905273,-36.1787147521973,-144.595809936523,-120.687423706055,-41.9271087646484,-58.4725646972656,-19.2899723052979,43.5365180969238,-80.1997756958008,-95.7389221191406,-78.4522399902344,46.3637886047363,15.7286510467529,-0.490336954593658,-34.1263847351074,-68.2202377319336,9.05368804931641,44.9391098022461
98.5223083496094,59.7293472290039,77.44677734375,64.2721099853516,100.413612365723,-12.7788715362549,1.54743039608002,-60.5541076660156,-16.7913303375244,-143.492446899414,-58.5701065063477,-60.0122032165527,-69.8108673095703,-128.172470092773,-2.37883567810059,43.0390357971191,-145.260055541992,-63.7994079589844,-110.123512268066,-64.0333404541016,5.41722202301025,-23.6246433258057,-38.93798828125,47.4167861938477,-28.4796581268311,-82.7726593017578,-47.3865165710449,51.3676223754883,37.2675094604492,-17.2796955108643,-72.1922912597656,-81.1978759765625,-9.77543544769287,-32.0002021789551
142.691040039062,73.9311218261719,119.882225036621,109.89128112793,156.744583129883,-35.9901466369629,-40.6407127380371,-62.7252655029297,-39.6812858581543,-150.969650268555,-63.8166389465332,-79.3624725341797,-59.3352088928223,-128.225387573242,1.80697119235992,1.14609837532043,-133.959075927734,-120.949783325195,-65.3868255615234,21.673921585083,71.4010009765625,-55.5228080749512,-90.8079071044922,29.9504852294922,-16.5539360046387,-97.4057998657227,-41.5844650268555,65.2303466796875,38.8848762512207,-47.6760406494141,-90.0239334106445,-98.3802032470703,-45.8756103515625,-61.1233749389648
203.025238037109,77.01318359375,178.119476318359,109.650573730469,159.501373291016,-64.8842086791992,-45.6175079345703,-73.7171859741211,-58.032772064209,-138.073089599609,-90.2266845703125,-82.3648071289062,-88.56787109375,-110.622596740723,-9.89785671234131,-15.1501312255859,-163.153228759766,-120.929344177246,-35.5387954711914,24.2494697570801,33.7444114685059,-94.7052536010742,-119.524215698242,-10.2613496780396,-54.2443313598633,-116.266288757324,-72.6745529174805,62.859676361084,41.7770729064941,-75.3853225708008,-113.623550415039,-89.3420257568359,-78.5831069946289,-31.0230846405029
201.005752563477,75.0708847045898,187.216720581055,92.4542541503906,133.920776367188,-52.2091331481934,-19.1457977294922,-56.4183349609375,-106.354354858398,-121.33544921875,-141.020874023438,-75.9008560180664,-153.398773193359,-82.454460144043,-51.9813690185547,-6.91354608535767,-189.828140258789,-76.3795547485352,-55.2624855041504,22.4113159179688,-31.1758136749268,-61.4230575561523,-120.012336730957,19.5154132843018,-71.4301376342773,-78.4234161376953,-75.9779739379883,29.5900020599365,30.5222473144531,-72.9182281494141,-147.12939453125,-90.9580001831055,-119.931732177734,-9.30323886871338
