Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
235.55744934082,32.0513877868652,146.162185668945,69.4506530761719,225.318435668945,100.945053100586,139.470443725586,61.2052154541016,265.466278076172,97.6248321533203,192.749588012695,6.00916290283203,312.610321044922,30.4645195007324,212.623870849609,-149.17936706543,177.293746948242,-42.9913940429688,178.979690551758,86.9020843505859,191.64567565918,-82.9160461425781,180.719833374023,-28.1101169586182,151.298873901367,-117.828002929688,159.404586791992,-1.70169031620026,67.0431060791016,116.59220123291,265.270294189453,49.1087989807129
159.115188598633,31.0975608825684,199.798614501953,12.6035356521606,247.572967529297,105.834419250488,176.375122070312,14.5965099334717,278.211029052734,59.3496780395508,201.588973999023,-56.9731788635254,339.443572998047,-18.491771697998,222.576797485352,-153.095031738281,228.648880004883,-72.2393493652344,150.638870239258,50.7132263183594,258.897491455078,-100.156440734863,123.816062927246,-57.9556655883789,138.977386474609,-113.859664916992,147.138961791992,33.4657745361328,130.987747192383,81.1578750610352,255.426803588867,15.7136564254761
96.5281219482422,-15.2399253845215,209.591934204102,-42.3959884643555,279.479553222656,81.7602996826172,192.726715087891,-39.6062812805176,267.966094970703,52.67431640625,183.505889892578,-116.345268249512,296.177978515625,7.98691987991333,149.947174072266,-98.6152572631836,263.057800292969,-84.5202178955078,178.193450927734,54.827564239502,287.083648681641,-116.197639465332,81.7361755371094,16.4708824157715,109.277030944824,-84.0610275268555,92.2925415039062,27.1280460357666,176.406021118164,54.2610778808594,299.074279785156,9.05031108856201
157.727233886719,-69.6188507080078,217.025039672852,-83.8367462158203,359.168273925781,7.20418453216553,194.168243408203,-57.3156089782715,273.082244873047,65.4141616821289,178.177658081055,-107.051231384277,212.099044799805,73.0377349853516,17.0298137664795,-2.5777690410614,256.689697265625,-116.652145385742,240.934371948242,55.1498146057129,290.285949707031,-123.806686401367,3.74333620071411,81.5449447631836,61.7195014953613,-22.9740600585938,42.6193656921387,56.2575454711914,222.250228881836,16.8755989074707,320.344787597656,-9.02516174316406
237.149749755859,-99.2430419921875,214.500701904297,-117.353103637695,390.071014404297,-72.4454574584961,166.684112548828,-69.3804473876953,234.977188110352,33.0321464538574,153.806716918945,-86.5569915771484,98.603157043457,57.1206130981445,-106.379707336426,25.3168201446533,208.044479370117,-140.110855102539,224.272979736328,3.41755318641663,235.409912109375,-117.589469909668,-14.2041425704956,54.5915451049805,-6.98929023742676,22.7823581695557,-109.025726318359,53.9333686828613,247.750839233398,-34.9678726196289,232.905181884766,-63.4973945617676
207.648666381836,-129.171981811523,170.301300048828,-115.756156921387,323.248657226562,-123.877319335938,102.365623474121,-91.4897079467773,176.301574707031,-66.4452209472656,78.6719055175781,-84.6150817871094,7.32610654830933,-59.014274597168,-184.636077880859,7.14274454116821,125.470069885254,-158.554840087891,171.488479614258,-63.8489151000977,115.713333129883,-119.527145385742,27.2454700469971,-49.7128753662109,-56.0484085083008,41.6486854553223,-213.044281005859,-49.3085784912109,233.635147094727,-49.561710357666,158.594375610352,-121.532096862793
146.448837280273,-208.602401733398,135.684188842773,-103.54460144043,248.980331420898,-180.098342895508,56.8387413024902,-97.9902267456055,139.026351928711,-153.840438842773,16.7725944519043,-79.1873931884766,16.3482437133789,-197.98388671875,-186.644439697266,11.785454750061,20.0057258605957,-184.075119018555,152.601364135742,-134.596176147461,-1.67328202724457,-137.666656494141,9.64955234527588,-191.210678100586,-98.1766204833984,57.1300888061523,-75.1353759765625,-146.423599243164,212.121109008789,-74.9317932128906,155.774749755859,-176.674575805664
112.40779876709,-297.574493408203,128.17317199707,-141.880523681641,212.440155029297,-255.770767211914,59.8700752258301,-105.130271911621,116.759101867676,-210.500778198242,-0.482472062110901,-98.6345901489258,73.7295455932617,-285.42578125,-141.864120483398,-1.38374936580658,-36.0972900390625,-184.102569580078,139.212463378906,-239.579040527344,-72.1979064941406,-149.422927856445,-20.3201484680176,-292.731384277344,-169.331924438477,74.0555877685547,61.1715316772461,-125.911285400391,169.378921508789,-140.21614074707,146.203750610352,-244.657516479492
59.8092308044434,-325.802825927734,112.213119506836,-205.883804321289,170.49609375,-298.215789794922,67.1958465576172,-144.079849243164,120.888084411621,-266.883117675781,-6.46968650817871,-156.400344848633,91.7653198242188,-300.560119628906,-130.612808227539,-40.5408363342285,-8.70967102050781,-174.75276184082,125.317832946777,-321.768341064453,-90.9201126098633,-162.573791503906,21.5547351837158,-281.582580566406,-200.972702026367,82.4817428588867,-6.65693044662476,-90.8413391113281,115.461067199707,-177.753555297852,116.027542114258,-268.228912353516
20.9317264556885,-308.983703613281,95.685188293457,-217.633270263672,120.336311340332,-264.901702880859,68.2090682983398,-165.295318603516,127.61597442627,-227.430282592773,5.1264009475708,-189.775299072266,76.3626937866211,-237.409545898438,-142.620895385742,-44.8431205749512,3.02414608001709,-152.817657470703,118.42790222168,-281.785949707031,-80.8401184082031,-153.492721557617,40.1083602905273,-134.83952331543,-155.89794921875,96.5995483398438,-64.3142242431641,-135.788955688477,113.282119750977,-160.134033203125,88.0269393920898,-181.76530456543
