Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
116.058029174805,-3.22247934341431,-340.322692871094,-186.012023925781,-48.9526062011719,19.5679321289062,-343.413665771484,-182.306488037109,-47.0559730529785,-56.2253570556641,-252.389785766602,-116.949127197266,42.3161544799805,-17.621072769165,-206.56477355957,51.4654121398926,47.8832511901855,132.028060913086,-300.271118164062,-156.049224853516,-41.7420921325684,-27.7205543518066,-246.174194335938,-134.326126098633,-8.91672611236572,-63.8819618225098,-219.596389770508,-24.4584197998047,84.9807510375977,50.5416450500488,-383.499084472656,-102.886047363281,-22.8669834136963,-36.3534088134766
130.875823974609,28.3583545684814,-341.026580810547,-141.140243530273,-3.50653076171875,54.8670616149902,-354.467468261719,-134.062103271484,77.2793655395508,-46.3651847839355,-248.362930297852,-40.8107757568359,165.751922607422,-23.0496597290039,-180.7900390625,77.2616577148438,137.991195678711,128.616806030273,-262.292633056641,-92.5968017578125,43.7484703063965,-22.8214855194092,-245.768630981445,-90.0984191894531,114.046913146973,-72.3955841064453,-213.111633300781,-15.8905820846558,163.417388916016,2.09779739379883,-272.083709716797,-92.7973785400391,101.926696777344,-25.0218200683594
185.090881347656,3.91744613647461,-259.503356933594,-130.918502807617,48.5442008972168,30.4389629364014,-310.665466308594,-92.4494934082031,156.879852294922,-69.5422286987305,-184.328262329102,-25.5360260009766,174.767349243164,-45.2142143249512,-158.001998901367,41.7271690368652,154.508270263672,35.3290176391602,-220.902801513672,-72.8817977905273,106.47583770752,-49.656623840332,-254.460266113281,-75.5939407348633,183.736846923828,-58.3481025695801,-175.625381469727,-47.1840286254883,164.034088134766,-36.7427368164062,-146.769744873047,-135.758682250977,118.560096740723,-27.1570510864258
232.078521728516,-99.026969909668,-175.363037109375,-152.954406738281,96.042610168457,-54.6157836914062,-268.051849365234,-76.5112991333008,161.445358276367,-61.6681289672852,-157.211624145508,-65.6230850219727,145.617126464844,-22.6159534454346,-124.400329589844,-11.6669273376465,108.081092834473,-17.1999969482422,-202.504180908203,-81.9681854248047,130.726181030273,-72.9889526367188,-237.233840942383,-88.9178314208984,143.517730712891,-31.714864730835,-124.30640411377,-72.0357208251953,104.569671630859,-17.7269668579102,-89.9701995849609,-175.794036865234,81.2072219848633,3.8766074180603
210.019119262695,-108.922393798828,-147.081314086914,-148.885681152344,151.91731262207,-93.1102447509766,-217.888763427734,-66.8632736206055,137.91015625,-10.5897674560547,-132.198120117188,-60.6078567504883,147.056991577148,21.989990234375,-75.6156234741211,-55.7971496582031,76.0672836303711,24.7514209747314,-151.805160522461,-82.3359375,137.548202514648,-45.6218376159668,-169.445388793945,-84.853759765625,109.75944519043,-11.5334444046021,-79.6902008056641,-70.7714538574219,80.2304382324219,9.01055717468262,-62.7079086303711,-134.771484375,95.0417861938477,48.2277450561523
165.921966552734,-33.6684188842773,-144.339447021484,-63.7659950256348,193.216949462891,-9.29604625701904,-148.607391357422,-31.819429397583,140.524826049805,45.8488235473633,-74.909553527832,-28.8435668945312,148.360626220703,38.4287376403809,-67.4103317260742,-85.6545333862305,92.8278503417969,55.788158416748,-94.9834213256836,-42.3661918640137,143.169311523438,6.32471656799316,-101.83137512207,-59.6700782775879,130.999755859375,0.0443368852138519,-69.947395324707,-73.9365844726562,123.650581359863,25.5891418457031,-31.3109169006348,-10.3751173019409,117.326194763184,123.172729492188
108.079978942871,-4.74311923980713,-105.976631164551,61.2316246032715,201.686248779297,121.951126098633,-86.2665710449219,41.3709526062012,172.908432006836,102.317756652832,-36.1607055664062,-27.7330703735352,159.849365234375,12.0783166885376,-63.6794853210449,-109.893424987793,129.531768798828,24.3076171875,-73.0658950805664,46.1342163085938,144.014038085938,52.7147445678711,-72.9478454589844,-29.0132007598877,147.518737792969,8.64172554016113,-74.6163482666016,-84.8465194702148,190.915817260742,30.0821399688721,-5.94611740112305,121.610702514648,102.256210327148,165.808242797852
32.7409629821777,-5.57547473907471,-91.3493118286133,140.017028808594,166.107543945312,168.197998046875,-65.2238388061523,93.2659454345703,143.369644165039,120.978713989258,-28.7580852508545,-40.7469825744629,120.902153015137,-25.1541023254395,-30.2096767425537,-109.434265136719,135.459381103516,-29.6902332305908,-87.5067901611328,114.585472106934,117.132652282715,93.8311614990234,-94.1642837524414,9.48843193054199,120.719581604004,9.34899425506592,-62.8924446105957,-86.3835983276367,179.06721496582,7.53532123565674,-20.1207218170166,176.923538208008,15.0908708572388,108.655342102051
5.94656991958618,-14.1204919815063,-157.985946655273,126.131942749023,85.825309753418,132.450622558594,-107.538635253906,69.4105453491211,25.4102191925049,75.7172393798828,-62.1793098449707,-47.7814712524414,7.02036476135254,-51.1986274719238,-20.5724296569824,-77.0055770874023,98.2090301513672,-67.915885925293,-144.848922729492,98.384162902832,50.7092781066895,111.891494750977,-143.119827270508,9.15653324127197,52.8063774108887,9.55229759216309,-53.5471649169922,-75.6006774902344,91.1534652709961,-19.633472442627,-78.6610794067383,141.986373901367,-100.46688079834,34.0267601013184
2.5285758972168,-15.3242712020874,-211.238616943359,42.6348495483398,16.7890872955322,101.73893737793,-173.483871459961,1.15434801578522,-60.7787895202637,34.5506286621094,-124.7568359375,-53.4413261413574,-44.6737594604492,-61.2284698486328,-5.73882246017456,-62.1256217956543,86.8465270996094,-55.1814308166504,-190.503509521484,26.9122047424316,-13.7584600448608,104.029670715332,-163.354965209961,-42.2077293395996,-21.7945327758789,21.2775230407715,-48.0577278137207,-67.9297866821289,52.0435066223145,-25.8775177001953,-118.580093383789,68.3313980102539,-104.888137817383,-9.36777305603027
-3.22247934341431,42.4432525634766,-186.012023925781,-34.1097221374512,19.5679321289062,78.7439804077148,-182.306488037109,-65.4727935791016,-56.2253570556641,8.26208019256592,-116.949127197266,-67.2355804443359,-17.621072769165,-49.531364440918,51.4654121398926,-52.8032150268555,132.028060913086,-11.3522005081177,-156.049224853516,-47.9569664001465,-27.7205543518066,106.2138671875,-134.326126098633,-67.1109313964844,-63.8819618225098,38.9604454040527,-24.4584197998047,-78.9733505249023,50.5416450500488,-11.9380941390991,-102.886047363281,-3.23768186569214,-36.3534088134766,-62.887866973877
28.3583545684814,66.7043838500977,-141.140243530273,-83.3931350708008,54.8670616149902,37.2308464050293,-134.062103271484,-112.00804901123,-46.3651847839355,-50.9168281555176,-40.8107757568359,-106.621185302734,-23.0496597290039,-58.0758514404297,77.2616577148438,-21.0570163726807,128.616806030273,-15.3975458145142,-92.5968017578125,-94.0849761962891,-22.8214855194092,102.369720458984,-90.0984191894531,-63.5289077758789,-72.3955841064453,42.3323631286621,-15.8905820846558,-82.3682708740234,2.09779739379883,-3.37355828285217,-92.7973785400391,-63.6254386901855,-25.0218200683594,-112.285110473633
3.91744613647461,-48.082447052002,-130.918502807617,-123.982116699219,30.4389629364014,1.71389961242676,-92.4494934082031,-125.217430114746,-69.5422286987305,-90.2236099243164,-25.5360260009766,-149.775238037109,-45.2142143249512,-93.6421661376953,41.7271690368652,-25.6098575592041,35.3290176391602,-48.380558013916,-72.8817977905273,-86.7031097412109,-49.656623840332,43.4483337402344,-75.5939407348633,-69.6256484985352,-58.3481025695801,12.6334972381592,-47.1840286254883,-54.5377769470215,-36.7427368164062,-30.6048240661621,-135.758682250977,-102.206359863281,-27.1570510864258,-127.405471801758
