Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
18.5270652770996,-0.736010015010834,-37.0919914245605,-66.6502380371094,32.4216766357422,37.80419921875,-85.3725357055664,2.29290413856506,-5.15930795669556,156.777526855469,-61.3930206298828,46.4625091552734,22.0805282592773,45.4344253540039,-66.543212890625,37.7115287780762,-47.6055946350098,-34.4989967346191,44.9839859008789,32.3763427734375,35.1887893676758,-45.5353927612305,-89.0281524658203,-70.0721893310547,10.1129322052002,-56.6571502685547,-92.2914199829102,4.23485040664673,-61.229248046875,-9.40985012054443,12.3577547073364,58.3070755004883,27.5236663818359,130.790054321289
48.1822547912598,-20.5367412567139,-26.5200462341309,-47.8525161743164,43.1224517822266,22.0043449401855,-78.0718002319336,-8.76782703399658,7.97200345993042,119.415451049805,-69.2986526489258,31.9026107788086,44.1401596069336,12.3063869476318,-66.5504608154297,17.2457294464111,-31.790548324585,-70.316276550293,55.0881271362305,85.4928588867188,33.4037322998047,-26.8667297363281,-55.1907005310059,-61.8329391479492,8.65419578552246,-34.9411506652832,-83.3813400268555,14.9588489532471,-45.6742324829102,-18.8100051879883,55.2527122497559,31.898229598999,-8.05892658233643,137.359664916992
41.8393363952637,-43.0833473205566,-27.7131824493408,-90.151725769043,47.6158981323242,-14.8023633956909,-80.4045715332031,-43.309455871582,11.237548828125,44.2243576049805,-50.5913925170898,8.41536712646484,-5.04692649841309,-71.7688903808594,-42.9498138427734,-1.55887055397034,-58.9231147766113,-155.355987548828,70.7250289916992,62.7177543640137,8.27062129974365,1.01604044437408,-57.0695838928223,-121.683937072754,-3.24504518508911,-50.7257118225098,-71.1960754394531,-42.7544174194336,-5.99829339981079,-37.9661712646484,73.7818374633789,-27.2949981689453,-51.2266159057617,100.421806335449
19.4410743713379,-44.9890289306641,-54.3279914855957,-90.2770538330078,31.4583568572998,-17.214973449707,-91.4863510131836,-17.1861190795898,3.71147513389587,-23.6082878112793,-48.2578887939453,-21.2741107940674,-45.4067039489746,-130.709701538086,-26.9216651916504,-18.9974555969238,-111.074989318848,-168.122894287109,72.8552703857422,-5.42652893066406,-21.6659412384033,25.1125164031982,-98.9302673339844,-126.615966796875,-52.3851623535156,-56.3425483703613,-52.0427665710449,-84.0764617919922,-29.8400535583496,-15.8744745254517,8.46405410766602,-42.1020355224609,-83.3907089233398,52.3033294677734
-17.454137802124,-17.1303005218506,-62.6411895751953,-29.4827880859375,-32.5077171325684,-5.53739595413208,-73.3404693603516,-14.6316175460815,-29.5051345825195,-62.8776092529297,-56.7965965270996,-68.9612579345703,-68.4817657470703,-128.856658935547,-59.2340850830078,-73.1981811523438,-157.877182006836,-117.679321289062,33.354362487793,-59.4006652832031,-58.1390342712402,15.4943027496338,-94.3561172485352,-74.4670257568359,-78.3296356201172,-63.1363067626953,4.29921531677246,-102.5673828125,-71.261604309082,-3.1855993270874,-88.4630279541016,-36.4938659667969,-82.0411605834961,-16.4499053955078
-70.0591812133789,-2.83432960510254,-49.6123161315918,-32.5995788574219,-107.160507202148,-74.0317077636719,-48.0161285400391,-71.6513595581055,-55.6212577819824,-134.832168579102,-28.4315185546875,-142.977462768555,-103.897193908691,-142.406768798828,-86.7168426513672,-142.659851074219,-184.12971496582,-128.387786865234,-8.26802444458008,-116.543853759766,-88.9603576660156,-8.90860176086426,-54.7418823242188,-91.510627746582,-63.6349182128906,-101.5146484375,55.1222305297852,-155.238876342773,-43.8995552062988,-60.6679306030273,-143.121932983398,-98.1531524658203,-45.5335388183594,-80.2084274291992
-111.716789245605,-49.6336441040039,-70.0812225341797,-115.129821777344,-138.699401855469,-176.964874267578,-54.2974815368652,-105.061218261719,-28.5508613586426,-223.104309082031,-8.78051090240479,-173.369827270508,-75.2778625488281,-195.666549682617,-68.9037475585938,-154.885620117188,-180.108749389648,-146.963043212891,-7.20622205734253,-114.010940551758,-95.1552734375,-9.64822006225586,-68.3639144897461,-162.050842285156,-70.3256988525391,-134.5859375,43.5525360107422,-191.207046508789,35.0415840148926,-92.0723876953125,-147.538558959961,-181.521408081055,19.4397220611572,-108.64820098877
-119.35619354248,-99.7684173583984,-81.8231887817383,-190.287368774414,-125.947883605957,-197.512390136719,-45.3042755126953,-148.56999206543,33.3876075744629,-248.823120117188,15.9145030975342,-164.361053466797,0.295258313417435,-206.552307128906,-21.1527156829834,-125.914276123047,-130.579727172852,-119.110824584961,32.8847122192383,-57.0246200561523,-87.8241729736328,-1.15664339065552,-95.2997741699219,-207.171600341797,-88.6299819946289,-152.057434082031,6.29378461837769,-185.125549316406,115.18384552002,-73.5573272705078,-87.4944076538086,-223.717849731445,83.3065032958984,-141.341873168945
-79.6175308227539,-81.2613677978516,-74.4738540649414,-185.397750854492,-71.023307800293,-174.494689941406,-28.5430164337158,-178.104507446289,101.025177001953,-241.783493041992,69.659423828125,-163.614730834961,29.5972461700439,-168.159622192383,25.3780536651611,-96.3717498779297,-69.2247772216797,-82.8943328857422,49.6496658325195,-45.4104995727539,-79.0168838500977,-11.3527565002441,-101.729202270508,-195.013549804688,-93.9287261962891,-157.976699829102,-23.216365814209,-189.422256469727,116.101501464844,-65.5945434570312,1.07611441612244,-231.833404541016,98.9810485839844,-165.576065063477
-20.8985614776611,-23.8147296905518,-86.2724151611328,-119.845275878906,1.31169831752777,-152.956558227539,-22.6869411468506,-111.959121704102,149.761779785156,-233.159271240234,76.2872543334961,-148.763031005859,34.9605941772461,-124.821441650391,44.497013092041,-70.2224273681641,-42.4525756835938,-4.60697793960571,19.0300540924072,-25.5326080322266,-64.1245651245117,-23.2545127868652,-103.515762329102,-140.795974731445,-88.7373275756836,-138.573165893555,-31.173038482666,-188.4169921875,35.6540069580078,-68.0362014770508,47.4577140808105,-203.479064941406,100.253311157227,-129.153884887695
-0.736010015010834,0.317594110965729,-66.6502380371094,-84.6407775878906,37.80419921875,-115.90323638916,2.29290413856506,-34.9271926879883,156.777526855469,-222.999816894531,46.4625091552734,-124.56436920166,45.4344253540039,-96.2552947998047,37.7115287780762,-70.1165313720703,-34.4989967346191,31.8884963989258,32.3763427734375,22.2468910217285,-45.5353927612305,-10.9937763214111,-70.0721893310547,-108.027252197266,-56.6571502685547,-122.828453063965,4.23485040664673,-138.500564575195,-9.40985012054443,-84.6782608032227,58.3070755004883,-163.094955444336,130.790054321289,-50.969165802002
