Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
178.426345825195,-75.7191848754883,-724.655029296875,-47.5943641662598,413.294982910156,-56.6945457458496,-513.29931640625,-29.4710254669189,390.2255859375,-93.5925369262695,-553.966125488281,-19.4160861968994,414.576171875,5.698805809021,-716.28271484375,-64.2725067138672,313.994689941406,14.705714225769,-558.425598144531,141.884521484375,376.219909667969,-31.9980716705322,-632.648315429688,83.2323760986328,276.802764892578,4.08580589294434,-653.908813476562,16.9573554992676,19.0318603515625,78.0984802246094,-687.699951171875,72.0227432250977,257.517028808594,-88.4571304321289,-514.821166992188,-81.9754867553711
163.996246337891,-129.082275390625,-514.436340332031,183.003326416016,358.891479492188,-142.437530517578,-515.489440917969,70.5054321289062,291.063385009766,-229.505172729492,-540.5439453125,52.1899299621582,418.847686767578,-106.823226928711,-657.610107421875,59.8146362304688,359.129486083984,-53.4052696228027,-414.495300292969,283.474639892578,276.354736328125,-122.892684936523,-573.077270507812,165.878677368164,248.402084350586,-62.5091781616211,-605.698791503906,156.992828369141,78.0014114379883,93.08544921875,-623.0546875,197.401947021484,200.832397460938,-174.679885864258,-494.539794921875,-15.9434823989868
239.762496948242,-167.841156005859,-326.952209472656,410.641998291016,233.052658081055,-200.992828369141,-464.720550537109,111.23363494873,219.849136352539,-357.414367675781,-483.103576660156,149.293960571289,424.545806884766,-183.970397949219,-595.947631835938,181.597686767578,358.260437011719,-105.486938476562,-296.2880859375,417.705657958984,161.499465942383,-165.871627807617,-488.630126953125,255.208740234375,165.938537597656,-72.1563110351562,-553.806884765625,267.899261474609,35.1498222351074,128.660598754883,-545.760864257812,327.056091308594,192.788970947266,-282.826080322266,-475.209381103516,61.8787727355957
262.617767333984,-153.255416870117,-337.721710205078,358.473266601562,139.708465576172,-238.224487304688,-410.880126953125,137.761016845703,203.450531005859,-373.516571044922,-458.197326660156,228.340530395508,383.946197509766,-170.974945068359,-573.892456054688,211.518569946289,313.378326416016,-101.476913452148,-258.058227539062,408.451446533203,121.746398925781,-200.446899414062,-445.180603027344,313.952301025391,114.310012817383,-65.6601638793945,-568.542053222656,269.860229492188,-17.1580257415771,151.035049438477,-479.680145263672,355.600860595703,213.719818115234,-307.645446777344,-453.709777832031,95.6139373779297
207.78874206543,-99.3001556396484,-414.670745849609,274.727264404297,131.460311889648,-237.375900268555,-400.00244140625,228.876968383789,204.153182983398,-299.404998779297,-461.887939453125,273.545440673828,366.587219238281,-171.082443237305,-590.367736816406,189.030044555664,316.232757568359,-131.62890625,-293.928955078125,309.108428955078,128.163375854492,-165.204162597656,-416.21240234375,332.895111083984,122.326782226562,-112.547157287598,-527.756286621094,258.145660400391,16.5128726959229,78.1086120605469,-483.232147216797,313.930908203125,203.644012451172,-222.260986328125,-469.819061279297,93.7790069580078
85.8814086914062,-30.1546039581299,-455.212066650391,314.994110107422,140.304077148438,-175.115219116211,-409.892303466797,270.377532958984,174.218704223633,-242.51823425293,-431.576263427734,230.164199829102,340.299499511719,-222.769866943359,-558.385803222656,138.91926574707,304.551696777344,-195.326889038086,-285.486114501953,210.899108886719,123.290504455566,-62.142406463623,-386.672760009766,287.717681884766,110.703063964844,-153.572723388672,-446.420684814453,261.983428955078,50.3005180358887,-32.003734588623,-468.361419677734,277.390441894531,102.810249328613,-94.065315246582,-485.508392333984,80.8081359863281
-38.0337867736816,7.09316110610962,-458.318328857422,205.989212036133,78.2285690307617,-109.339790344238,-417.694030761719,229.349578857422,83.6333312988281,-195.276092529297,-374.898986816406,150.733062744141,241.944274902344,-178.893890380859,-458.729309082031,67.9432373046875,260.036956787109,-163.418411254883,-190.979095458984,121.309661865234,85.6930313110352,-31.7860774993896,-373.629760742188,233.872253417969,80.9593811035156,-135.189590454102,-388.366119384766,220.005065917969,71.7196655273438,-45.780029296875,-344.255157470703,197.101699829102,9.72545337677002,-35.8370628356934,-436.919372558594,62.9703330993652
-18.8442211151123,-32.2537422180176,-327.238128662109,20.5613136291504,-8.48246192932129,-59.1461410522461,-365.302795410156,198.071655273438,-1.81372892856598,-128.236694335938,-255.075408935547,93.6387786865234,186.930633544922,-74.2895050048828,-354.634155273438,21.5618190765381,215.404220581055,-45.0180740356445,-115.88094329834,57.0283432006836,52.374153137207,-43.5571174621582,-294.554504394531,216.44856262207,84.3645172119141,-80.7243576049805,-209.165008544922,94.7358627319336,83.1988754272461,58.1184310913086,-198.161376953125,80.4962463378906,5.70987224578857,-59.1173896789551,-330.917205810547,15.2477807998657
45.1077842712402,-33.8210830688477,-122.358795166016,87.4302215576172,-26.2469444274902,-37.3248672485352,-236.379974365234,132.955703735352,-17.9663791656494,-110.67733001709,-91.5180358886719,15.201512336731,183.298004150391,-85.6243286132812,-247.409332275391,-52.0816345214844,134.664703369141,-15.1632165908813,-50.4704627990723,-17.5360107421875,63.2270240783691,-38.991943359375,-122.032417297363,146.374725341797,89.2809143066406,-50.1664772033691,0.553361117839813,-11.8039588928223,53.276008605957,113.34326171875,-95.8373413085938,42.8813591003418,-6.31178331375122,-72.0431289672852,-209.828414916992,-80.775032043457
-0.18241012096405,40.8457221984863,-65.8015518188477,235.178146362305,-10.7799100875854,-105.701568603516,-121.982078552246,63.9165725708008,-23.6612663269043,-146.786529541016,-25.0998229980469,-41.4754219055176,115.346786499023,-193.900207519531,-147.192520141602,-144.383926391602,57.769847869873,-98.654899597168,44.9343757629395,-95.0282516479492,56.6173706054688,-101.97013092041,14.8836488723755,46.5568923950195,64.0645523071289,-101.99292755127,18.5240058898926,-5.74987077713013,48.6817207336426,37.0627899169922,-13.0539302825928,71.6539459228516,-49.7836380004883,-61.804801940918,-126.343414306641,-117.791023254395
